model_version,source,interval_prob,Year,analyte,treatment,n_events,load_mean,load_low,load_high,volume_mean,volume_low,volume_high,conc_mean,conc_low,conc_high
v1p7p5,Observed,0.95,2017,NO3,ST,20,2160.2041764,1384.0273886000002,2983.3498428749995,241513.35,155469.61250000002,332764.57999999996,8.944450385040827,8.519019080089459,9.263812482091764
v1p7p5,Observed,0.95,2020,NO3,CT,2,319.61745200000007,319.61745200000007,319.61745200000007,41508.76,41508.76,41508.76,7.700000000000001,7.700000000000001,7.700000000000001
v1p7p5,Observed,0.95,2020,NO3,ST,12,2059.273029,1100.0806792250003,3106.2519786999997,258637.96,138705.88475000003,390742.4255,7.961990687677864,7.875172880244385,8.047762675146755
v1p7p5,Observed,0.95,2021,NO3,CT,10,1153.512377,899.5546276749999,1405.906761,141406.26,111976.9465,171348.905,8.15743501737476,7.983202775516704,8.326774036985723
v1p7p5,Observed,0.95,2021,NO3,MT,11,923.170924,497.84050800000006,1438.1597358499998,113041.86,60508.07,175903.15475,8.166628928434122,8.1021836503762,8.226455691614497
v1p7p5,Observed,0.95,2021,NO3,ST,13,1451.4228170000001,761.9967116500003,2245.3136760499997,182034.84,92808.4015,285898.68875,7.973324320772881,7.734367166194443,8.39455954132452
v1p7p5,Observed,0.95,2023,NO3,CT,40,11119.5837532,9778.08949434,12572.637390429998,1647312.4000000001,1422298.99275,1904959.97225,6.750136618409477,5.685339762224403,7.850060244905543
v1p7p5,Observed,0.95,2023,NO3,MT,45,14856.9140847,13123.477333955003,17242.0640550875,2117365.43,1920870.1655,2340152.3205,7.0166981448733665,6.069930636539728,7.899919775864114
v1p7p5,Observed,0.95,2023,NO3,ST,41,11346.9963706,9437.229869682498,13683.550443069998,1541566.8599999999,1380736.39775,1707703.47375,7.360690389127852,6.44091788874717,8.386938497322332
v1p7p5,Observed,0.95,2024,NO3,CT,16,4640.18043786,3283.211801451501,5886.593300953,760759.5,654288.8715,878351.1032499999,6.099405183714433,4.025815589018518,8.008888930865046
v1p7p5,Observed,0.95,2024,NO3,MT,14,4727.73204588,2727.7387245670006,6748.108934924,852500.98,634129.4692500001,1086722.55225,5.545720364896238,3.008062583849683,8.448945847550826
v1p7p5,Observed,0.95,2024,NO3,ST,23,8424.10514605,6021.57772274625,11027.2610570625,1201750.75,988875.2880000001,1394792.0287499998,7.009860527276559,5.289625683781152,8.442834363923719
v1p7p5,Observed,0.95,2025,NO3,CT,44,270.55393323,244.94353343525,299.52382686299995,2008642.38,1897430.6135000002,2139569.9475000002,0.13469492425525742,0.12364730489417071,0.14586267040861103
v1p7p5,Observed,0.95,2025,NO3,MT,34,302.47620426,250.574702788,360.92689402099995,1833373.02,1684584.979,2000659.88775,0.16498344906373716,0.14359115585526022,0.1925000133967178
v1p7p5,Observed,0.95,2025,NO3,ST,44,374.22204343,337.82662781475,415.21024490175006,2371308.14,2184942.98575,2558109.72,0.15781249054793864,0.15028629375708613,0.16768605003199744
v1p7p5,Observed,0.95,2016,NPOC,CT,8,1866.277708615,1456.675638360625,2339.9208811450003,306451.77999999997,251269.13,369071.3562499999,6.089955518010044,5.036184796056099,7.606821679220175
v1p7p5,Observed,0.95,2016,NPOC,MT,8,275.70423431899997,177.936664044375,393.98873695237495,41283,26696.38,58045.99,6.678396296756533,6.333952165190734,7.008665336079127
v1p7p5,Observed,0.95,2016,NPOC,ST,8,930.3041608169999,566.7622709520001,1291.1794915949997,156399.24,96215.45999999999,216583.02,5.94826522697297,5.473539322349552,6.422490296006163
v1p7p5,Observed,0.95,2011,OP,CT,6,14.87160531,3.8382982020000016,33.70258268,82714.57,48912.02025,120176.10199999997,0.17979426490399453,0.07072578329434485,0.2853632071275089
v1p7p5,Observed,0.95,2011,OP,MT,3,11.99637347,4.978089600000001,25.524317520000004,87865,63065.67,110018.61000000002,0.13653187810846185,0.055,0.232
