model_version,source,interval_prob,Year,analyte,treatment,n_events,load_mean,load_low,load_high,volume_mean,volume_low,volume_high,conc_mean,conc_low,conc_high
v1p7p5,Observed,0.95,2012,NO3,MT,7,1550.718656,948.3349277500001,2601.1258329,145992,113967,182691.6,10.621942681790783,7.1566893597986185,14.939697750049351
v1p7p5,Observed,0.95,2012,NO3,ST,6,756.3666870000001,388.534384,1006.0347370000001,86096,43427.275,130177.0999999999,8.785154792324848,7.2733107124616465,11.696848127087911
v1p7p5,Observed,0.95,2013,NO3,CT,5,687.881489,416.019032,955.725529,84140,48014,118919,8.17543961255051,7.980101345224855,8.66453601033032
v1p7p5,Observed,0.95,2013,NO3,MT,4,918.130912,816.2312209999999,1009.9302230249999,100647,91176,111910,9.122287917175873,8.91978156529594,9.342621184695087
v1p7p5,Observed,0.95,2013,NO3,ST,6,958.2123180000001,565.8522780000001,1429.629015,109085,64612,160870.89999999997,8.784088719805657,8.427232560841643,9.12531298084793
v1p7p5,Observed,0.95,2014,NO3,CT,19,7305.89071535,5635.530342623751,9240.531730788749,780160.4,620790.97875,940673.7154999998,9.364600812025323,8.66113030882186,10.188770832610308
v1p7p5,Observed,0.95,2014,NO3,MT,1,54.74769270000001,54.74769270000001,54.74769270000001,6588.17,6588.17,6588.17,8.31,8.31,8.31
v1p7p5,Observed,0.95,2014,NO3,ST,18,2998.86839233,2067.6359772565006,3881.5714248689997,343538.75,233542.72225000005,449701.2387499999,8.729345357197696,8.092809647161188,9.449237683679257
v1p7p5,Observed,0.95,2015,NO3,CT,20,3512.94215413,3097.99564182875,3900.56224267125,436607.38,384995.88225,485036.14125,8.045998109628838,7.934577993965505,8.148540907869567
v1p7p5,Observed,0.95,2015,NO3,MT,20,1532.89849641,1141.5372975305,2014.0452551785,186492.58,139495.941,244632.32674999998,8.219621908871655,8.120561293435498,8.315337971385716
v1p7p5,Observed,0.95,2015,NO3,ST,19,1244.05455551,963.96315682675,1556.202386991,154139.61,116216.28624999999,194178.1945,8.070959537979888,7.7957855279302075,8.301104441788823
v1p7p5,Observed,0.95,2016,NO3,CT,8,1523.55008581,1194.8361206525,1943.5276652999999,306451.77999999997,246833.68899999998,375105.55949999986,4.971581779717514,4.769672522710088,5.14448293447996
v1p7p5,Observed,0.95,2016,NO3,MT,8,206.5986651,126.4524432005,305.44176161999997,41283,25915.16,60205.34,5.004448928130223,4.837049488617867,5.0931827670817
v1p7p5,Observed,0.95,2016,NO3,ST,8,790.06702527,475.82650700325024,1099.70756154,156399.24,96201.82424999999,216583.02,5.051603992896641,4.913288409484007,5.129723135397575
v1p7p5,Observed,0.95,2017,NO3,CT,22,9259.793706,7135.2841262500015,11605.375198825,1045125.5700000001,817972.9532500001,1315689.7659999996,8.859981969439328,8.582723177943024,9.0993269544907
v1p7p5,Observed,0.95,2017,NO3,MT,16,3027.370919,1958.169059575,4092.389786875,327183.01,217054.93850000002,442818.7489999999,9.252836566910977,8.838562779576582,9.74022870312756
