Analyte,Treatment,method,n,MAE,RMSE,NRMSE_mean,NRMSE_range,NRMSE_sd,Coverage,MeanWidth,IntervalProb,CRPS,CRPS_norm_mean
ALL,ALL,"('Bayes',)",210,108432599.1174692,364810021.2008903,1.271825330006245,2.857130476289559,6.006025948894571,0.41904761904761906,161871788.75783828,0.95,91797427.51610965,0.8791985281053363
ALL,ALL,"('ML',)",231,68476001.14302377,404116386.51661277,1.5846478853587034,1.3332685701061548,2.932384287520552,0.08225108225108226,8302473.704456542,,170133711.14228496,1.481533295789794
