Date,CT_STIR,MT_STIR,ST_STIR,CT_Diesel_l_ha,MT_Diesel_l_ha,ST_Diesel_l_ha,CT_Speed_kmh_mean,MT_Speed_kmh_mean,ST_Speed_kmh_mean,CT_Depth_cm_mean,MT_Depth_cm_mean,ST_Depth_cm_mean,CT_SurfDist_pct_mean,MT_SurfDist_pct_mean,ST_SurfDist_pct_mean,CT_TTM_mean,MT_TTM_mean,ST_TTM_mean,Year,CT_STIR_Sum_Year,CT_STIR_Sum_All,ST_STIR_Sum_Year,ST_STIR_Sum_All,MT_STIR_Sum_Year,MT_STIR_Sum_All
2021-04-13,2.1937499999999996,3.25,26.1625,5.73748,6.0151,16.6572,9.654,8.045,7.2405,3.81,6.35,11.43,100.0,20.0,66.5,0.15,0.8,0.6000000000000001,2021,167.87874999999997,2182.57,52.4225,766.62625,44.135,777.6274999999999
2021-04-27,3.25,3.25,3.25,6.0151,6.0151,6.0151,8.045,8.045,8.045,6.35,6.35,6.35,20.0,20.0,20.0,0.8,0.8,0.8,2021,171.12874999999997,2185.82,55.6725,769.87625,47.385,780.8774999999999
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2021,171.12874999999997,2185.82,55.6725,769.87625,47.385,780.8774999999999
2021-06-10,3.25,3.25,3.25,6.0151,6.0151,6.0151,8.045,8.045,8.045,6.35,6.35,6.35,20.0,20.0,20.0,0.8,0.8,0.8,2021,174.37874999999997,2189.07,58.9225,773.12625,50.635,784.1274999999999
2021-06-18,29.25,32.5,32.5,11.47496,17.49006,17.49006,8.045,8.045,8.045,7.62,7.196666666666666,7.196666666666666,75.0,56.666666666666664,56.666666666666664,0.8,0.8000000000000002,0.8000000000000002,2021,203.62874999999997,2218.32,91.4225,805.62625,83.13499999999999,816.6274999999999
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2021,203.62874999999997,2218.32,91.4225,805.62625,83.13499999999999,816.6274999999999
2021-10-22,6.5,6.5,6.5,31.4636,31.4636,31.4636,8.045,8.045,8.045,5.08,5.08,5.08,100.0,100.0,100.0,0.4,0.4,0.4,2021,210.12874999999997,2224.82,97.9225,812.12625,89.63499999999999,823.1274999999999
2021-10-29,30.7125,30.7125,30.7125,13.51084,13.51084,13.51084,14.481,14.481,14.481,3.81,3.81,3.81,100.0,100.0,100.0,0.7,0.7,0.7,2021,240.84124999999997,2255.5325000000003,128.635,842.83875,120.3475,853.8399999999999
2021-11-23,5.46,5.46,5.46,7.8659,7.8659,7.8659,9.654,9.654,9.654,5.08,5.08,5.08,40.0,40.0,40.0,0.7,0.7,0.7,2021,246.30124999999998,2260.9925000000003,134.095,848.29875,125.80749999999999,859.3
2021-11-25,5.46,0.0,0.0,7.8659,0.0,0.0,9.654,,,5.08,,,40.0,,,0.7,,,2021,251.76125,2266.4525000000003,134.095,848.29875,125.80749999999999,859.3
2021-11-29,21.06,21.06,21.06,23.135,23.135,23.135,7.2405,7.2405,7.2405,60.96,60.96,60.96,30.0,30.0,30.0,0.4,0.4,0.4,2021,272.82124999999996,2287.5125000000003,155.155,869.35875,146.8675,880.3599999999999
2021-11-30,104.56874999999998,0.0,0.0,39.05188,0.0,0.0,7.2405,,,40.005,,,100.0,,,0.425,,,2021,377.39,2392.08125,155.155,869.35875,146.8675,880.3599999999999
2021-12-03,12.59375,0.0,0.0,14.06608,0.0,0.0,8.045,,,4.445,,,100.0,,,0.47500000000000003,,,2021,389.98375,2404.675,155.155,869.35875,146.8675,880.3599999999999
2022-04-11,38.675,29.51,34.385,20.08118,22.209600000000002,25.17088,7.508666666666667,8.045,8.045,8.043333333333333,7.196666666666666,6.984999999999999,65.0,53.333333333333336,47.5,0.8000000000000002,0.7666666666666666,0.775,2022,38.675,2443.3500000000004,34.385,903.74375,29.51,909.8699999999999
2022-04-12,2.1937499999999996,2.1937499999999996,2.1937499999999996,5.73748,5.73748,5.73748,9.654,9.654,9.654,3.81,3.81,3.81,100.0,100.0,100.0,0.15,0.15,0.15,2022,40.86875,2445.5437500000003,36.57875,905.9375,31.70375,912.0637499999999
2022-04-29,3.25,3.25,3.25,6.0151,6.0151,6.0151,8.045,8.045,8.045,6.35,6.35,6.35,20.0,20.0,20.0,0.8,0.8,0.8,2022,44.11875,2448.7937500000003,39.82875,909.1875,34.95375,915.3137499999999
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2022,44.11875,2448.7937500000003,39.82875,909.1875,34.95375,915.3137499999999
2022-06-13,32.5,32.5,32.5,17.49006,17.49006,17.49006,8.045,8.045,8.045,7.196666666666666,7.196666666666666,7.196666666666666,56.666666666666664,56.666666666666664,56.666666666666664,0.8000000000000002,0.8000000000000002,0.8000000000000002,2022,76.61875,2481.2937500000003,72.32875,941.6875,67.45375,947.8137499999999
2022-10-24,6.5,6.5,6.5,31.4636,31.4636,31.4636,8.045,8.045,8.045,5.08,5.08,5.08,100.0,100.0,100.0,0.4,0.4,0.4,2022,83.11875,2487.7937500000003,78.82875,948.1875,73.95375,954.3137499999999
2022-11-02,15.35625,15.35625,15.35625,6.75542,6.75542,6.75542,14.481,14.481,14.481,3.81,3.81,3.81,100.0,100.0,100.0,0.7,0.7,0.7,2022,98.475,2503.15,94.185,963.54375,89.31,969.67
2022-11-10,107.83499999999998,5.46,5.46,41.1803,7.8659,7.8659,7.2405,9.654,9.654,40.64,5.08,5.08,70.0,40.0,40.0,0.7,0.7,0.7,2022,206.30999999999997,2610.985,99.645,969.0037500000001,94.77,975.13
2022-11-11,2.1937499999999996,0.0,0.0,5.73748,0.0,0.0,9.654,,,3.81,,,100.0,,,0.15,,,2022,208.50374999999997,2613.17875,99.645,969.0037500000001,94.77,975.13
2023-03-16,2.1937499999999996,0.0,0.0,5.73748,0.0,0.0,9.654,,,3.81,,,100.0,,,0.15,,,2023,2.1937499999999996,2615.3725,0.0,969.0037500000001,0.0,975.13
2023-03-20,10.4,0.0,0.0,8.3286,0.0,0.0,6.436,,,5.08,,,100.0,,,0.8,,,2023,12.59375,2625.7725,0.0,969.0037500000001,0.0,975.13
2023-04-13,26.24375,24.05,0.0,20.08118,14.3437,0.0,8.045,7.2405,,6.773333333333333,8.254999999999999,,73.33333333333333,60.0,,0.5833333333333334,0.8,,2023,38.8375,2652.01625,0.0,969.0037500000001,24.05,999.18
2023-04-14,2.1937499999999996,2.1937499999999996,5.3625,5.73748,5.73748,8.3286,9.654,9.654,8.045,3.81,3.81,12.7,100.0,100.0,33.0,0.15,0.15,0.4,2023,41.03125,2654.21,5.3625,974.36625,26.24375,1001.37375
2023-05-02,6.5,6.5,6.5,12.0302,12.0302,12.0302,8.045,8.045,8.045,6.35,6.35,6.35,20.0,20.0,20.0,0.8,0.8,0.8,2023,47.53125,2660.71,11.8625,980.86625,32.74375,1007.87375
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2023,47.53125,2660.71,11.8625,980.86625,32.74375,1007.87375
2023-06-26,3.25,3.25,3.25,6.0151,6.0151,6.0151,8.045,8.045,8.045,6.35,6.35,6.35,20.0,20.0,20.0,0.8,0.8,0.8,2023,50.78125,2663.96,15.1125,984.11625,35.99375,1011.12375
2023-06-28,16.81875,16.81875,16.81875,8.976379999999999,8.976379999999999,8.976379999999999,8.045,8.045,8.045,7.62,7.62,7.62,67.5,67.5,67.5,0.47500000000000003,0.47500000000000003,0.47500000000000003,2023,67.6,2680.77875,31.931250000000002,1000.9350000000001,52.8125,1027.9424999999999
2023-09-08,6.5,6.5,6.5,31.4636,31.4636,31.4636,8.045,8.045,8.045,5.08,5.08,5.08,100.0,100.0,100.0,0.4,0.4,0.4,2023,74.1,2687.27875,38.431250000000006,1007.4350000000001,59.3125,1034.4424999999999
2023-09-12,8.71,8.71,8.71,13.881,13.881,13.881,8.849499999999999,8.849499999999999,8.849499999999999,5.715,5.715,5.715,30.0,30.0,30.0,0.75,0.75,0.75,2023,82.81,2695.98875,47.14125,1016.1450000000001,68.02250000000001,1043.1525
2023-09-13,29.33125,29.33125,29.33125,17.39752,17.39752,17.39752,8.045,8.045,8.045,5.926666666666667,5.926666666666667,5.926666666666667,88.33333333333333,88.33333333333333,88.33333333333333,0.5833333333333334,0.5833333333333334,0.5833333333333334,2023,112.14125,2725.32,76.4725,1045.4762500000002,97.35375,1072.4837499999999
2024-11-20,21.06,5.46,5.46,23.135,7.8659,7.8659,7.2405,9.654,9.654,60.96,5.08,5.08,30.0,40.0,40.0,0.4,0.7,0.7,2024,21.06,2746.38,5.46,1050.9362500000002,5.46,1077.94375
2024-11-21,102.37499999999999,0.0,0.0,33.3144,0.0,0.0,4.827,,,76.2,,,100.0,,,0.7,,,2024,123.43499999999999,2848.755,5.46,1050.9362500000002,5.46,1077.94375
2024-11-23,2.1937499999999996,0.0,0.0,5.73748,0.0,0.0,9.654,,,3.81,,,100.0,,,0.15,,,2024,125.62874999999998,2850.94875,5.46,1050.9362500000002,5.46,1077.94375
2024-11-24,2.1937499999999996,0.0,0.0,5.73748,0.0,0.0,9.654,,,3.81,,,100.0,,,0.15,,,2024,127.82249999999999,2853.1425,5.46,1050.9362500000002,5.46,1077.94375
2024-11-25,10.4,0.0,0.0,8.3286,0.0,0.0,6.436,,,5.08,,,100.0,,,0.8,,,2024,138.2225,2863.5425,5.46,1050.9362500000002,5.46,1077.94375
2025-03-25,2.1937499999999996,0.0,0.0,5.73748,0.0,0.0,9.654,,,3.81,,,100.0,,,0.15,,,2025,2.1937499999999996,2865.73625,0.0,1050.9362500000002,0.0,1077.94375
2025-03-26,4.387499999999999,2.1937499999999996,22.99375,11.47496,5.73748,14.06608,9.654,9.654,8.045,3.81,3.81,6.985,100.0,100.0,100.0,0.15,0.15,0.47500000000000003,2025,6.581249999999999,2870.1237499999997,22.99375,1073.9300000000003,2.1937499999999996,1080.1374999999998
2025-03-27,3.25,17.875,14.625,6.0151,11.75258,5.73748,8.045,8.045,8.045,6.35,6.984999999999999,7.62,20.0,47.5,75.0,0.8,0.8,0.8,2025,9.831249999999999,2873.3737499999997,37.61875,1088.5550000000003,20.06875,1098.0124999999998
2025-04-10,0.0,0.0,8.125,0.0,0.0,8.97638,,,8.045,,,6.35,,,25.0,,,0.8,2025,9.831249999999999,2873.3737499999997,45.74375,1096.6800000000003,20.06875,1098.0124999999998
2025-04-11,22.99375,22.99375,22.99375,14.06608,14.06608,14.06608,8.045,8.045,8.045,6.985,6.985,6.985,100.0,100.0,100.0,0.47500000000000003,0.47500000000000003,0.47500000000000003,2025,32.824999999999996,2896.3675,68.7375,1119.6737500000004,43.0625,1121.00625
2025-04-24,3.25,3.25,3.25,6.0151,6.0151,6.0151,8.045,8.045,8.045,6.35,6.35,6.35,20.0,20.0,20.0,0.8,0.8,0.8,2025,36.074999999999996,2899.6175,71.9875,1122.9237500000004,46.3125,1124.25625
2025-06-23,3.25,3.25,3.25,6.0151,6.0151,6.0151,8.045,8.045,8.045,6.35,6.35,6.35,20.0,20.0,20.0,0.8,0.8,0.8,2025,39.324999999999996,2902.8675,75.2375,1126.1737500000004,49.5625,1127.50625
2025-06-24,30.7125,30.7125,30.7125,13.788459999999999,13.788459999999999,13.788459999999999,7.508666666666667,7.508666666666667,7.508666666666667,6.3500000000000005,6.3500000000000005,6.3500000000000005,83.33333333333333,83.33333333333333,83.33333333333333,0.5833333333333334,0.5833333333333334,0.5833333333333334,2025,70.0375,2933.58,105.94999999999999,1156.8862500000005,80.275,1158.21875
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2025,70.0375,2933.58,105.94999999999999,1156.8862500000005,80.275,1158.21875
2025-11-10,6.5,6.5,6.5,31.4636,31.4636,31.4636,8.045,8.045,8.045,5.08,5.08,5.08,100.0,100.0,100.0,0.4,0.4,0.4,2025,76.5375,2940.08,112.44999999999999,1163.3862500000005,86.775,1164.71875
2025-11-12,15.35625,15.35625,15.35625,6.75542,6.75542,6.75542,14.481,14.481,14.481,3.81,3.81,3.81,100.0,100.0,100.0,0.7,0.7,0.7,2025,91.89375,2955.4362499999997,127.80624999999999,1178.7425000000005,102.13125,1180.075
