model_version,source,interval_prob,Year,analyte,treatment,n_events,n_rows,volume_mean,volume_low,volume_high,conc_mean,conc_low,conc_high,load_mean,load_low,load_high
v1p6,Bayes_Modeled,0.95,2011,ICP,CT,12,12,369966.2046275905,356025.99734122015,383551.2280922638,0.20743937958693878,0.1040738609668668,0.30487341056679873,76.74233352128383,38.086728915461364,113.05189155489086
v1p6,Bayes_Modeled,0.95,2011,ICP,MT,12,12,353546.5821560275,345573.0577572607,361792.25525037455,0.17563428245903404,0.08351874099621831,0.26175107634314715,62.09395362821346,29.657193437261526,92.69302889539357
v1p6,Bayes_Modeled,0.95,2011,ICP,ST,12,12,352577.4917091519,343788.06376721605,361281.2414692441,0.17375713724196312,0.08167000892812351,0.2629492059771892,61.261148293686404,28.768387061588616,92.56705898246761
v1p6,Bayes_Modeled,0.95,2012,ICP,CT,18,18,554391.003167269,533969.4753677958,574282.601869085,0.24503957545578378,0.149168098860522,0.3357392100831771,135.8201166198917,82.87519497540438,186.97138476648078
v1p6,Bayes_Modeled,0.95,2012,ICP,MT,18,18,531665.8321880352,520507.726287585,543434.3092359139,0.22406520072438862,0.14426905647460025,0.3086581365701645,119.12642780748234,76.34855141288635,163.81084996523185
v1p6,Bayes_Modeled,0.95,2012,ICP,ST,16,16,473877.3911858682,464222.74389903364,483789.18340484606,0.21392996591408403,0.14081645988271774,0.29660688736851604,101.37669496849594,66.37067521810891,140.91116366780852
v1p6,Bayes_Modeled,0.95,2013,ICP,CT,14,14,458039.66272651067,446805.10650511546,469367.4080852688,0.10148989059076033,0.005640777155174871,0.19512244513470056,46.48823336560178,2.56866704418639,89.3802525943668
v1p6,Bayes_Modeled,0.95,2013,ICP,MT,14,14,456833.6835037321,445473.1499747803,468382.55126174435,0.10799762112135125,0.011501130114399726,0.2051918382435669,49.33796187679191,5.313611218603645,93.84083924539954
v1p6,Bayes_Modeled,0.95,2013,ICP,ST,14,14,456833.68350373214,445473.1499747803,468382.55126174435,0.09948760235921804,0.0024276723883757,0.1927599817543842,45.4524410654104,1.10727370504519,88.41634438717736
v1p6,Bayes_Modeled,0.95,2014,ICP,CT,25,25,744365.3063222738,730041.772045353,759123.8038167427,0.21559515140236543,-0.05403978789854867,0.48678948381316767,160.4980563123763,-39.925468270753335,361.2653297956704
v1p6,Bayes_Modeled,0.95,2014,ICP,MT,8,8,235693.4143686989,230375.62045887884,241191.36997024686,0.21632109876832772,-0.06688032352285517,0.4837683479897039,50.98051933200703,-15.705065177541908,113.15514555853338
v1p6,Bayes_Modeled,0.95,2014,ICP,ST,24,24,707080.2431060966,691126.8613766364,723574.1099107405,0.20971292782924353,-0.06052254181372432,0.4754673991701046,148.27320399144511,-42.6997563218528,336.05396978080466
v1p6,Bayes_Modeled,0.95,2015,ICP,CT,22,22,675262.8876966152,652268.7028525588,697949.1309260742,0.2319199702529624,-0.0984859152412777,0.5030410247130127,156.76130388078982,-67.47921916965726,338.55685015245973
v1p6,Bayes_Modeled,0.95,2015,ICP,MT,22,22,647979.2229319947,633261.4092661428,663162.9448889808,0.2116032956316101,-0.09808535154456346,0.5057149745642651,137.08119474577737,-63.366178760659466,327.5616167952875
v1p6,Bayes_Modeled,0.95,2015,ICP,ST,22,22,646984.2900732025,631448.1035736516,662698.7970804535,0.20204207554791717,-0.10093025591489138,0.49075923689568945,130.67985237220353,-65.651897186838,318.24914471134696
v1p6,Bayes_Modeled,0.95,2016,ICP,CT,8,8,169820.4236225899,151522.67644215497,187104.11880591483,0.09415672875668095,-0.7804204390418281,0.47544442465471537,16.078928758938215,-126.53988634498262,82.53498845117593
v1p6,Bayes_Modeled,0.95,2016,ICP,MT,8,8,168840.56550408233,150401.86746743237,186029.84480872954,0.09981974393958994,-0.782587575198962,0.4782724104021273,16.939899507653415,-125.90978959805999,81.18775038671373
v1p6,Bayes_Modeled,0.95,2016,ICP,ST,8,8,168980.5452352977,150567.29779273155,186140.0818110687,0.09171643997448874,-0.7859381315795501,0.4734932350560963,15.583732990235783,-126.98602037076446,81.35325002899009
v1p6,Bayes_Modeled,0.95,2017,ICP,CT,30,30,1008042.4139686008,971991.0165062086,1042876.0463163177,0.12872985828580827,-0.1412727891667485,0.35593058727499866,129.84516545432112,-139.7375122807482,357.8014484468247
v1p6,Bayes_Modeled,0.95,2017,ICP,MT,24,24,784726.3051648663,765569.4390727226,804271.5308501918,0.12146748126044561,-0.14609527465922773,0.35194961290784427,95.3115336675298,-114.87724893268697,275.3159813320437
v1p6,Bayes_Modeled,0.95,2017,ICP,ST,29,29,947684.0091437247,924496.3606245031,971278.3603471649,0.10935263637864034,-0.14740311919165294,0.3376350567244648,103.62479068848457,-139.74253051385415,320.71533477404404
v1p6,Bayes_Modeled,0.95,2018,ICP,CT,10,10,359877.43441338226,175168.14630347193,517957.906957664,0.24433060262653405,-0.09832341590817495,0.7078462280733565,87.98357063684269,-34.112406027842766,261.4454680113434
v1p6,Bayes_Modeled,0.95,2018,ICP,MT,10,10,350348.04501910513,168022.3686748552,508184.04194097477,0.2318131082726488,-0.10531189049924682,0.6966584202577419,81.08868862327108,-33.49818849969341,246.0560079580528
v1p6,Bayes_Modeled,0.95,2018,ICP,ST,10,10,350348.04501910513,168022.3686748552,508184.04194097477,0.22330308951051558,-0.10828731623622839,0.68191108477644,78.14778416101726,-35.775540808434386,244.22063795462785
v1p6,Bayes_Modeled,0.95,2019,ICP,CT,2,2,90375.55987685472,87857.57495472481,92863.60155406487,0.26392269683978625,-0.16844612482918347,1.0097191122065727,23.841970426492594,-15.25336818102302,90.44204756419774
v1p6,Bayes_Modeled,0.95,2019,ICP,MT,2,2,90375.55987685472,87857.57495472481,92863.60155406487,0.27243271560191945,-0.1541775451745555,1.026002883360301,24.611071667965742,-13.977151074634406,92.87107362408247
v1p6,Bayes_Modeled,0.95,2019,ICP,ST,2,2,90375.55987685472,87857.57495472481,92863.60155406487,0.26392269683978625,-0.16844612482918347,1.0097191122065727,23.841970426492594,-15.25336818102302,90.44204756419774
v1p6,Bayes_Modeled,0.95,2020,ICP,CT,20,20,588032.9405347846,573770.2684449705,602376.7612052013,0.18647673994535607,-0.14371544707973855,0.47295440499933517,109.62585930518271,-85.18327643766756,275.0989542988357
v1p6,Bayes_Modeled,0.95,2020,ICP,MT,20,20,589069.3289293599,575687.8413858716,602873.4525483269,0.19619126022177646,-0.13445013146560053,0.4799698078984743,115.54498252478028,-79.99836091482923,282.5168690171589
v1p6,Bayes_Modeled,0.95,2020,ICP,ST,20,20,587454.1781845673,572680.982127601,602025.8642246448,0.18580409624257235,-0.1452071201469157,0.4738019276453028,109.11951872714802,-85.97390595036998,274.68987511328896
v1p6,Bayes_Modeled,0.95,2021,ICP,CT,31,31,955599.992074767,919736.9090748132,990540.774977721,0.21170537107470974,-0.03781417978975918,0.45198804121497205,202.29469836951256,-36.01502338953843,432.8710570033916
v1p6,Bayes_Modeled,0.95,2021,ICP,MT,31,31,924661.1065787852,907315.3435000108,942692.59303645,0.19701700352920834,-0.04338055265689876,0.4443460941606811,182.1562523595774,-40.29159673895329,411.59916598358893
v1p6,Bayes_Modeled,0.95,2021,ICP,ST,29,29,866996.2246085948,850136.4163250695,883843.3203998221,0.1910222795866381,-0.05079380234702113,0.4388270083580604,165.60258832396164,-43.75115827149362,380.5979598298007
v1p6,Bayes_Modeled,0.95,2022,ICP,CT,45,45,1339821.210488335,1314022.8866859493,1366394.3802761543,0.20350848808693442,-0.0012316414128154308,0.4413657208206905,272.65014315645186,-1.6496594377939129,593.2467518033023
v1p6,Bayes_Modeled,0.95,2022,ICP,MT,47,47,1395800.951848125,1368640.7592721875,1423689.133558833,0.20880589757560264,-5.462274378186942e-4,0.44905057885922905,291.42197747088767,-0.7581111630189914,627.3772706526663
v1p6,Bayes_Modeled,0.95,2022,ICP,ST,47,47,1397698.7539732566,1370882.9136033752,1425136.7553377885,0.20123445142200486,-0.005943695224706376,0.43780595305596137,281.24606874001086,-8.321023617378671,613.219805327358
v1p6,Bayes_Modeled,0.95,2023,ICP,CT,45,45,1703095.7625491596,1670742.846479252,1734354.4691432905,0.20008518711751633,-0.08534836388152703,0.6136589495765998,340.7733379731875,-145.6605055841668,1042.6084905407947
v1p6,Bayes_Modeled,0.95,2023,ICP,MT,51,51,1893801.9778155289,1858729.449398227,1928193.7679725392,0.1881554378615966,-0.09348396915133513,0.5671600443144365,356.34365650679575,-176.29018376426637,1075.5814151006941
v1p6,Bayes_Modeled,0.95,2023,ICP,ST,45,45,1689801.0529810844,1658794.6568379859,1720359.647952128,0.19314491950168122,-0.09513578286092597,0.6033946639381605,326.3946667432434,-159.43252556646019,1021.3433302489541
v1p6,Bayes_Modeled,0.95,2024,ICP,CT,32,32,1446008.9580296755,1405721.199275597,1485817.6248650379,0.26699423434159997,-0.13493514040555593,1.1021657324278702,386.02320864479555,-194.99861631200233,1585.5168534649206
v1p6,Bayes_Modeled,0.95,2024,ICP,MT,32,32,1446008.9580296755,1405721.199275597,1485817.6248650379,0.2675978375782335,-0.1331922281704693,1.1056525418516872,386.89401784598533,-192.48237724422543,1592.5349132689162
v1p6,Bayes_Modeled,0.95,2024,ICP,ST,32,32,1446008.9580296755,1405721.199275597,1485817.6248650379,0.2677217370015569,-0.13397730632945387,1.1026503502541174,387.0744335058629,-193.61173309487685,1586.6234860301904
v1p6,Bayes_Modeled,0.95,2025,ICP,CT,58,58,1723719.0137131445,1690627.5061091094,1757849.8694977867,0.2186942075353833,-0.02938734264554983,0.4989371047469447,376.930279250257,-50.848916824174125,862.6184726774043
v1p6,Bayes_Modeled,0.95,2025,ICP,MT,58,58,1728637.1477310385,1695733.152285872,1762634.1479234302,0.22066521001330777,-0.027776395282823114,0.4997250182948858,381.42932267357156,-47.99061987732699,869.7459480092231
v1p6,Bayes_Modeled,0.95,2025,ICP,ST,58,58,1740971.515585439,1705988.1032992774,1775573.9582729132,0.22560835908492782,-0.02850567948582239,0.5040282695541427,392.79558063958785,-49.458226065685864,878.621623914592
v1p6,Bayes_Modeled,0.95,2011,NH4,CT,12,12,369966.2046275905,356025.99734122015,383551.2280922638,0.08989862809479919,-0.0038753506038309007,0.17845099852327806,33.2633488096881,-1.4465975760855585,65.4219020474978
v1p6,Bayes_Modeled,0.95,2011,NH4,MT,12,12,353546.5821560275,345573.0577572607,361792.25525037455,0.09286679189457712,6.573037631344622e-4,0.1743059261868229,32.8388839226363,0.23145149524202757,61.7375330876296
v1p6,Bayes_Modeled,0.95,2011,NH4,ST,12,12,352577.4917091519,343788.06376721605,361281.2414692441,0.09304197370451878,0.001140137944194164,0.17515974273138613,32.81023876078991,0.3988466710924282,61.76090705089332
v1p6,Bayes_Modeled,0.95,2012,NH4,CT,16,16,493042.500731788,474683.49265379546,510903.64642950904,0.08283231160190291,-0.016126088383241595,0.16138336960348887,40.83692010086357,-7.787132926383006,78.44570974142653
v1p6,Bayes_Modeled,0.95,2012,NH4,MT,18,18,531665.8321880352,520507.726287585,543434.3092359139,0.08214848053986333,-0.018058837426426583,0.15743805962981208,43.67722896337416,-9.500283097734803,83.55587162199635
v1p6,Bayes_Modeled,0.95,2012,NH4,ST,16,16,473877.3911858682,464222.74389903364,483789.18340484606,0.0850683085893233,-0.013296499620511968,0.1585179992606301,40.31508899237091,-6.256711400103558,75.06195255821257
v1p6,Bayes_Modeled,0.95,2013,NH4,CT,14,14,458039.66272651067,446805.10650511546,469367.4080852688,0.0914187434218824,-0.035609866407090934,0.19662819773860152,41.89019584764866,-15.920734944733582,89.99543210315684
v1p6,Bayes_Modeled,0.95,2013,NH4,MT,14,14,456833.6835037321,445473.1499747803,468382.55126174435,0.08674635361244379,-0.038493319840401,0.19211581393859187,39.647054097495484,-17.501651713564133,87.3291343055364
v1p6,Bayes_Modeled,0.95,2013,NH4,ST,14,14,456833.68350373214,445473.1499747803,468382.55126174435,0.09160560401915349,-0.034995035696338724,0.19661726605382884,41.86549857429463,-15.702069063407667,89.93159442215773
v1p6,Bayes_Modeled,0.95,2014,NH4,CT,25,25,744365.3063222738,730041.772045353,759123.8038167427,0.10018951563246715,0.02099606334711837,0.14811081362519998,74.56949218248377,15.599020671465807,109.90699036863998
v1p6,Bayes_Modeled,0.95,2014,NH4,MT,8,8,235693.4143686989,230375.62045887884,241191.36997024686,0.09466572951436426,0.014354850818901532,0.14355000552432287,22.309172211508088,3.4232737823179793,33.70500611237621
v1p6,Bayes_Modeled,0.95,2014,NH4,ST,24,24,707080.2431060966,691126.8613766364,723574.1099107405,0.10121561945668026,0.017498616692882406,0.15033150062369036,71.5604068870336,12.490550229054822,106.07335217478493
v1p6,Bayes_Modeled,0.95,2015,NH4,CT,22,22,675262.8876966152,652268.7028525588,697949.1309260742,0.09609257624541732,0.06633234291658441,0.12377582513384688,64.88081253746259,44.92904645321099,83.55564437385017
v1p6,Bayes_Modeled,0.95,2015,NH4,MT,22,22,647979.2229319947,633261.4092661428,663162.9448889808,0.09392353450004481,0.06990255101366565,0.1164235270075126,60.85904400078085,45.030001665089216,75.09869904213309
v1p6,Bayes_Modeled,0.95,2015,NH4,ST,22,22,646984.2900732025,631448.1035736516,662698.7970804535,0.098880886720321845,0.07542590409215949,0.11998782141179754,63.974612109060764,48.58139380460513,77.61937421639502
v1p6,Bayes_Modeled,0.95,2016,NH4,CT,8,8,169820.4236225899,151522.67644215497,187104.11880591483,0.1323047563324915,0.10563383388085654,0.16155094934667852,22.46776912895557,17.37025765352641,28.22625862507795
v1p6,Bayes_Modeled,0.95,2016,NH4,MT,8,8,168840.56550408233,150401.86746743237,186029.84480872954,0.12771119833752664,0.09896875373745115,0.15956117655264374,21.563236821122658,16.239237601800472,27.53902184997574
v1p6,Bayes_Modeled,0.95,2016,NH4,ST,8,8,168980.5452352977,150567.29779273155,186140.0818110687,0.13253249268541564,0.10504053968828474,0.16176883074795945,22.3955356557343,17.290638529182118,27.987490208320228
