Method,Scenario,Year,Analyte,Treatment,PointTotal_kg,primary_center_type,primary_center_within_draw_interval,Central_95_interval_kg
ML,full_record_model_only,2022,TP,MT,0.0286569288798586,mean_of_replicate_annual_plot_totals,True,"0.02866 (0.02359, 0.1588)"
ML,full_record_model_only,2022,TP,ST,0.02137290223288965,mean_of_replicate_annual_plot_totals,True,"0.02137 (0.01716, 0.133)"
ML,full_record_model_only,2022,TSS,CT,31.74360922844506,mean_of_replicate_annual_plot_totals,True,"31.74 (24.76, 199.5)"
ML,full_record_model_only,2022,TSS,MT,28.07225730376309,mean_of_replicate_annual_plot_totals,True,"28.07 (23.1, 165.4)"
ML,full_record_model_only,2022,TSS,ST,22.910161383524304,mean_of_replicate_annual_plot_totals,True,"22.91 (18.8, 123)"
ML,full_record_model_only,2023,TN,CT,0.7107862642116836,mean_of_replicate_annual_plot_totals,True,"0.7108 (0.5573, 3.389)"
ML,full_record_model_only,2023,TN,MT,0.553928595708956,mean_of_replicate_annual_plot_totals,True,"0.5539 (0.4405, 2.485)"
ML,full_record_model_only,2023,TN,ST,0.5400983045457849,mean_of_replicate_annual_plot_totals,True,"0.5401 (0.4238, 2.677)"
ML,full_record_model_only,2023,TP,CT,0.20642983163784556,mean_of_replicate_annual_plot_totals,True,"0.2064 (0.1588, 0.9531)"
ML,full_record_model_only,2023,TP,MT,0.14032275891768853,mean_of_replicate_annual_plot_totals,True,"0.1403 (0.1089, 0.6756)"
ML,full_record_model_only,2023,TP,ST,0.13956401173569927,mean_of_replicate_annual_plot_totals,True,"0.1396 (0.1014, 0.7236)"
ML,full_record_model_only,2023,TSS,CT,273.39793208830406,mean_of_replicate_annual_plot_totals,True,"273.4 (208.6, 1216)"
ML,full_record_model_only,2023,TSS,MT,182.77337033690532,mean_of_replicate_annual_plot_totals,True,"182.8 (141.1, 809.6)"
ML,full_record_model_only,2023,TSS,ST,304.3004857156259,mean_of_replicate_annual_plot_totals,True,"304.3 (211.8, 1867)"
ML,full_record_model_only,2024,TN,CT,0.35274641981814187,mean_of_replicate_annual_plot_totals,True,"0.3527 (0.258, 1.78)"
ML,full_record_model_only,2024,TN,MT,0.4074373607631363,mean_of_replicate_annual_plot_totals,True,"0.4074 (0.2779, 2.53)"
ML,full_record_model_only,2024,TN,ST,0.4860157874198423,mean_of_replicate_annual_plot_totals,True,"0.486 (0.3796, 2.333)"
ML,full_record_model_only,2024,TP,CT,0.1154012313517011,mean_of_replicate_annual_plot_totals,True,"0.1154 (0.08587, 0.6259)"
ML,full_record_model_only,2024,TP,MT,0.1177053523278202,mean_of_replicate_annual_plot_totals,True,"0.1177 (0.08453, 0.7147)"
ML,full_record_model_only,2024,TP,ST,0.20206540742920198,mean_of_replicate_annual_plot_totals,True,"0.2021 (0.1561, 1.02)"
ML,full_record_model_only,2024,TSS,CT,130.18468337593907,mean_of_replicate_annual_plot_totals,True,"130.2 (95.26, 678)"
ML,full_record_model_only,2024,TSS,MT,142.91415294466395,mean_of_replicate_annual_plot_totals,True,"142.9 (99.89, 766.1)"
ML,full_record_model_only,2024,TSS,ST,277.59931125410367,mean_of_replicate_annual_plot_totals,True,"277.6 (212.2, 1275)"
ML,full_record_model_only,2025,TN,CT,0.929929286660532,mean_of_replicate_annual_plot_totals,True,"0.9299 (0.8223, 3.357)"
ML,full_record_model_only,2025,TN,MT,0.9826449432117523,mean_of_replicate_annual_plot_totals,True,"0.9826 (0.8083, 3.843)"
ML,full_record_model_only,2025,TN,ST,1.0016567786897586,mean_of_replicate_annual_plot_totals,True,"1.002 (0.8619, 3.765)"
ML,full_record_model_only,2025,TP,CT,0.5610803164436309,mean_of_replicate_annual_plot_totals,True,"0.5611 (0.4907, 2.533)"
ML,full_record_model_only,2025,TP,MT,0.9674132730784049,mean_of_replicate_annual_plot_totals,True,"0.9674 (0.7292, 5.487)"
ML,full_record_model_only,2025,TP,ST,0.8681546554731441,mean_of_replicate_annual_plot_totals,True,"0.8682 (0.7038, 4.226)"
ML,full_record_model_only,2025,TSS,CT,351.43369334306794,mean_of_replicate_annual_plot_totals,True,"351.4 (309.8, 1394)"
ML,full_record_model_only,2025,TSS,MT,633.6577126790967,mean_of_replicate_annual_plot_totals,True,"633.7 (439.6, 3626)"
ML,full_record_model_only,2025,TSS,ST,530.9346887060516,mean_of_replicate_annual_plot_totals,True,"530.9 (433.2, 2371)"
