Year,Analyte,Treatment,BayesPosteriorMedian_kg,BayesLower95_kg,BayesUpper95_kg,MLPointTotal_kg,MLLower95_kg,MLUpper95_kg,n_expected_physical_events,n_observed_event_loads,observed_event_fraction,ObservedAnnualLoadComplete,n_complete_plots,ObservedAnnualLoad_kg,ObservedAnnualLoadRangeLow_kg,ObservedAnnualLoadRangeHigh_kg,ObservedIntervalType
2011,NH4,CT,0.0151456658951233,0.0012558394077579,0.0372409930468171,0.0308415683387814,0.0195989773564752,0.2425618943229417,6,0,0.0,False,0.0,,,,none
2011,NH4,MT,0.0119972926406378,0.0007841129761573,0.033784507882288,0.0310064847732816,0.0196793327006366,0.2762551118095753,6,0,0.0,False,0.0,,,,none
2011,NH4,ST,0.0116362242753131,0.0007842940085014,0.0341421419767391,0.0292514241417149,0.0177181271328586,0.2966457652378739,6,0,0.0,False,0.0,,,,none
2011,NO2,CT,0.0489769300695931,0.0,0.2299313536330654,0.0722521408348187,0.0511631802692312,0.4523944912461765,6,0,0.0,False,0.0,,,,none
2011,NO2,MT,0.0330105333486525,0.0,0.1944494792955136,0.077778939358801,0.0543705390285162,0.5320455662707774,6,0,0.0,False,0.0,,,,none
2011,NO2,ST,0.0352420128603484,0.0,0.1956451471884356,0.0788824548614548,0.0511878776112176,0.5606221083115164,6,0,0.0,False,0.0,,,,none
2011,NO3,CT,0.9687294838492492,0.6401420110654379,1.390516322615013,0.6232237505355337,0.4673846841151534,3.457892202201596,6,3,0.5,False,0.0,,,,none
2011,NO3,MT,0.8427821260091801,0.4902421928057953,1.3175440512439145,0.7294262816689913,0.5249697512639255,4.285550092925428,6,2,0.3333333333333333,False,0.0,,,,none
2011,NO3,ST,0.8611891563546239,0.523405223152486,1.2955623297712482,0.7742268810754886,0.563264095430814,4.131775635748298,6,2,0.3333333333333333,False,0.0,,,,none
2011,OP,CT,0.0206589573298977,0.0067077291657679,0.0422034680368522,0.0204935513235132,0.0125042864205712,0.2053998197174792,6,3,0.5,False,0.0,,,,none
2011,OP,MT,0.0181519141789055,0.005067641976812,0.0366069140920517,0.0285095925054264,0.0178141328670062,0.2767751804776341,6,2,0.3333333333333333,False,0.0,,,,none
2011,OP,ST,0.0177802354331108,0.0049066067194682,0.0359438428011099,0.0212722984333109,0.0136962670032318,0.2400627454040299,6,2,0.3333333333333333,False,0.0,,,,none
2011,Se,CT,0.0008649125719537,0.0004727592105152,0.0012625872530405,0.0352795467006831,0.022174483382289,0.2846686561010929,6,0,0.0,False,0.0,,,,none
2011,Se,MT,0.0006638441242469,0.000331983701285,0.0011110099945598,0.0368866735074204,0.0223530189085307,0.3112276706974515,6,0,0.0,False,0.0,,,,none
2011,Se,ST,0.000675149785513,0.0003437010353891,0.0010855077237811,0.0342773823184764,0.0208547477475868,0.3195073684024097,6,0,0.0,False,0.0,,,,none
2011,TDS,CT,114.67078927510596,60.01883870018634,177.33518816013685,0.4319043060664695,0.3219316360909016,2.232889363503184,6,0,0.0,False,0.0,,,,none
2011,TDS,MT,101.51954406797752,47.648572988804496,167.2584373939606,0.4944868619805536,0.3557966752833607,3.04383087044478,6,0,0.0,False,0.0,,,,none
2011,TDS,ST,102.5072850925303,51.428414290970274,165.72999517003694,0.5799772373186838,0.4229909959462929,3.616729409601882,6,0,0.0,False,0.0,,,,none
2011,TKN,CT,0.2895871499335218,0.0090847230961536,0.9284822723153788,0.4074615096624912,0.3032644260073706,2.250465170903743,6,0,0.0,False,0.0,,,,none
2011,TKN,MT,0.2241123757521113,0.0091645162231335,0.7475266769666717,0.4292127800393528,0.3047083842456857,2.57642709467432,6,0,0.0,False,0.0,,,,none
2011,TKN,ST,0.2358384203774491,0.0003326738594076,0.8292908357872701,0.4731679316815589,0.3442138000314314,2.652999660490745,6,0,0.0,False,0.0,,,,none
2011,TN,CT,0.7695615015415576,0.3763037225169445,1.3632613416414343,0.3731595558842362,0.2632298735103671,2.3576162066302047,6,3,0.5,False,0.0,,,,none
2011,TN,MT,0.6128927666287324,0.2429886325319099,1.1288338193085865,0.4295734942030138,0.2969991272513955,2.7492302545591083,6,2,0.3333333333333333,False,0.0,,,,none
2011,TN,ST,0.6100117058657761,0.2225304635341913,1.0822162731399312,0.401956743061411,0.2976938862546675,2.2212758231109038,6,2,0.3333333333333333,False,0.0,,,,none
2011,TP,CT,0.1432735181528193,0.0111309997659015,0.3686599478473444,0.1507216990205957,0.1063571917797636,0.8847724836082649,6,3,0.5,False,0.0,,,,none
2011,TP,MT,0.1160018224759533,0.002287339437088,0.3300558163579146,0.1509687263563846,0.106334739545707,0.9704566784827838,6,2,0.3333333333333333,False,0.0,,,,none
2011,TP,ST,0.1039697767897826,0.0018936026975705,0.3026262403046462,0.1675373473157811,0.113455259785931,1.074740449097015,6,2,0.3333333333333333,False,0.0,,,,none
2011,TSS,CT,108.58439638901982,10.168915966763072,279.8880939572849,109.5998325988441,81.68809984310373,555.2829802248625,6,4,0.6666666666666666,True,1.0,119.04681057113001,,,none
2011,TSS,MT,50.56144050813741,0.9183108474190136,187.8146391670793,114.26500396550549,82.67931172785352,649.6322601049501,6,3,0.5,False,0.0,,,,none
