Method,Scenario,Year,Treatment,center_kL,lower_95_kL,upper_95_kL,central_estimate_type,interval_type
Bayes,model_only,2015,MT,96.71659043751932,64.17745671400179,131.32927264595696,posterior_mean,95% posterior credible interval
Bayes,model_only,2016,MT,28.99002525025459,9.72333150034626,49.74889821827525,posterior_mean,95% posterior credible interval
Bayes,model_only,2017,MT,123.35814452346112,89.16156933252238,157.05326796634716,posterior_mean,95% posterior credible interval
Bayes,model_only,2018,MT,138.09544749133943,69.72593818133242,221.78252317820437,posterior_mean,95% posterior credible interval
Bayes,model_only,2019,MT,30.39322733863872,12.263463559523958,48.79614977140827,posterior_mean,95% posterior credible interval
Bayes,model_only,2020,MT,117.23648954267692,70.13577794047032,164.25196574185742,posterior_mean,95% posterior credible interval
Bayes,model_only,2021,MT,105.25340490358114,61.83163317521733,156.5277166429837,posterior_mean,95% posterior credible interval
Bayes,model_only,2022,MT,348.6220631541965,292.9842121819963,406.1609253289428,posterior_mean,95% posterior credible interval
Bayes,model_only,2023,MT,343.68373375901143,294.7246378123604,387.9790646791809,posterior_mean,95% posterior credible interval
Bayes,model_only,2024,MT,222.0894644348292,188.270649237842,254.2898347545452,posterior_mean,95% posterior credible interval
Bayes,model_only,2025,MT,354.541543647706,309.3677611319728,400.5822376652093,posterior_mean,95% posterior credible interval
Bayes,model_only,2011,ST,117.58612881817668,79.53248352344788,157.3030927319125,posterior_mean,95% posterior credible interval
Bayes,model_only,2012,ST,150.75475497891392,97.12579649354768,206.10958125118165,posterior_mean,95% posterior credible interval
Bayes,model_only,2013,ST,153.12644736839596,111.27404925890336,195.17318466090225,posterior_mean,95% posterior credible interval
Bayes,model_only,2014,ST,87.84864342343731,52.36812949678376,125.07971076250264,posterior_mean,95% posterior credible interval
Bayes,model_only,2015,ST,91.28967791768332,59.24246548257028,124.72599977103587,posterior_mean,95% posterior credible interval
Bayes,model_only,2016,ST,37.57850770124874,17.43548027315647,57.29861513574984,posterior_mean,95% posterior credible interval
Bayes,model_only,2017,ST,113.59245411294636,80.55120063849155,148.11868610823777,posterior_mean,95% posterior credible interval
Bayes,model_only,2018,ST,137.70021994865823,69.53119183530758,220.2645427961474,posterior_mean,95% posterior credible interval
Bayes,model_only,2019,ST,30.499458038559904,11.815024600310664,48.76174450819588,posterior_mean,95% posterior credible interval
Bayes,model_only,2020,ST,123.08480921329672,83.69069982112366,164.5236370206336,posterior_mean,95% posterior credible interval
Bayes,model_only,2021,ST,217.41111913122543,166.50209207216298,265.14735866621805,posterior_mean,95% posterior credible interval
Bayes,model_only,2022,ST,355.9346484343899,295.437954803243,415.5058751917449,posterior_mean,95% posterior credible interval
Bayes,model_only,2023,ST,318.98415810921296,270.3851484023513,365.6711679815499,posterior_mean,95% posterior credible interval
Bayes,model_only,2024,ST,213.17011209975337,184.043390533279,241.4982011407426,posterior_mean,95% posterior credible interval
Bayes,model_only,2025,ST,364.9841774683532,324.6575387111106,407.4037815171263,posterior_mean,95% posterior credible interval
ML,full_record_model_only,2011,CT,94.44371549474702,70.44839526519173,433.4952079266482,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2012,CT,99.44303647464427,80.02814232450267,390.8383574762812,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2013,CT,108.67226998458361,84.14193761742364,484.08639363583677,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2014,CT,87.13276343314469,62.20074613919334,414.0633720957198,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2015,CT,141.4148721343268,109.08628108633434,568.7573902348582,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2016,CT,76.52559757020161,39.78439502647664,582.2735362092378,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2017,CT,245.2042854021516,184.10705229559687,1132.8647860693159,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2018,CT,74.08087792618157,54.07482921642756,332.59927295827487,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2019,CT,16.499077049193517,6.18501249682471,254.15380343349145,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2020,CT,116.31872609814477,90.41377414715019,489.7937026725635,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2021,CT,88.20814605947794,68.14173356107642,346.23351577136344,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2022,CT,111.54454563649564,90.65373936652557,367.54858287798766,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2023,CT,240.60412949829907,187.172959617459,1116.004518959174,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2024,CT,144.90096434329035,106.05173153553409,769.3682747256595,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2025,CT,328.8556666072671,289.8717952800867,1065.1785402578141,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2011,MT,106.87413171885028,78.67191544134764,530.2999091361768,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2012,MT,126.92210729624745,97.26898116031404,519.761960834697,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2013,MT,135.19300148189672,105.47079529526971,533.20567595902,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2014,MT,52.75654629070044,35.36260314767284,389.6167277281129,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2015,MT,53.177897016936534,40.06735404967941,241.7510176554906,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2016,MT,9.245936332333539,4.950183918852767,70.71019590803265,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2017,MT,77.23362382357455,55.11635686824427,370.4949266094091,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2018,MT,53.3254934116944,39.68038622393069,240.5328615500371,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2019,MT,13.889346220870324,5.087836844040732,54.34429447031306,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2020,MT,86.15897466136407,67.93480368796565,327.6562513935268,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2021,MT,48.91880483182577,37.19809767179571,207.24388034333256,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2022,MT,110.92618401789066,90.89836672423414,375.52513096302744,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2023,MT,235.18848858440214,181.3855673039155,1124.3722606845347,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2024,MT,165.0186538451553,112.30393757813083,974.3444882119672,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2025,MT,412.86054324689894,339.68340091884556,1403.4978783925974,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2011,ST,129.81221574964266,96.39229612814367,604.4535116106877,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2012,ST,114.03784714172592,90.8482603465418,456.4241099112013,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2013,ST,116.10986376745498,88.78750721674271,483.17786470166635,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2014,ST,58.47681280269126,41.7985817858558,322.01835884926544,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2015,ST,58.19050617918209,41.24545229381837,253.52638828536672,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2016,ST,22.85876627769743,11.962570983052188,183.47344717489548,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2017,ST,61.43572811054364,46.05552037922179,321.0557822065361,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2018,ST,61.51673681150402,44.49060118107196,267.7619616774144,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2019,ST,12.851728779751912,4.472695998344922,182.59627836380088,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2020,ST,108.63427061275111,81.79919183526526,478.72737539730974,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2021,ST,48.62036797637005,35.89412398723384,204.65463323181643,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2022,ST,104.7537199615248,84.79954150102672,349.65357063196166,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2023,ST,220.85926045967287,174.3042879740165,927.9669192626214,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2024,ST,176.8908914276354,137.48355721929144,814.1117417306342,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2025,ST,399.3737235878231,345.2798071155526,1304.1010448524519,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
