Method,Scenario,Analyte,Treatment,mean,median,lower_95,upper_95,n_draws,n_annual_draws,n_negative_annual_draws,percent_negative_annual_draws,lower_95_display
BayesSensitivity,annual_draw_truncation_at_zero,NH4,CT,0.29480165569372463,0.28244463207395554,0.15133006614926395,0.5123342334086012,1500,22500,0,0.0,0.15133006614926395
BayesSensitivity,annual_draw_truncation_at_zero,NH4,MT,0.2787429326486899,0.2664040326647109,0.12306479882620498,0.5124927551909397,1500,22500,0,0.0,0.12306479882620498
BayesSensitivity,annual_draw_truncation_at_zero,NH4,ST,0.2891057958747032,0.276029533414754,0.12617852161476745,0.5223053204218271,1500,22500,0,0.0,0.12617852161476745
BayesSensitivity,annual_draw_truncation_at_zero,NO2,CT,0.978702286416573,0.9169739453071033,0.4296294073334203,1.999986120278314,1500,22500,0,0.0,0.4296294073334203
BayesSensitivity,annual_draw_truncation_at_zero,NO2,MT,0.8029027574943075,0.7529340576003034,0.3752616251034698,1.5545302498408904,1500,22500,0,0.0,0.3752616251034698
BayesSensitivity,annual_draw_truncation_at_zero,NO2,ST,0.8269627700704015,0.7742899366647871,0.392817076412435,1.601923845851502,1500,22500,0,0.0,0.392817076412435
BayesSensitivity,annual_draw_truncation_at_zero,NO3,CT,17.67325197980286,17.601785984512382,14.895190823480254,20.650896458049672,1500,22500,0,0.0,14.895190823480254
BayesSensitivity,annual_draw_truncation_at_zero,NO3,MT,16.850259316779216,16.796613713065938,14.221630257361724,19.674525663514206,1500,22500,0,0.0,14.221630257361724
BayesSensitivity,annual_draw_truncation_at_zero,NO3,ST,17.112496013799134,17.080722729911244,14.504321306209953,19.911125300448173,1500,22500,0,0.0,14.504321306209953
BayesSensitivity,annual_draw_truncation_at_zero,OP,CT,0.39328491739849103,0.3881237510633333,0.2532829474104595,0.5488486127284384,1500,22500,0,0.0,0.2532829474104595
BayesSensitivity,annual_draw_truncation_at_zero,OP,MT,0.4383878253472869,0.43416338962726186,0.30121238083786284,0.5926896190211322,1500,22500,0,0.0,0.30121238083786284
BayesSensitivity,annual_draw_truncation_at_zero,OP,ST,0.44894596097678746,0.4450704153909891,0.2993840003117928,0.6110582830142575,1500,22500,0,0.0,0.2993840003117928
BayesSensitivity,annual_draw_truncation_at_zero,Se,CT,0.016420613207900944,0.01638000887066688,0.013177786729100452,0.020228203604880264,1500,22500,0,0.0,0.013177786729100452
BayesSensitivity,annual_draw_truncation_at_zero,Se,MT,0.014541444569488178,0.014502004319417984,0.011308993248773816,0.017832505640631244,1500,22500,0,0.0,0.011308993248773816
BayesSensitivity,annual_draw_truncation_at_zero,Se,ST,0.015078713553729289,0.015088509146250866,0.011913268959588792,0.01813690662468794,1500,22500,0,0.0,0.011913268959588792
BayesSensitivity,annual_draw_truncation_at_zero,TDS,CT,2132.787657738954,2124.047874267383,1524.815717946002,2808.5116216737274,1500,22500,0,0.0,1524.815717946002
BayesSensitivity,annual_draw_truncation_at_zero,TDS,MT,2166.148327373305,2164.691592317652,1571.013965045646,2768.702502959571,1500,22500,0,0.0,1571.013965045646
BayesSensitivity,annual_draw_truncation_at_zero,TDS,ST,2218.4230160982024,2215.121731198644,1612.7121763762132,2830.0020739496977,1500,22500,0,0.0,1612.7121763762132
BayesSensitivity,annual_draw_truncation_at_zero,TKN,CT,8.53816293019035,8.46288723606205,6.046584632001085,11.63125227282239,1500,22500,0,0.0,6.046584632001085
BayesSensitivity,annual_draw_truncation_at_zero,TKN,MT,7.986603260891581,7.9028136409576515,5.66140941379687,10.880379402749156,1500,22500,0,0.0,5.66140941379687
BayesSensitivity,annual_draw_truncation_at_zero,TKN,ST,8.497242664010315,8.372394528082197,5.980421735790434,11.471178225916102,1500,22500,0,0.0,5.980421735790434
BayesSensitivity,annual_draw_truncation_at_zero,TN,CT,14.840226664766776,14.58764698847193,8.32882957114397,23.62518201116811,1500,22500,0,0.0,8.32882957114397
BayesSensitivity,annual_draw_truncation_at_zero,TN,MT,13.908045961728345,13.699870091566902,6.76111159234586,22.653514774557667,1500,22500,0,0.0,6.76111159234586
BayesSensitivity,annual_draw_truncation_at_zero,TN,ST,14.278008369153557,14.026630847069908,7.0132274306440125,23.296041361649216,1500,22500,0,0.0,7.0132274306440125
BayesSensitivity,annual_draw_truncation_at_zero,TP,CT,1.5831764944566875,1.4882362019011244,0.36949570621716665,3.3532727016883737,1500,22500,0,0.0,0.36949570621716665
BayesSensitivity,annual_draw_truncation_at_zero,TP,MT,2.0253906907828707,1.9553452575519197,0.7714781125481537,3.921619977471209,1500,22500,0,0.0,0.7714781125481537
BayesSensitivity,annual_draw_truncation_at_zero,TP,ST,1.8951547253625958,1.8123306236667613,0.5279372517303742,3.812576332140378,1500,22500,0,0.0,0.5279372517303742
BayesSensitivity,annual_draw_truncation_at_zero,TSS,CT,2058.2547111056747,1948.49008526911,821.5847537270154,4007.0548312644346,1500,22500,0,0.0,821.5847537270154
BayesSensitivity,annual_draw_truncation_at_zero,TSS,MT,1886.72907733265,1763.0608770551835,777.9162875948165,3586.5778355861567,1500,22500,0,0.0,777.9162875948165
BayesSensitivity,annual_draw_truncation_at_zero,TSS,ST,1857.910772080585,1757.466273243818,674.8381086221593,3685.680914427413,1500,22500,0,0.0,674.8381086221593
BayesSensitivity,raw_annual_draws_display_floor_only,NH4,CT,0.29480165569372463,0.28244463207395554,0.15133006614926395,0.5123342334086012,1500,22500,0,0.0,0.15133006614926395
BayesSensitivity,raw_annual_draws_display_floor_only,NH4,MT,0.2787429326486899,0.2664040326647109,0.12306479882620498,0.5124927551909397,1500,22500,0,0.0,0.12306479882620498
BayesSensitivity,raw_annual_draws_display_floor_only,NH4,ST,0.2891057958747032,0.276029533414754,0.12617852161476745,0.5223053204218271,1500,22500,0,0.0,0.12617852161476745
BayesSensitivity,raw_annual_draws_display_floor_only,NO2,CT,0.978702286416573,0.9169739453071033,0.4296294073334203,1.999986120278314,1500,22500,0,0.0,0.4296294073334203
BayesSensitivity,raw_annual_draws_display_floor_only,NO2,MT,0.8029027574943075,0.7529340576003034,0.3752616251034698,1.5545302498408904,1500,22500,0,0.0,0.3752616251034698
BayesSensitivity,raw_annual_draws_display_floor_only,NO2,ST,0.8269627700704015,0.7742899366647871,0.392817076412435,1.601923845851502,1500,22500,0,0.0,0.392817076412435
BayesSensitivity,raw_annual_draws_display_floor_only,NO3,CT,17.67325197980286,17.601785984512382,14.895190823480254,20.650896458049672,1500,22500,0,0.0,14.895190823480254
BayesSensitivity,raw_annual_draws_display_floor_only,NO3,MT,16.850259316779216,16.796613713065938,14.221630257361724,19.674525663514206,1500,22500,0,0.0,14.221630257361724
BayesSensitivity,raw_annual_draws_display_floor_only,NO3,ST,17.112496013799134,17.080722729911244,14.504321306209953,19.911125300448173,1500,22500,0,0.0,14.504321306209953
