Year,analyte,treatment,Rep,n_expected_events,expected_irrigation_labels,n_observed_events,observed_irrigation_labels,load_plot_total_g,missing_irrigation_labels,plot_complete,incomplete_observed_subtotal_g
2022,NOx,ST,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,NPOC,CT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,NPOC,CT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,NPOC,MT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,NPOC,MT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,NPOC,ST,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,NPOC,ST,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,OP,CT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,OP,CT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,OP,MT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,OP,MT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,OP,ST,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,OP,ST,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,Se,CT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,Se,CT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,Se,MT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,Se,MT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,Se,ST,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,Se,ST,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TDS,CT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TDS,CT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TDS,MT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TDS,MT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TDS,ST,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TDS,ST,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TKN,CT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TKN,CT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TKN,MT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TKN,MT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TKN,ST,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TKN,ST,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TN,CT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TN,CT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TN,MT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TN,MT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TN,ST,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TN,ST,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TP,CT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TP,CT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TP,MT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TP,MT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TP,ST,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TP,ST,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSP,CT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSP,CT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSP,MT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSP,MT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSP,ST,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSP,ST,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSS,CT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSS,CT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSS,MT,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSS,MT,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSS,ST,1,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2022,TSS,ST,2,8,1;2;3;4;5;6;7;8,0,,NA,1;2;3;4;5;6;7;8,FALSE,NA
2023,ICP,CT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,ICP,CT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,ICP,MT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,ICP,MT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,ICP,ST,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,ICP,ST,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NH4,CT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NH4,CT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NH4,MT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NH4,MT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NH4,ST,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NH4,ST,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NO2,CT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,0
2023,NO2,CT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,0
2023,NO2,MT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,0
2023,NO2,MT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,0
2023,NO2,ST,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,0
2023,NO2,ST,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,0
2023,NO3,CT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,1422.9730482
2023,NO3,CT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,1333.25405595
2023,NO3,MT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,1650.83535
2023,NO3,MT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,1668.64272905
2023,NO3,ST,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,1534.3567037
2023,NO3,ST,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,1178.72770145
2023,NOx,CT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NOx,CT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NOx,MT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NOx,MT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NOx,ST,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NOx,ST,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NPOC,CT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NPOC,CT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NPOC,MT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NPOC,MT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NPOC,ST,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,NPOC,ST,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,OP,CT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,26.478361605000003
2023,OP,CT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,18.17780724
2023,OP,MT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,22.997857999999997
2023,OP,MT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,20.434656644999997
2023,OP,ST,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,17.23560175
2023,OP,ST,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,26.193088274999997
2023,Se,CT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,Se,CT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,Se,MT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,Se,MT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,Se,ST,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,Se,ST,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TDS,CT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,237060.40265
2023,TDS,CT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,214599.8413
2023,TDS,MT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,265337.65020000003
2023,TDS,MT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,250559.87298000001
2023,TDS,ST,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,247265.41462
2023,TDS,ST,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,182827.93455
2023,TKN,CT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,469.63647965
2023,TKN,CT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,438.3950594
2023,TKN,MT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,577.8465978
2023,TKN,MT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,453.42717400000004
2023,TKN,ST,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,419.81244699999996
2023,TKN,ST,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,388.1451841
2023,TN,CT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TN,CT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TN,MT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TN,MT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TN,ST,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TN,ST,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TP,CT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,181.722844845
2023,TP,CT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,202.23141816499998
2023,TP,MT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,150.4698784
2023,TP,MT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,186.57150279500001
2023,TP,ST,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,145.45454253999998
2023,TP,ST,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,92.20829251
2023,TSP,CT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TSP,CT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TSP,MT,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TSP,MT,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TSP,ST,1,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TSP,ST,2,7,1;2;3;4;5;S1;S2,0,,NA,1;2;3;4;5;S1;S2,FALSE,NA
2023,TSS,CT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,204223.58709314
2023,TSS,CT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,336740.63451146503
2023,TSS,MT,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,235463.70002614998
2023,TSS,MT,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,183921.9668777
2023,TSS,ST,1,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,239108.21842723497
2023,TSS,ST,2,7,1;2;3;4;5;S1;S2,5,1;2;3;4;5,NA,S1;S2,FALSE,275088.053242425
2024,ICP,CT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,ICP,CT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,ICP,MT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,ICP,MT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,ICP,ST,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,ICP,ST,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NH4,CT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NH4,CT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NH4,MT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NH4,MT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NH4,ST,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NH4,ST,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NO2,CT,1,4,1;2;3;4,3,1;2;3,NA,4,FALSE,0
2024,NO2,CT,2,4,1;2;3;4,2,1;4,NA,2;3,FALSE,3.142124645
2024,NO2,MT,1,4,1;2;3;4,2,3;4,NA,1;2,FALSE,0
2024,NO2,MT,2,4,1;2;3;4,4,1;2;3;4,0,,TRUE,0
2024,NO2,ST,1,4,1;2;3;4,3,1;3;4,NA,2,FALSE,7.150305
2024,NO2,ST,2,4,1;2;3;4,4,1;2;3;4,0,,TRUE,0
2024,NO3,CT,1,4,1;2;3;4,3,1;2;3,NA,4,FALSE,1050.6530162
2024,NO3,CT,2,4,1;2;3;4,2,1;4,NA,2;3,FALSE,425.28275327000006
2024,NO3,MT,1,4,1;2;3;4,2,3;4,NA,1;2,FALSE,721.84386189
2024,NO3,MT,2,4,1;2;3;4,4,1;2;3;4,1345.5031577,,TRUE,1345.5031577
2024,NO3,ST,1,4,1;2;3;4,3,1;3;4,NA,2,FALSE,945.347959825
2024,NO3,ST,2,4,1;2;3;4,4,1;2;3;4,1459.8142216,,TRUE,1459.8142216
2024,NOx,CT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NOx,CT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NOx,MT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NOx,MT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NOx,ST,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NOx,ST,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NPOC,CT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NPOC,CT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NPOC,MT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NPOC,MT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NPOC,ST,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,NPOC,ST,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,OP,CT,1,4,1;2;3;4,3,1;2;3,NA,4,FALSE,56.36474955
2024,OP,CT,2,4,1;2;3;4,2,1;4,NA,2;3,FALSE,52.57125594
2024,OP,MT,1,4,1;2;3;4,2,3;4,NA,1;2,FALSE,61.22651825
2024,OP,MT,2,4,1;2;3;4,4,1;2;3;4,86.2387104125,,TRUE,86.2387104125
2024,OP,ST,1,4,1;2;3;4,3,1;3;4,NA,2,FALSE,64.98406585500001
2024,OP,ST,2,4,1;2;3;4,4,1;2;3;4,74.720135869999993,,TRUE,74.720135869999993
2024,Se,CT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,Se,CT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,Se,MT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,Se,MT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,Se,ST,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,Se,ST,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TDS,CT,1,4,1;2;3;4,3,1;2;3,NA,4,FALSE,139234.63438
2024,TDS,CT,2,4,1;2;3;4,2,1;4,NA,2;3,FALSE,93033.91336499999
2024,TDS,MT,1,4,1;2;3;4,2,3;4,NA,1;2,FALSE,170972.18718
2024,TDS,MT,2,4,1;2;3;4,4,1;2;3;4,214167.055375,,TRUE,214167.055375
2024,TDS,ST,1,4,1;2;3;4,3,1;3;4,NA,2,FALSE,175644.38830000002
2024,TDS,ST,2,4,1;2;3;4,4,1;2;3;4,235595.2123,,TRUE,235595.2123
2024,TKN,CT,1,4,1;2;3;4,3,1;2;3,NA,4,FALSE,139.92359
2024,TKN,CT,2,4,1;2;3;4,2,1;4,NA,2;3,FALSE,91.283212475
2024,TKN,MT,1,4,1;2;3;4,2,3;4,NA,1;2,FALSE,268.2012881
2024,TKN,MT,2,4,1;2;3;4,4,1;2;3;4,238.36038590000004,,TRUE,238.36038590000004
2024,TKN,ST,1,4,1;2;3;4,3,1;3;4,NA,2,FALSE,272.99890175
2024,TKN,ST,2,4,1;2;3;4,4,1;2;3;4,292.32553624999997,,TRUE,292.32553624999997
2024,TN,CT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TN,CT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TN,MT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TN,MT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TN,ST,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TN,ST,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TP,CT,1,4,1;2;3;4,3,1;2;3,NA,4,FALSE,49.53693631
2024,TP,CT,2,4,1;2;3;4,2,1;4,NA,2;3,FALSE,67.49182249500001
2024,TP,MT,1,4,1;2;3;4,2,3;4,NA,1;2,FALSE,98.90260630000002
2024,TP,MT,2,4,1;2;3;4,4,1;2;3;4,132.0575645525,,TRUE,132.0575645525
2024,TP,ST,1,4,1;2;3;4,3,1;3;4,NA,2,FALSE,170.42097711500003
2024,TP,ST,2,4,1;2;3;4,4,1;2;3;4,171.74047461,,TRUE,171.74047461
2024,TSP,CT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TSP,CT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TSP,MT,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TSP,MT,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TSP,ST,1,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TSP,ST,2,4,1;2;3;4,0,,NA,1;2;3;4,FALSE,NA
2024,TSS,CT,1,4,1;2;3;4,3,1;2;3,NA,4,FALSE,61374.97577539
2024,TSS,CT,2,4,1;2;3;4,2,1;4,NA,2;3,FALSE,148428.1151875
2024,TSS,MT,1,4,1;2;3;4,2,3;4,NA,1;2,FALSE,105398.22349963
2024,TSS,MT,2,4,1;2;3;4,4,1;2;3;4,203839.8372729,,TRUE,203839.8372729
2024,TSS,ST,1,4,1;2;3;4,3,1;3;4,NA,2,FALSE,239843.88459117
2024,TSS,ST,2,4,1;2;3;4,4,1;2;3;4,311071.63684748503,,TRUE,311071.63684748503
2025,ICP,CT,1,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,ICP,CT,2,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,ICP,MT,1,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,ICP,MT,2,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,ICP,ST,1,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,ICP,ST,2,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,NH4,CT,1,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,NH4,CT,2,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,NH4,MT,1,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,NH4,MT,2,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,NH4,ST,1,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,NH4,ST,2,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,NO2,CT,1,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,228.33245745750003
2025,NO2,CT,2,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,220.8773720275
2025,NO2,MT,1,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,262.29832811250003
2025,NO2,MT,2,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,302.18163525499995
2025,NO2,ST,1,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,262.8573160575
2025,NO2,ST,2,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,291.657896835
2025,NO3,CT,1,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,38.3460645725
2025,NO3,CT,2,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,34.5118017175
2025,NO3,MT,1,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,61.846830475
2025,NO3,MT,2,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,74.321177855
2025,NO3,ST,1,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,49.1124941975
2025,NO3,ST,2,8,1;2;3;4;5;6;7;S1,6,1;2;3;4;5;6,NA,7;S1,FALSE,58.462176265000004
2025,NOx,CT,1,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
2025,NOx,CT,2,8,1;2;3;4;5;6;7;S1,0,,NA,1;2;3;4;5;6;7;S1,FALSE,NA
