analyte,CT_mod_load_sum_mean_kg,MT_mod_load_sum_mean_kg,ST_mod_load_sum_mean_kg,CT_mod_load_sum_low_kg,MT_mod_load_sum_low_kg,ST_mod_load_sum_low_kg,CT_mod_load_sum_high_kg,MT_mod_load_sum_high_kg,ST_mod_load_sum_high_kg,MT_pct_red_mean,MT_pct_red_low,MT_pct_red_high,ST_pct_red_mean,ST_pct_red_low,ST_pct_red_high
NH4,0.3131922346730285,0.2756469102365597,0.26931042856684767,0.17673648237471007,0.14177819238261494,0.14114569181182918,0.4754059057728165,0.4308406764045205,0.4270693852800909,11.430406100520502,-20.71131918620289,36.4509293395805,13.467379474829883,-13.713713812425102,38.04259438934568
NO2,1.022360535674605,0.8277118175974144,0.7924124249155958,0.49936308143251945,0.4148400806611141,0.38833891236421103,1.8079345781022136,1.5094341911466183,1.4302738757516793,17.561057564861166,-14.737822866588278,43.145498667038964,21.18580064857449,-8.222409290756175,46.34477311123203
NO3,19.48356298758729,17.406383144424982,16.74720181893331,16.522853909403583,14.747493350395144,14.02418406802116,22.724128153491087,20.362019755871994,19.558539141367575,10.400173320947006,-3.727670224664822,22.773231208631657,13.818737257460183,0.9948916118353957,25.911108188289163
OP,0.4562833013053346,0.456971236224658,0.4365610519173555,0.30938464575350894,0.32969680771819043,0.31230244036069177,0.6333598107984468,0.6109191520946855,0.5723431887337052,-1.1928914700915674,-27.875286686178246,19.625128084386493,3.3697903260198707,-19.499163994397563,23.092531832085278
Se,0.018248368540855372,0.014867704017353234,0.014533850575260623,0.014949276116693293,0.012095233408247709,0.012001219426336475,0.021825314061414997,0.018044405313671748,0.017468566074907967,18.30864643240483,4.785653515907194,30.092669067057827,20.11410686137274,7.880987527590557,31.66661719817731
TDS,2385.629073028321,2209.958080097408,2154.8840461595623,1840.5450891899573,1735.1481229966669,1689.782347791961,2970.9981182142874,2753.209352639654,2650.6627720331944,6.977955721680262,-8.78063641007396,20.04079231777392,9.288264779838542,-4.762377219212196,22.308006507778686
TKN,9.461498856749252,7.535792823217512,7.656362682417466,6.532477290649325,5.125247991840038,5.127925226546986,12.941390213898742,10.44232082166408,10.783398287942347,19.825062401868546,-3.5362915485124278,37.643213757079366,18.669814998308347,-3.1744691931686893,37.72612307883679
TN,16.78024439048413,14.508169539526193,14.012701095160478,10.420473611925397,8.694278186066565,8.131745620340787,24.662745042611874,22.107135764062825,21.034074638009386,13.387988070726601,-6.948425938179567,31.41597200444329,16.40272949064865,-1.4716203828505023,33.50667625242541
TP,2.1468350061937347,2.4374791877366646,2.0683602702200075,0.6668926923192562,1.0361907485289845,0.6602405194650589,4.507928930206937,4.530186497734709,3.9768576100788375,-21.41357143239963,-91.40546459780124,19.897943654941166,-0.10486781903996054,-44.6858111320802,34.26460174426174
TSS,2893.1247887156824,2460.7235064522083,2210.8982783703564,1258.2913874864262,1074.9385741169579,873.1965299545924,5275.429453845243,4415.72341420104,4037.373133545619,13.889716938683149,-13.740133562566827,38.29232469013987,23.180934788177304,-1.5997129954974294,46.58735139766443
