model_version,source,interval_prob,interval_type,Year,analyte,treatment,n_events,n_rows,volume_mean,volume_low,volume_high,conc_mean,conc_low,conc_high,load_mean,load_low,load_high
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,OP,CT,12,12,167237.88968380616,123595.29345629163,213293.9329038577,0.07267804170666327,0.01593086365243085,0.15366250714396856,12.156863992660046,2.5693734122246115,26.74829274203834
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,OP,MT,12,12,122825.75942610118,78776.12739067139,163235.12927808135,0.0648197440655302,0.009032699615308393,0.14359179876279216,7.988584969790503,1.1014141491538112,18.93038705560589
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,OP,ST,12,12,120736.33823896911,77809.67815074172,159478.59535869583,0.07619241855670182,0.017504503198589046,0.15666120063468048,9.218954350798908,1.929898436835923,19.898023736397562
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,OP,CT,4,4,54112.056932422616,30050.693028198286,79424.58014825925,0.04907084916146379,0,0.13666242572479398,2.687136149692924,0,8.11863108477487
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,OP,MT,4,4,30716.955783358528,9693.919429301124,51270.76448205554,0.03584181534224033,0,0.11984343698402605,1.107283562255798,0,4.118398213564908
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,OP,ST,4,4,37594.50277492942,16997.29732639044,58392.36591972651,0.041200683399898956,0,0.1235144707013916,1.540832908170546,0,4.977142438604897
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,OP,CT,12,12,222584.8779290495,172005.1683700611,271669.2227710728,0.08706362593782029,0.01725562890308381,0.1779805390110712,19.410266176186344,3.5911305873123696,40.63926403783735
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,OP,MT,12,12,140595.58007993773,102534.10430517694,177154.34857940496,0.04877879763022322,0.004157562073007343,0.12495942234298166,6.8528258341568575,0.5869107139175284,18.30637007208055
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,OP,ST,12,12,134367.03125826217,93217.43080411112,174795.1384201066,0.046064972358229754,0.0026600646293692097,0.12105529763846551,6.186679725201738,0.342184985852468,17.055783741417166
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,OP,CT,10,10,195184.58254943683,100558.62656465429,300793.3542041449,0.2575263017327957,0.0879813599000635,0.48342701740315697,50.34321512960906,15.36983029779303,112.08225969998009
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,OP,MT,10,10,182910.06469350934,95643.0701905461,281566.4976569713,0.2647884669676168,0.0999973634211391,0.4764864755358833,48.391257736689276,16.178262181031684,107.45064121021267
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,OP,ST,10,10,182710.2876195573,96802.50334790425,281786.719877522,0.26282404597800374,0.09151052270699528,0.484383429819058,47.99574586903657,15.756195546476548,103.28533004101172
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,OP,CT,2,2,45521.5029891098,27700.601655031387,64760.54735511522,0.3405537435055565,0.0839464633156678,0.6095051681863652,15.618998424555619,3.4155451310388756,30.727847752672425
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,OP,MT,2,2,44909.551177299516,24999.1211939371,65315.19283440706,0.3391289284173389,0.09239506094661995,0.6048298909697405,15.368043262495577,3.3703687317830937,31.531706859856023
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,OP,ST,2,2,45121.44241348826,24953.736777237278,65276.2459157626,0.34141072205860445,0.0909246046723934,0.612174411247818,15.524793158915221,3.5271387206999125,32.35965745161987
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,OP,CT,14,14,203395.72415625447,142958.01600181483,264983.7436059621,0.13470470235715049,0.03560960558030095,0.2625079099944323,27.341104217561664,6.989315323511628,55.72766091583278
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,OP,MT,14,14,164852.53578781293,116120.66170335689,209595.812930162,0.15291095424195073,0.045451991868646735,0.28749441443709733,25.281668653580766,7.003716145616599,50.90415678706604
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,OP,ST,14,14,162558.153713379,118783.88687868629,202847.43210803525,0.15309097749673667,0.04674971869345981,0.27898645735320915,24.907996491555643,7.148499898270784,47.75079563045156
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,OP,CT,12,12,185059.36596087946,133029.21465121963,238019.33682448335,0.18247066291986996,0.07792693783197106,0.30639073589815097,33.78932977060346,13.792429183229283,59.75201896771355
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,OP,MT,12,12,143039.85128028065,90393.30587378216,203559.80011493375,0.2022502181190489,0.08648732958739655,0.3281150855997911,28.712341970695014,11.311839502612994,51.0751233509978
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,OP,ST,12,12,144686.39752711792,94815.2110677681,198066.7725520251,0.19256344433242523,0.08760691364635825,0.31249567900282543,27.708752557537416,11.937705678620258,48.65994426972166
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,OP,CT,16,16,247636.1980449116,185321.4539641537,309471.51201023825,0.16107295870033345,0.07598857654943154,0.25975541653432166,40.037424731473315,17.64140030455732,68.8537578012062
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,OP,MT,16,16,214205.49886105524,165469.8241892843,259377.58974362462,0.16020243442882312,0.07868947051757125,0.24860455171153362,34.35793995907512,16.39197365123114,56.342483978528975
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,OP,ST,16,16,219405.20722516303,166949.1990005723,266565.5867427715,0.17483788229337413,0.0925490097686664,0.2690674781547072,38.43697446612844,19.297259404744267,61.52988372404029
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,OP,CT,14,14,256250.0159256672,207866.88041678947,307549.1527843118,0.11158002238806082,0.057723387607970356,0.18023581076378714,28.49047910218552,14.468209431136248,45.620736388302674
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,OP,MT,14,14,256672.8902414498,206047.62364569466,311827.70726089645,0.1316079760771191,0.07259275397082882,0.20566030919142186,33.57972418639492,18.4529221049622,52.080676313306554
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,OP,ST,14,14,237433.76107702238,192906.65916728263,283129.5963769149,0.14310139747111203,0.07982379676941974,0.2181674825716201,33.90594557497574,18.321284927350455,53.01334709549768
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,OP,CT,8,8,177752.40544183357,143804.8217870137,212870.00509031944,0.42249796728895644,0.31232759793080284,0.5308767308559206,75.00596034048793,53.02146834830572,98.81998030908369
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,OP,MT,8,8,189233.3063071768,147348.53348904668,232512.99895476116,0.38833601403754514,0.28261447826860975,0.49798046340316793,73.31086232248141,50.77625613842234,99.94610895245762
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,OP,ST,8,8,199953.7050056471,168033.74527291095,231710.11029645707,0.42924415584063547,0.31966676792895865,0.5385375030003368,85.7349682502572,63.14030330503069,112.131197588567
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,OP,CT,16,16,276039.9121493964,217863.39724868268,332984.0228634976,0.18101255440882036,0.09780407266056937,0.2833785105981481,49.872890866686284,25.807078999053438,80.76262158568173
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,OP,MT,16,16,287819.4676809641,229331.20648287295,347187.15965522913,0.25401561852739296,0.15897160883685937,0.366096620502281,73.10765160592082,42.82929118423731,108.62973515436818
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,OP,ST,16,16,281796.9159122469,228270.10776342687,349420.18965282507,0.1995759477035031,0.11335886930736798,0.301124898150809,56.08370791782823,30.698080235740505,88.72515059145537
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,Se,CT,12,12,151137.2260446697,103010.96867819886,191961.9029975874,0.00652916654310605,0.004880205965317769,0.008117659406101554,0.9883759795541381,0.594045196757352,1.382075608589779
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,Se,MT,12,12,146346.83530550444,102875.68604063804,194176.23274410795,0.005974245881379176,0.004257069437392803,0.007615832687375215,0.8755085952153451,0.5370444921735373,1.2984845879160565
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,Se,ST,12,12,141384.5814893776,100134.79895893676,184134.49173221295,0.00592662452441705,0.004312267103829669,0.007546696625538807,0.8389903026689274,0.5056114835067662,1.1986536612849612
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,Se,CT,20,20,221162.06070010277,135070.22603977376,304810.2733570377,0.006435566284176818,0.004555905994554264,0.008236166843116113,1.4285716411924219,0.7493908304302033,2.166448876147632
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,Se,MT,20,20,205112.9291047372,144852.62514510143,267845.3759914493,0.005877413297661314,0.0041661651513652635,0.0075903999314499305,1.2075020546904922,0.7109645682180703,1.791793644082485
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,Se,ST,20,20,186661.68719114095,128108.60908219047,248543.5961205928,0.005760728561973577,0.003989370720031374,0.007380002248288794,1.076974672202619,0.6205755156993329,1.5693830925557752
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,Se,CT,14,14,190983.1533558173,137453.97130257357,240143.25225275662,0.006231299539773135,0.0035567782470484347,0.008748544110397473,1.1925993041768532,0.6012988646836669,1.8008829665228676
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,Se,MT,14,14,193104.37929627745,145653.42775791354,243551.86342235276,0.00587549777043886,0.0030669247781350342,0.008443081058227693,1.1386310152065526,0.5587582141510209,1.7584950427533665
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,Se,ST,14,14,169429.57186765925,122769.91028966528,215371.7963782447,0.005823685568199154,0.003280026090498195,0.008402444607478153,0.9900273048149053,0.47097803016153666,1.5695187742051053
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,Se,CT,10,10,152335.83174205667,116734.97314139664,190220.86473354237,0.006764725214029705,0.0049626740903657846,0.008475212698568357,1.0315036519128058,0.6683587860352931,1.4302648539891032
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,Se,MT,10,10,102940.70584653116,61881.852791097204,146722.67729970516,0.006126885897711123,0.004153348214202951,0.007893453504682933,0.632311971385107,0.3310901077582197,1.014312057480589
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,Se,ST,10,10,106259.33937140861,68656.21759579857,142762.11205472093,0.0061495999067237945,0.004202045523492452,0.007912562209640442,0.6548003294389632,0.36157737704690107,1.0053824711233408
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,Se,CT,12,12,167237.88968380616,123595.29345629163,213293.9329038577,0.006579059986281773,0.004783371465752466,0.008205711893302438,1.1001626395685715,0.6966099981501066,1.5193449890403354
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,Se,MT,12,12,122825.75942610118,78776.12739067139,163235.12927808135,0.005819068780291366,0.004066400769944728,0.007365615212252237,0.7152877376864106,0.3994520395800051,1.0495015489319313
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,Se,ST,12,12,120736.33823896911,77809.67815074172,159478.59535869583,0.0057909851877020755,0.003946983318419249,0.007422263380393155,0.699830832199851,0.40015177895071,1.0213757946131743
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,Se,CT,4,4,54112.056932422616,30050.693028198286,79424.58014825925,0.006402018269505907,0.003184444836354152,0.009256261141540193,0.3484266923811307,0.14214698536518894,0.6135728039938362
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,Se,MT,4,4,30716.955783358528,9693.919429301124,51270.76448205554,0.00571885601105187,0.002416600197302882,0.00854184499980445,0.17562927291489805,0.04462964043896654,0.3451176797540151
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,Se,ST,4,4,37594.50277492942,16997.29732639044,58392.36591972651,0.005796168462439981,0.0026373152565774887,0.008455409542187757,0.21877008637026166,0.06719031339407595,0.4105713719743494
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,Se,CT,12,12,222584.8779290495,172005.1683700611,271669.2227710728,0.0065370461890871074,0.0035326247787212887,0.009571932469400399,1.4567430098920828,0.7508726535081345,2.187228692691181
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,Se,MT,12,12,140595.58007993773,102534.10430517694,177154.34857940496,0.005717354786326745,0.002775755986037889,0.008567804725518498,0.8052386363860247,0.38372810353497633,1.304565964646668
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,Se,ST,12,12,134367.03125826217,93217.43080411112,174795.1384201066,0.005584369851297945,0.0028278462804615795,0.008383523293181486,0.7496096231879257,0.36971378139934713,1.209413111465074
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,Se,CT,10,10,195184.58254943683,100558.62656465429,300793.3542041449,0.006589167823473302,0.00402538550066046,0.009082554388200551,1.2963876373628411,0.560640110880714,2.2399410921821983
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,Se,MT,10,10,182910.06469350934,95643.0701905461,281566.4976569713,0.006365760991877135,0.003977090447019914,0.008861884337814627,1.1712568992657484,0.49854706651215125,2.051440938301525
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,Se,ST,10,10,182710.2876195573,96802.50334790425,281786.719877522,0.006353701066904567,0.0037525870620610875,0.008996521870687819,1.1659543639955805,0.5047756824199734,2.060230158107858
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,Se,CT,2,2,45521.5029891098,27700.601655031387,64760.54735511522,0.00662746033255108,0.0031631344574674625,0.010298553699806562,0.3029620226989769,0.11912828512677451,0.5450426198854119
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,Se,MT,2,2,44909.551177299516,24999.1211939371,65315.19283440706,0.006606841690052824,0.003073442738906091,0.01022844213623363,0.2981881117350258,0.10158236586700012,0.5482159618039002
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,Se,ST,2,2,45121.44241348826,24953.736777237278,65276.2459157626,0.0066834232943420915,0.003096391272779285,0.010447043188906796,0.30321755112226245,0.11067178886360332,0.5632867628067649
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,Se,CT,14,14,203395.72415625447,142958.01600181483,264983.7436059621,0.006503569336317664,0.0054983891122439375,0.0074956894837416126,1.3238513825099,0.9030484819300626,1.811648900974312
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,Se,MT,14,14,164852.53578781293,116120.66170335689,209595.812930162,0.005700049849239718,0.004774746938017312,0.0066445935444075545,0.9401378996027681,0.6272656595508483,1.2415713777701636
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,Se,ST,14,14,162558.153713379,118783.88687868629,202847.43210803525,0.005674984445471783,0.004681113960386043,0.006621064889174771,0.9231357667871521,0.6437015432950357,1.236923079157368
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,Se,CT,12,12,185059.36596087946,133029.21465121963,238019.33682448335,0.007042426552798763,0.006249512418958419,0.007873457977660977,1.3042496010751732,0.9061968362448721,1.7248472268939359
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,Se,MT,12,12,143039.85128028065,90393.30587378216,203559.80011493375,0.006015645715847189,0.005264498051122428,0.0067484198163255665,0.8605352325167219,0.5340159326613264,1.252110905493221
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,Se,ST,12,12,144686.39752711792,94815.2110677681,198066.7725520251,0.006255238679582314,0.005522263711707092,0.007015448462054685,0.9051034851373874,0.5956694293502502,1.2679994308157803
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,Se,CT,16,16,247636.1980449116,185321.4539641537,309471.51201023825,0.0073803833439415574,0.0064394034710658025,0.008527212114611448,1.8297070340717194,1.277939442370133,2.4160717667599325
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,Se,MT,16,16,214205.49886105524,165469.8241892843,259377.58974362462,0.006341901449246762,0.0055646850978096725,0.0071299298326826955,1.3594631633235519,1.0092030611625933,1.7255319099924562
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,Se,ST,16,16,219405.20722516303,166949.1990005723,266565.5867427715,0.006338842053867432,0.005626369001932391,0.007058832559164018,1.39155298596042,1.0130766379988805,1.755315542328478
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,Se,CT,14,14,256250.0159256672,207866.88041678947,307549.1527843118,0.006311247174675344,0.004077543314286241,0.008530424380381662,1.6201947262704508,0.9729417807039362,2.36101535839283
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,Se,MT,14,14,256672.8902414498,206047.62364569466,311827.70726089645,0.0061299473528271834,0.00380833789117074,0.008559217270006036,1.5749290666744817,0.927426273256535,2.332800799688976
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,Se,ST,14,14,237433.76107702238,192906.65916728263,283129.5963769149,0.006226863619714075,0.004009437115722815,0.008486589300891377,1.4820717885411248,0.897920152458425,2.1925913890270654
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,Se,CT,8,8,177752.40544183357,143804.8217870137,212870.00509031944,0.00655147694539989,0.003665462600615279,0.0094727279663322575,1.16404110866764,0.6038638416848008,1.7207132871982227
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,Se,MT,8,8,189233.3063071768,147348.53348904668,232512.99895476116,0.006423244934111963,0.0035131171232179203,0.009438913448335622,1.2098853310356583,0.6290402041830361,1.7963637347577546
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,Se,ST,8,8,199953.7050056471,168033.74527291095,231710.11029645707,0.006659544986621277,0.003675336904894453,0.01017467073941866,1.3295092586209198,0.7407920644831807,2.0201207849018106
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,Se,CT,16,16,276039.9121493964,217863.39724868268,332984.0228634976,0.006743396380540252,0.005177990861965952,0.008357348715065625,1.8605921095206666,1.29673005639009,2.489633209981702
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,Se,MT,16,16,287819.4676809641,229331.20648287295,347187.15965522913,0.0065997669470626835,0.004375801319274892,0.009925538070178557,1.9031990297144474,1.1355424572381136,2.9460911339602758
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,Se,ST,16,16,281796.9159122469,228270.10776342687,349420.18965282507,0.0064054935730906825,0.0045493467819192855,0.00818730032576815,1.8043022242123237,1.2312197832553669,2.4633857313639917
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,TDS,CT,12,12,151137.2260446697,103010.96867819886,191961.9029975874,877.1791160112838,593.518053641787,1156.1022808077807,132627.1364879329,77867.06429671531,192467.2080282289
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,TDS,MT,12,12,146346.83530550444,102875.68604063804,194176.23274410795,925.779316388025,643.871941851324,1209.0461500297804,135481.76873946647,82854.69098174358,201433.97656034108
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,TDS,ST,12,12,141384.5814893776,100134.79895893676,184134.49173221295,926.7378119161068,636.3048276014749,1214.7192380229526,131067.3141288453,79543.24209998143,192393.19311614602
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,TDS,CT,20,20,221162.06070010277,135070.22603977376,304810.2733570377,794.8313415349808,509.20024890803415,1091.6064607977742,175991.2990190512,89469.50335851195,281619.14413196256
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,TDS,MT,20,20,205112.9291047372,144852.62514510143,267845.3759914493,889.7937044500461,595.5267510655228,1181.6074909734589,182540.20771842438,108383.64142152431,268423.9469654807
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,TDS,ST,20,20,186661.68719114095,128108.60908219047,248543.5961205928,862.1944238229888,584.410589755036,1166.7414830738512,161030.11637302767,93239.22996207175,246998.3148306561
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,TDS,CT,14,14,190983.1533558173,137453.97130257357,240143.25225275662,802.4061591348401,505.80877218666853,1090.4742682756682,153495.54117004602,83440.68716871605,229128.11074523246
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,TDS,MT,14,14,193104.37929627745,145653.42775791354,243551.86342235276,842.1275970460032,544.0304987512802,1121.4217732720638,162657.29984929998,95330.48139863001,237633.81917153002
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,TDS,ST,14,14,169429.57186765925,122769.91028966528,215371.7963782447,843.779241132997,557.9533366951272,1119.4120069843784,142955.9221176573,82115.6013499208,207033.0641026431
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,TDS,CT,10,10,152335.83174205667,116734.97314139664,190220.86473354237,912.3152860962352,595.6723676583917,1229.7810338371432,138917.37857818056,83672.77850693281,198383.75560369025
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,TDS,MT,10,10,102940.70584653116,61881.852791097204,146722.67729970516,932.2661469067856,611.6280063731463,1252.7692896983322,95892.82554949498,48430.31698165834,151322.1583693734
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,TDS,ST,10,10,106259.33937140861,68656.21759579857,142762.11205472093,944.1106292694062,649.686454251741,1269.8288233178278,100300.19499305036,54990.87776929632,152996.65095646132
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,TDS,CT,12,12,167237.88968380616,123595.29345629163,213293.9329038577,864.1946568873489,573.6122343123111,1169.4599188289853,144602.96530628984,83661.70848103787,209564.39043591236
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,TDS,MT,12,12,122825.75942610118,78776.12739067139,163235.12927808135,912.5143724066153,610.6101369379014,1203.3793321380713,111926.18191172458,61353.86313158396,165321.86258542788
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,TDS,ST,12,12,120736.33823896911,77809.67815074172,159478.59535869583,918.3351821330525,605.4502770747015,1211.271713279612,110841.23265240104,59244.57298288852,164069.5191033557
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,TDS,CT,4,4,54112.056932422616,30050.693028198286,79424.58014825925,905.0282372724345,481.59634948886446,1345.7933137879181,49041.12412255407,21065.624421675988,85723.20412813008
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,TDS,MT,4,4,30716.955783358528,9693.919429301124,51270.76448205554,917.1523340445946,469.2793691162596,1339.1454249160793,28218.594399945607,7381.724838231568,54343.3627273001
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,TDS,ST,4,4,37594.50277492942,16997.29732639044,58392.36591972651,937.3434616137968,485.8537380256007,1380.327806035335,35312.16518813703,12244.877002498732,65092.85888852662
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,TDS,CT,12,12,222584.8779290495,172005.1683700611,271669.2227710728,824.831952134925,512.4046034507371,1114.0895042143122,183612.7722488535,108776.89860378565,262908.38034856424
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,TDS,MT,12,12,140595.58007993773,102534.10430517694,177154.34857940496,863.3958547408304,582.2869964188956,1147.8828975174808,121431.1620333065,71206.04016805139,177327.95734213752
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,TDS,ST,12,12,134367.03125826217,93217.43080411112,174795.1384201066,850.7084341536549,535.8747441409165,1121.264868311504,114478.1724859117,62898.58193677827,173118.4950491186
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,TDS,CT,10,10,195184.58254943683,100558.62656465429,300793.3542041449,954.772224315701,629.7480406616744,1273.2955742973652,186663.3372358911,91123.98157018132,318631.0134112777
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,TDS,MT,10,10,182910.06469350934,95643.0701905461,281566.4976569713,974.8815872528435,672.5345256328237,1291.125815243723,178388.33753100596,88418.22455392755,311334.70366440224
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,TDS,ST,10,10,182710.2876195573,96802.50334790425,281786.719877522,970.8419177769895,660.4573533782334,1281.2976228473904,177621.48123180994,83576.37547454762,309085.59983432625
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,TDS,CT,2,2,45521.5029891098,27700.601655031387,64760.54735511522,1071.8263866003037,615.1085329800774,1487.5811993384702,49026.37920543762,22495.100392034416,80714.73005537779
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,TDS,MT,2,2,44909.551177299516,24999.1211939371,65315.19283440706,1070.7015679494334,613.3071412641484,1492.077021864676,48281.7485526154,20486.277601899445,82606.06143968778
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,TDS,ST,2,2,45121.44241348826,24953.736777237278,65276.2459157626,1071.3823647366085,638.3478827629278,1490.922141655445,48444.5665629093,22003.366856000437,81604.2099663192
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,TDS,CT,14,14,203395.72415625447,142958.01600181483,264983.7436059621,868.740053957585,593.372702085389,1152.9116950260668,176860.23270584372,105580.39941758153,260703.4403610318
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,TDS,MT,14,14,164852.53578781293,116120.66170335689,209595.812930162,914.9723692633294,626.2856662490034,1202.7507446032841,150858.6588662898,90317.68468205436,219119.8173344194
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,TDS,ST,14,14,162558.153713379,118783.88687868629,202847.43210803525,912.1579075988204,616.2231968385672,1211.2107247041558,148370.18101299502,88260.82293080576,210968.06723577593
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,TDS,CT,12,12,185059.36596087946,133029.21465121963,238019.33682448335,857.325661816911,579.8677937634601,1154.145966638989,158708.42321820586,94221.09208850728,231179.18141128647
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,TDS,MT,12,12,143039.85128028065,90393.30587378216,203559.80011493375,924.8039856820326,626.3242869400055,1237.5645077552206,132185.01048227318,71838.28226277285,202437.0879931514
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,TDS,ST,12,12,144686.39752711792,94815.2110677681,198066.7725520251,922.938970793436,635.8432651850051,1212.478579896058,133620.41685189103,72885.4118613636,206400.13304701576
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,TDS,CT,16,16,247636.1980449116,185321.4539641537,309471.51201023825,845.3443420166503,607.4479474461184,1107.4227453127717,209581.782340817,133827.3685743942,302389.19055790955
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,TDS,MT,16,16,214205.49886105524,165469.8241892843,259377.58974362462,879.1758702481811,636.4125710230338,1149.3424545857356,188271.46651952754,122368.79309946412,262013.07226137194
