model_version,source,interval_prob,interval_type,Year,analyte,treatment,n_events,n_rows,volume_mean,volume_low,volume_high,conc_mean,conc_low,conc_high,load_mean,load_low,load_high
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,NH4,CT,12,12,185059.36596087946,133029.21465121963,238019.33682448335,0.11265209321469558,0.026496244146224947,0.21315269904480122,20.874068588486224,4.915836239779231,41.754462366752634
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,NH4,MT,12,12,143039.85128028065,90393.30587378216,203559.80011493375,0.12137695242385005,0.02619381147248908,0.24071664033013193,17.367878086796228,3.389154935933364,38.06483153424486
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,NH4,ST,12,12,144686.39752711792,94815.2110677681,198066.7725520251,0.12128478921904097,0.029048075199952735,0.23976439720277626,17.609175457458498,3.9296612074096005,36.839128932976124
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,NH4,CT,16,16,247636.1980449116,185321.4539641537,309471.51201023825,0.10919974300318869,0.032676692879046364,0.21339283234551615,27.068130522326623,7.44501090438826,55.16464828366679
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,NH4,MT,16,16,214205.49886105524,165469.8241892843,259377.58974362462,0.10351096682015344,0.024608643174600646,0.19919747899785442,22.185965592027202,5.219591695953292,43.54921991745954
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,NH4,ST,16,16,219405.20722516303,166949.1990005723,266565.5867427715,0.10768598410162965,0.028305654335813626,0.2067044000270013,23.675851776456067,5.7739052207723605,45.59016510087084
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,NH4,CT,14,14,256250.0159256672,207866.88041678947,307549.1527843118,0.10419877107990266,0.024464737368269943,0.21209925528389315,26.628942205549432,5.757619483190682,53.81207149434399
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,NH4,MT,14,14,256672.8902414498,206047.62364569466,311827.70726089645,0.10590673423497231,0.022522405485071083,0.21506040181315766,27.15337730568562,5.587327788336018,55.53029589868903
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,NH4,ST,14,14,237433.76107702238,192906.65916728263,283129.5963769149,0.10619278858732367,0.023286735793081555,0.2254428645447264,25.175903866455105,5.655899214462998,53.45790452461
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,NH4,CT,8,8,177752.40544183357,143804.8217870137,212870.00509031944,0.1344736764327814,0.024628099382116478,0.2610667217995288,23.91155471315167,4.308174310577945,48.624954787683855
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,NH4,MT,8,8,189233.3063071768,147348.53348904668,232512.99895476116,0.1351983672573635,0.017950084441018914,0.27821811688309905,25.59566366396547,3.158559453281092,54.23402940259986
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,NH4,ST,8,8,199953.7050056471,168033.74527291095,231710.11029645707,0.13611796283356853,0.015816162043898224,0.2764387756300495,27.21386750007113,3.440286794323335,55.962332489119255
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,NH4,CT,16,16,276039.9121493964,217863.39724868268,332984.0228634976,0.10930721952166289,0.024401017299992167,0.21707745510122167,30.223863011090305,6.49293128384523,62.938193062719236
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,NH4,MT,16,16,287819.4676809641,229331.20648287295,347187.15965522913,0.11421932499499308,0.020994663299685384,0.2421760437622536,32.90732223546099,5.9423826130767745,68.64032626142748
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,NH4,ST,16,16,281796.9159122469,228270.10776342687,349420.18965282507,0.10954864530176844,0.023490760162756724,0.22257092035435816,30.941929206577225,6.194843470230078,66.2117632581274
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,NO2,CT,12,12,151137.2260446697,103010.96867819886,191961.9029975874,0.42801164001435044,0,1.3103460988789726,64.96374830676724,0,198.32854665824777
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,NO2,MT,12,12,146346.83530550444,102875.68604063804,194176.23274410795,0.391688311734579,0,1.1715597766697048,57.11446120844924,0,168.68862877114177
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,NO2,ST,12,12,141384.5814893776,100134.79895893676,184134.49173221295,0.39757264883163923,0,1.2236295378429356,56.2588616714439,0,174.77775395984008
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,NO2,CT,20,20,221162.06070010277,135070.22603977376,304810.2733570377,0.4895210766350605,0.006919540674176107,1.491220828472812,108.88210605141431,1.6243390541230753,355.10644054209547
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,NO2,MT,20,20,205112.9291047372,144852.62514510143,267845.3759914493,0.42511998842642257,0.0027949313572538607,1.3795666189384064,87.29290025848624,0.5632748683866466,287.8716025984706
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,NO2,ST,20,20,186661.68719114095,128108.60908219047,248543.5961205928,0.4356331901913068,0.004196226916481131,1.390664664412206,81.23611109191773,0.687290633258869,269.16102646669594
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,NO2,CT,14,14,190983.1533558173,137453.97130257357,240143.25225275662,0.3577071425742776,0,1.299497016553201,68.62940054767195,0,260.5996776015799
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,NO2,MT,14,14,193104.37929627745,145653.42775791354,243551.86342235276,0.3378113812406704,0,1.3004246707008387,65.53228844444575,0,256.9610442718248
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,NO2,ST,14,14,169429.57186765925,122769.91028966528,215371.7963782447,0.3273141468561409,0,1.2288604873976923,55.93387569389945,0,214.03760761979817
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,NO2,CT,10,10,152335.83174205667,116734.97314139664,190220.86473354237,0.3786973241264918,0,1.2424693578415051,58.02288573617925,0,190.13886821795828
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,NO2,MT,10,10,102940.70584653116,61881.852791097204,146722.67729970516,0.33292670408431263,0,1.1546855965850598,34.65909004381777,0,131.22925150810244
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,NO2,ST,10,10,106259.33937140861,68656.21759579857,142762.11205472093,0.325080238764424,0,1.126214271811656,34.453895337618576,0,120.0048133430335
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,NO2,CT,12,12,167237.88968380616,123595.29345629163,213293.9329038577,0.37041606636574853,0,1.198860480554045,62.22984017507823,0,207.3097474936353
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,NO2,MT,12,12,122825.75942610118,78776.12739067139,163235.12927808135,0.3283479386835266,0,1.113196236804256,40.63087576836457,0,146.3395156748111
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,NO2,ST,12,12,120736.33823896911,77809.67815074172,159478.59535869583,0.32200917238803434,0,1.1259725291404954,39.28326430446474,0,142.9051257128693
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,NO2,CT,4,4,54112.056932422616,30050.693028198286,79424.58014825925,0.387525520979163,0,1.4965416085859586,20.999345242231882,0,81.22298404482109
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,NO2,MT,4,4,30716.955783358528,9693.919429301124,51270.76448205554,0.345895385808914,0,1.4506380230834268,10.736310098047468,0,49.88442820217979
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,NO2,ST,4,4,37594.50277492942,16997.29732639044,58392.36591972651,0.3413912472520789,0,1.4590747079817454,12.841110114875258,0,59.05072380305198
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,NO2,CT,12,12,222584.8779290495,172005.1683700611,271669.2227710728,0.35695882352827657,0,1.411797712455873,79.61185030513225,0,323.1145922563403
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,NO2,MT,12,12,140595.58007993773,102534.10430517694,177154.34857940496,0.2964268328181374,0,1.2292807700381143,41.87716007979768,0,179.65638248469867
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,NO2,ST,12,12,134367.03125826217,93217.43080411112,174795.1384201066,0.2966831189488902,0,1.268238594742729,40.283356615038656,0,169.27370665487425
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,NO2,CT,10,10,195184.58254943683,100558.62656465429,300793.3542041449,0.38916937009442204,0,1.2932477893429128,78.71259118359727,0,293.81238016915074
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,NO2,MT,10,10,182910.06469350934,95643.0701905461,281566.4976569713,0.3725945470414553,0,1.2336799886687826,70.55095533832977,0,271.35896976904814
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,NO2,ST,10,10,182710.2876195573,96802.50334790425,281786.719877522,0.37118156603158486,0,1.2846847410480788,69.51447384282208,0,255.84437882675036
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,NO2,CT,2,2,45521.5029891098,27700.601655031387,64760.54735511522,0.28159992382645493,0,1.3970478781260722,12.967480303664393,0,63.59857593594028
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,NO2,MT,2,2,44909.551177299516,24999.1211939371,65315.19283440706,0.2807142742893599,0,1.3989881489068206,12.842683777606315,0,64.96826391960481
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,NO2,ST,2,2,45121.44241348826,24953.736777237278,65276.2459157626,0.2919990595550025,0,1.425901957046771,13.500219895279884,0,68.2528128778037
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,NO2,CT,14,14,203395.72415625447,142958.01600181483,264983.7436059621,0.4073254507576589,0,1.2189520062010764,83.03394201280436,0,255.72118544282847
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,NO2,MT,14,14,164852.53578781293,116120.66170335689,209595.812930162,0.35528633042874647,0,1.2026369488218125,58.132331000665474,0,196.0801676310091
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,NO2,ST,14,14,162558.153713379,118783.88687868629,202847.43210803525,0.36263149496495006,0,1.2015903837174842,58.88532474098813,0,200.73387863971004
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,NO2,CT,12,12,185059.36596087946,133029.21465121963,238019.33682448335,0.42458825038928766,0.012341619462383307,1.1909124389909342,78.79022839435088,2.1469056003178704,226.51684030525809
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,NO2,MT,12,12,143039.85128028065,90393.30587378216,203559.80011493375,0.3299054463671303,0,1.0873344052615743,47.24337483895027,0,160.09352229103632
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,NO2,ST,12,12,144686.39752711792,94815.2110677681,198066.7725520251,0.3322404953106672,0,1.020435816244997,48.13942766561893,0,157.913624703883
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,NO2,CT,16,16,247636.1980449116,185321.4539641537,309471.51201023825,0.2880977706097438,0.10856697802621317,0.5185150524526085,71.39210922261846,25.016066186291386,133.6398948412836
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,NO2,MT,16,16,214205.49886105524,165469.8241892843,259377.58974362462,0.2623583477153655,0.1113325897240325,0.4598819063466581,56.13246809484448,22.84546326968578,99.54651783730989
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,NO2,ST,16,16,219405.20722516303,166949.1990005723,266565.5867427715,0.20387064637825528,0.07522140387939205,0.38526334442174115,44.705069758200786,15.442314114144354,85.63612179966002
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,NO2,CT,14,14,256250.0159256672,207866.88041678947,307549.1527843118,0.046043484776246014,0,0.1694137066619032,11.869279294027903,0,42.97134638942073
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,NO2,MT,14,14,256672.8902414498,206047.62364569466,311827.70726089645,0.04266897036026935,0,0.15487248882563187,11.031114244267428,0,38.63838083288062
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,NO2,ST,14,14,237433.76107702238,192906.65916728263,283129.5963769149,0.04199606569914774,0,0.15697322408683623,10.063207575076005,0,37.3052594326215
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,NO2,CT,8,8,177752.40544183357,143804.8217870137,212870.00509031944,0.03168194322091927,0,0.15600191672085162,5.6061087311452455,0,27.967168077904866
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,NO2,MT,8,8,189233.3063071768,147348.53348904668,232512.99895476116,0.013704135553581997,0,0.09463487603043422,2.5964756440590757,0,18.067651289787193
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,NO2,ST,8,8,199953.7050056471,168033.74527291095,231710.11029645707,0.022044650616081265,0,0.11148224523415054,4.401023374103446,0,21.34185949198796
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,NO2,CT,16,16,276039.9121493964,217863.39724868268,332984.0228634976,0.7853543607713975,0.46154161007630484,1.1639208933496232,216.6496201679214,120.04480990005263,332.9669245585501
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,NO2,MT,16,16,287819.4676809641,229331.20648287295,347187.15965522913,0.8040681494102287,0.5005100071832096,1.1762650239569843,231.33932875728286,132.3569366805272,347.3874625460461
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,NO2,ST,16,16,281796.9159122469,228270.10776342687,349420.18965282507,0.7909170612130805,0.47888729094921084,1.157875120346932,222.91320323424827,126.40887003942575,339.1615371907535
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,NO3,CT,12,12,151137.2260446697,103010.96867819886,191961.9029975874,7.123368302969526,5.251698218175578,8.948984216758458,1076.2110708080322,662.1491824295404,1501.3665822899886
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,NO3,MT,12,12,146346.83530550444,102875.68604063804,194176.23274410795,7.3881525070575345,5.580622233866935,9.216928555671107,1081.728165386907,674.7999857954314,1573.5766876538905
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,NO3,ST,12,12,141384.5814893776,100134.79895893676,184134.49173221295,7.32560309398342,5.517391355133119,9.078292531881871,1035.6961730385756,662.4457863414167,1461.5091537482378
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,NO3,CT,20,20,221162.06070010277,135070.22603977376,304810.2733570377,7.522616762676059,5.8061302735038804,9.153213385270965,1664.3505353492424,953.1203808447297,2428.4752780247627
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,NO3,MT,20,20,205112.9291047372,144852.62514510143,267845.3759914493,8.406779656362426,6.582252182625915,10.146787231571299,1723.1239280260365,1151.8833204259608,2371.9573118570142
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,NO3,ST,20,20,186661.68719114095,128108.60908219047,248543.5961205928,7.894560290912604,6.105176454707845,9.46110100436479,1473.0574686366576,941.2246195588696,2086.2272713428856
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,NO3,CT,14,14,190983.1533558173,137453.97130257357,240143.25225275662,7.61592957763548,5.830818142786662,9.36565561543123,1456.054300591565,936.7503335325064,2005.2063816052296
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,NO3,MT,14,14,193104.37929627745,145653.42775791354,243551.86342235276,7.856663762296039,6.005198103629603,9.543464638135916,1517.2236935945189,1049.0732829563435,2059.8129912727377
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,NO3,ST,14,14,169429.57186765925,122769.91028966528,215371.7963782447,7.827578883491214,5.900936048160971,9.682357505943152,1326.3801580469212,851.195214738511,1827.3210756780966
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,NO3,CT,10,10,152335.83174205667,116734.97314139664,190220.86473354237,8.80531085417817,7.53672660580227,10.079503369726835,1340.7716554293188,1018.3459754008009,1738.5347879087403
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,NO3,MT,10,10,102940.70584653116,61881.852791097204,146722.67729970516,8.320749921150918,6.434356011253012,10.154909562749683,857.7203021324352,482.4857291839733,1329.1892880650094
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,NO3,ST,10,10,106259.33937140861,68656.21759579857,142762.11205472093,8.584027405538418,7.198591741372146,9.859357673382664,912.1386959769748,570.1544719537743,1281.583323415592
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,NO3,CT,12,12,167237.88968380616,123595.29345629163,213293.9329038577,7.896997952064487,6.835149355839837,8.817795651394153,1320.3563778851626,957.7280566315897,1715.5028646881847
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,NO3,MT,12,12,122825.75942610118,78776.12739067139,163235.12927808135,8.00784423680426,6.9602149148271,8.984545152524714,983.573808899912,612.5726939287387,1335.255226941506
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,NO3,ST,12,12,120736.33823896911,77809.67815074172,159478.59535869583,8.137302032343229,7.070854597590786,9.09867178628322,982.8389486484349,618.4899046666919,1329.7264083511602
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,NO3,CT,4,4,54112.056932422616,30050.693028198286,79424.58014825925,5.06714643571565,4.13634197178617,5.912140437858723,274.4868271179177,147.602565383152,411.5982068860191
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,NO3,MT,4,4,30716.955783358528,9693.919429301124,51270.76448205554,4.963780612363973,3.9728572565293243,5.783247564119792,152.71346851530396,48.00441350025496,260.1404721954044
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,NO3,ST,4,4,37594.50277492942,16997.29732639044,58392.36591972651,5.10859634664293,4.177115291763327,5.919135433743694,192.10924482740143,82.26043037671849,302.9574854065098
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,NO3,CT,12,12,222584.8779290495,172005.1683700611,271669.2227710728,8.955202341915115,8.081593235164995,9.68645368814804,1993.641277277271,1522.8692449544847,2489.077576009491
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,NO3,MT,12,12,140595.58007993773,102534.10430517694,177154.34857940496,8.999170724979866,8.119803232110673,9.716218852705872,1265.145807525284,912.3532031497864,1606.6603089354348
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,NO3,ST,12,12,134367.03125826217,93217.43080411112,174795.1384201066,8.862038585754238,7.998889305026223,9.591136670107186,1190.4920142404364,806.9729894293946,1560.5015576826436
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,NO3,CT,10,10,195184.58254943683,100558.62656465429,300793.3542041449,7.813794194094935,4.626608940615747,10.925480261106259,1528.1129661839213,698.2300924810086,2750.40480906994
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,NO3,MT,10,10,182910.06469350934,95643.0701905461,281566.4976569713,7.901143212272786,4.673043528896457,11.034378650167344,1446.376970872563,657.7147020622108,2651.600284946316
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,NO3,ST,10,10,182710.2876195573,96802.50334790425,281786.719877522,7.913038382870167,4.66078835202185,11.138886766983134,1447.5532867536863,674.4289467471144,2648.975666201123
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,NO3,CT,2,2,45521.5029891098,27700.601655031387,64760.54735511522,8.46775083241673,4.501890361676018,12.60994062588789,386.27108314670596,161.65501216136403,682.8207705697432
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,NO3,MT,2,2,44909.551177299516,24999.1211939371,65315.19283440706,8.552020659096923,4.290304123049453,12.981185141510036,385.57848039725343,142.2415718651431,692.4961531272177
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,NO3,ST,2,2,45121.44241348826,24953.736777237278,65276.2459157626,8.462019053077245,4.357371501200491,12.912380601598894,383.79326349607726,150.3641425327262,674.7755291425872
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,NO3,CT,14,14,203395.72415625447,142958.01600181483,264983.7436059621,7.587239961509788,6.386008466652759,8.736851919300559,1544.455673944043,1016.1214080160937,2128.8058787777873
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,NO3,MT,14,14,164852.53578781293,116120.66170335689,209595.812930162,7.812753400867272,6.62579502756955,8.945185607230508,1288.4955423125912,868.2966451331351,1696.7183982098154
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,NO3,ST,14,14,162558.153713379,118783.88687868629,202847.43210803525,7.79676105556795,6.492661896529525,8.940939495323546,1266.5058466154567,894.1496481296863,1630.974978567128
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,NO3,CT,12,12,185059.36596087946,133029.21465121963,238019.33682448335,7.97480074620896,7.094511850591445,8.726700182710871,1476.2319424972627,1044.1127955700065,1929.27996196811
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,NO3,MT,12,12,143039.85128028065,90393.30587378216,203559.80011493375,8.187435148859286,7.277371160114948,8.910473965801083,1171.1291750791486,722.4560232094268,1698.5863394280882
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,NO3,ST,12,12,144686.39752711792,94815.2110677681,198066.7725520251,8.220045138196108,7.303909817501149,8.987660338554946,1189.506913859491,768.3201235641395,1648.7617767330225
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,NO3,CT,16,16,247636.1980449116,185321.4539641537,309471.51201023825,6.773887114270167,5.781255560376284,7.637291338894813,1677.4416649699267,1186.2858849544061,2179.413351687741
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,NO3,MT,16,16,214205.49886105524,165469.8241892843,259377.58974362462,6.910122123198355,5.897871548524868,7.8185972381666105,1479.6389953926084,1100.2850873251637,1853.1179026194645
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,NO3,ST,16,16,219405.20722516303,166949.1990005723,266565.5867427715,7.00593519620042,5.949174540929558,7.949094438317776,1537.6324534586265,1110.8026240868257,1936.8333788771097
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,NO3,CT,14,14,256250.0159256672,207866.88041678947,307549.1527843118,7.187900153518792,5.512332532734418,9.067357692925707,1837.8542443264503,1351.922036132491,2438.0010206457273
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,NO3,MT,14,14,256672.8902414498,206047.62364569466,311827.70726089645,7.98118664069019,6.240673130648915,9.927029297754999,2043.5394477557445,1520.4964217055142,2675.8636756748374
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,NO3,ST,14,14,237433.76107702238,192906.65916728263,283129.5963769149,7.25403900238944,5.473140130702475,9.348755719772608,1716.3685913922448,1257.5184673113954,2266.605796338389
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,NO3,CT,8,8,177752.40544183357,143804.8217870137,212870.00509031944,7.644035843404316,6.064679834271688,9.574613803606649,1359.6662618931314,972.8506300949757,1862.3069597727454
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,NO3,MT,8,8,189233.3063071768,147348.53348904668,232512.99895476116,7.686989439742357,5.960501829202996,9.644489091877492,1452.7463292884952,1035.908013823929,1979.8454414987898
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,NO3,ST,8,8,199953.7050056471,168033.74527291095,231710.11029645707,7.716252037009287,6.141772105248538,9.694710270167644,1543.341820750969,1133.865898584579,2032.8976881355836
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,NO3,CT,16,16,276039.9121493964,217863.39724868268,332984.0228634976,1.989302049048794,0.5375895767772694,3.8524522266155685,547.6571061673405,148.44004419623434,1081.6417582155673
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,NO3,MT,16,16,287819.4676809641,229331.20648287295,347187.15965522913,1.9500305937172333,0.5253012357009728,3.835760287390128,557.649029246181,154.9578017298996,1101.8918365817035
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,NO3,ST,16,16,281796.9159122469,228270.10776342687,349420.18965282507,1.9669370706183547,0.5219212904897514,3.826160710354988,549.7869391913547,145.94066789692522,1089.014763151673
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,OP,CT,12,12,151137.2260446697,103010.96867819886,191961.9029975874,0.16144185539210706,0.05777506946580066,0.2770415523269737,24.326183815531945,8.263505258558292,44.14358351778538
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,OP,MT,12,12,146346.83530550444,102875.68604063804,194176.23274410795,0.17113372591983395,0.05877118987316994,0.2892722166883979,24.972921810861305,7.787063334760747,45.05709935084762
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,OP,ST,12,12,141384.5814893776,100134.79895893676,184134.49173221295,0.16046762306178347,0.05411785336282603,0.2803966859515795,22.68328676861477,6.973807462036514,42.2148332815037
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,OP,CT,20,20,221162.06070010277,135070.22603977376,304810.2733570377,0.18797814013006856,0.0829231049431099,0.31159781967922806,41.25450986394829,17.329223031177374,71.89113939938052
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,OP,MT,20,20,205112.9291047372,144852.62514510143,267845.3759914493,0.23854652903856083,0.13032183460059862,0.34674288295720757,48.81248397396737,24.4209671547411,77.24249980254106
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,OP,ST,20,20,186661.68719114095,128108.60908219047,248543.5961205928,0.1859146277581043,0.08083417071155696,0.29210087021300224,34.613176091131635,14.575338735648039,61.24190754847131
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,OP,CT,14,14,190983.1533558173,137453.97130257357,240143.25225275662,0.07402076808687237,0.005045311426571544,0.18738061415760715,14.105230670426513,1.0076578289695044,37.99490002968429
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,OP,MT,14,14,193104.37929627745,145653.42775791354,243551.86342235276,0.077632875631388,0.006554916271249683,0.20135664063973258,14.890149488862981,1.2247826307559198,39.31851009913718
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,OP,ST,14,14,169429.57186765925,122769.91028966528,215371.7963782447,0.07341881169512227,0.005341527147904948,0.19079441939521147,12.418947716713651,0.9494979867178311,33.48048431040153
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,OP,CT,10,10,152335.83174205667,116734.97314139664,190220.86473354237,0.14332248621752108,0.06346437418748445,0.23635466770586708,21.843708053725685,9.427485917150738,38.538703888898795
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,OP,MT,10,10,102940.70584653116,61881.852791097204,146722.67729970516,0.19624957787457897,0.08882684118117909,0.3094888237701121,20.237496887430286,7.895698750953647,36.512981553526444
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,OP,ST,10,10,106259.33937140861,68656.21759579857,142762.11205472093,0.18489639418897175,0.09742324754615045,0.2837756586873639,19.600290070489812,9.365966783782621,32.77482724350908
