Year,Treatment,Analyte,mean,median,low,high,n_draws,point_total_mg
2011,CT,ICP,54978.922776322695,35348.01092073854,13666.657960960281,221933.6035485255,2000,21711.186199164993
2011,CT,NH4,66695.71165374709,46694.95646600296,19598.977356475523,242561.89432294195,2000,30841.568338781715
2011,CT,NO2,136617.137924233,96879.33395085184,51163.180269231525,452394.4912461766,2000,72252.14083481899
2011,CT,NO3,1040449.6871691657,762364.0515281549,467384.68411515374,3457892.2022015965,2000,623223.7505355339
2011,CT,NOx,421490.74800887506,312939.6598266226,181334.44625462347,1356203.5623551332,2000,250737.18310205496
2011,CT,NPOC,449859.24308401067,331205.9124134803,201224.32705519153,1368752.4612890892,2000,265201.80932388286
2011,CT,OP,53128.03576627399,33765.360814057,12504.286420571425,205399.8197174794,2000,20493.551323513584
2011,CT,Se,78138.12743232535,51342.42989591128,22174.483382289294,284668.6561010931,2000,35279.546700683466
2011,CT,TDS,711083.8169885072,530105.3506712723,321931.6360909019,2232889.363503184,2000,431904.3060664699
2011,CT,TKN,685269.675410174,504732.4150626472,303264.42600737076,2250465.170903743,2000,407461.50966249144
2011,CT,TN,645075.1201691602,463028.41491796233,263229.8735103674,2357616.2066302057,2000,373159.5558842365
2011,CT,TP,264245.4912190593,189903.64669859747,106357.19177976396,884772.4836082652,2000,150721.69902059602
2011,CT,TSP,67344.42003843174,45058.77540829936,19172.863648431903,265061.13997194986,2000,30373.873201514787
2011,CT,TSS,179046849.5345716,133642810.25997317,81688099.84310372,555282980.2248626,2000,109599832.5988441
2011,MT,ICP,61628.160113599035,37186.838019208655,13934.632178680824,254602.12637843695,2000,22083.407873493394
2011,MT,NH4,68947.20232600076,46656.90319443848,19679.332700636845,276255.1118095755,2000,31006.484773281933
2011,MT,NO2,147722.99256507406,104087.10040687921,54370.53902851658,532045.5662707776,2000,77778.9393588012
2011,MT,NO3,1229922.5708722982,897369.6936002815,524969.7512639258,4285550.092925428,2000,729426.2816689915
2011,MT,NOx,455368.6944903517,332533.91340464493,190645.03918223068,1546154.4656015087,2000,268856.6984987264
2011,MT,NPOC,488859.6187491483,364944.4182263351,210232.16367743403,1753521.1964612457,2000,295303.05495940323
2011,MT,OP,71739.31751284125,43932.48746137424,17814.132867006516,276775.18047763425,2000,28509.592505426725
2011,MT,Se,82137.01806381132,53625.04265842952,22353.01890853112,311227.67069745174,2000,36886.67350742078
2011,MT,TDS,841625.2828530237,610876.5791670822,355796.67528336094,3043830.8704447807,2000,494486.86198055383
2011,MT,TKN,753088.6068128417,531106.593172148,304708.38424568594,2576427.09467432,2000,429212.78003935306
2011,MT,TN,736220.2178402632,523594.68283206056,296999.1272513956,2749230.254559109,2000,429573.49420301407
2011,MT,TP,274714.4145687987,187600.39151632463,106334.7395457074,970456.6784827842,2000,150968.72635638498
2011,MT,TSP,69923.58610628177,45511.800776167525,19636.71976189467,267634.49146388855,2000,30719.856602908152
2011,MT,TSS,189211521.75131217,139358706.85743782,82679311.72785352,649632260.1049502,2000,114265003.96550548
2011,ST,ICP,61465.96190778909,36889.90799474131,11807.077672905558,307619.1630066142,2000,20881.439889313064
2011,ST,NH4,78035.76313212064,48453.144912416086,17718.12713285892,296645.7652378742,2000,29251.424141715226
2011,ST,NO2,152136.15952545317,103525.8558876094,51187.87761121792,560622.1083115167,2000,78882.45486145512
2011,ST,NO3,1274962.449399193,945232.1959929824,563264.0954308144,4131775.6357482984,2000,774226.881075489
2011,ST,NOx,534530.1572561917,400065.58717503154,223232.4703987722,1842954.4225892732,2000,317623.2872954865
2011,ST,NPOC,622456.380090129,439993.799250127,266981.8337425494,2246443.39268296,2000,359751.6650027406
2011,ST,OP,60297.554982800386,38886.84672064644,13696.267003232037,240062.7454040301,2000,21272.298433311335
2011,ST,Se,86980.66153998068,53122.08332376697,20854.747747587055,319507.36840240995,2000,34277.38231847671
2011,ST,TDS,978190.8936337056,709652.9264570294,422990.9959462931,3616729.409601882,2000,579977.237318684
2011,ST,TKN,788940.0039330052,583439.3867039483,344213.8000314316,2652999.660490746,2000,473167.93168155925
2011,ST,TN,676955.752314754,498289.23818623944,297693.8862546677,2221275.823110904,2000,401956.74306141125
2011,ST,TP,291645.0257255471,213478.07893196872,113455.25978593131,1074740.449097015,2000,167537.34731578146
2011,ST,TSP,78809.84536260505,45832.043058749055,17694.934322234367,345574.2789206099,2000,28844.547992888347
2011,ST,TSS,180256474.3189174,131246035.73314957,77413954.1267028,660440349.4277943,2000,108590258.72375707
2012,CT,ICP,62773.39085454132,43665.71352250419,19947.434945386012,219692.74369301627,2000,27901.971339655218
2012,CT,NH4,71704.33901921946,49196.95677248345,23187.210029719114,245899.34345231124,2000,32506.438080625547
2012,CT,NO2,104211.66526833075,71765.03302071121,39038.213940561196,331041.2861813713,2000,52061.70983298107
2012,CT,NO3,1042761.7699403795,794682.44427194,501716.55669089657,3079512.855491327,2000,627351.7135604635
2012,CT,NOx,385758.95216815034,295608.7509528663,182741.64914543787,1137249.320535104,2000,231215.63029460778
2012,CT,NPOC,423327.34838421055,316037.1638334669,192660.71282399053,1260502.3747774395,2000,249557.12512555261
2012,CT,OP,53811.37640969647,37657.934181983605,17043.041226245234,190591.83243689773,2000,22980.232288697433
2012,CT,Se,57350.02939949186,40381.74016679615,17990.695073791256,208634.42856953852,2000,25132.02994603415
2012,CT,TDS,667417.5113731838,500765.7301610687,316418.73096596636,1881700.266153217,2000,398904.49725701363
2012,CT,TKN,597159.0053086354,444809.35165148467,277845.5507934571,1896009.6140911304,2000,352114.366347759
