Date,Year,Irrigation,Rep,Treatment,PlantDate,HarvestDate,PreviousHarvestDate,SeasonYear,Crop,previous_crop,Season_STIR_PostHarvest,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,Season_STIR_CalendarLegacy,Season_STIR_PlantLegacy,PostHarvest_minus_CalendarLegacy,PostHarvest_minus_PlantLegacy
2014-07-01,2014,1,1,MT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.935,2013-09-30,False,0.0,38.935,17.875,0.0,21.060000000000002
2014-07-01,2014,1,1,ST,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.934999999999974,2013-09-30,False,0.0,38.934999999999974,17.87499999999997,0.0,21.060000000000002
2014-07-02,2014,1,2,CT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,186.745,2013-09-30,False,0.0,76.71624999999995,17.875,110.02875000000006,168.87
2014-07-02,2014,1,2,MT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.935,2013-09-30,False,0.0,38.935,17.875,0.0,21.060000000000002
2014-07-02,2014,1,2,ST,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.934999999999974,2013-09-30,False,0.0,38.934999999999974,17.87499999999997,0.0,21.060000000000002
2014-07-21,2014,2,1,CT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,186.745,2013-09-30,False,0.0,76.71624999999995,17.875,110.02875000000006,168.87
2014-07-21,2014,2,1,MT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.935,2013-09-30,False,0.0,38.935,17.875,0.0,21.060000000000002
2014-07-21,2014,2,1,ST,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.934999999999974,2013-09-30,False,0.0,38.934999999999974,17.87499999999997,0.0,21.060000000000002
2014-07-22,2014,2,2,CT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,186.745,2013-09-30,False,0.0,76.71624999999995,17.875,110.02875000000006,168.87
2014-07-22,2014,2,2,MT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.935,2013-09-30,False,0.0,38.935,17.875,0.0,21.060000000000002
2014-07-22,2014,2,2,ST,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.934999999999974,2013-09-30,False,0.0,38.934999999999974,17.87499999999997,0.0,21.060000000000002
2014-08-04,2014,3,1,CT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,186.745,2013-09-30,False,0.0,76.71624999999995,17.875,110.02875000000006,168.87
2014-08-04,2014,3,1,MT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.935,2013-09-30,False,0.0,38.935,17.875,0.0,21.060000000000002
2014-08-04,2014,3,1,ST,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.934999999999974,2013-09-30,False,0.0,38.934999999999974,17.87499999999997,0.0,21.060000000000002
2014-08-05,2014,3,2,CT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,186.745,2013-09-30,False,0.0,76.71624999999995,17.875,110.02875000000006,168.87
2014-08-05,2014,3,2,MT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.935,2013-09-30,False,0.0,38.935,17.875,0.0,21.060000000000002
2014-08-05,2014,3,2,ST,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.934999999999974,2013-09-30,False,0.0,38.934999999999974,17.87499999999997,0.0,21.060000000000002
2014-08-17,2014,4,1,CT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,186.745,2013-09-30,False,0.0,76.71624999999995,17.875,110.02875000000006,168.87
2014-08-17,2014,4,1,MT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.935,2013-09-30,False,0.0,38.935,17.875,0.0,21.060000000000002
2014-08-17,2014,4,1,ST,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.934999999999974,2013-09-30,False,0.0,38.934999999999974,17.87499999999997,0.0,21.060000000000002
2014-08-18,2014,4,2,CT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,186.745,2013-09-30,False,0.0,76.71624999999995,17.875,110.02875000000006,168.87
2014-08-18,2014,4,2,MT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.935,2013-09-30,False,0.0,38.935,17.875,0.0,21.060000000000002
2014-08-18,2014,4,2,ST,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.934999999999974,2013-09-30,False,0.0,38.934999999999974,17.87499999999997,0.0,21.060000000000002
2014-09-09,2014,5,1,CT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,186.745,2013-09-30,False,0.0,76.71624999999995,17.875,110.02875000000006,168.87
2014-09-09,2014,5,1,MT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.935,2013-09-30,False,0.0,38.935,17.875,0.0,21.060000000000002
2014-09-09,2014,5,1,ST,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.934999999999974,2013-09-30,False,0.0,38.934999999999974,17.87499999999997,0.0,21.060000000000002
2014-09-10,2014,5,2,CT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,186.745,2013-09-30,False,0.0,76.71624999999995,17.875,110.02875000000006,168.87
2014-09-10,2014,5,2,MT,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.935,2013-09-30,False,0.0,38.935,17.875,0.0,21.060000000000002
2014-09-10,2014,5,2,ST,2014-05-06,2014-12-02,2013-09-30,2014,grain corn,silage corn,38.934999999999974,2013-09-30,False,0.0,38.934999999999974,17.87499999999997,0.0,21.060000000000002
2015-07-06,2015,1,1,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-07-06,2015,1,1,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-07-06,2015,1,1,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-07-07,2015,1,2,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-07-07,2015,1,2,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-07-07,2015,1,2,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-07-20,2015,2,1,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-07-20,2015,2,1,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-07-20,2015,2,1,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-07-21,2015,2,2,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-07-21,2015,2,2,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-07-21,2015,2,2,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-07-30,2015,3,1,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-07-30,2015,3,1,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-07-30,2015,3,1,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-07-31,2015,3,2,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-07-31,2015,3,2,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-07-31,2015,3,2,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-08-06,2015,4,1,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-08-06,2015,4,1,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-08-06,2015,4,1,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-08-07,2015,4,2,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-08-07,2015,4,2,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-08-07,2015,4,2,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-08-16,2015,5,1,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-08-16,2015,5,1,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-08-16,2015,5,1,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-08-17,2015,5,2,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-08-17,2015,5,2,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-08-17,2015,5,2,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-08-31,2015,6,1,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-08-31,2015,6,1,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-08-31,2015,6,1,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2015-09-01,2015,6,2,CT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,218.39999999999986,2014-12-02,False,30.7125,187.6874999999999,17.875,30.712499999999977,200.52499999999986
2015-09-01,2015,6,2,MT,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,68.67250000000001,2014-12-02,False,30.7125,37.960000000000036,20.068750000000023,30.712499999999977,48.60374999999999
2015-09-01,2015,6,2,ST,2015-04-30,2015-11-16,2014-12-02,2015,grain corn,grain corn,63.21249999999998,2014-12-02,False,30.7125,32.5,20.068750000000023,30.712499999999977,43.143749999999955
2016-06-07,2016,1,1,CT,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,245.97625000000016,2015-11-16,False,0.0,47.36875000000009,6.337500000000091,198.60750000000007,239.63875000000007
2016-06-07,2016,1,1,MT,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,95.27375,2015-11-16,False,0.0,32.58125000000001,6.337500000000034,62.692499999999995,88.93624999999997
2016-06-07,2016,1,1,ST,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,91.92624999999998,2015-11-16,False,0.0,34.693749999999966,6.337499999999977,57.232500000000016,85.58875
2016-06-08,2016,1,2,CT,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,245.97625000000016,2015-11-16,False,0.0,47.36875000000009,6.337500000000091,198.60750000000007,239.63875000000007
2016-06-08,2016,1,2,MT,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,95.27375,2015-11-16,False,0.0,32.58125000000001,6.337500000000034,62.692499999999995,88.93624999999997
2016-06-08,2016,1,2,ST,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,91.92624999999998,2015-11-16,False,0.0,34.693749999999966,6.337499999999977,57.232500000000016,85.58875
2016-06-19,2016,2,1,CT,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,245.97625000000016,2015-11-16,False,0.0,47.36875000000009,6.337500000000091,198.60750000000007,239.63875000000007
2016-06-19,2016,2,1,MT,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,95.27375,2015-11-16,False,0.0,32.58125000000001,6.337500000000034,62.692499999999995,88.93624999999997
2016-06-19,2016,2,1,ST,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,91.92624999999998,2015-11-16,False,0.0,34.693749999999966,6.337499999999977,57.232500000000016,85.58875
2016-06-20,2016,2,2,CT,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,245.97625000000016,2015-11-16,False,0.0,47.36875000000009,6.337500000000091,198.60750000000007,239.63875000000007
2016-06-20,2016,2,2,MT,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,95.27375,2015-11-16,False,0.0,32.58125000000001,6.337500000000034,62.692499999999995,88.93624999999997
2016-06-20,2016,2,2,ST,2016-03-03,2016-07-25,2015-11-16,2016,barley,grain corn,91.92624999999998,2015-11-16,False,0.0,34.693749999999966,6.337499999999977,57.232500000000016,85.58875
2017-06-26,2017,1,1,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-06-26,2017,1,1,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-06-26,2017,1,1,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-06-27,2017,1,2,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-06-27,2017,1,2,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-06-27,2017,1,2,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-07-09,2017,2,1,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-07-09,2017,2,1,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-07-09,2017,2,1,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-07-10,2017,2,2,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-07-10,2017,2,2,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-07-10,2017,2,2,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-07-20,2017,3,1,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-07-20,2017,3,1,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-07-20,2017,3,1,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-07-21,2017,3,2,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-07-21,2017,3,2,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-07-21,2017,3,2,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-08-02,2017,4,1,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-08-02,2017,4,1,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-08-02,2017,4,1,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-08-03,2017,4,2,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-08-03,2017,4,2,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-08-03,2017,4,2,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-08-21,2017,5,1,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-08-21,2017,5,1,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-08-21,2017,5,1,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-08-22,2017,5,2,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-08-22,2017,5,2,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-08-22,2017,5,2,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-09-06,2017,6,1,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-09-06,2017,6,1,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-09-06,2017,6,1,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2017-09-07,2017,6,2,CT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,176.63749999999982,2016-07-25,False,0.0,161.28125,17.875,15.356249999999818,158.76249999999982
2017-09-07,2017,6,2,MT,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,67.4375,2016-07-25,False,0.0,52.08125000000001,20.475000000000023,15.356249999999989,46.96249999999998
2017-09-07,2017,6,2,ST,2017-04-19,2017-10-13,2016-07-25,2017,silage corn,barley,65.24375000000003,2016-07-25,False,0.0,49.887500000000045,20.475000000000023,15.356249999999989,44.76875000000001
2018-06-28,2018,1,1,CT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,164.22250000000008,2017-10-13,False,0.0,158.76250000000005,20.06874999999991,5.460000000000036,144.15375000000017
2018-06-28,2018,1,1,MT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,43.71250000000009,2017-10-13,False,0.0,43.71250000000009,27.625,0.0,16.08750000000009
2018-06-28,2018,1,1,ST,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,43.71249999999998,2017-10-13,False,0.0,43.71249999999998,27.625,0.0,16.087499999999977
2018-06-28,2018,1,2,CT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,164.22250000000008,2017-10-13,False,0.0,158.76250000000005,20.06874999999991,5.460000000000036,144.15375000000017
2018-06-28,2018,1,2,MT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,43.71250000000009,2017-10-13,False,0.0,43.71250000000009,27.625,0.0,16.08750000000009
2018-06-28,2018,1,2,ST,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,43.71249999999998,2017-10-13,False,0.0,43.71249999999998,27.625,0.0,16.087499999999977
2018-07-09,2018,2,1,CT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,164.22250000000008,2017-10-13,False,0.0,158.76250000000005,20.06874999999991,5.460000000000036,144.15375000000017
2018-07-09,2018,2,1,MT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,43.71250000000009,2017-10-13,False,0.0,43.71250000000009,27.625,0.0,16.08750000000009
2018-07-09,2018,2,1,ST,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,43.71249999999998,2017-10-13,False,0.0,43.71249999999998,27.625,0.0,16.087499999999977
2018-07-09,2018,2,2,CT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,164.22250000000008,2017-10-13,False,0.0,158.76250000000005,20.06874999999991,5.460000000000036,144.15375000000017
2018-07-09,2018,2,2,MT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,43.71250000000009,2017-10-13,False,0.0,43.71250000000009,27.625,0.0,16.08750000000009
2018-07-09,2018,2,2,ST,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,43.71249999999998,2017-10-13,False,0.0,43.71249999999998,27.625,0.0,16.087499999999977
2018-07-23,2018,3,1,CT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,178.84750000000008,2017-10-13,False,0.0,173.38750000000005,34.69374999999991,5.460000000000036,144.15375000000017
2018-07-23,2018,3,1,MT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,58.33750000000009,2017-10-13,False,0.0,58.33750000000009,42.25,0.0,16.08750000000009
2018-07-23,2018,3,1,ST,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,58.33749999999998,2017-10-13,False,0.0,58.33749999999998,42.25,0.0,16.087499999999977
2018-07-23,2018,3,2,CT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,178.84750000000008,2017-10-13,False,0.0,173.38750000000005,34.69374999999991,5.460000000000036,144.15375000000017
2018-07-23,2018,3,2,MT,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,58.33750000000009,2017-10-13,False,0.0,58.33750000000009,42.25,0.0,16.08750000000009
2018-07-23,2018,3,2,ST,2018-05-18,2018-09-04,2017-10-13,2018,dry beans,silage corn,58.33749999999998,2017-10-13,False,0.0,58.33749999999998,42.25,0.0,16.087499999999977
2018-09-18,2018,4,1,CT,2018-09-15,2019-08-02,2018-09-04,2018,winter wheat,dry beans,45.694999999999936,2018-09-04,False,0.0,232.08249999999998,6.337499999999864,-186.38750000000005,39.35750000000007
2018-09-18,2018,4,1,MT,2018-09-15,2019-08-02,2018-09-04,2018,winter wheat,dry beans,45.694999999999936,2018-09-04,False,0.0,117.03250000000003,6.337499999999977,-71.33750000000009,39.35749999999996
2018-09-18,2018,4,1,ST,2018-09-15,2019-08-02,2018-09-04,2018,winter wheat,dry beans,45.69500000000005,2018-09-04,False,0.0,117.03250000000003,6.337500000000091,-71.33749999999998,39.35749999999996
2018-09-18,2018,4,2,CT,2018-09-15,2019-08-02,2018-09-04,2018,winter wheat,dry beans,45.694999999999936,2018-09-04,False,0.0,232.08249999999998,6.337499999999864,-186.38750000000005,39.35750000000007
2018-09-18,2018,4,2,MT,2018-09-15,2019-08-02,2018-09-04,2018,winter wheat,dry beans,45.694999999999936,2018-09-04,False,0.0,117.03250000000003,6.337499999999977,-71.33750000000009,39.35749999999996
2018-09-18,2018,4,2,ST,2018-09-15,2019-08-02,2018-09-04,2018,winter wheat,dry beans,45.69500000000005,2018-09-04,False,0.0,117.03250000000003,6.337500000000091,-71.33749999999998,39.35749999999996
2018-09-23,2018,5,1,CT,2018-09-15,2019-08-02,2018-09-04,2018,winter wheat,dry beans,45.694999999999936,2018-09-04,False,0.0,232.08249999999998,6.337499999999864,-186.38750000000005,39.35750000000007
2018-09-23,2018,5,1,MT,2018-09-15,2019-08-02,2018-09-04,2018,winter wheat,dry beans,45.694999999999936,2018-09-04,False,0.0,117.03250000000003,6.337499999999977,-71.33750000000009,39.35749999999996
