Year,Treatment,Analyte,AnnualLoad_kg,n_replicate_plots,n_physical_events,AnnualLoad_mg,central_estimate_type
2011,CT,ICP,0.024167983541125287,2,12,24167.983541125286,mean_of_replicate_annual_plot_totals
2011,CT,NH4,0.02972753931762,2,12,29727.53931762,mean_of_replicate_annual_plot_totals
2011,CT,NO2,0.04700426788207724,2,12,47004.26788207724,mean_of_replicate_annual_plot_totals
2011,CT,NO3,0.7172185730779052,2,12,717218.5730779051,mean_of_replicate_annual_plot_totals
2011,CT,NOx,0.2003827334359069,2,12,200382.7334359069,mean_of_replicate_annual_plot_totals
2011,CT,NPOC,0.38724649510202575,2,12,387246.49510202574,mean_of_replicate_annual_plot_totals
2011,CT,OP,0.020710024909142068,2,12,20710.024909142066,mean_of_replicate_annual_plot_totals
2011,CT,Se,0.03459897467745715,2,12,34598.974677457154,mean_of_replicate_annual_plot_totals
2011,CT,TDS,2.8139982079890196,2,12,2813998.2079890193,mean_of_replicate_annual_plot_totals
2011,CT,TKN,0.46086216785224976,2,12,460862.16785224975,mean_of_replicate_annual_plot_totals
2011,CT,TN,0.44358789553865674,2,12,443587.89553865674,mean_of_replicate_annual_plot_totals
2011,CT,TP,0.1395416071733207,2,12,139541.6071733207,mean_of_replicate_annual_plot_totals
2011,CT,TSP,0.030313230541978244,2,12,30313.230541978242,mean_of_replicate_annual_plot_totals
2011,CT,TSS,116.32411747037318,2,12,116324117.47037318,mean_of_replicate_annual_plot_totals
2011,MT,ICP,0.028979987717783234,2,12,28979.987717783235,mean_of_replicate_annual_plot_totals
2011,MT,NH4,0.033285020698916604,2,12,33285.0206989166,mean_of_replicate_annual_plot_totals
2011,MT,NO2,0.059871372750719826,2,12,59871.37275071983,mean_of_replicate_annual_plot_totals
2011,MT,NO3,0.8800085059171778,2,12,880008.5059171779,mean_of_replicate_annual_plot_totals
2011,MT,NOx,0.22721774063060696,2,12,227217.74063060695,mean_of_replicate_annual_plot_totals
2011,MT,NPOC,0.42004219169155776,2,12,420042.19169155776,mean_of_replicate_annual_plot_totals
2011,MT,OP,0.030241694369794375,2,12,30241.694369794375,mean_of_replicate_annual_plot_totals
2011,MT,Se,0.041609385911869176,2,12,41609.385911869176,mean_of_replicate_annual_plot_totals
2011,MT,TDS,3.143204379449181,2,12,3143204.379449181,mean_of_replicate_annual_plot_totals
2011,MT,TKN,0.4898247521993058,2,12,489824.7521993058,mean_of_replicate_annual_plot_totals
2011,MT,TN,0.49349205951219105,2,12,493492.05951219104,mean_of_replicate_annual_plot_totals
2011,MT,TP,0.13946508877957342,2,12,139465.08877957342,mean_of_replicate_annual_plot_totals
2011,MT,TSP,0.034454280873765404,2,12,34454.280873765405,mean_of_replicate_annual_plot_totals
2011,MT,TSS,126.77446228848233,2,12,126774462.28848232,mean_of_replicate_annual_plot_totals
2011,ST,ICP,0.01561969829581085,2,12,15619.69829581085,mean_of_replicate_annual_plot_totals
2011,ST,NH4,0.02101143641934615,2,12,21011.436419346148,mean_of_replicate_annual_plot_totals
2011,ST,NO2,0.046973607400128646,2,12,46973.60740012865,mean_of_replicate_annual_plot_totals
2011,ST,NO3,0.7777506864388827,2,12,777750.6864388827,mean_of_replicate_annual_plot_totals
2011,ST,NOx,0.21020340180419544,2,12,210203.40180419546,mean_of_replicate_annual_plot_totals
2011,ST,NPOC,0.43159753621204694,2,12,431597.5362120469,mean_of_replicate_annual_plot_totals
2011,ST,OP,0.01724140857742633,2,12,17241.40857742633,mean_of_replicate_annual_plot_totals
