Year_Test,Target,n_test,MAE,RMSE,R2,q_conformal,coverage,mean_interval_width_log,n_calibration,mode,calibration
2011,logC,126,0.3127470461963967,0.42790000108652804,0.9752617337481411,0.807197988577216,0.9285714285714286,1.6143959771544316,1383,reconstruction,physical-event
2012,logC,191,0.35342486305786347,0.4776359498777281,0.9667773457971204,0.8186216439510046,0.9162303664921466,1.6372432879020093,1359,reconstruction,physical-event
2013,logC,90,0.41589563275193897,0.6340846236858346,0.9248400252554835,0.8214275927522929,0.8666666666666667,1.6428551855045859,1418,reconstruction,physical-event
2014,logC,238,0.5563051424752149,0.8191044775458057,0.8682884695825817,0.7723377467936468,0.7100840336134454,1.5446754935872935,1391,reconstruction,physical-event
2015,logC,397,0.40285844363182194,0.7558750681473329,0.8543718732319605,0.9751308966146169,0.9143576826196473,1.9502617932292343,1383,reconstruction,physical-event
2016,logC,216,0.2932342070288624,0.45480696130757786,0.9418069331476617,0.9415116174465537,0.9629629629629629,1.8830232348931077,1240,reconstruction,physical-event
2017,logC,324,0.5997316294841144,0.7191026017001304,0.9288754253617639,0.8164103053847022,0.8395061728395061,1.632820610769404,1299,reconstruction,physical-event
2020,logC,246,0.26632139263148974,0.4283815302608976,0.9469920093073594,0.8472601394410084,0.9390243902439024,1.6945202788820166,1451,reconstruction,physical-event
2021,logC,539,0.3215203983740523,0.5114925925676428,0.947678438312722,0.8828255182000477,0.8831168831168831,1.7656510364000955,1321,reconstruction,physical-event
2022,logC,577,0.4880165244006394,0.7286445584881053,0.8556097890375415,0.7919883814065698,0.8110918544194108,1.5839767628131398,1113,reconstruction,physical-event
2023,logC,928,0.5809546827184446,0.8927878559452009,0.9045312220767988,0.9251983642890471,0.7920258620689655,1.8503967285780942,997,reconstruction,physical-event
2024,logC,646,0.45487499464960357,0.5853448856697638,0.9600328810751537,0.9589687748163073,0.9071207430340558,1.917937549632615,1233,reconstruction,physical-event
2025,logC,1003,0.5165122319586835,0.7807660683106998,0.9282061560217169,0.9458354834081,0.8614157527417746,1.8916709668162,1152,reconstruction,physical-event
2011,logV,27,1.4500840600734946,1.7774624408607387,-6.471162893913891,2.1463060827782083,0.7407407407407407,4.292612165556417,88,reconstruction,physical-event
2012,logV,49,2.322127689013164,4.313347002390272,-0.26908659282505165,1.5804123000520915,0.7755102040816326,3.1608246001041835,81,reconstruction,physical-event
2013,logV,32,0.9487235060314994,1.101877600605913,-1.1916705022624385,2.4394439216583894,1.0,4.878887843316779,83,reconstruction,physical-event
2014,logV,23,1.5260270513407048,3.0273484637736288,-0.1219858282463544,3.0147842901320168,0.9130434782608695,6.029568580264032,90,reconstruction,physical-event
2015,logV,36,0.5563090380077367,0.7796992873344425,0.12324687593697559,2.099301783230093,1.0,4.198603566460185,85,reconstruction,physical-event
2016,logV,12,1.6540741793564784,1.936207799894988,-2.548281949199205,1.5683279358142483,0.5833333333333334,3.1366558716284967,93,reconstruction,physical-event
2017,logV,36,0.8847076768524927,1.1057047447298183,0.14079527693286498,2.1308525613204177,0.9166666666666666,4.261705122640837,85,reconstruction,physical-event
2020,logV,9,0.968570322411392,1.1843808919443468,-0.3965225345472898,2.3907187237385674,1.0,4.781437447477135,93,reconstruction,physical-event
2021,logV,18,0.9220172346392315,1.1993660593083715,-0.3852242578409084,1.8583312219968473,0.8888888888888888,3.716662443993695,93,reconstruction,physical-event
2023,logV,30,1.1191907520519941,1.214231556345142,-6.2684051550299555,5.288665397794863,1.0,10.577330795589724,88,reconstruction,physical-event
2024,logV,27,2.088081950411983,2.150413220753237,-16.126696025691086,1.998553483248993,0.3333333333333333,3.997106966497986,84,reconstruction,physical-event
2025,logV,73,0.979749556011095,1.1538124185707914,-0.8407613313817726,3.7120549805205734,0.9863013698630136,7.424109961041148,76,reconstruction,physical-event
