Year,Treatment,Analyte,AnnualLoad_kg,n_replicate_plots,n_physical_events,AnnualLoad_mg,central_estimate_type
2011,CT,ICP,0.0007022699005663992,2,6,702.2699005663992,mean_of_replicate_annual_plot_totals
2011,CT,NO3,0.24603237660676053,2,6,246032.37660676052,mean_of_replicate_annual_plot_totals
2011,CT,OP,0.0020378516935792602,2,6,2037.8516935792602,mean_of_replicate_annual_plot_totals
2011,CT,TN,0.10646117429712007,2,6,106461.17429712007,mean_of_replicate_annual_plot_totals
2011,CT,TP,0.02750546673808096,2,6,27505.46673808096,mean_of_replicate_annual_plot_totals
2011,CT,TSS,56.201277457486086,2,10,56201277.457486086,mean_of_replicate_annual_plot_totals
2011,MT,ICP,0.00017692930900152075,2,3,176.92930900152075,mean_of_replicate_annual_plot_totals
2011,MT,NO3,0.025567082851106235,2,3,25567.082851106235,mean_of_replicate_annual_plot_totals
2011,MT,OP,0.00016766824045103454,2,3,167.66824045103453,mean_of_replicate_annual_plot_totals
2011,MT,TN,0.0116938530108273,2,3,11693.853010827299,mean_of_replicate_annual_plot_totals
2011,MT,TP,0.0022585685191904774,2,3,2258.568519190477,mean_of_replicate_annual_plot_totals
2011,MT,TSS,4.005135751069346,2,6,4005135.7510693464,mean_of_replicate_annual_plot_totals
2011,ST,ICP,0.0003573139901787985,2,5,357.3139901787985,mean_of_replicate_annual_plot_totals
2011,ST,NO3,0.05401664110204155,2,5,54016.641102041554,mean_of_replicate_annual_plot_totals
2011,ST,OP,0.0003113784712338282,2,5,311.3784712338282,mean_of_replicate_annual_plot_totals
2011,ST,TN,0.021698833937054275,2,5,21698.833937054274,mean_of_replicate_annual_plot_totals
2011,ST,TP,0.005546402832612569,2,5,5546.402832612569,mean_of_replicate_annual_plot_totals
2011,ST,TSS,10.213435170254263,2,11,10213435.170254262,mean_of_replicate_annual_plot_totals
2012,CT,ICP,0.01208172784094313,2,10,12081.72784094313,mean_of_replicate_annual_plot_totals
2012,CT,NO3,0.5451742441945138,2,12,545174.2441945138,mean_of_replicate_annual_plot_totals
2012,CT,OP,0.011626264157796823,2,8,11626.264157796822,mean_of_replicate_annual_plot_totals
2012,CT,TN,0.22495229895371505,2,10,224952.29895371504,mean_of_replicate_annual_plot_totals
2012,CT,TP,0.0663524032968636,2,10,66352.40329686359,mean_of_replicate_annual_plot_totals
