Year,Treatment,Analyte,mean,median,low,high,n_draws,point_total_mg
2011,CT,ICP,7147.70183653701,3246.4786737053137,215.28864662800086,36411.875812994396,2000,702.2699005663992
2011,CT,NO3,348574.7795107401,318169.69227304857,159399.89539853524,674648.491650067,2000,246032.37660676052
2011,CT,OP,8547.55709220375,5031.591171577653,737.0759124813322,32616.593516936504,2000,2037.8516935792602
2011,CT,TN,151700.5367769696,137257.62940999196,65820.64167179391,308530.32804493187,2000,106461.17429712007
2011,CT,TP,43153.48493047037,36575.12227280826,15822.939359801658,105643.00168886063,2000,27505.46673808096
2011,CT,TSS,79114136.78359237,74792913.06276831,44147603.59796597,138114626.40584013,2000,56201277.457486086
2011,MT,ICP,777.9606178601099,361.33083044496226,2.766328878418854,3782.7251672928787,2000,176.92930900152075
2011,MT,NO3,35154.56426368006,30784.376323159784,11101.315592604307,77473.33516508776,2000,25567.082851106235
2011,MT,OP,782.2235851277559,328.6722111469013,1.7022634033693835,4022.6227164767984,2000,167.66824045103453
2011,MT,TN,15988.50745448222,14069.376155782207,4326.983656643694,37815.12868359639,2000,11693.853010827299
2011,MT,TP,3362.1692528078406,2763.0772319229764,639.8672651592682,10110.486178021087,2000,2258.568519190477
2011,MT,TSS,5502353.982304398,5159372.057619691,2669133.396302476,10467596.039580189,2000,4005135.7510693464
2011,ST,ICP,1713.898799563746,895.5353107016256,85.4195236562339,7787.190541729404,2000,357.3139901787985
2011,ST,NO3,75584.97721998137,68721.21687956058,31057.537560925113,153123.22981943228,2000,54016.641102041554
2011,ST,OP,1781.5898350777165,845.5812196388171,97.33083235182227,8815.611574773293,2000,311.3784712338282
2011,ST,TN,31376.705765734587,28146.168880298213,12722.028105752499,67833.06014843493,2000,21698.833937054274
2011,ST,TP,8481.764853517281,7199.510324435116,3007.847624107333,20719.93213860927,2000,5546.402832612569
2011,ST,TSS,14054731.55658064,13306828.891580306,8146197.318477256,23754479.91000926,2000,10213435.170254262
2012,CT,ICP,25511.0542952095,19869.684903992093,7435.622028355398,78382.92469562798,2000,12081.72784094313
2012,CT,NO3,740007.6630900562,708780.599475635,442761.06190471846,1237224.3464275983,2000,545174.2441945138
2012,CT,OP,22873.371974838934,17334.349024744828,6346.99071077581,79428.24816850167,2000,11626.264157796822
2012,CT,TN,309845.9963601082,289976.05425344966,173256.49729684152,582069.9221268056,2000,224952.29895371504
2012,CT,TP,97251.88172563897,87918.50080355947,48735.11356287837,198399.4417528051,2000,66352.40329686359
2012,CT,TSS,65564469.02502293,63321188.184446946,39830181.07557051,105635780.53369963,2000,49226736.88772325
2012,MT,ICP,18703.88020852351,12840.782241573048,3379.361521360246,72852.06004866505,2000,7261.99172085313
2012,MT,NO3,565968.8930779508,531202.8806273155,300913.7488606445,1101069.661834735,2000,417718.95205918996
2012,MT,OP,17471.644717473882,11924.591234485797,2279.904432618542,68689.24556115305,2000,6103.385475240608
2012,MT,TN,336558.78862870036,313231.33458446607,173946.2041250404,638664.0457322336,2000,247272.5459979208
2012,MT,TP,63219.595058163715,55722.14403370914,26481.37497874205,146537.5934072491,2000,42330.45584490622
2012,MT,TSS,77832903.87313153,74593126.44872464,45691602.71130642,128481149.31302886,2000,57869606.9478188
2012,ST,ICP,8078.4855036006875,4489.6374477034915,368.38713801736156,37988.53201772467,2000,1785.0015812681647
