Year,Treatment,Analyte,mean,median,low,high,n_draws,point_total_mg
2011,CT,ICP,51609.7179819498,37968.677709451964,15257.132321440964,175998.1967781667,2000,24167.983541125286
2011,CT,NH4,58692.72165518076,45618.195088836204,18202.611054533816,182700.57334462475,2000,29727.53931762
2011,CT,NO2,83156.26992587939,66211.4725787974,32026.143660523863,228248.76521287847,2000,47004.26788207724
2011,CT,NO3,1043632.0983928342,891784.3817904025,526144.7328981922,2551009.8712094277,2000,717218.5730779051
2011,CT,NOx,299698.1222404037,252926.90267292375,144061.83980942908,737112.8620158336,2000,200382.7334359069
2011,CT,NPOC,569937.1164977216,487933.3560310772,286730.42699846637,1298000.009524848,2000,387246.49510202574
2011,CT,OP,46745.57146966498,33620.691942065474,12327.784653058507,159914.77636024446,2000,20710.024909142066
2011,CT,Se,67552.97217343218,50787.03776773666,21559.848417850844,210322.1394113639,2000,34598.974677457154
2011,CT,TDS,4025889.025582882,3449718.383057477,2119442.4559800993,8993297.089475062,2000,2813998.2079890193
2011,CT,TKN,675583.1148828808,572261.8367044006,342653.2747905671,1602672.010828741,2000,460862.16785224975
2011,CT,TN,666536.1575066398,556992.7682536063,318400.95585804497,1667643.5871048798,2000,443587.89553865674
2011,CT,TP,214604.4253915937,178188.56924719617,96681.23442263008,573782.059885964,2000,139541.6071733207
2011,CT,TSP,59357.029012234685,44936.69823487688,19875.738830422673,188898.78336066168,2000,30313.230541978242
2011,CT,TSS,166748731.19927666,143642547.45812428,86023937.37365773,393749270.06594604,2000,116324117.47037318
2011,MT,ICP,62856.5712516946,45384.843612589735,18053.616069578133,219033.8814353342,2000,28979.987717783235
2011,MT,NH4,65715.69311232542,50158.42187933122,20534.55135135572,218021.41594878727,2000,33285.0206989166
2011,MT,NO2,103425.93209418947,83155.67268560524,40404.378471300835,306075.6159769463,2000,59871.37275071983
2011,MT,NO3,1284749.970982288,1085687.77509013,632607.4767069765,3209294.6549025816,2000,880008.5059171779
2011,MT,NOx,340717.10260132706,283158.20000587765,157588.32146105342,894292.5574161614,2000,227217.74063060695
2011,MT,NPOC,607919.2228307958,521772.990774702,304838.4606452217,1425404.4240547137,2000,420042.19169155776
2011,MT,OP,64666.90479388579,45794.01367544651,18668.799350316353,218785.87774721687,2000,30241.694369794375
2011,MT,Se,79441.61275709253,59930.03307005219,26049.26394972911,261689.92932717083,2000,41609.385911869176
2011,MT,TDS,4581471.367207011,3884663.0554528683,2301038.5745398006,11303251.220382508,2000,3143204.379449181
2011,MT,TKN,733098.2661932245,608033.3047524968,345690.749987771,1956738.9639061692,2000,489824.7521993058
2011,MT,TN,731898.0062523562,610686.8363270675,352133.8558065602,1869286.4738249881,2000,493492.05951219104
2011,MT,TP,220293.55666613262,176630.82363214483,98199.24145866685,566225.4427416393,2000,139465.08877957342
