model_version,source,interval_prob,interval_type,Year,analyte,treatment,n_events,n_rows,n_complete_plots,n_complete_volume_plots,volume_mean,volume_low,volume_high,conc_mean,conc_low,conc_high,load_mean,load_low,load_high
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,TP,CT,2,2,NA,NA,46613.49728788152,26913.920858126985,65826.65255359093,0.5094135864878637,0,2.680879964779218,24.272724627776846,0,132.97318261266142
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,TP,MT,2,2,NA,NA,46920.58892137945,26377.80900666082,66790.41549622925,0.5008577745999764,0,2.5297917056975754,23.8610228841321,0,124.6812643966557
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,TP,ST,2,2,NA,NA,46948.773241612966,27721.855095310162,65736.1075753483,0.5014553901960025,0,2.709566068569883,24.079250756178464,0,138.2444577197437
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,TP,CT,14,14,NA,NA,199281.02533104984,137210.66977845848,268939.9348042926,0.3237737838760157,0,1.2675566282796091,63.74654831190597,0,244.39061333345046
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,TP,MT,14,14,NA,NA,167405.40232755803,116336.07904036113,209864.9125667122,0.3449507273052668,0,1.2355015791230852,57.65149272485016,0,207.27217135162746
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,TP,ST,14,14,NA,NA,166113.32278645426,123146.4172160386,206188.32325273866,0.3457103741752085,0,1.3286502116603502,57.79057020718837,0,214.374913045715
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,TP,CT,12,12,NA,NA,180181.0104138418,127925.98881037312,231880.0052414933,1.157600179343112,0.29802469590655833,2.5846857650500352,207.56162941390406,52.09367159804242,473.53121076049547
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,TP,MT,12,12,NA,NA,150060.8078836819,89480.69902064453,213977.09029036562,1.0815864607816077,0.2716530035698956,2.407973603373658,162.79716141273371,36.69024511017834,392.2836025575
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,TP,ST,12,12,NA,NA,151660.46446274658,101931.01904193989,206215.32903281564,0.9770261513565325,0.23088004038893462,2.244967955684266,148.35507447607543,31.84022099137942,366.9398200218849
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,TP,CT,16,16,NA,NA,244151.35711020615,180850.6833546945,310317.50194272184,0.7229684720092922,0.1181459040327677,1.8169170524917049,175.99228825413735,27.259935144849848,442.0799575544221
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,TP,MT,16,16,NA,NA,211355.7687509527,159601.00710501318,258970.9320938319,0.7545808476154576,0.14348382496725678,1.8149014056180481,159.2817814073195,31.691667894315223,388.05981588300733
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,TP,ST,16,16,NA,NA,217659.09462639387,163750.56842874904,268717.250817785,0.8119908842031287,0.203941782627734,1.9671337745334991,176.49082804075,43.86857692309446,437.6800766355094
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,TP,CT,14,14,NA,NA,254657.1777332203,207524.80364658707,307124.64253613993,0.26469336301489127,0,1.1528643664404448,67.36939267894218,0,293.1296446805329
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,TP,MT,14,14,NA,NA,255011.6272992747,204463.8674900459,311998.45455503016,0.3932229684332066,0,1.35489189802675,99.81164080846115,0,340.9137299236414
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,TP,ST,14,14,NA,NA,235821.62729397413,192160.3331772723,283500.34159520635,0.3229874707139024,0,1.2661422145867773,75.9377493066321,0,295.5483760118798
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,TP,CT,8,8,NA,NA,183176.78932120156,147470.1365501186,217821.25888652366,0.45665655526340304,0,1.5510046604231014,83.2154965848843,0,280.5541055439632
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,TP,MT,8,8,NA,NA,197556.8470461081,160767.30562563636,237703.1352104887,0.2868458751009745,0,1.299705995410793,56.29383304880751,0,256.3624466936139
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,TP,ST,8,8,NA,NA,200613.84459435783,169170.0477749682,231516.10600297956,0.7679113085934478,0,2.153328059520809,154.04988887918057,0,439.4227180659494
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,TP,CT,16,16,NA,NA,275244.4700319006,218814.70090365654,334840.5469352468,1.2852925094838592,0.10857412078839641,2.8664535765501413,354.0642966815561,29.684570970760454,795.1640050671064
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,TP,MT,16,16,NA,NA,270102.5243293966,213663.54961363872,339711.6787319091,2.905502478464752,1.5518116560718656,4.486299834459158,785.1388733721533,394.7174688358558,1295.9086269188865
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,TP,ST,16,16,NA,NA,276112.4683316665,218772.74166479317,349891.42448106804,1.8947689303673467,0.5805350603240634,3.414167481199596,524.3246988729647,149.17598766820396,1012.2974175622094
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,TSS,CT,12,12,NA,NA,151524.46913860942,104661.86751567174,193438.44931069255,924.6234707083177,49.730562655483496,2132.220504280009,140492.78446745165,7655.453417220226,339111.26865597494
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,TSS,MT,12,12,NA,NA,147176.7889882323,101613.10720344556,194677.34444098838,666.7529744666667,10.678517657973732,1804.1313780106248,98997.44717171404,1340.4672302875138,277691.43620442227
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,TSS,ST,12,12,NA,NA,141033.54505905646,102106.21930198856,180927.69590501286,566.0579296445927,0,1691.1023847139481,80282.28898783628,0,245671.06740382197
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,TSS,CT,20,20,NA,NA,225479.8441497865,135107.27782391728,316325.3933147997,1104.2321992623263,145.8550781876692,2179.9543287223905,248390.56791538774,31252.938246729133,551845.542625413
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,TSS,MT,20,20,NA,NA,206146.27024705886,141857.16984314687,266761.22120205616,685.6790601286413,23.693388626822696,1640.2006603526183,141487.60491569203,4441.820022259793,351566.1757454398
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,TSS,ST,20,20,NA,NA,189587.02157850587,123186.78549145345,251770.66315707855,581.6931493476299,6.550148759377038,1500.4303276959108,110037.23460984521,1137.8856402914403,302678.7915908048
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,TSS,CT,14,14,NA,NA,190405.6581960947,138414.0725455627,240194.27541463287,917.7746034623791,85.77416232927729,2068.5616705751354,175130.29918909757,15882.0614628999,413089.2440071532
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,TSS,MT,14,14,NA,NA,191244.9545321349,142158.03281999036,244209.19470865643,668.2886560237049,25.392125971536903,1692.8739369120512,128588.18300269697,4860.093396065322,343168.45151582407
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2013,TSS,ST,14,14,NA,NA,169766.3746634449,121709.16560190945,214365.25455995114,562.9176353358056,0,1560.2398216342299,96309.60246729424,0,278317.4416265647
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,TSS,CT,10,10,NA,NA,151687.12860457072,116723.29640758752,190287.8388470094,513.1857628335238,36.28460196748328,1450.62653822242,77751.21549059861,5746.353783402879,227130.98257665941
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,TSS,MT,10,10,NA,NA,102666.84429079585,61359.61802178215,146260.42975417728,255.48927881584908,0,1054.0961824384942,26555.776362385615,0,108747.14522047945
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2014,TSS,ST,10,10,NA,NA,105917.14058518231,68366.21178520951,146666.50613967446,212.16883277188683,0,868.9377707145145,22650.511245660018,0,95688.30096033461
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,TSS,CT,12,12,NA,NA,165649.97486503728,121280.02433792438,213662.06610343463,355.42016235390673,0,1256.003537263758,58342.93057831193,0,206079.834944559
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,TSS,MT,12,12,NA,NA,124046.74958557307,78482.50803415308,167325.49456987472,99.00638486712563,0,630.4489282396329,12188.547117234959,0,74991.53838294826
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2015,TSS,ST,12,12,NA,NA,122948.09814384619,75162.85839092184,165334.1490543353,96.9744424132012,0,592.2254697063076,11989.790808823873,0,68569.91423886374
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,TSS,CT,4,4,NA,NA,53400.32051732267,28636.170853182382,80037.77704944022,306.35384397864016,0,1374.610484256035,16634.156335982854,0,80663.45343508228
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,TSS,MT,4,4,NA,NA,29698.171130976,8662.479133001587,50104.090581174634,115.70381756885705,0,842.6840394896308,3430.774617744826,0,23728.81759524416
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2016,TSS,ST,4,4,NA,NA,36869.814529672745,15546.268250789402,60459.20781263619,135.72107240884344,0,897.9835208739208,4997.3129949790455,0,33070.106838529115
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,TSS,CT,12,12,NA,NA,219604.04449589507,165141.3739129547,275323.00465224136,1244.5431450928936,441.553094887827,2381.61843785399,276755.44010988454,91048.46848681383,584823.1613047833
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,TSS,MT,12,12,NA,NA,146204.04502745377,106040.01289521235,184232.34267232375,256.863632971985,0,987.9607523918055,37648.498615160315,0,148130.61780047067
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2017,TSS,ST,12,12,NA,NA,138013.16290423658,92197.33834684592,181368.2676138659,278.00231574695897,0,1104.9003657825006,38425.87569454763,0,154727.14500135416
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,TSS,CT,10,10,NA,NA,197903.50067635454,98205.04506403477,327888.46990020457,1095.1442481724216,28.221114202681278,3145.7262879666278,225946.55406474476,5185.619980745172,791349.1224217054
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,TSS,MT,10,10,NA,NA,187912.35133042902,93168.00322428378,311970.62183279847,957.707862067835,0.13489638611713087,2915.1430305730573,184338.09551794894,22.14565240462246,687642.4985495401
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2018,TSS,ST,10,10,NA,NA,187994.82123713865,91478.9121790331,316609.52282645344,966.548540597315,17.929792497439472,2860.4116830523208,185730.60274290515,2944.9988054271194,648588.5207751777
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,TSS,CT,2,2,NA,NA,46613.49728788152,26913.920858126985,65826.65255359093,1095.0048202700743,0,3449.987828500013,52009.03322450743,0,168339.2586694177
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,TSS,MT,2,2,NA,NA,46920.58892137945,26377.80900666082,66790.41549622925,1113.8802104085596,0,3338.6859961500063,52915.802581152435,0,171951.52285033787
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2019,TSS,ST,2,2,NA,NA,46948.773241612966,27721.855095310162,65736.1075753483,1115.050974532338,0,3430.8509864932244,53453.145962334675,0,169957.05867060216
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,TSS,CT,14,14,NA,NA,199281.02533104984,137210.66977845848,268939.9348042926,344.0196951003306,0,1124.270929118034,68730.87884321531,0,233546.52669198217
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,TSS,MT,14,14,NA,NA,167405.40232755803,116336.07904036113,209864.9125667122,254.54762132011263,0,971.260373413681,42488.202627179824,0,163313.3351488969
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2020,TSS,ST,14,14,NA,NA,166113.32278645426,123146.4172160386,206188.32325273866,227.89687509127762,0,918.727158329741,38223.91669194789,0,161395.12067970308
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,TSS,CT,12,12,NA,NA,180181.0104138418,127925.98881037312,231880.0052414933,1134.5951971691177,358.6722611975566,2272.653144075998,204555.17977891097,60354.26907226887,419922.11167930625
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,TSS,MT,12,12,NA,NA,150060.8078836819,89480.69902064453,213977.09029036562,912.0154573276194,180.09404483941216,2024.4457579679338,138791.90997330224,24495.90010885779,342062.0514526606
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2021,TSS,ST,12,12,NA,NA,151660.46446274658,101931.01904193989,206215.32903281564,783.5426961672961,150.29241006986217,1759.0299122145002,119909.78578101959,21045.433014840884,306978.03956919466
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,TSS,CT,16,16,NA,NA,244151.35711020615,180850.6833546945,310317.50194272184,1035.3795037835084,344.89674704759847,2190.4742531807888,251979.03377545648,78470.9872479541,527268.119236423
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,TSS,MT,16,16,NA,NA,211355.7687509527,159601.00710501318,258970.9320938319,761.5203955193381,170.41589195039586,1844.620131520303,160867.45907845578,36814.518774286335,382551.8812476891
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,TSS,ST,16,16,NA,NA,217659.09462639387,163750.56842874904,268717.250817785,799.9448026751433,214.8477393874645,1841.898858476549,174105.0329446982,42380.493131886375,407815.4280472583
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,TSS,CT,14,14,NA,NA,254657.1777332203,207524.80364658707,307124.64253613993,1013.5607665647415,157.5391833767053,2176.2303395050485,258844.4591025664,38585.932620416075,558485.8582971992
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,TSS,MT,14,14,NA,NA,255011.6272992747,204463.8674900459,311998.45455503016,1094.7626319407696,308.54059355787547,2190.195675054043,278186.5880951982,77911.6879364299,558332.5663273524
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,TSS,ST,14,14,NA,NA,235821.62729397413,192160.3331772723,283500.34159520635,1189.2966716250753,309.89278579763663,2344.2999513591585,280320.8058873936,72387.88033557359,559853.0485868049
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,TSS,CT,8,8,NA,NA,183176.78932120156,147470.1365501186,217821.25888652366,794.163126756864,87.545970268322293,1886.3522396187072,145142.3088644177,14184.190494605184,354006.6112776856
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,TSS,MT,8,8,NA,NA,197556.8470461081,160767.30562563636,237703.1352104887,587.5927948084692,0,1725.0506834088442,115642.7414085812,0,343069.6625624421
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,TSS,ST,8,8,NA,NA,200613.84459435783,169170.0477749682,231516.10600297956,1351.209103503371,295.41444294443073,2635.4846528382177,271040.1555983426,57135.396511152474,533241.9105061655
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,TSS,CT,16,16,NA,NA,275244.4700319006,218814.70090365654,334840.5469352468,741.6628138718331,36.57549004546631,1863.5960727993622,204258.88807122657,10469.854585632282,525444.1702181015
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,TSS,MT,16,16,NA,NA,270102.5243293966,213663.54961363872,339711.6787319091,1881.8016919018144,1018.1061073170567,2987.0154842490892,507501.02021614794,256954.0785877439,858712.9308260265
v3p2_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,TSS,ST,16,16,NA,NA,276112.4683316665,218772.74166479317,349891.42448106804,1043.8517893148912,222.1274711368858,2174.319270448456,287620.82001273154,58718.053224007024,629990.5329888505
v3p2_physical_event,Observed,NA,none,2011,ICP,CT,12,NA,0,1,95657.38,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2011,ICP,MT,12,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2011,ICP,ST,12,NA,0,1,145384.37,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2012,ICP,CT,20,NA,0,1,68231,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2012,ICP,MT,20,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2012,ICP,ST,20,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2013,ICP,CT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2013,ICP,MT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2013,ICP,ST,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2014,ICP,CT,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2014,ICP,MT,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2014,ICP,ST,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2015,ICP,CT,12,NA,0,2,132370.93,102982.3,161759.56,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2015,ICP,MT,12,NA,0,2,65599.245,44151.04,87047.45,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2015,ICP,ST,12,NA,0,2,57594.08499999999,42705.409999999996,72482.76,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2016,ICP,CT,4,NA,0,2,76612.94499999999,63901.02,89324.87,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2016,ICP,MT,4,NA,0,2,10320.75,7762.280000000001,12879.22,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2016,ICP,ST,4,NA,0,2,39099.81,27131.64,51067.979999999996,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2017,ICP,CT,12,NA,0,2,297527.5,198114.47,396940.53,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2017,ICP,MT,12,NA,0,2,96214.715,94280.58,98148.85,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2017,ICP,ST,12,NA,0,2,77348.38500000001,32861.4,121835.37000000001,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2018,ICP,CT,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2018,ICP,MT,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2018,ICP,ST,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2019,ICP,CT,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2019,ICP,MT,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2019,ICP,ST,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2020,ICP,CT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2020,ICP,MT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2020,ICP,ST,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2021,ICP,CT,12,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2021,ICP,MT,12,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2021,ICP,ST,12,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2022,ICP,CT,16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2022,ICP,MT,16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2022,ICP,ST,16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2023,ICP,CT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2023,ICP,MT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2023,ICP,ST,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2024,ICP,CT,8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2024,ICP,MT,8,NA,0,1,189802.435,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2024,ICP,ST,8,NA,0,1,207697.25,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2025,ICP,CT,16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2025,ICP,MT,16,NA,0,1,395832.345,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2025,ICP,ST,16,NA,0,1,380055.84500000003,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2011,NH4,CT,12,NA,0,1,95657.38,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2011,NH4,MT,12,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2011,NH4,ST,12,NA,0,1,145384.37,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2012,NH4,CT,20,NA,0,1,68231,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2012,NH4,MT,20,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2012,NH4,ST,20,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2013,NH4,CT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2013,NH4,MT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2013,NH4,ST,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2014,NH4,CT,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2014,NH4,MT,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2014,NH4,ST,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2015,NH4,CT,12,NA,0,2,132370.93,102982.3,161759.56,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2015,NH4,MT,12,NA,0,2,65599.245,44151.04,87047.45,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2015,NH4,ST,12,NA,0,2,57594.08499999999,42705.409999999996,72482.76,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,descriptive replicate minimum-to-maximum range,2016,NH4,CT,4,NA,2,2,76612.94499999999,63901.02,89324.87,0.16178542620963077,NA,NA,12.39485796,5.7251777299999995,19.06453819
v3p2_physical_event,Observed,NA,descriptive replicate minimum-to-maximum range,2016,NH4,MT,4,NA,2,2,10320.75,7762.280000000001,12879.22,0.08561442482377733,NA,NA,0.883605075,0.5274409800000001,1.23976917
v3p2_physical_event,Observed,NA,descriptive replicate minimum-to-maximum range,2016,NH4,ST,4,NA,2,2,39099.81,27131.64,51067.979999999996,0.07215331455574849,NA,NA,2.82118089,1.88668077,3.75568101
v3p2_physical_event,Observed,NA,none,2017,NH4,CT,12,NA,0,2,297527.5,198114.47,396940.53,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2017,NH4,MT,12,NA,0,2,96214.715,94280.58,98148.85,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2017,NH4,ST,12,NA,0,2,77348.38500000001,32861.4,121835.37000000001,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2018,NH4,CT,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2018,NH4,MT,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2018,NH4,ST,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2019,NH4,CT,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2019,NH4,MT,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2019,NH4,ST,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2020,NH4,CT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2020,NH4,MT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2020,NH4,ST,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2021,NH4,CT,12,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2021,NH4,MT,12,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2021,NH4,ST,12,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2022,NH4,CT,16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2022,NH4,MT,16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2022,NH4,ST,16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2023,NH4,CT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2023,NH4,MT,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2023,NH4,ST,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2024,NH4,CT,8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
v3p2_physical_event,Observed,NA,none,2024,NH4,MT,8,NA,0,1,189802.435,NA,NA,NA,NA,NA,NA,NA,NA
