variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,probability_positive,parameter_family,parameter_index,analyte,rhat_threshold,rhat_status
beta_res_V,-0.02922140398835,0.01947675,0.5651329863963545,0.7293250398,-0.9056983,0.7991564999999999,1.025896976990755,148.23375823082947,660.895909692583,0.50625,beta_res_V,NA,NA,1.04,at_or_below_1.04
beta_res_C[1],0.3233443483,0.32110700000000003,0.6773752778516473,0.6931874061,-0.77435775,1.46388,1.0019335679838222,894.0883753206105,1688.6771166644987,0.672,beta_res_C,1,NH4,1.04,at_or_below_1.04
beta_res_C[2],0.0118244881737,0.008797365000000001,0.2052354220835978,0.18039164849999997,-0.31916155,0.3633402999999999,1.0338266094116624,152.37789669264882,308.7046143261847,0.5215,beta_res_C,2,NO3,1.04,at_or_below_1.04
beta_res_C[3],-0.3741927859725,-0.37718,0.6810697446080954,0.6905402979299999,-1.4849875,0.7317216999999985,1.0064823759644215,813.8917417870355,2023.3778365536805,0.29575,beta_res_C,3,NO2,1.04,at_or_below_1.04
beta_res_C[4],0.3058901383152,0.3021565,0.44440648640342895,0.47317772040000006,-0.39673595,1.0487774999999997,1.0326322627615352,181.82278879037477,570.9710610251882,0.736,beta_res_C,4,OP,1.04,at_or_below_1.04
beta_res_C[5],-0.35842110632735,-0.37220949999999997,0.4466418025347616,0.43172185224,-1.0889600000000002,0.4043013499999999,1.0046163348495467,911.956992451208,2085.384864883375,0.2075,beta_res_C,5,Se,1.04,at_or_below_1.04
beta_res_C[6],0.0378545829303,0.02763455,0.3178367626260052,0.2910358626,-0.46931725,0.5679545999999993,1.0089536618934236,344.7581190566157,719.9969282775548,0.53825,beta_res_C,6,TDS,1.04,at_or_below_1.04
beta_res_C[7],-0.12422477021035,-0.117481,0.30336057404743094,0.30145283258999994,-0.6139545999999999,0.3649818499999997,1.004527438331211,547.960982690343,1365.3207340496429,0.34425,beta_res_C,7,TKN,1.04,at_or_below_1.04
beta_res_C[8],0.051131709896,0.026976,0.4872998184262345,0.48587618939999994,-0.71507455,0.9027099,1.0148615008283006,300.67681613097903,1008.1318166678273,0.522,beta_res_C,8,TN,1.04,at_or_below_1.04
beta_res_C[9],0.21852376246225,0.2087825,0.26455616669173804,0.25987620666,-0.19731390000000001,0.67031365,1.0179632760542987,261.4738718476042,727.9049906175733,0.7975,beta_res_C,9,TP,1.04,at_or_below_1.04
