model_version,source,interval_prob,Year,analyte,treatment,n_events,n_rows,volume_mean,volume_low,volume_high,conc_mean,conc_low,conc_high,load_mean,load_low,load_high
ml_catboost_saved_models,ML_Modeled,0.95,2011,ICP,CT,6,6,92881.06082013053,91685.11542934766,94125.78696833401,1.073583399618853,0.43458484290990546,1.8352819025080258,99.70912573343804,40.5300285592677,170.33021680594453
ml_catboost_saved_models,ML_Modeled,0.95,2011,Nitrate,CT,6,6,93955.88493747565,92718.68737774351,95241.9140453448,10.217639200568621,6.0376846716180035,15.286203210175037,960.0850254159278,567.2861250271513,1441.9942365478505
ml_catboost_saved_models,ML_Modeled,0.95,2011,OrthoP,CT,6,6,92588.74077219576,91384.36481992777,93851.82566256188,1.1595780371688325,0.43884326550327973,1.965763057435215,107.34976994591466,40.9742740889423,182.16885126766425
ml_catboost_saved_models,ML_Modeled,0.95,2011,TSS,CT,10,10,180192.02666638183,178395.25053425724,181978.43488679605,566.4074388624732,398.5893175170193,748.8067816883345,102061.85308363802,71798.03468206056,135063.20335088324
ml_catboost_saved_models,ML_Modeled,0.95,2011,TotalN,CT,6,6,93289.07619324829,92012.4803335626,94582.73709573661,7.038109200206678,3.985099648298398,10.600550936931198,656.6056196224354,371.9389216843656,990.1093459311271
ml_catboost_saved_models,ML_Modeled,0.95,2011,TotalP,CT,6,6,93042.11769114422,91814.87409753104,94288.74625289341,3.240863188103125,1.6573757085080703,5.090830834904791,301.5132919015851,154.09402389076882,474.5738265081444
ml_catboost_saved_models,ML_Modeled,0.95,2011,ICP,MT,3,3,88337.33196103778,86791.15864535345,89856.08466361622,1.0353943298146893,0.2620141114953624,1.9452094545054086,91.46106395402138,23.250392817791404,172.3546596175331
ml_catboost_saved_models,ML_Modeled,0.95,2011,Nitrate,MT,3,3,89101.57596386332,87583.08085104302,90644.47440436548,10.311362084470932,4.875793860949138,16.402639034849745,918.8042550512405,433.62246289273264,1460.529870111161
ml_catboost_saved_models,ML_Modeled,0.95,2011,OrthoP,MT,3,3,88299.18170843851,86805.96212690124,89782.46398272514,1.0748023482505995,0.29031887639559784,2.0153331482084584,94.91446608234456,25.734164795443423,178.63908477327973
ml_catboost_saved_models,ML_Modeled,0.95,2011,TSS,MT,6,6,169841.0602913065,167665.38202105355,171902.45187665752,399.70935890074634,259.71889406429204,561.5779245572631,67885.34511895361,44059.29205839794,95294.18440399836
ml_catboost_saved_models,ML_Modeled,0.95,2011,TotalN,MT,3,3,88939.99023023421,87443.80082679968,90461.44006433677,7.027066506176663,3.432780398932367,11.826873547949058,625.0423455644041,304.62243134312826,1056.0242659106348
ml_catboost_saved_models,ML_Modeled,0.95,2011,TotalP,MT,3,3,88831.60884371534,87279.06015811715,90337.76630129377,2.2848851475123033,0.6842948414050659,4.197788855838415,202.9567678508367,61.1991611437377,374.0360310033633
ml_catboost_saved_models,ML_Modeled,0.95,2011,ICP,ST,5,5,116856.43189608127,115092.94519801823,118631.36335568414,1.009990075455504,0.328623022625674,1.8131351068890869,118.0208713649596,38.535013407034235,211.32832505431537
ml_catboost_saved_models,ML_Modeled,0.95,2011,Nitrate,ST,5,5,118254.88949680266,116462.1410897026,120119.59690090897,8.979129881643573,4.902778681402115,14.134386559101204,1061.8469595062638,579.2472521936943,1674.3580355172703
ml_catboost_saved_models,ML_Modeled,0.95,2011,OrthoP,ST,5,5,117229.18804902205,115434.0552202344,119024.38864581569,1.054072616124475,0.3671580873526412,1.893090697098267,123.56988083159065,43.032965510832874,221.46970439324187
