Analyte,Treatment,method,n,MAE,RMSE,NRMSE_mean,NRMSE_range,NRMSE_sd,Coverage,MeanWidth,IntervalProb,CRPS,CRPS_norm_mean
Volume,ALL,Bayes,35,402.32721110387024,472.07308992816274,0.8594803772378358,0.22507821256152286,0.6848449015280544,0.14285714285714285,175.63204498182236,0.95,,
Volume,ALL,ML,35,231.10328575051835,347.6016764534096,0.6119353890075268,0.16092355680539053,0.48376653056194435,0.08571428571428572,637.4476068579935,,,
