Year,Analyte,Treatment,n_expected_physical_events,n_observed_event_loads,observed_event_fraction,ObservedAnnualLoadComplete,ObservedSubtotal_kg,ObservedSubtotalLower95_kg,ObservedSubtotalUpper95_kg,ObservedAnnualLoad_kg,ObservedAnnualLoadLower95_kg,ObservedAnnualLoadUpper95_kg
2025,TKN,ST,16,12,0.75,False,0.393893314,0.11830744765625001,0.67862954866875,,,
2025,TN,CT,16,0,0.0,False,,,,,,
2025,TN,MT,16,0,0.0,False,,,,,,
2025,TN,ST,16,0,0.0,False,,,,,,
2025,TP,CT,16,12,0.75,False,0.9666334302174999,0.6335793367691875,1.2951254792248126,,,
2025,TP,MT,16,12,0.75,False,2.406715981895,0.9268777351846251,4.192501450423624,,,
2025,TP,ST,16,12,0.75,False,1.6622089726249998,0.9963129828225,2.329720909245625,,,
2025,TSS,CT,16,12,0.75,False,710.42250116832,542.023006211248,902.9285667642432,,,
2025,TSS,MT,16,12,0.75,False,1762.5664061573675,795.9363214136512,3003.5813427674325,,,
2025,TSS,ST,16,12,0.75,False,1133.9192034918901,705.5954149645332,1563.742513717626,,,
