Method,Scenario,Year,Analyte,Treatment,Median_95_interval_kg
Bayes,model_only,2023,NO3,CT,"3.553 (3.002, 4.1)"
Bayes,model_only,2023,NO3,MT,"3.415 (2.987, 3.866)"
Bayes,model_only,2023,NO3,ST,"3.347 (2.956, 3.769)"
Bayes,model_only,2023,OP,CT,"-0.04344 (-0.0843, -0.008546)"
Bayes,model_only,2023,OP,MT,"-0.03721 (-0.07716, -0.00588)"
Bayes,model_only,2023,OP,ST,"-0.03306 (-0.07287, -0.003354)"
Bayes,model_only,2023,Se,CT,"0.003088 (0.00151, 0.004423)"
Bayes,model_only,2023,Se,MT,"0.002862 (0.001356, 0.004103)"
Bayes,model_only,2023,Se,ST,"0.002714 (0.001243, 0.003934)"
Bayes,model_only,2023,TDS,CT,"563.6 (475.8, 644.5)"
Bayes,model_only,2023,TDS,MT,"542.5 (474, 612.4)"
Bayes,model_only,2023,TDS,ST,"532.9 (472.2, 598.7)"
Bayes,model_only,2023,TKN,CT,"0.3726 (-0.02259, 0.7322)"
Bayes,model_only,2023,TKN,MT,"0.2557 (-0.1104, 0.5902)"
Bayes,model_only,2023,TKN,ST,"0.1572 (-0.1928, 0.4813)"
Bayes,model_only,2023,TN,CT,"2.328 (-1.308, 6.144)"
Bayes,model_only,2023,TN,MT,"2.097 (-1.364, 5.697)"
Bayes,model_only,2023,TN,ST,"1.997 (-1.406, 5.499)"
Bayes,model_only,2023,TP,CT,"-0.2027 (-0.4971, 0.07722)"
Bayes,model_only,2023,TP,MT,"-0.1872 (-0.4748, 0.06499)"
Bayes,model_only,2023,TP,ST,"-0.1738 (-0.4482, 0.09132)"
Bayes,model_only,2023,TSS,CT,"471.2 (198.3, 738)"
Bayes,model_only,2023,TSS,MT,"448.8 (197.9, 691.2)"
Bayes,model_only,2023,TSS,ST,"416.9 (171.3, 650.3)"
Bayes,model_only,2024,NH4,CT,"0.04749 (-0.00927, 0.1131)"
Bayes,model_only,2024,NH4,MT,"0.04764 (-0.009588, 0.1129)"
Bayes,model_only,2024,NH4,ST,"0.04745 (-0.009254, 0.1129)"
Bayes,model_only,2024,NO2,CT,"-0.2663 (-0.3677, -0.1847)"
Bayes,model_only,2024,NO2,MT,"-0.2669 (-0.3689, -0.1851)"
Bayes,model_only,2024,NO2,ST,"-0.2663 (-0.3684, -0.1848)"
Bayes,model_only,2024,NO3,CT,"2.475 (1.925, 3.09)"
Bayes,model_only,2024,NO3,MT,"2.478 (1.927, 3.094)"
Bayes,model_only,2024,NO3,ST,"2.475 (1.927, 3.092)"
Bayes,model_only,2024,OP,CT,"0.143 (0.1088, 0.1846)"
Bayes,model_only,2024,OP,MT,"0.143 (0.1087, 0.1847)"
Bayes,model_only,2024,OP,ST,"0.143 (0.1088, 0.1846)"
Bayes,model_only,2024,Se,CT,"0.002338 (0.0009897, 0.003799)"
Bayes,model_only,2024,Se,MT,"0.002346 (0.0009946, 0.003805)"
Bayes,model_only,2024,Se,ST,"0.002338 (0.0009902, 0.003799)"
Bayes,model_only,2024,TDS,CT,"403.7 (314.5, 503.7)"
Bayes,model_only,2024,TDS,MT,"403.9 (314.9, 503.7)"
Bayes,model_only,2024,TDS,ST,"403.7 (314.6, 503.6)"
Bayes,model_only,2024,TKN,CT,"0.4079 (0.1503, 0.7354)"
Bayes,model_only,2024,TKN,MT,"0.4155 (0.1602, 0.7431)"
Bayes,model_only,2024,TKN,ST,"0.4065 (0.1502, 0.7354)"
Bayes,model_only,2024,TN,CT,"2.617 (-0.08946, 5.964)"
Bayes,model_only,2024,TN,MT,"2.614 (-0.07972, 5.962)"
Bayes,model_only,2024,TN,ST,"2.618 (-0.07957, 5.965)"
Bayes,model_only,2024,TP,CT,"0.3276 (0.08298, 0.5943)"
Bayes,model_only,2024,TP,MT,"0.3283 (0.08249, 0.5923)"
Bayes,model_only,2024,TP,ST,"0.3276 (0.08298, 0.5943)"
Bayes,model_only,2024,TSS,CT,"584.6 (360.4, 865.3)"
Bayes,model_only,2024,TSS,MT,"585 (360.1, 864.9)"
Bayes,model_only,2024,TSS,ST,"584.6 (360.4, 865.3)"
Bayes,model_only,2025,NH4,CT,"0.03448 (-0.03092, 0.1051)"
Bayes,model_only,2025,NH4,MT,"0.02481 (-0.03027, 0.07645)"
Bayes,model_only,2025,NH4,ST,"0.02573 (-0.03181, 0.08039)"
Bayes,model_only,2025,NO2,CT,"0.3465 (0.2491, 0.4594)"
Bayes,model_only,2025,NO2,MT,"0.289 (0.2197, 0.3603)"
Bayes,model_only,2025,NO2,ST,"0.3 (0.2242, 0.3788)"
Bayes,model_only,2025,NO3,CT,"0.561 (0.2432, 0.8324)"
Bayes,model_only,2025,NO3,MT,"0.4927 (0.2183, 0.73)"
Bayes,model_only,2025,NO3,ST,"0.4918 (0.2158, 0.7396)"
Bayes,model_only,2025,OP,CT,"0.05469 (0.02339, 0.0853)"
Bayes,model_only,2025,OP,MT,"0.06978 (0.04386, 0.0935)"
Bayes,model_only,2025,OP,ST,"0.0715 (0.04596, 0.09629)"
Bayes,model_only,2025,Se,CT,"0.003223 (0.00196, 0.00443)"
Bayes,model_only,2025,Se,MT,"0.002448 (0.001409, 0.003315)"
Bayes,model_only,2025,Se,ST,"0.002622 (0.001541, 0.003566)"
Bayes,model_only,2025,TDS,CT,"370.7 (287.1, 447)"
Bayes,model_only,2025,TDS,MT,"301.3 (258.8, 344.1)"
Bayes,model_only,2025,TDS,ST,"308.1 (268.2, 351.4)"
Bayes,model_only,2025,TKN,CT,"-1.422 (-1.886, -0.9568)"
Bayes,model_only,2025,TKN,MT,"-1.113 (-1.545, -0.6787)"
Bayes,model_only,2025,TKN,ST,"-1.028 (-1.462, -0.5998)"
Bayes,model_only,2025,TN,CT,"2.97 (-0.4821, 6.433)"
Bayes,model_only,2025,TN,MT,"2.058 (-0.6817, 4.812)"
Bayes,model_only,2025,TN,ST,"2.192 (-0.5877, 5.022)"
Bayes,model_only,2025,TP,CT,"1.083 (0.6699, 1.488)"
Bayes,model_only,2025,TP,MT,"1.149 (0.8566, 1.455)"
Bayes,model_only,2025,TP,ST,"1.217 (0.9112, 1.545)"
Bayes,model_only,2025,TSS,CT,"683.8 (386, 1006)"
Bayes,model_only,2025,TSS,MT,"875.4 (623.6, 1136)"
Bayes,model_only,2025,TSS,ST,"965.6 (704.5, 1227)"
ML,full_record_model_only,2011,NH4,CT,"1.452 (0.1505, 5.308)"
ML,full_record_model_only,2011,NH4,MT,"1.925 (0.1882, 7.097)"
ML,full_record_model_only,2011,NH4,ST,"2.127 (0.2201, 7.753)"
ML,full_record_model_only,2011,NO2,CT,"1.697 (0.2156, 6.199)"
ML,full_record_model_only,2011,NO2,MT,"2.342 (0.2246, 8.637)"
ML,full_record_model_only,2011,NO2,ST,"2.331 (0.2813, 9.133)"
ML,full_record_model_only,2011,NO3,CT,"13.62 (1.922, 45.41)"
ML,full_record_model_only,2011,NO3,MT,"17.64 (2.219, 63.26)"
ML,full_record_model_only,2011,NO3,ST,"20.1 (2.588, 77.47)"
ML,full_record_model_only,2011,OP,CT,"1.36 (0.1599, 4.801)"
ML,full_record_model_only,2011,OP,MT,"1.803 (0.1785, 6.355)"
ML,full_record_model_only,2011,OP,ST,"1.995 (0.2126, 7.65)"
ML,full_record_model_only,2011,Se,CT,"1.392 (0.1746, 5.115)"
ML,full_record_model_only,2011,Se,MT,"1.902 (0.1858, 6.974)"
ML,full_record_model_only,2011,Se,ST,"2.176 (0.238, 8.029)"
ML,full_record_model_only,2011,TDS,CT,"21.54 (2.996, 67.73)"
ML,full_record_model_only,2011,TDS,MT,"23.08 (2.908, 75.92)"
ML,full_record_model_only,2011,TDS,ST,"23.81 (3.121, 84.59)"
ML,full_record_model_only,2011,TKN,CT,"9.555 (1.338, 31.21)"
ML,full_record_model_only,2011,TKN,MT,"10.78 (1.329, 39.21)"
ML,full_record_model_only,2011,TKN,ST,"11.87 (1.69, 42.78)"
ML,full_record_model_only,2011,TN,CT,"8.035 (1.149, 30.55)"
ML,full_record_model_only,2011,TN,MT,"9.745 (1.221, 37.46)"
ML,full_record_model_only,2011,TN,ST,"11.18 (1.498, 37.14)"
ML,full_record_model_only,2011,TP,CT,"3.553 (0.4257, 14.07)"
ML,full_record_model_only,2011,TP,MT,"4.117 (0.4382, 16.75)"
ML,full_record_model_only,2011,TP,ST,"4.513 (0.5199, 18.5)"
ML,full_record_model_only,2011,TSS,CT,"2651 (382.6, 8204)"
ML,full_record_model_only,2011,TSS,MT,"2432 (297.2, 7875)"
ML,full_record_model_only,2011,TSS,ST,"2350 (309.9, 8268)"
ML,full_record_model_only,2012,NH4,CT,"1.43 (0.2074, 4.521)"
ML,full_record_model_only,2012,NH4,MT,"1.878 (0.2665, 6.307)"
ML,full_record_model_only,2012,NH4,ST,"1.592 (0.2403, 4.937)"
ML,full_record_model_only,2012,NO2,CT,"1.635 (0.2359, 5.251)"
ML,full_record_model_only,2012,NO2,MT,"2.331 (0.3245, 8.448)"
ML,full_record_model_only,2012,NO2,ST,"1.917 (0.2838, 6.023)"
ML,full_record_model_only,2012,NO3,CT,"12.73 (1.961, 41.9)"
ML,full_record_model_only,2012,NO3,MT,"18.54 (2.994, 64.48)"
ML,full_record_model_only,2012,NO3,ST,"15.24 (2.643, 46.49)"
ML,full_record_model_only,2012,OP,CT,"1.497 (0.2107, 4.483)"
ML,full_record_model_only,2012,OP,MT,"2.176 (0.3159, 7.138)"
ML,full_record_model_only,2012,OP,ST,"1.871 (0.271, 5.599)"
ML,full_record_model_only,2012,Se,CT,"1.446 (0.1983, 4.176)"
ML,full_record_model_only,2012,Se,MT,"1.877 (0.2738, 6.603)"
ML,full_record_model_only,2012,Se,ST,"1.611 (0.2492, 5.129)"
ML,full_record_model_only,2012,TDS,CT,"20.26 (3.188, 57.35)"
ML,full_record_model_only,2012,TDS,MT,"24.79 (4.218, 76.14)"
ML,full_record_model_only,2012,TDS,ST,"19.75 (3.894, 55.85)"
ML,full_record_model_only,2012,TKN,CT,"7.858 (1.195, 23)"
ML,full_record_model_only,2012,TKN,MT,"9.343 (1.574, 32.11)"
ML,full_record_model_only,2012,TKN,ST,"7.76 (1.385, 23.18)"
ML,full_record_model_only,2012,TN,CT,"5.125 (0.7174, 16.07)"
ML,full_record_model_only,2012,TN,MT,"5.584 (0.8624, 19.56)"
ML,full_record_model_only,2012,TN,ST,"4.66 (0.8174, 14.94)"
ML,full_record_model_only,2012,TP,CT,"3.398 (0.4824, 12.1)"
ML,full_record_model_only,2012,TP,MT,"4.941 (0.7189, 17.58)"
ML,full_record_model_only,2012,TP,ST,"3.818 (0.5769, 12.64)"
ML,full_record_model_only,2012,TSS,CT,"2306 (402.2, 6392)"
ML,full_record_model_only,2012,TSS,MT,"2546 (456, 7434)"
ML,full_record_model_only,2012,TSS,ST,"1985 (378.6, 5545)"
ML,full_record_model_only,2013,NH4,CT,"1.934 (0.2902, 6.032)"
ML,full_record_model_only,2013,NH4,MT,"2.476 (0.3134, 8.615)"
ML,full_record_model_only,2013,NH4,ST,"1.801 (0.234, 6.375)"
ML,full_record_model_only,2013,NO2,CT,"2.07 (0.3244, 6.659)"
ML,full_record_model_only,2013,NO2,MT,"2.645 (0.3459, 8.985)"
ML,full_record_model_only,2013,NO2,ST,"1.985 (0.2402, 6.974)"
ML,full_record_model_only,2013,NO3,CT,"20 (3.073, 64.15)"
ML,full_record_model_only,2013,NO3,MT,"25.22 (4.251, 86.76)"
ML,full_record_model_only,2013,NO3,ST,"19.63 (2.874, 64.6)"
ML,full_record_model_only,2013,OP,CT,"2.029 (0.2544, 6.496)"
ML,full_record_model_only,2013,OP,MT,"2.559 (0.3566, 9.451)"
ML,full_record_model_only,2013,OP,ST,"1.89 (0.2713, 7.159)"
ML,full_record_model_only,2013,Se,CT,"1.802 (0.2463, 5.502)"
ML,full_record_model_only,2013,Se,MT,"2.289 (0.2943, 8.203)"
ML,full_record_model_only,2013,Se,ST,"1.736 (0.2158, 6.178)"
ML,full_record_model_only,2013,TDS,CT,"24.52 (4.287, 68.75)"
ML,full_record_model_only,2013,TDS,MT,"35.47 (5.563, 108)"
ML,full_record_model_only,2013,TDS,ST,"23.31 (3.449, 76.69)"
ML,full_record_model_only,2013,TKN,CT,"13.92 (2.159, 40.92)"
ML,full_record_model_only,2013,TKN,MT,"17.61 (2.873, 56.28)"
ML,full_record_model_only,2013,TKN,ST,"13.25 (1.876, 41.52)"
ML,full_record_model_only,2013,TN,CT,"7.856 (1.346, 24.69)"
ML,full_record_model_only,2013,TN,MT,"10.92 (1.682, 37.43)"
ML,full_record_model_only,2013,TN,ST,"8.225 (1.067, 27.46)"
ML,full_record_model_only,2013,TP,CT,"2.954 (0.3459, 9.335)"
ML,full_record_model_only,2013,TP,MT,"3.597 (0.4727, 12.6)"
ML,full_record_model_only,2013,TP,ST,"2.716 (0.3411, 9.407)"
ML,full_record_model_only,2013,TSS,CT,"1845 (289.3, 5431)"
ML,full_record_model_only,2013,TSS,MT,"2743 (412.5, 8816)"
ML,full_record_model_only,2013,TSS,ST,"1585 (236.8, 4767)"
ML,full_record_model_only,2014,NH4,CT,"1.467 (0.1135, 6.055)"
ML,full_record_model_only,2014,NH4,MT,"1.119 (0.06469, 5.705)"
ML,full_record_model_only,2014,NH4,ST,"1.35 (0.1225, 5.381)"
ML,full_record_model_only,2014,NO2,CT,"1.44 (0.1216, 6.049)"
ML,full_record_model_only,2014,NO2,MT,"1.089 (0.05723, 5.21)"
ML,full_record_model_only,2014,NO2,ST,"1.329 (0.1168, 5.06)"
ML,full_record_model_only,2014,NO3,CT,"14.5 (1.291, 55.63)"
ML,full_record_model_only,2014,NO3,MT,"10.12 (0.7083, 45.88)"
ML,full_record_model_only,2014,NO3,ST,"12.87 (1.438, 50.99)"
ML,full_record_model_only,2014,OP,CT,"1.26 (0.09808, 5.134)"
ML,full_record_model_only,2014,OP,MT,"1.022 (0.06686, 5.163)"
ML,full_record_model_only,2014,OP,ST,"1.204 (0.1282, 4.576)"
ML,full_record_model_only,2014,Se,CT,"1.207 (0.09645, 5.123)"
ML,full_record_model_only,2014,Se,MT,"0.972 (0.05619, 4.566)"
ML,full_record_model_only,2014,Se,ST,"1.191 (0.1108, 4.486)"
ML,full_record_model_only,2014,TDS,CT,"23.03 (2.092, 86)"
ML,full_record_model_only,2014,TDS,MT,"14.33 (0.9398, 59.36)"
ML,full_record_model_only,2014,TDS,ST,"16.55 (1.936, 61.67)"
ML,full_record_model_only,2014,TKN,CT,"8.508 (0.7523, 34.94)"
ML,full_record_model_only,2014,TKN,MT,"6.071 (0.3789, 27.13)"
ML,full_record_model_only,2014,TKN,ST,"7.151 (0.8104, 26.51)"
ML,full_record_model_only,2014,TN,CT,"9.298 (0.8926, 36.61)"
ML,full_record_model_only,2014,TN,MT,"6.058 (0.4378, 25.91)"
ML,full_record_model_only,2014,TN,ST,"7.568 (0.8067, 28.02)"
ML,full_record_model_only,2014,TP,CT,"2.151 (0.1642, 8.845)"
ML,full_record_model_only,2014,TP,MT,"1.457 (0.09278, 7.975)"
ML,full_record_model_only,2014,TP,ST,"1.835 (0.1746, 7.774)"
ML,full_record_model_only,2014,TSS,CT,"1692 (162.4, 7507)"
ML,full_record_model_only,2014,TSS,MT,"872.2 (65.04, 4388)"
ML,full_record_model_only,2014,TSS,ST,"1117 (130.1, 3975)"
ML,full_record_model_only,2015,NH4,CT,"1.967 (0.2452, 6.38)"
ML,full_record_model_only,2015,NH4,MT,"0.8174 (0.103, 2.793)"
ML,full_record_model_only,2015,NH4,ST,"0.9464 (0.1103, 3.123)"
ML,full_record_model_only,2015,NO2,CT,"2.484 (0.3205, 7.831)"
ML,full_record_model_only,2015,NO2,MT,"0.9143 (0.1148, 3.037)"
ML,full_record_model_only,2015,NO2,ST,"1.04 (0.1247, 3.447)"
ML,full_record_model_only,2015,NO3,CT,"28.97 (3.599, 82.09)"
ML,full_record_model_only,2015,NO3,MT,"11.5 (1.615, 32.3)"
ML,full_record_model_only,2015,NO3,ST,"12.81 (1.513, 39)"
ML,full_record_model_only,2015,OP,CT,"2.012 (0.2514, 6.656)"
ML,full_record_model_only,2015,OP,MT,"0.7946 (0.09302, 2.532)"
ML,full_record_model_only,2015,OP,ST,"0.886 (0.09916, 2.984)"
ML,full_record_model_only,2015,Se,CT,"2.124 (0.2306, 6.666)"
ML,full_record_model_only,2015,Se,MT,"0.8173 (0.1127, 2.611)"
ML,full_record_model_only,2015,Se,ST,"0.9271 (0.09842, 3.141)"
ML,full_record_model_only,2015,TDS,CT,"27.25 (3.368, 82.71)"
ML,full_record_model_only,2015,TDS,MT,"6.798 (0.8641, 20.71)"
ML,full_record_model_only,2015,TDS,ST,"6.694 (0.8477, 21.57)"
ML,full_record_model_only,2015,TKN,CT,"5.039 (0.6262, 16.68)"
ML,full_record_model_only,2015,TKN,MT,"1.25 (0.1539, 4.318)"
ML,full_record_model_only,2015,TKN,ST,"1.405 (0.1594, 4.355)"
ML,full_record_model_only,2015,TN,CT,"30.11 (3.868, 94.33)"
ML,full_record_model_only,2015,TN,MT,"11.65 (1.512, 35.95)"
ML,full_record_model_only,2015,TN,ST,"12.76 (1.49, 40.28)"
ML,full_record_model_only,2015,TP,CT,"3.634 (0.4162, 12.09)"
ML,full_record_model_only,2015,TP,MT,"1.072 (0.1244, 3.479)"
ML,full_record_model_only,2015,TP,ST,"1.184 (0.1288, 4.016)"
ML,full_record_model_only,2015,TSS,CT,"3355 (353, 1.058e+04)"
ML,full_record_model_only,2015,TSS,MT,"298.4 (34.41, 1117)"
ML,full_record_model_only,2015,TSS,ST,"187.8 (21.87, 689.8)"
ML,full_record_model_only,2016,NH4,CT,"0.5537 (0.009854, 4.352)"
ML,full_record_model_only,2016,NH4,MT,"0.1848 (0.002308, 1.328)"
ML,full_record_model_only,2016,NH4,ST,"0.4363 (0.006424, 3.244)"
ML,full_record_model_only,2016,NO2,CT,"0.4747 (0.007465, 3.442)"
ML,full_record_model_only,2016,NO2,MT,"0.1464 (0.0019, 1.091)"
ML,full_record_model_only,2016,NO2,ST,"0.385 (0.005456, 2.61)"
ML,full_record_model_only,2016,NO3,CT,"5.116 (0.09358, 34.8)"
ML,full_record_model_only,2016,NO3,MT,"1.569 (0.02195, 10.54)"
ML,full_record_model_only,2016,NO3,ST,"4.019 (0.05802, 28.75)"
ML,full_record_model_only,2016,OP,CT,"0.4969 (0.007513, 3.591)"
ML,full_record_model_only,2016,OP,MT,"0.157 (0.001847, 1.11)"
ML,full_record_model_only,2016,OP,ST,"0.3799 (0.005962, 2.778)"
ML,full_record_model_only,2016,Se,CT,"0.4644 (0.007547, 3.344)"
ML,full_record_model_only,2016,Se,MT,"0.1365 (0.00181, 1.009)"
ML,full_record_model_only,2016,Se,ST,"0.3497 (0.004988, 2.684)"
ML,full_record_model_only,2016,TDS,CT,"5.702 (0.1087, 36.84)"
ML,full_record_model_only,2016,TDS,MT,"1.238 (0.01519, 8.047)"
ML,full_record_model_only,2016,TDS,ST,"3.212 (0.0479, 22.27)"
ML,full_record_model_only,2016,TKN,CT,"0.6155 (0.01088, 4.45)"
ML,full_record_model_only,2016,TKN,MT,"0.1628 (0.001992, 1.213)"
ML,full_record_model_only,2016,TKN,ST,"0.4172 (0.005976, 3.052)"
ML,full_record_model_only,2016,TN,CT,"4.88 (0.08868, 31.89)"
ML,full_record_model_only,2016,TN,MT,"1.637 (0.0184, 10.29)"
ML,full_record_model_only,2016,TN,ST,"4.002 (0.05515, 25.69)"
ML,full_record_model_only,2016,TP,CT,"0.5219 (0.008621, 3.804)"
ML,full_record_model_only,2016,TP,MT,"0.1523 (0.001936, 1.197)"
ML,full_record_model_only,2016,TP,ST,"0.3804 (0.005928, 2.99)"
ML,full_record_model_only,2016,TSS,CT,"798.1 (14.57, 5600)"
ML,full_record_model_only,2016,TSS,MT,"87.75 (1.137, 519.2)"
ML,full_record_model_only,2016,TSS,ST,"273.5 (3.914, 1606)"
ML,full_record_model_only,2017,NH4,CT,"4.661 (0.5825, 14.13)"
ML,full_record_model_only,2017,NH4,MT,"1.238 (0.131, 4.635)"
ML,full_record_model_only,2017,NH4,ST,"0.8805 (0.106, 3.684)"
ML,full_record_model_only,2017,NO2,CT,"3.778 (0.4764, 11.56)"
ML,full_record_model_only,2017,NO2,MT,"1.245 (0.1405, 4.397)"
ML,full_record_model_only,2017,NO2,ST,"0.9472 (0.1271, 3.658)"
ML,full_record_model_only,2017,NO3,CT,"49.21 (6.417, 132.1)"
ML,full_record_model_only,2017,NO3,MT,"19.18 (2.046, 62.81)"
ML,full_record_model_only,2017,NO3,ST,"15.68 (2.016, 57.7)"
ML,full_record_model_only,2017,OP,CT,"2.549 (0.3213, 7.302)"
ML,full_record_model_only,2017,OP,MT,"0.9642 (0.1059, 3.581)"
ML,full_record_model_only,2017,OP,ST,"0.816 (0.1056, 2.998)"
ML,full_record_model_only,2017,Se,CT,"3.404 (0.48, 9.51)"
ML,full_record_model_only,2017,Se,MT,"1.067 (0.09558, 4.056)"
ML,full_record_model_only,2017,Se,ST,"0.8085 (0.09632, 3.239)"
ML,full_record_model_only,2017,TDS,CT,"64.09 (8.56, 193.2)"
ML,full_record_model_only,2017,TDS,MT,"10.81 (1.009, 38.17)"
ML,full_record_model_only,2017,TDS,ST,"8.302 (1.109, 32.12)"
ML,full_record_model_only,2017,TKN,CT,"17.79 (2.302, 55.36)"
ML,full_record_model_only,2017,TKN,MT,"2.358 (0.252, 9.173)"
ML,full_record_model_only,2017,TKN,ST,"1.469 (0.1705, 6.897)"
ML,full_record_model_only,2017,TN,CT,"20.07 (2.875, 60.85)"
ML,full_record_model_only,2017,TN,MT,"3.782 (0.3912, 13.89)"
ML,full_record_model_only,2017,TN,ST,"2.768 (0.3807, 11.74)"
ML,full_record_model_only,2017,TP,CT,"3.711 (0.4523, 10.79)"
ML,full_record_model_only,2017,TP,MT,"1.177 (0.1098, 4.374)"
ML,full_record_model_only,2017,TP,ST,"0.959 (0.115, 3.981)"
ML,full_record_model_only,2017,TSS,CT,"1.468e+04 (1857, 4.492e+04)"
ML,full_record_model_only,2017,TSS,MT,"881.4 (81.8, 3486)"
ML,full_record_model_only,2017,TSS,ST,"859.1 (109.1, 3737)"
ML,full_record_model_only,2018,NH4,CT,"1.481 (0.118, 5.388)"
ML,full_record_model_only,2018,NH4,MT,"0.9966 (0.07176, 3.88)"
ML,full_record_model_only,2018,NH4,ST,"0.9828 (0.07611, 3.663)"
ML,full_record_model_only,2018,NO2,CT,"1.635 (0.1276, 6.227)"
ML,full_record_model_only,2018,NO2,MT,"1.313 (0.1067, 4.77)"
ML,full_record_model_only,2018,NO2,ST,"1.352 (0.1043, 5.019)"
ML,full_record_model_only,2018,NO3,CT,"8.833 (0.8687, 29.47)"
ML,full_record_model_only,2018,NO3,MT,"6.961 (0.5625, 23.7)"
ML,full_record_model_only,2018,NO3,ST,"7.175 (0.7559, 25.06)"
ML,full_record_model_only,2018,OP,CT,"1.256 (0.1011, 4.541)"
ML,full_record_model_only,2018,OP,MT,"1.029 (0.08207, 3.798)"
ML,full_record_model_only,2018,OP,ST,"1.076 (0.1031, 4.004)"
ML,full_record_model_only,2018,Se,CT,"1.136 (0.0939, 4.198)"
ML,full_record_model_only,2018,Se,MT,"0.9408 (0.07551, 3.663)"
ML,full_record_model_only,2018,Se,ST,"0.9369 (0.08837, 3.746)"
ML,full_record_model_only,2018,TDS,CT,"21.3 (1.833, 70.08)"
ML,full_record_model_only,2018,TDS,MT,"10.89 (0.9718, 37.96)"
ML,full_record_model_only,2018,TDS,ST,"10.8 (1.044, 35.49)"
ML,full_record_model_only,2018,TKN,CT,"6.176 (0.5244, 22.02)"
ML,full_record_model_only,2018,TKN,MT,"2.754 (0.1968, 11.19)"
ML,full_record_model_only,2018,TKN,ST,"2.625 (0.2326, 10.29)"
ML,full_record_model_only,2018,TN,CT,"6.018 (0.5328, 20.24)"
ML,full_record_model_only,2018,TN,MT,"3.334 (0.2864, 12.64)"
ML,full_record_model_only,2018,TN,ST,"3.2 (0.3167, 12.09)"
ML,full_record_model_only,2018,TP,CT,"1.871 (0.1416, 7.341)"
ML,full_record_model_only,2018,TP,MT,"1.384 (0.1159, 5.635)"
ML,full_record_model_only,2018,TP,ST,"1.483 (0.1121, 5.525)"
ML,full_record_model_only,2018,TSS,CT,"978 (93.47, 3126)"
ML,full_record_model_only,2018,TSS,MT,"484.7 (44.47, 1568)"
ML,full_record_model_only,2018,TSS,ST,"476.6 (49.26, 1554)"
ML,full_record_model_only,2019,NH4,CT,"0.0812 (0.0003935, 2.285)"
ML,full_record_model_only,2019,NH4,MT,"0.05383 (0.0002315, 1.643)"
ML,full_record_model_only,2019,NH4,ST,"0.0604 (0.0002828, 1.807)"
ML,full_record_model_only,2019,NO2,CT,"0.09242 (0.0004433, 2.595)"
ML,full_record_model_only,2019,NO2,MT,"0.05395 (0.0002981, 1.83)"
ML,full_record_model_only,2019,NO2,ST,"0.06748 (0.0002982, 2.167)"
ML,full_record_model_only,2019,NO3,CT,"0.485 (0.00281, 12.61)"
ML,full_record_model_only,2019,NO3,MT,"0.2886 (0.001718, 8.024)"
ML,full_record_model_only,2019,NO3,ST,"0.4245 (0.002096, 9.668)"
ML,full_record_model_only,2019,OP,CT,"0.07788 (0.000354, 2.221)"
ML,full_record_model_only,2019,OP,MT,"0.04797 (0.0002489, 1.459)"
ML,full_record_model_only,2019,OP,ST,"0.05621 (0.0002737, 1.721)"
ML,full_record_model_only,2019,Se,CT,"0.07411 (0.000285, 1.991)"
ML,full_record_model_only,2019,Se,MT,"0.04434 (0.0002005, 1.431)"
ML,full_record_model_only,2019,Se,ST,"0.05096 (0.000255, 1.608)"
ML,full_record_model_only,2019,TDS,CT,"1.592 (0.006729, 31.18)"
ML,full_record_model_only,2019,TDS,MT,"0.7556 (0.003712, 18.68)"
ML,full_record_model_only,2019,TDS,ST,"1.025 (0.005175, 20.01)"
ML,full_record_model_only,2019,TKN,CT,"0.2708 (0.001185, 6.864)"
ML,full_record_model_only,2019,TKN,MT,"0.1165 (0.0005883, 4.587)"
ML,full_record_model_only,2019,TKN,ST,"0.1495 (0.0007372, 5.339)"
ML,full_record_model_only,2019,TN,CT,"0.3557 (0.001795, 9.053)"
ML,full_record_model_only,2019,TN,MT,"0.2001 (0.001013, 6.306)"
ML,full_record_model_only,2019,TN,ST,"0.281 (0.001414, 6.573)"
ML,full_record_model_only,2019,TP,CT,"0.1007 (0.0004954, 3.199)"
ML,full_record_model_only,2019,TP,MT,"0.06001 (0.0002554, 1.97)"
ML,full_record_model_only,2019,TP,ST,"0.07385 (0.0003739, 2.439)"
ML,full_record_model_only,2019,TSS,CT,"132.3 (0.6609, 2754)"
ML,full_record_model_only,2019,TSS,MT,"59.66 (0.2956, 1426)"
ML,full_record_model_only,2019,TSS,ST,"79.56 (0.4277, 1706)"
ML,full_record_model_only,2020,NH4,CT,"3.192 (0.51, 8.682)"
ML,full_record_model_only,2020,NH4,MT,"1.777 (0.2761, 5.432)"
ML,full_record_model_only,2020,NH4,ST,"2.055 (0.3015, 6.751)"
ML,full_record_model_only,2020,NO2,CT,"2.638 (0.4502, 7.544)"
ML,full_record_model_only,2020,NO2,MT,"1.621 (0.2492, 4.75)"
ML,full_record_model_only,2020,NO2,ST,"1.871 (0.2791, 5.932)"
ML,full_record_model_only,2020,NO3,CT,"32.1 (5.642, 82.67)"
ML,full_record_model_only,2020,NO3,MT,"17.81 (2.993, 52.41)"
ML,full_record_model_only,2020,NO3,ST,"23.98 (3.553, 74.26)"
ML,full_record_model_only,2020,OP,CT,"2.227 (0.3726, 6.088)"
ML,full_record_model_only,2020,OP,MT,"1.407 (0.2247, 4.177)"
