Method,Scenario,Year,Analyte,Treatment,Median_95_interval_kg
ML,full_record_model_only,2020,OP,ST,"1.648 (0.2339, 5.075)"
ML,full_record_model_only,2020,Se,CT,"2.221 (0.3565, 6.016)"
ML,full_record_model_only,2020,Se,MT,"1.329 (0.2088, 3.853)"
ML,full_record_model_only,2020,Se,ST,"1.623 (0.2292, 5.467)"
ML,full_record_model_only,2020,TDS,CT,"41.48 (7.52, 102.1)"
ML,full_record_model_only,2020,TDS,MT,"12.77 (2.224, 35.2)"
ML,full_record_model_only,2020,TDS,ST,"15.23 (2.513, 47.56)"
ML,full_record_model_only,2020,TKN,CT,"11.08 (1.828, 28.95)"
ML,full_record_model_only,2020,TKN,MT,"3.718 (0.5943, 12.09)"
ML,full_record_model_only,2020,TKN,ST,"4.696 (0.622, 16.88)"
ML,full_record_model_only,2020,TN,CT,"12.69 (2.35, 33.05)"
ML,full_record_model_only,2020,TN,MT,"4.811 (0.7928, 15.76)"
ML,full_record_model_only,2020,TN,ST,"6.07 (0.8684, 19.8)"
ML,full_record_model_only,2020,TP,CT,"3.078 (0.4895, 8.97)"
ML,full_record_model_only,2020,TP,MT,"1.782 (0.2714, 5.325)"
ML,full_record_model_only,2020,TP,ST,"2.21 (0.3222, 6.996)"
ML,full_record_model_only,2020,TSS,CT,"3576 (713.9, 9141)"
ML,full_record_model_only,2020,TSS,MT,"426.5 (74.56, 1286)"
ML,full_record_model_only,2020,TSS,ST,"494.9 (78.58, 1644)"
ML,full_record_model_only,2021,NH4,CT,"2.406 (0.294, 7.327)"
ML,full_record_model_only,2021,NH4,MT,"1.093 (0.1279, 3.508)"
ML,full_record_model_only,2021,NH4,ST,"1.15 (0.1529, 3.748)"
ML,full_record_model_only,2021,NO2,CT,"2.165 (0.2416, 6.442)"
ML,full_record_model_only,2021,NO2,MT,"1.07 (0.1189, 3.3)"
ML,full_record_model_only,2021,NO2,ST,"1.178 (0.1449, 3.623)"
ML,full_record_model_only,2021,NO3,CT,"24.94 (3.182, 68.72)"
ML,full_record_model_only,2021,NO3,MT,"13.93 (1.796, 39.57)"
ML,full_record_model_only,2021,NO3,ST,"15.85 (2.1, 45.3)"
ML,full_record_model_only,2021,OP,CT,"1.605 (0.1916, 4.575)"
ML,full_record_model_only,2021,OP,MT,"0.8608 (0.1028, 2.848)"
ML,full_record_model_only,2021,OP,ST,"1.004 (0.1324, 3.125)"
ML,full_record_model_only,2021,Se,CT,"1.506 (0.1936, 4.293)"
ML,full_record_model_only,2021,Se,MT,"0.7958 (0.09578, 2.468)"
ML,full_record_model_only,2021,Se,ST,"0.9352 (0.1171, 2.741)"
ML,full_record_model_only,2021,TDS,CT,"31.24 (4.039, 89.65)"
ML,full_record_model_only,2021,TDS,MT,"10.3 (1.276, 32.98)"
ML,full_record_model_only,2021,TDS,ST,"10.89 (1.538, 35.38)"
ML,full_record_model_only,2021,TKN,CT,"11.48 (1.41, 35.47)"
ML,full_record_model_only,2021,TKN,MT,"3.631 (0.4457, 14.18)"
ML,full_record_model_only,2021,TKN,ST,"3.839 (0.4779, 14.89)"
ML,full_record_model_only,2021,TN,CT,"9.85 (1.145, 29.58)"
ML,full_record_model_only,2021,TN,MT,"3.479 (0.4198, 11.79)"
ML,full_record_model_only,2021,TN,ST,"3.725 (0.4423, 12.29)"
ML,full_record_model_only,2021,TP,CT,"2.401 (0.2682, 7.523)"
ML,full_record_model_only,2021,TP,MT,"1.326 (0.1627, 4.989)"
ML,full_record_model_only,2021,TP,ST,"1.503 (0.1932, 5.284)"
ML,full_record_model_only,2021,TSS,CT,"4525 (568.2, 1.431e+04)"
ML,full_record_model_only,2021,TSS,MT,"719.3 (72.56, 3762)"
ML,full_record_model_only,2021,TSS,ST,"765.2 (87.8, 3995)"
ML,full_record_model_only,2022,NH4,CT,"1.867 (0.3585, 4.965)"
ML,full_record_model_only,2022,NH4,MT,"1.965 (0.3741, 5.301)"
ML,full_record_model_only,2022,NH4,ST,"1.771 (0.3787, 4.922)"
ML,full_record_model_only,2022,NO2,CT,"2.252 (0.4501, 6.347)"
ML,full_record_model_only,2022,NO2,MT,"1.988 (0.385, 5.483)"
ML,full_record_model_only,2022,NO2,ST,"2.194 (0.4481, 5.479)"
ML,full_record_model_only,2022,NO3,CT,"22.41 (4.294, 58.64)"
ML,full_record_model_only,2022,NO3,MT,"21.69 (4.458, 56.21)"
ML,full_record_model_only,2022,NO3,ST,"23.41 (5.149, 58.51)"
ML,full_record_model_only,2022,OP,CT,"2.019 (0.3923, 5.332)"
ML,full_record_model_only,2022,OP,MT,"1.907 (0.3728, 4.913)"
ML,full_record_model_only,2022,OP,ST,"2.013 (0.4068, 5.271)"
ML,full_record_model_only,2022,Se,CT,"1.896 (0.3503, 5.05)"
ML,full_record_model_only,2022,Se,MT,"1.731 (0.3572, 4.306)"
ML,full_record_model_only,2022,Se,ST,"1.774 (0.3838, 4.75)"
ML,full_record_model_only,2022,TDS,CT,"16.46 (3.475, 42.65)"
ML,full_record_model_only,2022,TDS,MT,"14.99 (3.161, 38.61)"
ML,full_record_model_only,2022,TDS,ST,"14.2 (3.168, 35.66)"
ML,full_record_model_only,2022,TKN,CT,"3.793 (0.6568, 11.15)"
ML,full_record_model_only,2022,TKN,MT,"3.643 (0.6563, 10.73)"
ML,full_record_model_only,2022,TKN,ST,"3.51 (0.6495, 10.72)"
ML,full_record_model_only,2022,TN,CT,"5.354 (1.056, 14.8)"
ML,full_record_model_only,2022,TN,MT,"5.434 (1.058, 14.72)"
ML,full_record_model_only,2022,TN,ST,"5.134 (1.15, 14.2)"
ML,full_record_model_only,2022,TP,CT,"2.434 (0.4243, 6.136)"
ML,full_record_model_only,2022,TP,MT,"2.334 (0.4474, 6.005)"
ML,full_record_model_only,2022,TP,ST,"2.371 (0.4647, 6.435)"
ML,full_record_model_only,2022,TSS,CT,"802.9 (157.7, 2372)"
ML,full_record_model_only,2022,TSS,MT,"947.4 (150.9, 3422)"
ML,full_record_model_only,2022,TSS,ST,"775.3 (141.7, 2695)"
ML,full_record_model_only,2023,NH4,CT,"6.155 (0.9606, 17.58)"
ML,full_record_model_only,2023,NH4,MT,"6.596 (1.105, 18.66)"
ML,full_record_model_only,2023,NH4,ST,"5.474 (0.7333, 15.73)"
ML,full_record_model_only,2023,NO2,CT,"3.068 (0.4724, 9.019)"
ML,full_record_model_only,2023,NO2,MT,"3.515 (0.539, 9.841)"
ML,full_record_model_only,2023,NO2,ST,"2.822 (0.3553, 8.199)"
ML,full_record_model_only,2023,NO3,CT,"35.52 (4.666, 109.5)"
ML,full_record_model_only,2023,NO3,MT,"44.53 (5.303, 142.4)"
ML,full_record_model_only,2023,NO3,ST,"34.31 (3.899, 109.4)"
ML,full_record_model_only,2023,OP,CT,"3.405 (0.567, 9.935)"
ML,full_record_model_only,2023,OP,MT,"4.006 (0.6203, 12.03)"
ML,full_record_model_only,2023,OP,ST,"3.112 (0.4025, 9.435)"
ML,full_record_model_only,2023,Se,CT,"4.2 (0.6524, 12.6)"
ML,full_record_model_only,2023,Se,MT,"4.587 (0.6632, 14.01)"
ML,full_record_model_only,2023,Se,ST,"3.579 (0.4347, 10.73)"
ML,full_record_model_only,2023,TDS,CT,"4565 (641.2, 1.47e+04)"
ML,full_record_model_only,2023,TDS,MT,"7355 (944.7, 2.126e+04)"
ML,full_record_model_only,2023,TDS,ST,"5298 (590, 1.625e+04)"
ML,full_record_model_only,2023,TKN,CT,"24.52 (3.274, 91.96)"
ML,full_record_model_only,2023,TKN,MT,"31.04 (4.346, 109)"
ML,full_record_model_only,2023,TKN,ST,"29.12 (3.383, 108)"
ML,full_record_model_only,2023,TN,CT,"13.93 (2.539, 40.7)"
ML,full_record_model_only,2023,TN,MT,"15.19 (2.338, 46.12)"
ML,full_record_model_only,2023,TN,ST,"11.5 (1.517, 35.56)"
ML,full_record_model_only,2023,TP,CT,"6.221 (1.014, 18.5)"
ML,full_record_model_only,2023,TP,MT,"7.016 (0.9557, 20.68)"
ML,full_record_model_only,2023,TP,ST,"5.336 (0.6463, 16.86)"
ML,full_record_model_only,2023,TSS,CT,"7553 (1322, 2.291e+04)"
ML,full_record_model_only,2023,TSS,MT,"7853 (1218, 2.667e+04)"
ML,full_record_model_only,2023,TSS,ST,"6825 (881.1, 2.314e+04)"
ML,full_record_model_only,2024,NH4,CT,"3.222 (0.358, 10.14)"
ML,full_record_model_only,2024,NH4,MT,"3.916 (0.3513, 15.97)"
ML,full_record_model_only,2024,NH4,ST,"4.419 (0.6624, 15.92)"
ML,full_record_model_only,2024,NO2,CT,"1.754 (0.1932, 5.257)"
ML,full_record_model_only,2024,NO2,MT,"2.186 (0.1807, 8.407)"
ML,full_record_model_only,2024,NO2,ST,"2.573 (0.385, 8.185)"
ML,full_record_model_only,2024,NO3,CT,"24.22 (1.958, 78.86)"
ML,full_record_model_only,2024,NO3,MT,"27.77 (2.081, 118.3)"
ML,full_record_model_only,2024,NO3,ST,"33.29 (4.74, 121.7)"
ML,full_record_model_only,2024,OP,CT,"2.599 (0.2958, 8.31)"
ML,full_record_model_only,2024,OP,MT,"3.153 (0.2531, 12.24)"
ML,full_record_model_only,2024,OP,ST,"3.866 (0.5734, 12.92)"
ML,full_record_model_only,2024,Se,CT,"2.578 (0.2908, 8.066)"
ML,full_record_model_only,2024,Se,MT,"3.156 (0.2805, 12.42)"
ML,full_record_model_only,2024,Se,ST,"3.689 (0.5117, 12.44)"
ML,full_record_model_only,2024,TDS,CT,"3834 (430.7, 1.133e+04)"
ML,full_record_model_only,2024,TDS,MT,"5107 (433.4, 1.79e+04)"
ML,full_record_model_only,2024,TDS,ST,"5871 (905.1, 1.839e+04)"
ML,full_record_model_only,2024,TKN,CT,"4.626 (0.4723, 16.41)"
ML,full_record_model_only,2024,TKN,MT,"6.046 (0.4908, 33.7)"
ML,full_record_model_only,2024,TKN,ST,"7.756 (1.074, 32.98)"
ML,full_record_model_only,2024,TN,CT,"8.066 (0.9263, 23.75)"
ML,full_record_model_only,2024,TN,MT,"10.88 (0.976, 42.66)"
ML,full_record_model_only,2024,TN,ST,"13.93 (2.115, 44.83)"
ML,full_record_model_only,2024,TP,CT,"3.956 (0.4827, 12.63)"
ML,full_record_model_only,2024,TP,MT,"4.402 (0.3817, 17.39)"
ML,full_record_model_only,2024,TP,ST,"6.606 (0.9921, 23.04)"
ML,full_record_model_only,2024,TSS,CT,"3784 (439.8, 1.182e+04)"
ML,full_record_model_only,2024,TSS,MT,"3998 (348.2, 1.293e+04)"
ML,full_record_model_only,2024,TSS,ST,"8629 (1331, 3.021e+04)"
ML,full_record_model_only,2025,NH4,CT,"9.534 (2.922, 20.97)"
ML,full_record_model_only,2025,NH4,MT,"9.206 (2.37, 24.5)"
ML,full_record_model_only,2025,NH4,ST,"9.929 (2.91, 23.74)"
ML,full_record_model_only,2025,NO2,CT,"9.248 (2.661, 21.87)"
ML,full_record_model_only,2025,NO2,MT,"9.582 (2.139, 25.09)"
ML,full_record_model_only,2025,NO2,ST,"10.17 (3.006, 24.24)"
ML,full_record_model_only,2025,NO3,CT,"6.051 (1.831, 13.9)"
ML,full_record_model_only,2025,NO3,MT,"5.797 (1.427, 14.42)"
ML,full_record_model_only,2025,NO3,ST,"6.461 (1.973, 15.06)"
ML,full_record_model_only,2025,OP,CT,"5.88 (1.712, 13.05)"
ML,full_record_model_only,2025,OP,MT,"5.962 (1.472, 15.79)"
ML,full_record_model_only,2025,OP,ST,"6.598 (1.961, 15.53)"
ML,full_record_model_only,2025,Se,CT,"6.766 (2.019, 15.21)"
ML,full_record_model_only,2025,Se,MT,"6.847 (1.756, 18.07)"
ML,full_record_model_only,2025,Se,ST,"7.517 (2.224, 17.8)"
ML,full_record_model_only,2025,TDS,CT,"5780 (1696, 1.273e+04)"
ML,full_record_model_only,2025,TDS,MT,"5290 (1301, 1.327e+04)"
ML,full_record_model_only,2025,TDS,ST,"6088 (1850, 1.447e+04)"
ML,full_record_model_only,2025,TKN,CT,"9.296 (2.836, 21.52)"
ML,full_record_model_only,2025,TKN,MT,"8.295 (2.01, 23.94)"
ML,full_record_model_only,2025,TKN,ST,"8.409 (2.525, 22.27)"
ML,full_record_model_only,2025,TN,CT,"16 (4.645, 35.6)"
ML,full_record_model_only,2025,TN,MT,"14.65 (3.574, 40.4)"
ML,full_record_model_only,2025,TN,ST,"17.28 (4.919, 42.78)"
ML,full_record_model_only,2025,TP,CT,"15.76 (4.554, 40.64)"
ML,full_record_model_only,2025,TP,MT,"19.49 (3.83, 64.01)"
ML,full_record_model_only,2025,TP,ST,"21.48 (5.672, 67.19)"
ML,full_record_model_only,2025,TSS,CT,"1.153e+04 (3418, 2.748e+04)"
ML,full_record_model_only,2025,TSS,MT,"1.003e+04 (1493, 3.942e+04)"
ML,full_record_model_only,2025,TSS,ST,"1.402e+04 (3481, 4.754e+04)"
ML,observed_plus_imputed_sensitivity,2011,NH4,CT,"0.2105 (0.09176, 2.198)"
ML,observed_plus_imputed_sensitivity,2011,NH4,MT,"0.7377 (0.1364, 3.799)"
ML,observed_plus_imputed_sensitivity,2011,NH4,ST,"0.2427 (0.1235, 1.654)"
ML,observed_plus_imputed_sensitivity,2011,NO2,CT,"0.2292 (0.1005, 2.348)"
ML,observed_plus_imputed_sensitivity,2011,NO2,MT,"0.9148 (0.1535, 4.875)"
ML,observed_plus_imputed_sensitivity,2011,NO2,ST,"0.2639 (0.138, 2.166)"
ML,observed_plus_imputed_sensitivity,2011,NO3,CT,"1.695 (0.9475, 14.54)"
ML,observed_plus_imputed_sensitivity,2011,NO3,MT,"7.382 (1.294, 27.99)"
ML,observed_plus_imputed_sensitivity,2011,NO3,ST,"1.898 (1.429, 16.88)"
ML,observed_plus_imputed_sensitivity,2011,OP,CT,"0.1378 (0.0493, 2.143)"
ML,observed_plus_imputed_sensitivity,2011,OP,MT,"0.4357 (0.07605, 3.071)"
ML,observed_plus_imputed_sensitivity,2011,OP,ST,"0.1385 (0.07269, 0.4696)"
ML,observed_plus_imputed_sensitivity,2011,Se,CT,"0.195 (0.0863, 2.027)"
ML,observed_plus_imputed_sensitivity,2011,Se,MT,"0.7665 (0.1433, 4.086)"
ML,observed_plus_imputed_sensitivity,2011,Se,ST,"0.2325 (0.1214, 1.671)"
ML,observed_plus_imputed_sensitivity,2011,TDS,CT,"3 (1.462, 27.57)"
ML,observed_plus_imputed_sensitivity,2011,TDS,MT,"9.515 (1.743, 40.64)"
ML,observed_plus_imputed_sensitivity,2011,TDS,ST,"2.48 (1.574, 14.17)"
ML,observed_plus_imputed_sensitivity,2011,TKN,CT,"1.303 (0.6443, 11.75)"
ML,observed_plus_imputed_sensitivity,2011,TKN,MT,"4.469 (0.8554, 20.43)"
ML,observed_plus_imputed_sensitivity,2011,TKN,ST,"1.312 (0.7764, 10.15)"
ML,observed_plus_imputed_sensitivity,2011,TN,CT,"0.9994 (0.6151, 8.065)"
ML,observed_plus_imputed_sensitivity,2011,TN,MT,"2.67 (0.8272, 15.99)"
ML,observed_plus_imputed_sensitivity,2011,TN,ST,"1.044 (0.7336, 9.339)"
ML,observed_plus_imputed_sensitivity,2011,TP,CT,"0.4815 (0.2914, 4.097)"
ML,observed_plus_imputed_sensitivity,2011,TP,MT,"1.673 (0.3161, 7.109)"
ML,observed_plus_imputed_sensitivity,2011,TP,ST,"0.4627 (0.3026, 2.066)"
ML,observed_plus_imputed_sensitivity,2011,TSS,CT,"368.5 (207.7, 3016)"
ML,observed_plus_imputed_sensitivity,2011,TSS,MT,"1229 (240.3, 4823)"
ML,observed_plus_imputed_sensitivity,2011,TSS,ST,"262.2 (249.1, 1533)"
ML,observed_plus_imputed_sensitivity,2012,NH4,CT,"0.1799 (0.0893, 1.815)"
ML,observed_plus_imputed_sensitivity,2012,NH4,MT,"0.2989 (0.1185, 2.191)"
ML,observed_plus_imputed_sensitivity,2012,NH4,ST,"0.2854 (0.09917, 2.292)"
ML,observed_plus_imputed_sensitivity,2012,NO2,CT,"0.2095 (0.09863, 2.224)"
ML,observed_plus_imputed_sensitivity,2012,NO2,MT,"0.3851 (0.1562, 2.638)"
ML,observed_plus_imputed_sensitivity,2012,NO2,ST,"0.3488 (0.1247, 2.812)"
ML,observed_plus_imputed_sensitivity,2012,NO3,CT,"1.375 (0.92, 11.16)"
ML,observed_plus_imputed_sensitivity,2012,NO3,MT,"3.049 (1.776, 13.99)"
ML,observed_plus_imputed_sensitivity,2012,NO3,ST,"2.756 (1.052, 16.67)"
ML,observed_plus_imputed_sensitivity,2012,OP,CT,"0.1415 (0.05247, 2.214)"
ML,observed_plus_imputed_sensitivity,2012,OP,MT,"0.3273 (0.08171, 2.387)"
ML,observed_plus_imputed_sensitivity,2012,OP,ST,"0.1256 (0.05798, 1.902)"
ML,observed_plus_imputed_sensitivity,2012,Se,CT,"0.1802 (0.08682, 1.771)"
ML,observed_plus_imputed_sensitivity,2012,Se,MT,"0.3015 (0.1241, 2.109)"
ML,observed_plus_imputed_sensitivity,2012,Se,ST,"0.2817 (0.1057, 2.296)"
ML,observed_plus_imputed_sensitivity,2012,TDS,CT,"2.715 (1.325, 25.03)"
ML,observed_plus_imputed_sensitivity,2012,TDS,MT,"4.253 (1.687, 24.78)"
ML,observed_plus_imputed_sensitivity,2012,TDS,ST,"3.655 (1.362, 24.92)"
ML,observed_plus_imputed_sensitivity,2012,TKN,CT,"0.9771 (0.5079, 9.127)"
ML,observed_plus_imputed_sensitivity,2012,TKN,MT,"1.541 (0.654, 9.969)"
ML,observed_plus_imputed_sensitivity,2012,TKN,ST,"1.356 (0.5136, 10.86)"
ML,observed_plus_imputed_sensitivity,2012,TN,CT,"0.6341 (0.3663, 6.327)"
ML,observed_plus_imputed_sensitivity,2012,TN,MT,"1.089 (0.5864, 5.39)"
ML,observed_plus_imputed_sensitivity,2012,TN,ST,"0.6623 (0.3256, 4.564)"
ML,observed_plus_imputed_sensitivity,2012,TP,CT,"0.3932 (0.2631, 3.766)"
ML,observed_plus_imputed_sensitivity,2012,TP,MT,"0.6934 (0.3174, 4.567)"
ML,observed_plus_imputed_sensitivity,2012,TP,ST,"0.6114 (0.2953, 3.643)"
ML,observed_plus_imputed_sensitivity,2012,TSS,CT,"344.4 (161.3, 3800)"
ML,observed_plus_imputed_sensitivity,2012,TSS,MT,"480.9 (165.7, 2785)"
ML,observed_plus_imputed_sensitivity,2012,TSS,ST,"337.9 (132.5, 2167)"
ML,observed_plus_imputed_sensitivity,2013,NH4,CT,"0.2915 (0.1114, 2.019)"
ML,observed_plus_imputed_sensitivity,2013,NH4,MT,"0.5706 (0.1662, 2.681)"
ML,observed_plus_imputed_sensitivity,2013,NH4,ST,"0.2335 (0.1053, 1.797)"
ML,observed_plus_imputed_sensitivity,2013,NO2,CT,"0.3178 (0.1269, 2.197)"
ML,observed_plus_imputed_sensitivity,2013,NO2,MT,"0.5895 (0.1751, 2.778)"
ML,observed_plus_imputed_sensitivity,2013,NO2,ST,"0.2334 (0.1121, 1.62)"
ML,observed_plus_imputed_sensitivity,2013,NO3,CT,"2.746 (1.26, 16.85)"
ML,observed_plus_imputed_sensitivity,2013,NO3,MT,"6.037 (1.83, 22.92)"
ML,observed_plus_imputed_sensitivity,2013,NO3,ST,"2.038 (1.372, 11.76)"
ML,observed_plus_imputed_sensitivity,2013,OP,CT,"0.301 (0.12, 1.772)"
ML,observed_plus_imputed_sensitivity,2013,OP,MT,"0.5639 (0.1759, 2.861)"
ML,observed_plus_imputed_sensitivity,2013,OP,ST,"0.2224 (0.1077, 1.382)"
ML,observed_plus_imputed_sensitivity,2013,Se,CT,"0.2606 (0.1098, 1.727)"
ML,observed_plus_imputed_sensitivity,2013,Se,MT,"0.5023 (0.153, 2.367)"
ML,observed_plus_imputed_sensitivity,2013,Se,ST,"0.2081 (0.09783, 1.427)"
ML,observed_plus_imputed_sensitivity,2013,TDS,CT,"3.783 (1.739, 19.88)"
ML,observed_plus_imputed_sensitivity,2013,TDS,MT,"7.709 (2.552, 30.61)"
ML,observed_plus_imputed_sensitivity,2013,TDS,ST,"2.901 (1.505, 19.14)"
ML,observed_plus_imputed_sensitivity,2013,TKN,CT,"2.031 (0.8615, 12.21)"
ML,observed_plus_imputed_sensitivity,2013,TKN,MT,"4.509 (1.216, 18.11)"
ML,observed_plus_imputed_sensitivity,2013,TKN,ST,"1.432 (0.7509, 10.28)"
ML,observed_plus_imputed_sensitivity,2013,TN,CT,"1.229 (0.5211, 7.938)"
ML,observed_plus_imputed_sensitivity,2013,TN,MT,"2.496 (0.8003, 10.89)"
ML,observed_plus_imputed_sensitivity,2013,TN,ST,"1.027 (0.4744, 7.93)"
ML,observed_plus_imputed_sensitivity,2013,TP,CT,"0.3464 (0.1618, 2.405)"
ML,observed_plus_imputed_sensitivity,2013,TP,MT,"0.6594 (0.2093, 3.145)"
ML,observed_plus_imputed_sensitivity,2013,TP,ST,"0.2258 (0.08722, 2.38)"
ML,observed_plus_imputed_sensitivity,2013,TSS,CT,"333.8 (231.4, 1215)"
ML,observed_plus_imputed_sensitivity,2013,TSS,MT,"582.3 (246.7, 1845)"
ML,observed_plus_imputed_sensitivity,2013,TSS,ST,"157.6 (89.01, 1137)"
ML,observed_plus_imputed_sensitivity,2014,NH4,CT,"0.3079 (0.1575, 2.366)"
ML,observed_plus_imputed_sensitivity,2014,NH4,MT,"0.3945 (0.05054, 3.287)"
ML,observed_plus_imputed_sensitivity,2014,NH4,ST,"0.171 (0.07689, 2.028)"
ML,observed_plus_imputed_sensitivity,2014,NO2,CT,"0.3051 (0.1585, 2.231)"
ML,observed_plus_imputed_sensitivity,2014,NO2,MT,"0.3601 (0.05236, 2.828)"
ML,observed_plus_imputed_sensitivity,2014,NO2,ST,"0.1619 (0.07381, 1.812)"
ML,observed_plus_imputed_sensitivity,2014,NO3,CT,"2.927 (2.146, 17.15)"
ML,observed_plus_imputed_sensitivity,2014,NO3,MT,"3.374 (0.497, 21.34)"
ML,observed_plus_imputed_sensitivity,2014,NO3,ST,"1.607 (0.9476, 14.37)"
ML,observed_plus_imputed_sensitivity,2014,OP,CT,"0.133 (0.0495, 1.94)"
ML,observed_plus_imputed_sensitivity,2014,OP,MT,"0.3402 (0.04456, 2.131)"
ML,observed_plus_imputed_sensitivity,2014,OP,ST,"0.08569 (0.02438, 1.815)"
ML,observed_plus_imputed_sensitivity,2014,Se,CT,"0.2448 (0.1351, 1.891)"
ML,observed_plus_imputed_sensitivity,2014,Se,MT,"0.3407 (0.04668, 2.645)"
ML,observed_plus_imputed_sensitivity,2014,Se,ST,"0.1427 (0.06749, 1.642)"
ML,observed_plus_imputed_sensitivity,2014,TDS,CT,"5.714 (3.601, 27.43)"
ML,observed_plus_imputed_sensitivity,2014,TDS,MT,"4.955 (0.7422, 29.46)"
ML,observed_plus_imputed_sensitivity,2014,TDS,ST,"2.24 (1.124, 21.87)"
ML,observed_plus_imputed_sensitivity,2014,TKN,CT,"1.74 (1.188, 9.159)"
ML,observed_plus_imputed_sensitivity,2014,TKN,MT,"1.867 (0.3047, 12.48)"
ML,observed_plus_imputed_sensitivity,2014,TKN,ST,"0.8757 (0.5103, 6.741)"
ML,observed_plus_imputed_sensitivity,2014,TN,CT,"2.082 (1.601, 10.14)"
ML,observed_plus_imputed_sensitivity,2014,TN,MT,"2.18 (0.307, 13.24)"
ML,observed_plus_imputed_sensitivity,2014,TN,ST,"0.9415 (0.5549, 9.158)"
ML,observed_plus_imputed_sensitivity,2014,TP,CT,"0.4146 (0.2981, 3.017)"
ML,observed_plus_imputed_sensitivity,2014,TP,MT,"0.4525 (0.06699, 2.841)"
ML,observed_plus_imputed_sensitivity,2014,TP,ST,"0.2177 (0.1281, 2.273)"
ML,observed_plus_imputed_sensitivity,2014,TSS,CT,"416.1 (318.5, 2322)"
ML,observed_plus_imputed_sensitivity,2014,TSS,MT,"279.1 (58.15, 1737)"
ML,observed_plus_imputed_sensitivity,2014,TSS,ST,"176.7 (101.9, 1693)"
ML,observed_plus_imputed_sensitivity,2015,NH4,CT,"0.04507 (0.02026, 0.08424)"
ML,observed_plus_imputed_sensitivity,2015,NH4,MT,"0.03341 (0.01396, 0.05961)"
ML,observed_plus_imputed_sensitivity,2015,NH4,ST,"0.02752 (0.01185, 0.04881)"
ML,observed_plus_imputed_sensitivity,2015,NO2,CT,"0.2078 (0.1406, 0.2835)"
ML,observed_plus_imputed_sensitivity,2015,NO2,MT,"0.09117 (0.05864, 0.1281)"
ML,observed_plus_imputed_sensitivity,2015,NO2,ST,"0.07453 (0.04842, 0.1053)"
ML,observed_plus_imputed_sensitivity,2015,NO3,CT,"2.022 (1.865, 2.333)"
ML,observed_plus_imputed_sensitivity,2015,NO3,MT,"0.9643 (0.8456, 1.144)"
ML,observed_plus_imputed_sensitivity,2015,NO3,ST,"0.7915 (0.6965, 0.9301)"
ML,observed_plus_imputed_sensitivity,2015,OP,CT,"0.04509 (0.01659, 0.09181)"
ML,observed_plus_imputed_sensitivity,2015,OP,MT,"0.02856 (0.008464, 0.05649)"
ML,observed_plus_imputed_sensitivity,2015,OP,ST,"0.02605 (0.009488, 0.04706)"
ML,observed_plus_imputed_sensitivity,2015,Se,CT,"0.1789 (0.1203, 0.2429)"
ML,observed_plus_imputed_sensitivity,2015,Se,MT,"0.08187 (0.05297, 0.1138)"
ML,observed_plus_imputed_sensitivity,2015,Se,ST,"0.06713 (0.04429, 0.09413)"
ML,observed_plus_imputed_sensitivity,2015,TDS,CT,"2.306 (1.776, 2.954)"
ML,observed_plus_imputed_sensitivity,2015,TDS,MT,"0.6727 (0.4773, 0.9053)"
ML,observed_plus_imputed_sensitivity,2015,TDS,ST,"0.4913 (0.3471, 0.662)"
ML,observed_plus_imputed_sensitivity,2015,TKN,CT,"0.3647 (0.2841, 0.4531)"
ML,observed_plus_imputed_sensitivity,2015,TKN,MT,"0.08304 (0.06175, 0.1097)"
ML,observed_plus_imputed_sensitivity,2015,TKN,ST,"0.06303 (0.04794, 0.08038)"
ML,observed_plus_imputed_sensitivity,2015,TN,CT,"2.088 (1.99, 2.283)"
ML,observed_plus_imputed_sensitivity,2015,TN,MT,"0.9409 (0.8775, 1.039)"
ML,observed_plus_imputed_sensitivity,2015,TN,ST,"0.7756 (0.7217, 0.853)"
ML,observed_plus_imputed_sensitivity,2015,TP,CT,"0.3296 (0.2722, 0.3916)"
ML,observed_plus_imputed_sensitivity,2015,TP,MT,"0.06894 (0.05147, 0.08972)"
ML,observed_plus_imputed_sensitivity,2015,TP,ST,"0.04981 (0.03554, 0.06544)"
ML,observed_plus_imputed_sensitivity,2015,TSS,CT,"432.1 (432.1, 432.1)"
ML,observed_plus_imputed_sensitivity,2015,TSS,MT,"38.37 (38.37, 38.37)"
ML,observed_plus_imputed_sensitivity,2015,TSS,ST,"12.49 (12.47, 12.55)"
ML,observed_plus_imputed_sensitivity,2016,NH4,CT,"0.02479 (0.02479, 0.02479)"
ML,observed_plus_imputed_sensitivity,2016,NH4,MT,"0.001767 (0.001767, 0.001767)"
ML,observed_plus_imputed_sensitivity,2016,NH4,ST,"0.005642 (0.005642, 0.005642)"
ML,observed_plus_imputed_sensitivity,2016,NO2,CT,"0.08242 (0.04526, 0.1241)"
ML,observed_plus_imputed_sensitivity,2016,NO2,MT,"0.01139 (0.005593, 0.01739)"
ML,observed_plus_imputed_sensitivity,2016,NO2,ST,"0.0407 (0.01968, 0.06199)"
ML,observed_plus_imputed_sensitivity,2016,NO3,CT,"0.7618 (0.7618, 0.7618)"
ML,observed_plus_imputed_sensitivity,2016,NO3,MT,"0.1033 (0.1033, 0.1033)"
ML,observed_plus_imputed_sensitivity,2016,NO3,ST,"0.395 (0.395, 0.395)"
