Method,Scenario,Year,Analyte,Treatment,mean,median,lower_95,upper_95,n_draws
Bayes,model_only,2012,NO3,MT,4.893072308619055,4.909601355568125,3.775272219126798,5.934578867902638,1500
Bayes,model_only,2012,NO3,ST,4.55208980995943,4.5504218613538185,3.6425111701663155,5.53286685505656,1500
Bayes,model_only,2012,OP,CT,0.06577394428314781,0.06476539856351057,0.02035902745027167,0.11818919434451747,1500
Bayes,model_only,2012,OP,MT,0.047516791156563716,0.04689488003140678,-0.017114586899282767,0.11537385284981268,1500
Bayes,model_only,2012,OP,ST,0.03600711943512062,0.03534948451031039,-0.024842771069191527,0.09760612112934383,1500
Bayes,model_only,2012,Se,CT,0.003156921250834774,0.0031343682497313027,0.0019708362247860276,0.0044984966616304035,1500
Bayes,model_only,2012,Se,MT,0.003628294138735714,0.0036238894558910037,0.0022216460958770566,0.005096788335917729,1500
Bayes,model_only,2012,Se,ST,0.003224186817700823,0.003223012365604734,0.002065627841444346,0.004427401447375476,1500
Bayes,model_only,2012,TDS,CT,420.9931616395033,417.24648137694476,253.32953802893195,605.8029881098812,1500
Bayes,model_only,2012,TDS,MT,542.0262454089432,539.2805316657866,326.13823018147804,760.8455976401275,1500
Bayes,model_only,2012,TDS,ST,488.581588733355,486.273856145325,296.942995792129,676.8541175501059,1500
Bayes,model_only,2012,TKN,CT,1.907653945174099,1.8511093143240314,0.47761974669766344,3.519355974025585,1500
Bayes,model_only,2012,TKN,MT,1.4627833118874387,1.418624011618386,-0.2934128906100269,3.467142733273706,1500
Bayes,model_only,2012,TKN,ST,1.2475231962574738,1.1989159017893511,-0.33963576424098096,2.950701254286222,1500
Bayes,model_only,2012,TN,CT,1.468038837871878,1.4108625640837702,0.5141973088177951,2.7159112231622036,1500
Bayes,model_only,2012,TN,MT,1.746315689342561,1.7261967608169688,0.10960955710115597,3.4812069533664705,1500
Bayes,model_only,2012,TN,ST,1.5061269066910024,1.4989557088185825,0.055139828419955905,3.0064650112362235,1500
Bayes,model_only,2012,TP,CT,0.5831428961431564,0.5757219238385465,0.07779839391093807,1.0898503654439624,1500
Bayes,model_only,2012,TP,MT,-0.0731069081561899,-0.06099081489451998,-0.7565256107184382,0.5607952173215324,1500
Bayes,model_only,2012,TP,ST,-0.1234513303068186,-0.11353869539563119,-0.7504903839142836,0.4476228234061695,1500
Bayes,model_only,2012,TSS,CT,806.9490417623489,799.7015336126171,399.0385914873262,1266.6416282864304,1500
Bayes,model_only,2012,TSS,MT,-374.24358143941714,-342.1022720745767,-1105.7676931649605,215.30766606336545,1500
Bayes,model_only,2012,TSS,ST,-248.82483283611862,-225.81514438023265,-914.0705347572118,292.0961212139587,1500
Bayes,model_only,2013,NH4,CT,0.039852910691326966,0.04023723420899197,-0.033952608145505866,0.10351611489307513,1500
Bayes,model_only,2013,NH4,MT,0.03769253492545177,0.03806437127785901,-0.03708165750137865,0.10015074308552634,1500
Bayes,model_only,2013,NH4,ST,0.04047723892576376,0.04070529728149405,-0.03454091856912366,0.10655102314143267,1500
Bayes,model_only,2013,NO2,CT,-0.05548293359775218,-0.08370562364470543,-0.7256542248541039,0.7290174161688389,1500
Bayes,model_only,2013,NO2,MT,-0.05789459669264827,-0.0855590237661613,-0.7389022722686115,0.7434539944597897,1500
Bayes,model_only,2013,NO2,ST,-0.05671126428063123,-0.08481217586025416,-0.7403790259667744,0.7382567565343097,1500
Bayes,model_only,2013,NO3,CT,3.9234131612002026,3.9384136686432294,2.9453309162542616,4.770037914669031,1500
Bayes,model_only,2013,NO3,MT,4.019825566545309,4.040719121789573,2.9948724289702042,4.911087306767063,1500
