Method,Scenario,Year,Analyte,Treatment,mean,median,lower_95,upper_95,n_draws
Bayes,model_only,2011,TN,ST,2.4177414090328724,2.408151273908538,1.2830767834923176,3.6080550208001743,1500
Bayes,model_only,2011,TP,CT,0.6601665295425554,0.6517316413575677,0.25617445251507803,1.1070471565652866,1500
Bayes,model_only,2011,TP,MT,0.19733382279647618,0.20908138630806233,-0.30182535419488954,0.6342107741181957,1500
Bayes,model_only,2011,TP,ST,0.16593960217224873,0.17849829984903232,-0.34158630898211095,0.6105383402599704,1500
Bayes,model_only,2011,TSS,CT,619.2912656828449,611.0632494858112,331.42664800636686,953.59290389266,1500
Bayes,model_only,2011,TSS,MT,-86.2373434549569,-78.71274440741007,-492.35865058923093,267.7318650049722,1500
Bayes,model_only,2011,TSS,ST,-133.63771356347382,-125.59691374275084,-561.7338578205978,233.0953261746294,1500
Bayes,model_only,2012,NH4,CT,0.014061684825730919,0.014609317398533406,-0.04092978559571984,0.06924423276179284,1500
Bayes,model_only,2012,NH4,MT,0.024964894595548077,0.02487923574747041,-0.044324681144436655,0.09169234626373135,1500
Bayes,model_only,2012,NH4,ST,0.020339640564169953,0.020289545274766466,-0.040823389777863345,0.08127421632876003,1500
Bayes,model_only,2012,NO2,CT,0.0974403071586943,0.09218375475668311,-0.5471786227671759,0.7586146400201828,1500
Bayes,model_only,2012,NO2,MT,0.10885955948677975,0.09716210611892209,-0.7027575252129626,0.9455399248916581,1500
Bayes,model_only,2012,NO2,ST,0.09545588194561337,0.08613000823105069,-0.6357148985982627,0.8536920365349978,1500
Bayes,model_only,2012,NO3,CT,4.808665639175191,4.793372710950557,3.7053112526026877,6.0338958474839295,1500
