Year,Treatment,Analyte,mean,median,low,high,n_draws,point_total_mg
2011,CT,ICP,49633.89840459393,36361.67460425121,13538.747482571129,165081.58684662147,2000,22118.690394990477
2011,CT,NH4,66618.73724260682,53136.18645287781,21995.84168511499,195384.27446258164,2000,35480.882686679535
2011,CT,NO2,87428.42488469904,69230.14988276569,33436.72520448787,233857.27131401992,2000,49772.288533176004
2011,CT,NO3,964963.8711129379,821680.1998430425,485905.2880537402,2411133.57486685,2000,661513.8008855957
2011,CT,NOx,474778.5311428611,403599.30256906373,232660.54688094236,1146094.130205009,2000,321463.0480217728
2011,CT,NPOC,458436.88968906295,389623.83004550193,229070.73141356077,1095349.668888769,2000,308230.9223360781
2011,CT,OP,48363.52803574338,35349.169814930145,13327.737548131236,159514.21774062992,2000,21663.764318776113
2011,CT,Se,61826.90953335395,45564.50633241188,18471.745509398766,200601.08615467083,2000,30309.77591099389
2011,CT,TDS,296795.07352385833,250043.08365396137,143309.55668036858,722577.1345539257,2000,198086.98258874036
2011,CT,TKN,618528.8707369377,523647.4564716352,310106.76139820035,1423293.2256070888,2000,417783.2972804167
2011,CT,TN,617769.3151900175,508728.49060680676,285255.2050813243,1561366.4225489195,2000,407948.01160474605
2011,CT,TP,227058.59042065503,189697.30558745575,102534.26501995423,611742.1867598048,2000,147568.00955197623
2011,CT,TSP,66379.85369251131,51027.20022263077,22971.98963338963,196071.54729315688,2000,35313.834988228184
2011,CT,TSS,172249322.86357763,148097483.95459056,88886833.41097899,402680813.29183185,2000,119328621.19119963
2011,MT,ICP,61918.0408371879,44636.2762839247,17644.335759960846,217926.16925047938,2000,28306.639094792554
2011,MT,NH4,77367.11739676032,60409.578751425055,25803.850120516287,233316.24085806485,2000,41905.595269092635
2011,MT,NO2,101877.95908426802,81132.46276015876,39821.92595588926,291875.5277912706,2000,58056.155863878426
2011,MT,NO3,1125015.6275079742,948998.2895354597,552097.1225659066,2790420.557622042,2000,763748.1066197308
2011,MT,NOx,471633.7060780753,393299.8777116308,225822.0239352201,1166864.6084816111,2000,316198.8746026695
2011,MT,NPOC,457343.0098810295,389060.13200727024,220386.1093042069,1108197.9653544468,2000,312342.0072424994
2011,MT,OP,62614.66049153712,44525.33849239763,18367.30406406307,204589.83888192635,2000,28622.373722967255
2011,MT,Se,71034.57361839389,53124.10129539258,21571.603486090404,235952.47691915903,2000,35781.20777989571
2011,MT,TDS,312526.06491257163,257193.28216136238,143226.47995093663,827907.7715065911,2000,201308.9234114068
2011,MT,TKN,618162.4368630041,510047.9654357759,285313.82933565887,1556387.6204029205,2000,408307.97753680684
2011,MT,TN,676447.9017431568,558248.246251029,310565.26946819545,1785246.9063821207,2000,451823.7418281589
2011,MT,TP,219116.5065831627,174356.94175696958,94132.64041742534,583909.4945708615,2000,137576.70835083426
