Target,CalibrationResidualLog,SamplingProbability,AbsoluteResidualConformalQ,PropagationMethod
logV,-0.41812407350698955,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-2.3604292970030913,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-8.940004500423367,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-9.010653937336764,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.21653507726689902,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.5534369248724804,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.25533210095066217,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.6044428146792917,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,1.8809768741150386,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.14551342620693397,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-1.266887490999876,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.07294165911193673,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.558288725198997,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.6931303360570205,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.04618025392963254,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.6125214742720537,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.9332625451980903,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.09814617308688689,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.2718532289209161,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.7262081035300785,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.36581277080289354,0.005952380952380952,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.20241471883860562,0.005952380952380952,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.4869741372522327,0.005952380952380952,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.19687903575204224,0.005952380952380952,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.1573718936159274,0.011904761904761904,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,-0.18656787640001582,0.005952380952380952,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.16581783678327788,0.005952380952380952,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
logV,0.249220251990673,0.005952380952380952,2.365796429652071,weighted_resampling_of_signed_log_scale_calibration_residuals
