Year,Treatment,Analyte,AnnualLoad_kg,n_replicate_plots,n_physical_events,AnnualLoad_mg,central_estimate_type
2011,CT,ICP,0.022118690394990478,2,12,22118.690394990477,mean_of_replicate_annual_plot_totals
2011,CT,NH4,0.03548088268667954,2,12,35480.882686679535,mean_of_replicate_annual_plot_totals
2011,CT,NO2,0.049772288533176,2,12,49772.288533176004,mean_of_replicate_annual_plot_totals
2011,CT,NO3,0.6615138008855957,2,12,661513.8008855957,mean_of_replicate_annual_plot_totals
2011,CT,NOx,0.32146304802177283,2,12,321463.0480217728,mean_of_replicate_annual_plot_totals
2011,CT,NPOC,0.3082309223360781,2,12,308230.9223360781,mean_of_replicate_annual_plot_totals
2011,CT,OP,0.02166376431877611,2,12,21663.764318776113,mean_of_replicate_annual_plot_totals
2011,CT,Se,0.03030977591099389,2,12,30309.77591099389,mean_of_replicate_annual_plot_totals
2011,CT,TDS,0.19808698258874036,2,12,198086.98258874036,mean_of_replicate_annual_plot_totals
2011,CT,TKN,0.4177832972804167,2,12,417783.2972804167,mean_of_replicate_annual_plot_totals
2011,CT,TN,0.40794801160474603,2,12,407948.01160474605,mean_of_replicate_annual_plot_totals
2011,CT,TP,0.14756800955197621,2,12,147568.00955197623,mean_of_replicate_annual_plot_totals
2011,CT,TSP,0.03531383498822818,2,12,35313.834988228184,mean_of_replicate_annual_plot_totals
2011,CT,TSS,119.32862119119963,2,12,119328621.19119963,mean_of_replicate_annual_plot_totals
2011,MT,ICP,0.028306639094792554,2,12,28306.639094792554,mean_of_replicate_annual_plot_totals
2011,MT,NH4,0.041905595269092634,2,12,41905.595269092635,mean_of_replicate_annual_plot_totals
2011,MT,NO2,0.058056155863878425,2,12,58056.155863878426,mean_of_replicate_annual_plot_totals
2011,MT,NO3,0.7637481066197308,2,12,763748.1066197308,mean_of_replicate_annual_plot_totals
2011,MT,NOx,0.3161988746026695,2,12,316198.8746026695,mean_of_replicate_annual_plot_totals
2011,MT,NPOC,0.3123420072424994,2,12,312342.0072424994,mean_of_replicate_annual_plot_totals
2011,MT,OP,0.028622373722967255,2,12,28622.373722967255,mean_of_replicate_annual_plot_totals
2011,MT,Se,0.03578120777989571,2,12,35781.20777989571,mean_of_replicate_annual_plot_totals
2011,MT,TDS,0.2013089234114068,2,12,201308.9234114068,mean_of_replicate_annual_plot_totals
2011,MT,TKN,0.40830797753680687,2,12,408307.97753680684,mean_of_replicate_annual_plot_totals
2011,MT,TN,0.45182374182815893,2,12,451823.7418281589,mean_of_replicate_annual_plot_totals
2011,MT,TP,0.13757670835083427,2,12,137576.70835083426,mean_of_replicate_annual_plot_totals
2011,MT,TSP,0.04178915547868424,2,12,41789.15547868424,mean_of_replicate_annual_plot_totals
2011,MT,TSS,121.7489591197762,2,12,121748959.1197762,mean_of_replicate_annual_plot_totals
2011,ST,ICP,0.018892033936920016,2,12,18892.033936920016,mean_of_replicate_annual_plot_totals
2011,ST,NH4,0.03292493605741896,2,12,32924.93605741896,mean_of_replicate_annual_plot_totals
2011,ST,NO2,0.049230896148576134,2,12,49230.89614857613,mean_of_replicate_annual_plot_totals
2011,ST,NO3,0.7347469017722335,2,12,734746.9017722334,mean_of_replicate_annual_plot_totals
2011,ST,NOx,0.35340468396443014,2,12,353404.6839644301,mean_of_replicate_annual_plot_totals
2011,ST,NPOC,0.33583787034932144,2,12,335837.87034932146,mean_of_replicate_annual_plot_totals
2011,ST,OP,0.018911365593078888,2,12,18911.36559307889,mean_of_replicate_annual_plot_totals
2011,ST,Se,0.03025748599684098,2,12,30257.48599684098,mean_of_replicate_annual_plot_totals
2011,ST,TDS,0.22364390225996839,2,12,223643.9022599684,mean_of_replicate_annual_plot_totals
2011,ST,TKN,0.41079336290366464,2,12,410793.36290366465,mean_of_replicate_annual_plot_totals
2011,ST,TN,0.37969289382832405,2,12,379692.89382832404,mean_of_replicate_annual_plot_totals
2011,ST,TP,0.1457219905183269,2,12,145721.9905183269,mean_of_replicate_annual_plot_totals
2011,ST,TSP,0.032822362507071386,2,12,32822.36250707138,mean_of_replicate_annual_plot_totals
2011,ST,TSS,108.24161636803152,2,12,108241616.36803152,mean_of_replicate_annual_plot_totals
2012,CT,ICP,0.02821317585577867,2,18,28213.17585577867,mean_of_replicate_annual_plot_totals
2012,CT,NH4,0.034776934386168065,2,16,34776.93438616807,mean_of_replicate_annual_plot_totals
2012,CT,NO2,0.03756163520489571,2,16,37561.635204895705,mean_of_replicate_annual_plot_totals
2012,CT,NO3,0.6326579153207832,2,20,632657.9153207832,mean_of_replicate_annual_plot_totals
2012,CT,NOx,0.26692320339588776,2,16,266923.20339588774,mean_of_replicate_annual_plot_totals
2012,CT,NPOC,0.2635708487214195,2,16,263570.8487214195,mean_of_replicate_annual_plot_totals
2012,CT,OP,0.023930026962879512,2,16,23930.026962879514,mean_of_replicate_annual_plot_totals
2012,CT,Se,0.024997798223859682,2,16,24997.79822385968,mean_of_replicate_annual_plot_totals
2012,CT,TDS,0.16827864047133528,2,16,168278.6404713353,mean_of_replicate_annual_plot_totals
2012,CT,TKN,0.3359550081995035,2,16,335955.0081995035,mean_of_replicate_annual_plot_totals
2012,CT,TN,0.238805777161195,2,18,238805.777161195,mean_of_replicate_annual_plot_totals
2012,CT,TP,0.12512734108957127,2,18,125127.34108957127,mean_of_replicate_annual_plot_totals
2012,CT,TSP,0.034723642915834144,2,16,34723.64291583414,mean_of_replicate_annual_plot_totals
2012,CT,TSS,100.02852678469412,2,20,100028526.78469412,mean_of_replicate_annual_plot_totals
2012,MT,ICP,0.043698853911169074,2,18,43698.85391116908,mean_of_replicate_annual_plot_totals
2012,MT,NH4,0.05410345466191881,2,18,54103.454661918804,mean_of_replicate_annual_plot_totals
2012,MT,NO2,0.07169488673340782,2,18,71694.88673340782,mean_of_replicate_annual_plot_totals
2012,MT,NO3,0.939631350892197,2,18,939631.350892197,mean_of_replicate_annual_plot_totals
2012,MT,NOx,0.3391610010132038,2,18,339161.0010132038,mean_of_replicate_annual_plot_totals
2012,MT,NPOC,0.3321109770612361,2,18,332110.9770612361,mean_of_replicate_annual_plot_totals
2012,MT,OP,0.03911813072541305,2,18,39118.13072541305,mean_of_replicate_annual_plot_totals
2012,MT,Se,0.04803744843629362,2,18,48037.44843629362,mean_of_replicate_annual_plot_totals
2012,MT,TDS,0.2148248585321686,2,18,214824.85853216858,mean_of_replicate_annual_plot_totals
2012,MT,TKN,0.4731677557594911,2,18,473167.7557594911,mean_of_replicate_annual_plot_totals
2012,MT,TN,0.28635731982525214,2,18,286357.31982525217,mean_of_replicate_annual_plot_totals
2012,MT,TP,0.18188689442087774,2,18,181886.89442087774,mean_of_replicate_annual_plot_totals
2012,MT,TSP,0.053930182229085466,2,18,53930.18222908547,mean_of_replicate_annual_plot_totals
2012,MT,TSS,108.96820678004332,2,20,108968206.78004332,mean_of_replicate_annual_plot_totals
2012,ST,ICP,0.03315337062437521,2,16,33153.37062437521,mean_of_replicate_annual_plot_totals
2012,ST,NH4,0.041273589359746926,2,16,41273.589359746926,mean_of_replicate_annual_plot_totals
2012,ST,NO2,0.051640806423717114,2,16,51640.80642371711,mean_of_replicate_annual_plot_totals
2012,ST,NO3,0.6459810506980096,2,17,645981.0506980096,mean_of_replicate_annual_plot_totals
2012,ST,NOx,0.26834993558182485,2,16,268349.93558182486,mean_of_replicate_annual_plot_totals
2012,ST,NPOC,0.2628903711502131,2,16,262890.37115021306,mean_of_replicate_annual_plot_totals
2012,ST,OP,0.029880854735669683,2,16,29880.854735669684,mean_of_replicate_annual_plot_totals
2012,ST,Se,0.03608899555337555,2,16,36088.99555337555,mean_of_replicate_annual_plot_totals
2012,ST,TDS,0.17450281571282528,2,16,174502.81571282528,mean_of_replicate_annual_plot_totals
2012,ST,TKN,0.37251566882884696,2,16,372515.66882884694,mean_of_replicate_annual_plot_totals
2012,ST,TN,0.2325782323178799,2,16,232578.2323178799,mean_of_replicate_annual_plot_totals
2012,ST,TP,0.14768336598206805,2,16,147683.36598206806,mean_of_replicate_annual_plot_totals
2012,ST,TSP,0.04121795828575675,2,16,41217.95828575675,mean_of_replicate_annual_plot_totals
2012,ST,TSS,85.7743604925353,2,20,85774360.4925353,mean_of_replicate_annual_plot_totals
2013,CT,ICP,0.019787392314517552,2,14,19787.39231451755,mean_of_replicate_annual_plot_totals
2013,CT,NH4,0.02993702946010088,2,14,29937.029460100883,mean_of_replicate_annual_plot_totals
2013,CT,NO2,0.02939833179276001,2,14,29398.33179276001,mean_of_replicate_annual_plot_totals
2013,CT,NO3,0.6090745413604426,2,14,609074.5413604426,mean_of_replicate_annual_plot_totals
2013,CT,NOx,0.2889621801805391,2,14,288962.1801805391,mean_of_replicate_annual_plot_totals
2013,CT,NPOC,0.29002298194917586,2,14,290022.9819491759,mean_of_replicate_annual_plot_totals
2013,CT,OP,0.012117037788471917,2,14,12117.037788471916,mean_of_replicate_annual_plot_totals
2013,CT,Se,0.01880859090341434,2,14,18808.59090341434,mean_of_replicate_annual_plot_totals
2013,CT,TDS,0.17755858030885768,2,14,177558.5803088577,mean_of_replicate_annual_plot_totals
2013,CT,TKN,0.4170060141966961,2,14,417006.0141966961,mean_of_replicate_annual_plot_totals
2013,CT,TN,0.2887064324479441,2,14,288706.43244794407,mean_of_replicate_annual_plot_totals
2013,CT,TP,0.05230501733726749,2,14,52305.01733726748,mean_of_replicate_annual_plot_totals
2013,CT,TSP,0.02978241611085997,2,14,29782.41611085997,mean_of_replicate_annual_plot_totals
2013,CT,TSS,93.12511496336944,2,14,93125114.96336944,mean_of_replicate_annual_plot_totals
2013,MT,ICP,0.02321785782883401,2,14,23217.85782883401,mean_of_replicate_annual_plot_totals
2013,MT,NH4,0.04025310321694072,2,14,40253.10321694072,mean_of_replicate_annual_plot_totals
2013,MT,NO2,0.04468448458014081,2,14,44684.48458014081,mean_of_replicate_annual_plot_totals
2013,MT,NO3,0.8578221950134677,2,14,857822.1950134677,mean_of_replicate_annual_plot_totals
2013,MT,NOx,0.39291451137662636,2,14,392914.5113766264,mean_of_replicate_annual_plot_totals
2013,MT,NPOC,0.37482058428402165,2,14,374820.58428402164,mean_of_replicate_annual_plot_totals
2013,MT,OP,0.01157244472273101,2,14,11572.44472273101,mean_of_replicate_annual_plot_totals
2013,MT,Se,0.025238753967002737,2,14,25238.753967002736,mean_of_replicate_annual_plot_totals
2013,MT,TDS,0.23719286501707446,2,14,237192.86501707445,mean_of_replicate_annual_plot_totals
2013,MT,TKN,0.5850830797480944,2,14,585083.0797480943,mean_of_replicate_annual_plot_totals
2013,MT,TN,0.3687761811243315,2,14,368776.18112433155,mean_of_replicate_annual_plot_totals
2013,MT,TP,0.06285514237504018,2,14,62855.14237504018,mean_of_replicate_annual_plot_totals
2013,MT,TSP,0.04012281428276372,2,14,40122.81428276372,mean_of_replicate_annual_plot_totals
2013,MT,TSS,121.26898731635316,2,14,121268987.31635316,mean_of_replicate_annual_plot_totals
2013,ST,ICP,0.01400121076593637,2,14,14001.21076593637,mean_of_replicate_annual_plot_totals
2013,ST,NH4,0.02585955867174781,2,14,25859.55867174781,mean_of_replicate_annual_plot_totals
2013,ST,NO2,0.030362789603200276,2,14,30362.789603200275,mean_of_replicate_annual_plot_totals
2013,ST,NO3,0.6479674795464576,2,14,647967.4795464576,mean_of_replicate_annual_plot_totals
2013,ST,NOx,0.2712166714563809,2,14,271216.6714563809,mean_of_replicate_annual_plot_totals
2013,ST,NPOC,0.24900459103873118,2,14,249004.5910387312,mean_of_replicate_annual_plot_totals
2013,ST,OP,0.0073665106158539145,2,14,7366.510615853915,mean_of_replicate_annual_plot_totals
2013,ST,Se,0.016157523689671324,2,14,16157.523689671323,mean_of_replicate_annual_plot_totals
2013,ST,TDS,0.16498274894923087,2,14,164982.74894923088,mean_of_replicate_annual_plot_totals
2013,ST,TKN,0.42233650842848136,2,14,422336.50842848135,mean_of_replicate_annual_plot_totals
2013,ST,TN,0.24067132435789917,2,14,240671.32435789917,mean_of_replicate_annual_plot_totals
2013,ST,TP,0.04240186932062223,2,14,42401.86932062223,mean_of_replicate_annual_plot_totals
2013,ST,TSP,0.025724793906725926,2,14,25724.793906725925,mean_of_replicate_annual_plot_totals
2013,ST,TSS,60.909018161149476,2,14,60909018.16114947,mean_of_replicate_annual_plot_totals
2014,CT,ICP,0.03300351078601743,2,10,33003.51078601743,mean_of_replicate_annual_plot_totals
2014,CT,NH4,0.028969728017538224,2,10,28969.728017538226,mean_of_replicate_annual_plot_totals
2014,CT,NO2,0.027645552470207294,2,10,27645.552470207294,mean_of_replicate_annual_plot_totals
2014,CT,NO3,0.5839748765763582,2,10,583974.8765763581,mean_of_replicate_annual_plot_totals
2014,CT,NOx,0.34925128184762433,2,10,349251.28184762434,mean_of_replicate_annual_plot_totals
2014,CT,NPOC,0.38257135568616274,2,10,382571.3556861627,mean_of_replicate_annual_plot_totals
2014,CT,OP,0.01679449418732327,2,10,16794.49418732327,mean_of_replicate_annual_plot_totals
2014,CT,Se,0.020173087775360726,2,10,20173.087775360727,mean_of_replicate_annual_plot_totals
2014,CT,TDS,0.23512636050400693,2,10,235126.36050400694,mean_of_replicate_annual_plot_totals
2014,CT,TKN,0.3614119343808069,2,10,361411.93438080687,mean_of_replicate_annual_plot_totals
2014,CT,TN,0.37382443422804434,2,10,373824.43422804435,mean_of_replicate_annual_plot_totals
2014,CT,TP,0.08371510034187421,2,10,83715.1003418742,mean_of_replicate_annual_plot_totals
2014,CT,TSP,0.027428248460815978,2,10,27428.24846081598,mean_of_replicate_annual_plot_totals
2014,CT,TSS,70.84779258748249,2,10,70847792.58748248,mean_of_replicate_annual_plot_totals
2014,MT,ICP,0.02292614125512317,2,8,22926.14125512317,mean_of_replicate_annual_plot_totals
2014,MT,NH4,0.020924061687770903,2,8,20924.061687770904,mean_of_replicate_annual_plot_totals
2014,MT,NO2,0.021145042525105573,2,8,21145.04252510557,mean_of_replicate_annual_plot_totals
2014,MT,NO3,0.32155491882765286,2,8,321554.9188276529,mean_of_replicate_annual_plot_totals
2014,MT,NOx,0.19748207274449833,2,8,197482.07274449832,mean_of_replicate_annual_plot_totals
2014,MT,NPOC,0.1962495313483141,2,8,196249.5313483141,mean_of_replicate_annual_plot_totals
2014,MT,OP,0.014086571533528427,2,10,14086.571533528428,mean_of_replicate_annual_plot_totals
2014,MT,Se,0.01695277674238812,2,8,16952.77674238812,mean_of_replicate_annual_plot_totals
2014,MT,TDS,0.1279790295434639,2,8,127979.02954346391,mean_of_replicate_annual_plot_totals
2014,MT,TKN,0.20808437880829095,2,8,208084.37880829096,mean_of_replicate_annual_plot_totals
2014,MT,TN,0.19543741800746744,2,10,195437.41800746744,mean_of_replicate_annual_plot_totals
2014,MT,TP,0.045753334615644584,2,10,45753.334615644584,mean_of_replicate_annual_plot_totals
2014,MT,TSP,0.019880273240495405,2,8,19880.273240495404,mean_of_replicate_annual_plot_totals
2014,MT,TSS,25.993045784282494,2,10,25993045.784282494,mean_of_replicate_annual_plot_totals
2014,ST,ICP,0.018712184497590698,2,10,18712.184497590697,mean_of_replicate_annual_plot_totals
2014,ST,NH4,0.015373145049395985,2,10,15373.145049395986,mean_of_replicate_annual_plot_totals
2014,ST,NO2,0.01680585476819033,2,10,16805.85476819033,mean_of_replicate_annual_plot_totals
2014,ST,NO3,0.36847711793746585,2,10,368477.11793746584,mean_of_replicate_annual_plot_totals
2014,ST,NOx,0.21654770371940527,2,10,216547.70371940525,mean_of_replicate_annual_plot_totals
2014,ST,NPOC,0.2203274363112429,2,10,220327.4363112429,mean_of_replicate_annual_plot_totals
2014,ST,OP,0.012262075759466369,2,10,12262.075759466368,mean_of_replicate_annual_plot_totals
2014,ST,Se,0.01231645115097711,2,10,12316.451150977111,mean_of_replicate_annual_plot_totals
2014,ST,TDS,0.14522555480455832,2,10,145225.5548045583,mean_of_replicate_annual_plot_totals
2014,ST,TKN,0.22856013966269761,2,10,228560.13966269762,mean_of_replicate_annual_plot_totals
2014,ST,TN,0.2246456463820227,2,10,224645.6463820227,mean_of_replicate_annual_plot_totals
2014,ST,TP,0.04684253917004271,2,10,46842.53917004271,mean_of_replicate_annual_plot_totals
2014,ST,TSP,0.014026131329537849,2,10,14026.13132953785,mean_of_replicate_annual_plot_totals
2014,ST,TSS,27.915857551258995,2,10,27915857.551258996,mean_of_replicate_annual_plot_totals
2015,CT,ICP,0.022799352450237637,2,12,22799.35245023764,mean_of_replicate_annual_plot_totals
2015,CT,NH4,0.018161824709710617,2,12,18161.824709710618,mean_of_replicate_annual_plot_totals
2015,CT,NO2,0.05453749152165675,2,12,54537.49152165675,mean_of_replicate_annual_plot_totals
2015,CT,NO3,1.060220368162566,2,12,1060220.3681625659,mean_of_replicate_annual_plot_totals
2015,CT,NOx,0.28818142173194683,2,12,288181.4217319468,mean_of_replicate_annual_plot_totals
2015,CT,NPOC,0.2744381422183853,2,12,274438.1422183853,mean_of_replicate_annual_plot_totals
2015,CT,OP,0.01703108703936086,2,12,17031.08703936086,mean_of_replicate_annual_plot_totals
2015,CT,Se,0.030858027926427146,2,12,30858.027926427145,mean_of_replicate_annual_plot_totals
2015,CT,TDS,0.1573452670911631,2,12,157345.26709116308,mean_of_replicate_annual_plot_totals
2015,CT,TKN,0.16396544915598216,2,12,163965.44915598215,mean_of_replicate_annual_plot_totals
2015,CT,TN,1.137653626825257,2,12,1137653.626825257,mean_of_replicate_annual_plot_totals
2015,CT,TP,0.12269959329461579,2,12,122699.59329461578,mean_of_replicate_annual_plot_totals
2015,CT,TSP,0.016433840305521516,2,12,16433.840305521517,mean_of_replicate_annual_plot_totals
2015,CT,TSS,165.16156128422122,2,12,165161561.28422123,mean_of_replicate_annual_plot_totals
2015,MT,ICP,0.0045941064959239206,2,12,4594.10649592392,mean_of_replicate_annual_plot_totals
2015,MT,NH4,0.004037136931663601,2,12,4037.1369316636005,mean_of_replicate_annual_plot_totals
2015,MT,NO2,0.015208925429485654,2,12,15208.925429485653,mean_of_replicate_annual_plot_totals
2015,MT,NO3,0.37524717647482075,2,12,375247.17647482076,mean_of_replicate_annual_plot_totals
2015,MT,NOx,0.07846654483028727,2,12,78466.54483028727,mean_of_replicate_annual_plot_totals
2015,MT,NPOC,0.06995552583347048,2,12,69955.52583347048,mean_of_replicate_annual_plot_totals
2015,MT,OP,0.003826542408251832,2,12,3826.542408251832,mean_of_replicate_annual_plot_totals
2015,MT,Se,0.004723018609857863,2,12,4723.018609857862,mean_of_replicate_annual_plot_totals
2015,MT,TDS,0.03292478198056224,2,12,32924.78198056224,mean_of_replicate_annual_plot_totals
2015,MT,TKN,0.025408240728767385,2,12,25408.240728767385,mean_of_replicate_annual_plot_totals
2015,MT,TN,0.35883595185256045,2,12,358835.95185256045,mean_of_replicate_annual_plot_totals
2015,MT,TP,0.01629836592068143,2,12,16298.365920681428,mean_of_replicate_annual_plot_totals
2015,MT,TSP,0.0018914667613882268,2,12,1891.4667613882268,mean_of_replicate_annual_plot_totals
2015,MT,TSS,11.316422391737639,2,12,11316422.39173764,mean_of_replicate_annual_plot_totals
2015,ST,ICP,0.003369906758949463,2,12,3369.906758949463,mean_of_replicate_annual_plot_totals
2015,ST,NH4,0.003951210864108393,2,12,3951.210864108393,mean_of_replicate_annual_plot_totals
2015,ST,NO2,0.01572909342111214,2,12,15729.093421112142,mean_of_replicate_annual_plot_totals
2015,ST,NO3,0.4257942231205124,2,12,425794.2231205124,mean_of_replicate_annual_plot_totals
2015,ST,NOx,0.08416881549712221,2,12,84168.81549712221,mean_of_replicate_annual_plot_totals
2015,ST,NPOC,0.07533597439717724,2,12,75335.97439717724,mean_of_replicate_annual_plot_totals
2015,ST,OP,0.004793755646200262,2,12,4793.755646200262,mean_of_replicate_annual_plot_totals
2015,ST,Se,0.004414766859907883,2,12,4414.766859907883,mean_of_replicate_annual_plot_totals
2015,ST,TDS,0.03421836899513417,2,12,34218.368995134166,mean_of_replicate_annual_plot_totals
2015,ST,TKN,0.02816569724429151,2,12,28165.69724429151,mean_of_replicate_annual_plot_totals
2015,ST,TN,0.39730340095644634,2,12,397303.40095644636,mean_of_replicate_annual_plot_totals
2015,ST,TP,0.016622158112977625,2,12,16622.158112977624,mean_of_replicate_annual_plot_totals
2015,ST,TSP,0.0011157286629409928,2,12,1115.7286629409928,mean_of_replicate_annual_plot_totals
2015,ST,TSS,6.081964583203104,2,12,6081964.583203103,mean_of_replicate_annual_plot_totals
2016,CT,ICP,0.000743637060079246,2,4,743.637060079246,mean_of_replicate_annual_plot_totals
2016,CT,NH4,0.00531859833647403,2,4,5318.59833647403,mean_of_replicate_annual_plot_totals
2016,CT,NO2,0.028936719907735255,2,4,28936.719907735256,mean_of_replicate_annual_plot_totals
2016,CT,NO3,0.40139885617535837,2,4,401398.85617535835,mean_of_replicate_annual_plot_totals
2016,CT,NOx,0.0928348529784411,2,4,92834.85297844111,mean_of_replicate_annual_plot_totals
2016,CT,NPOC,0.4566979375359306,2,4,456697.9375359306,mean_of_replicate_annual_plot_totals
2016,CT,OP,0.0008585877481935906,2,4,858.5877481935906,mean_of_replicate_annual_plot_totals
