Year_Test,Target,n_test,MAE,RMSE,R2,q_conformal,coverage,mean_interval_width_log,n_calibration,mode,calibration
2011,logC,126,0.2912876401876295,0.4141293813607481,0.9768283600590516,0.7769753549687368,0.9126984126984127,1.5539507099374743,1383,reconstruction,physical-event
2012,logC,191,0.422219868366278,0.5746902059344952,0.9519041169004087,0.7811395434482771,0.8167539267015707,1.5622790868965544,1359,reconstruction,physical-event
2013,logC,90,0.4271073869529575,0.6449213670898518,0.9222490482981701,0.8196492339423553,0.8555555555555555,1.6392984678847107,1418,reconstruction,physical-event
2014,logC,238,0.476916531927752,0.7888205787876482,0.8778476967994157,0.8160967701650819,0.8487394957983193,1.6321935403301633,1391,reconstruction,physical-event
2015,logC,397,0.3828256341398774,0.6966102644514995,0.8763127423794762,0.960912362282285,0.929471032745592,1.9218247245645699,1383,reconstruction,physical-event
2016,logC,216,0.3730972358883569,0.5301966330734886,0.9209155734489708,0.8850987341785048,0.9351851851851852,1.7701974683570099,1240,reconstruction,physical-event
2017,logC,324,0.7694881299353826,0.8561598087930647,0.8991797812644174,0.8160468415130469,0.6203703703703703,1.632093683026094,1299,reconstruction,physical-event
2020,logC,246,0.267173581640328,0.4280333132457949,0.9470781511268884,0.8505630943549836,0.9227642276422764,1.7011261887099671,1451,reconstruction,physical-event
2021,logC,539,0.317589927935605,0.536200262453331,0.942501562184862,0.8636805336351019,0.862708719851577,1.7273610672702038,1321,reconstruction,physical-event
2022,logC,577,0.4654257429118125,0.7238122083488882,0.8575186219204749,0.8087648952414055,0.8076256499133448,1.617529790482811,1113,reconstruction,physical-event
2023,logC,928,0.5545737783639787,0.775832301331849,0.9279057664030669,0.9066788933140882,0.8318965517241379,1.8133577866281765,997,reconstruction,physical-event
2024,logC,646,0.5243060323244069,0.688015976488261,0.9447825644704022,1.0042634215144788,0.8452012383900929,2.0085268430289576,1233,reconstruction,physical-event
2025,logC,1003,0.5161679125572673,0.7661261406961721,0.9308732868958471,0.9165579376216435,0.8654037886340977,1.8331158752432872,1152,reconstruction,physical-event
2011,logV,27,1.9160026260268777,2.267321636801868,-11.156641382801837,2.108844736680263,0.48148148148148145,4.217689473360526,88,reconstruction,physical-event
2012,logV,49,2.339283227410572,4.27174065183762,-0.24472157026529362,1.4384198641655122,0.7551020408163265,2.8768397283310243,81,reconstruction,physical-event
2013,logV,32,0.8056010119684724,0.9310792444344765,-0.5648828973977091,1.8914576098265705,1.0,3.782915219653141,83,reconstruction,physical-event
2014,logV,23,1.5106701295418385,2.822466205086921,0.024740822767805648,2.775005132889384,0.8695652173913043,5.550010265778767,90,reconstruction,physical-event
2015,logV,36,0.5471289075680744,0.7828915980892593,0.11605282521839777,2.479218829592444,1.0,4.958437659184887,85,reconstruction,physical-event
2016,logV,12,1.7550064064400512,2.0716748878467364,-3.0621634543582807,1.4713586238739031,0.25,2.9427172477478067,93,reconstruction,physical-event
2017,logV,36,0.8804022725138995,1.065429764048216,0.20224789364090834,2.23476399863977,0.9722222222222222,4.469527997279538,85,reconstruction,physical-event
2020,logV,9,0.8413755165735539,1.0405749151039219,-0.07798289121875124,2.5288881556445926,1.0,5.057776311289185,93,reconstruction,physical-event
2021,logV,18,0.8619084824944065,1.1984178377101287,-0.3830348006329114,1.7335555668564577,0.7777777777777778,3.467111133712916,93,reconstruction,physical-event
2023,logV,30,1.343277351381775,1.4772861139337101,-9.758837004458211,4.029772829646532,1.0,8.059545659293065,88,reconstruction,physical-event
2024,logV,27,1.8988417113033196,1.9767736027119265,-13.47250181836446,2.2864152087059457,0.8518518518518519,4.5728304174118914,84,reconstruction,physical-event
2025,logV,73,1.0298322886000268,1.1852107832486907,-0.9423086882177665,3.087528949848255,0.9863013698630136,6.17505789969651,76,reconstruction,physical-event
