Year,Analyte,Treatment,BayesPosteriorMedian_kg,BayesLower95_kg,BayesUpper95_kg,MLPointTotal_kg,MLLower95_kg,MLUpper95_kg,n_expected_physical_events,n_observed_event_loads,observed_event_fraction,ObservedAnnualLoadComplete,ObservedAnnualLoad_kg,ObservedAnnualLoadLower95_kg,ObservedAnnualLoadUpper95_kg
2011,NH4,CT,0.0294276581570839,-0.0149538229373399,0.0695239999334508,0.0486024227257338,0.03274406374623,2.273477292637162,12,0,0.0,False,,,
2011,NH4,MT,0.0375911563330931,-0.0102620340012161,0.0827250326077679,0.0595000584116231,0.0386797527285994,3.131019609148367,12,0,0.0,False,,,
2011,NH4,ST,0.0379746813010488,-0.0097768908023286,0.0835825384354729,0.0586673758299601,0.0383386236569732,3.45716988634028,12,0,0.0,False,,,
2011,NO2,CT,0.1007985212124771,-0.3403144256451337,0.5998235034208422,0.0710259159980949,0.0487973631691992,2.839179125478869,12,0,0.0,False,,,
2011,NO2,MT,0.1026731883537543,-0.4025559006630268,0.637334112410226,0.0993542476241501,0.0671475264922148,3.730099796916272,12,0,0.0,False,,,
2011,NO2,ST,0.1036584339028273,-0.4103870856272383,0.6446585605464649,0.0826239487764685,0.0560399602706287,3.7563233257329824,12,0,0.0,False,,,
2011,NO3,CT,2.556015933958599,1.9403097438312007,3.255360293801031,0.9895459614901376,0.7674318578510496,30.45521280530866,12,6,0.5,False,,,
2011,NO3,MT,2.9045850804150595,2.256551042851361,3.551379024766461,1.312160066427995,0.9814071378551066,38.94843640687228,12,3,0.25,False,,,
2011,NO3,ST,2.9242852193020554,2.258415494501263,3.5922410093365578,1.48061634095201,1.0837127020795585,43.57119470237149,12,5,0.4166666666666667,False,,,
2011,OP,CT,0.0557314644608234,0.0194566380774605,0.0921575846538811,0.0352871822081274,0.0226754888817898,2.5371920351856265,12,6,0.5,False,,,
2011,OP,MT,0.0308811648054915,-0.0158285176675148,0.0702250368688847,0.048962047035546,0.0305992176682319,3.19817190798028,12,3,0.25,False,,,
2011,OP,ST,0.0290015590934764,-0.0191479983319196,0.069661885233479,0.0390676630609699,0.0233934561549691,2.643962379854522,12,5,0.4166666666666667,False,,,
2011,Se,CT,0.0025624738751831,0.0017316478313659,0.0035788142620639,0.0404620741445544,0.0279758618123969,2.5888982524177355,12,0,0.0,False,,,
2011,Se,MT,0.0026672087936894,0.0017807880421695,0.003646017109647,0.0633295885138876,0.0414131130149839,3.3031554512787404,12,0,0.0,False,,,
2011,Se,ST,0.00266604850796,0.0017677107494897,0.003674429954604,0.0537992245170874,0.0335862209752311,3.324390367427493,12,0,0.0,False,,,
2011,TDS,CT,303.20344704472745,178.0997480572358,456.8956215700842,1.5409755770997169,1.238959412854454,41.94357621287419,12,0,0.0,False,,,
2011,TDS,MT,357.8863488449628,212.32106476250243,510.92246088101217,1.6623787380566553,1.271817570276834,44.50886036460351,12,0,0.0,False,,,
2011,TDS,ST,361.1451353485165,211.2386504839617,515.5036503357476,1.681507413425607,1.2599758568178947,47.16428597833902,12,0,0.0,False,,,
2011,TKN,CT,1.5588813027514958,0.1743399281457435,2.955460601833059,0.6909679426073039,0.546545408297132,19.882481647753945,12,0,0.0,False,,,
2011,TKN,MT,1.0488521575836445,-0.5081188570116599,2.6003685192106376,0.8026526658563705,0.6067329313921338,21.502210788545565,12,0,0.0,False,,,
2011,TKN,ST,1.012666074834077,-0.5643305097995099,2.596071335663557,0.8656734115753184,0.6518689161968494,23.195529521165877,12,0,0.0,False,,,
2011,TN,CT,2.034549655686332,1.3811549597606436,2.980858944962277,0.6133304385979469,0.4735159254751249,19.542592030975385,12,6,0.5,False,,,
2011,TN,MT,2.385607692895616,1.303939643333316,3.5489449763085323,0.7358222803766902,0.5337210163209491,23.867446780437977,12,3,0.25,False,,,
