Method,Scenario,Year,Analyte,Treatment,PointTotal_kg,n_physical_events
ML,observed_plus_imputed_sensitivity,2023,TSS,ST,632.2403756701541,14
ML,observed_plus_imputed_sensitivity,2024,NH4,CT,0.16688034014315362,8
ML,observed_plus_imputed_sensitivity,2024,NH4,MT,0.2234453755553763,8
ML,observed_plus_imputed_sensitivity,2024,NH4,ST,0.24440747497127238,8
ML,observed_plus_imputed_sensitivity,2024,NO2,CT,0.004277522069036701,8
ML,observed_plus_imputed_sensitivity,2024,NO2,MT,0.0,8
ML,observed_plus_imputed_sensitivity,2024,NO2,ST,0.007150305,8
ML,observed_plus_imputed_sensitivity,2024,NO3,CT,1.8480052923638262,8
ML,observed_plus_imputed_sensitivity,2024,NO3,MT,2.4850762578060976,8
ML,observed_plus_imputed_sensitivity,2024,NO3,ST,2.5881788484035257,8
ML,observed_plus_imputed_sensitivity,2024,OP,CT,0.10554702760478439,8
ML,observed_plus_imputed_sensitivity,2024,OP,MT,0.1606012763631059,8
ML,observed_plus_imputed_sensitivity,2024,OP,ST,0.1479463418316081,8
ML,observed_plus_imputed_sensitivity,2024,Se,CT,0.0921587020424267,8
ML,observed_plus_imputed_sensitivity,2024,Se,MT,0.1030454530860686,8
ML,observed_plus_imputed_sensitivity,2024,Se,ST,0.1383104736822842,8
ML,observed_plus_imputed_sensitivity,2024,TDS,CT,298.10073614642437,8
ML,observed_plus_imputed_sensitivity,2024,TDS,MT,445.42594931100456,8
ML,observed_plus_imputed_sensitivity,2024,TDS,ST,438.5945126510271,8
ML,observed_plus_imputed_sensitivity,2024,TKN,CT,0.35422256319737083,8
ML,observed_plus_imputed_sensitivity,2024,TKN,MT,0.5422559859112307,8
ML,observed_plus_imputed_sensitivity,2024,TKN,ST,0.5870690006286234,8
ML,observed_plus_imputed_sensitivity,2024,TN,CT,0.641291352844314,8
ML,observed_plus_imputed_sensitivity,2024,TN,MT,0.9699487821727648,8
ML,observed_plus_imputed_sensitivity,2024,TN,ST,1.0587824267098,8
ML,observed_plus_imputed_sensitivity,2024,TP,CT,0.1921836856398395,8
ML,observed_plus_imputed_sensitivity,2024,TP,MT,0.2434002704833607,8
ML,observed_plus_imputed_sensitivity,2024,TP,ST,0.359301939104154,8
ML,observed_plus_imputed_sensitivity,2024,TSS,CT,278.01004362092715,8
ML,observed_plus_imputed_sensitivity,2024,TSS,MT,327.91134917071685,8
ML,observed_plus_imputed_sensitivity,2024,TSS,ST,566.0181060244544,8
ML,observed_plus_imputed_sensitivity,2025,NH4,CT,0.4795527178610642,16
ML,observed_plus_imputed_sensitivity,2025,NH4,MT,0.5893440361500791,16
ML,observed_plus_imputed_sensitivity,2025,NH4,ST,0.5698852154413512,16
ML,observed_plus_imputed_sensitivity,2025,NO2,CT,0.4661125209169575,16
ML,observed_plus_imputed_sensitivity,2025,NO2,MT,0.5860115171444743,16
ML,observed_plus_imputed_sensitivity,2025,NO2,ST,0.5777408095491867,16
ML,observed_plus_imputed_sensitivity,2025,NO3,CT,0.139938211491473,16
ML,observed_plus_imputed_sensitivity,2025,NO3,MT,0.1831018265300864,16
ML,observed_plus_imputed_sensitivity,2025,NO3,ST,0.15096535168027636,16
ML,observed_plus_imputed_sensitivity,2025,OP,CT,0.1184026224520208,16
ML,observed_plus_imputed_sensitivity,2025,OP,MT,0.16310119292679578,16
ML,observed_plus_imputed_sensitivity,2025,OP,ST,0.14973899134526442,16
ML,observed_plus_imputed_sensitivity,2025,Se,CT,0.2120492036149481,16
ML,observed_plus_imputed_sensitivity,2025,Se,MT,0.2909142339604252,16
ML,observed_plus_imputed_sensitivity,2025,Se,ST,0.280830781768728,16
ML,observed_plus_imputed_sensitivity,2025,TDS,CT,372.79760477532267,16
ML,observed_plus_imputed_sensitivity,2025,TDS,MT,441.7667689053452,16
ML,observed_plus_imputed_sensitivity,2025,TDS,ST,452.5283493658062,16
ML,observed_plus_imputed_sensitivity,2025,TKN,CT,0.5291637363962742,16
ML,observed_plus_imputed_sensitivity,2025,TKN,MT,0.520123053200876,16
ML,observed_plus_imputed_sensitivity,2025,TKN,ST,0.4808597706385485,16
ML,observed_plus_imputed_sensitivity,2025,TN,CT,1.0286553846797752,16
ML,observed_plus_imputed_sensitivity,2025,TN,MT,1.177935114883999,16
ML,observed_plus_imputed_sensitivity,2025,TN,ST,1.2637932924822535,16
ML,observed_plus_imputed_sensitivity,2025,TP,CT,1.0461898972422177,16
ML,observed_plus_imputed_sensitivity,2025,TP,MT,2.4678192156997447,16
ML,observed_plus_imputed_sensitivity,2025,TP,ST,1.7269118094970126,16
ML,observed_plus_imputed_sensitivity,2025,TSS,CT,778.3408662610593,16
ML,observed_plus_imputed_sensitivity,2025,TSS,MT,1783.609952085782,16
ML,observed_plus_imputed_sensitivity,2025,TSS,ST,1161.0547341783385,16
