Method,Scenario,Analyte,ComparisonTreatment,absolute_mean_kg,absolute_median_kg,absolute_lower_95_kg,absolute_upper_95_kg,n_absolute_draws,n_total_draws,n_valid_percent_draws,probability_treatment_lower_than_ct,n_invalid_percent_draws,fraction_invalid_percent_draws,definition,Median_95_interval_percent
BayesSensitivity,annual_draw_truncation_at_zero,NH4,MT,0.047992077335484204,0.04605572350116521,-0.07295885190253674,0.1931469084703863,1500,1500,1500,0.7586666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","9.329 (-19.53, 33.22)"
BayesSensitivity,annual_draw_truncation_at_zero,NH4,ST,0.025305076553467625,0.02441506591388018,-0.08742131399475774,0.15088352119829948,1500,1500,1500,0.6506666666666666,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","4.875 (-24.39, 26.56)"
BayesSensitivity,annual_draw_truncation_at_zero,NO2,MT,0.15900424240324307,0.13321031402801675,-0.4718372896288106,0.8848585179997754,1500,1500,1500,0.7033333333333334,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","9.423 (-40.02, 42.62)"
BayesSensitivity,annual_draw_truncation_at_zero,NO2,ST,0.1394758756273031,0.11897194486337581,-0.4407366935060707,0.7816940109496108,1500,1500,1500,0.6933333333333334,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","8.343 (-38.86, 37.41)"
BayesSensitivity,annual_draw_truncation_at_zero,NO3,MT,2.173657568543271,2.1788165790962317,-2.2601931546758545,7.011211787124969,1500,1500,1500,0.8106666666666666,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","5.368 (-6.315, 15.2)"
BayesSensitivity,annual_draw_truncation_at_zero,NO3,ST,2.3708739720767427,2.3805002324028237,-2.272733977403941,7.259899354695513,1500,1500,1500,0.8306666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","5.855 (-6.287, 15.99)"
BayesSensitivity,annual_draw_truncation_at_zero,OP,MT,0.014648583906346749,0.015678327551098215,-0.1626261952398762,0.1881071862177643,1500,1500,1500,0.5706666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","2.247 (-27.22, 22.93)"
BayesSensitivity,annual_draw_truncation_at_zero,OP,ST,0.04232083044749397,0.04190829767508503,-0.09801005173168997,0.1856749405452836,1500,1500,1500,0.7306666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","5.832 (-16.86, 21.83)"
BayesSensitivity,annual_draw_truncation_at_zero,Se,MT,0.004703115081415736,0.004671792058925071,0.0003175926268056539,0.00932777838205482,1500,1500,1500,0.9813333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","12.43 (0.906, 21.71)"
BayesSensitivity,annual_draw_truncation_at_zero,Se,ST,0.004473610381641705,0.004472707035065571,0.0002639016808957921,0.008895510036491139,1500,1500,1500,0.9793333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","11.79 (0.7168, 20.93)"
BayesSensitivity,annual_draw_truncation_at_zero,TDS,MT,194.0036799760197,173.88636396878883,-441.81016241846675,859.861704938525,1500,1500,1500,0.7146666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","3.376 (-9.583, 14.99)"
BayesSensitivity,annual_draw_truncation_at_zero,TDS,ST,187.16513526240328,169.83697581909473,-399.4411688828884,780.1761752252962,1500,1500,1500,0.7266666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","3.29 (-8.444, 13.38)"
BayesSensitivity,annual_draw_truncation_at_zero,TKN,MT,3.977394143742896,3.981022346375646,1.1660585910566301,6.966601886538572,1500,1500,1500,0.9966666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","29.62 (9.169, 46.79)"
BayesSensitivity,annual_draw_truncation_at_zero,TKN,ST,3.926246450711785,3.9378652982240223,1.396089548830385,6.580411409947523,1500,1500,1500,0.9986666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","29.08 (11.39, 44.72)"
BayesSensitivity,annual_draw_truncation_at_zero,TN,MT,3.947438045069253,3.8221296544020245,-1.0002757444936616,9.198228755323417,1500,1500,1500,0.9373333333333334,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","11.84 (-4.562, 24.73)"
BayesSensitivity,annual_draw_truncation_at_zero,TN,ST,4.012344101840114,3.825637771700606,-0.8049766589381194,9.191559911603985,1500,1500,1500,0.9506666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","12.01 (-3.673, 24.35)"
BayesSensitivity,annual_draw_truncation_at_zero,TP,MT,1.1699798207110899,1.154305449334175,-0.35268759241234077,2.6568973501650532,1500,1500,1500,0.9366666666666666,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","27.2 (-9.154, 49.71)"
BayesSensitivity,annual_draw_truncation_at_zero,TP,ST,1.2943967074511216,1.2426109157211653,0.02463747105445579,2.7499484333104345,1500,1500,1500,0.9773333333333334,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","29.38 (0.9837, 50.17)"
BayesSensitivity,annual_draw_truncation_at_zero,TSS,MT,2610.7059525672616,2585.6897919226785,1055.760075156832,4391.711903183559,1500,1500,1500,0.9993333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","38.36 (18.55, 53.21)"
BayesSensitivity,annual_draw_truncation_at_zero,TSS,ST,2265.4230458440798,2228.68543502334,796.9295443337362,4087.824976019664,1500,1500,1500,0.998,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","33.13 (14.14, 48.01)"
BayesSensitivity,raw_annual_draws_display_floor_only,NH4,MT,0.04851342159438185,0.04737643025507504,-0.08113660977734004,0.19670876717295452,1500,1500,1490,0.7503355704697987,10,0.006666666666666667,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","9.388 (-27.52, 42.81)"
