Year,Treatment,Analyte,AnnualLoad_kg,n_physical_events,AnnualLoad_mg,central_estimate_type
2013,MT,Se,0.058679333137119934,14,58679.33313711993,sum_of_physical_event_point_loads
2013,MT,TDS,2.8883144839506936,14,2888314.4839506936,sum_of_physical_event_point_loads
2013,MT,TKN,1.4594522934923306,14,1459452.2934923307,sum_of_physical_event_point_loads
2013,MT,TN,0.9268623384601182,14,926862.3384601183,sum_of_physical_event_point_loads
2013,MT,TP,0.2210571701979292,14,221057.1701979292,sum_of_physical_event_point_loads
2013,MT,TSP,0.08044257329140596,14,80442.57329140596,sum_of_physical_event_point_loads
2013,MT,TSS,269.78049737157056,14,269780497.3715706,sum_of_physical_event_point_loads
2013,ST,ICP,0.056286448637436995,14,56286.448637436995,sum_of_physical_event_point_loads
2013,ST,NH4,0.05622002687253672,14,56220.02687253672,sum_of_physical_event_point_loads
2013,ST,NO2,0.059989512054351775,14,59989.51205435178,sum_of_physical_event_point_loads
2013,ST,NO3,1.5985076351611065,14,1598507.6351611065,sum_of_physical_event_point_loads
2013,ST,NOx,1.0399043582949388,14,1039904.3582949388,sum_of_physical_event_point_loads
2013,ST,NPOC,1.1054236834365043,14,1105423.6834365043,sum_of_physical_event_point_loads
2013,ST,OP,0.053914637765643605,14,53914.63776564361,sum_of_physical_event_point_loads
2013,ST,Se,0.03612825670122688,14,36128.25670122688,sum_of_physical_event_point_loads
2013,ST,TDS,1.9295657812920535,14,1929565.7812920534,sum_of_physical_event_point_loads
2013,ST,TKN,0.9813383457010827,14,981338.3457010827,sum_of_physical_event_point_loads
2013,ST,TN,0.6565406011361048,14,656540.6011361048,sum_of_physical_event_point_loads
2013,ST,TP,0.1087008858665342,14,108700.8858665342,sum_of_physical_event_point_loads
2013,ST,TSP,0.055827709044073845,14,55827.70904407385,sum_of_physical_event_point_loads
2013,ST,TSS,111.55336278247199,14,111553362.782472,sum_of_physical_event_point_loads
2014,CT,ICP,0.08351417934986997,10,83514.17934986997,sum_of_physical_event_point_loads
2014,CT,NH4,0.08215455842586139,10,82154.5584258614,sum_of_physical_event_point_loads
2014,CT,NO2,0.09474860872592165,10,94748.60872592166,sum_of_physical_event_point_loads
2014,CT,NO3,2.366207002514418,10,2366207.002514418,sum_of_physical_event_point_loads
2014,CT,NOx,1.7726294963175022,10,1772629.496317502,sum_of_physical_event_point_loads
2014,CT,NPOC,2.299877664940979,10,2299877.6649409793,sum_of_physical_event_point_loads
2014,CT,OP,0.03699552995385198,10,36995.52995385198,sum_of_physical_event_point_loads
2014,CT,Se,0.034385879993324577,10,34385.879993324575,sum_of_physical_event_point_loads
2014,CT,TDS,4.007879101853337,10,4007879.101853337,sum_of_physical_event_point_loads
2014,CT,TKN,1.3265919039093772,10,1326591.9039093773,sum_of_physical_event_point_loads
2014,CT,TN,1.745963481180576,10,1745963.481180576,sum_of_physical_event_point_loads
2014,CT,TP,0.31756243120564387,10,317562.43120564386,sum_of_physical_event_point_loads
2014,CT,TSP,0.09271521213922465,10,92715.21213922465,sum_of_physical_event_point_loads
2014,CT,TSS,340.0665871452269,10,340066587.1452269,sum_of_physical_event_point_loads
2014,MT,ICP,0.05153377570009919,8,51533.77570009919,sum_of_physical_event_point_loads
2014,MT,NH4,0.053273908146309425,8,53273.908146309426,sum_of_physical_event_point_loads
2014,MT,NO2,0.04571824242720606,8,45718.24242720606,sum_of_physical_event_point_loads
2014,MT,NO3,0.8134627329862797,8,813462.7329862796,sum_of_physical_event_point_loads
2014,MT,NOx,0.6825498944617762,8,682549.8944617761,sum_of_physical_event_point_loads
2014,MT,NPOC,0.7267424366637336,8,726742.4366637336,sum_of_physical_event_point_loads
2014,MT,OP,0.037920181197171415,10,37920.18119717141,sum_of_physical_event_point_loads
2014,MT,Se,0.030473483236599545,8,30473.483236599546,sum_of_physical_event_point_loads
2014,MT,TDS,1.1476872729976304,8,1147687.2729976303,sum_of_physical_event_point_loads
2014,MT,TKN,0.4919999116075864,8,491999.9116075864,sum_of_physical_event_point_loads
2014,MT,TN,0.5070319707257825,10,507031.97072578256,sum_of_physical_event_point_loads
2014,MT,TP,0.08925031656845704,10,89250.31656845704,sum_of_physical_event_point_loads
2014,MT,TSP,0.05142944956157215,8,51429.44956157215,sum_of_physical_event_point_loads
2014,MT,TSS,88.46269534385236,10,88462695.34385236,sum_of_physical_event_point_loads
2014,ST,ICP,0.044428834786087654,10,44428.83478608765,sum_of_physical_event_point_loads
2014,ST,NH4,0.044483276889058884,10,44483.276889058885,sum_of_physical_event_point_loads
2014,ST,NO2,0.0436295538470529,10,43629.5538470529,sum_of_physical_event_point_loads
2014,ST,NO3,1.0991457892156205,10,1099145.7892156204,sum_of_physical_event_point_loads
2014,ST,NOx,0.7599040174121768,10,759904.0174121768,sum_of_physical_event_point_loads
2014,ST,NPOC,0.8586732563281294,10,858673.2563281294,sum_of_physical_event_point_loads
2014,ST,OP,0.01851485004663865,10,18514.85004663865,sum_of_physical_event_point_loads
2014,ST,Se,0.024834014311071198,10,24834.014311071198,sum_of_physical_event_point_loads
2014,ST,TDS,1.3530398502264793,10,1353039.8502264793,sum_of_physical_event_point_loads
2014,ST,TKN,0.603306408483852,10,603306.4084838519,sum_of_physical_event_point_loads
2014,ST,TN,0.6587156978316168,10,658715.6978316167,sum_of_physical_event_point_loads
2014,ST,TP,0.13760544214588383,10,137605.44214588383,sum_of_physical_event_point_loads
2014,ST,TSP,0.038903082648216944,10,38903.08264821694,sum_of_physical_event_point_loads
2014,ST,TSS,119.3662311308248,10,119366231.1308248,sum_of_physical_event_point_loads
2015,CT,ICP,0.033959131711245226,12,33959.13171124522,sum_of_physical_event_point_loads
2015,CT,NH4,0.024660278631498625,12,24660.278631498626,sum_of_physical_event_point_loads
2015,CT,NO2,0.08260563922148742,12,82605.63922148742,sum_of_physical_event_point_loads
2015,CT,NO3,2.0152175585516883,12,2015217.5585516882,sum_of_physical_event_point_loads
2015,CT,NOx,1.0188834739173998,12,1018883.4739173998,sum_of_physical_event_point_loads
2015,CT,NPOC,1.29686941365615,12,1296869.41365615,sum_of_physical_event_point_loads
2015,CT,OP,0.026425601967603567,12,26425.60196760357,sum_of_physical_event_point_loads
2015,CT,Se,0.04752539900985715,12,47525.39900985715,sum_of_physical_event_point_loads
2015,CT,TDS,2.064128007539543,12,2064128.0075395429,sum_of_physical_event_point_loads
2015,CT,TKN,0.3321145483751429,12,332114.5483751429,sum_of_physical_event_point_loads
2015,CT,TN,2.084646052587702,12,2084646.052587702,sum_of_physical_event_point_loads
2015,CT,TP,0.29110987577576203,12,291109.875775762,sum_of_physical_event_point_loads
2015,CT,TSP,0.035578806598722285,12,35578.80659872229,sum_of_physical_event_point_loads
2015,CT,TSS,432.105001413965,12,432105001.413965,sum_of_physical_event_point_loads
2015,MT,ICP,0.013178750389562361,12,13178.750389562361,sum_of_physical_event_point_loads
2015,MT,NH4,0.015544437990195139,12,15544.43799019514,sum_of_physical_event_point_loads
2015,MT,NO2,0.026871082633944304,12,26871.082633944305,sum_of_physical_event_point_loads
2015,MT,NO3,0.9458244045576569,12,945824.404557657,sum_of_physical_event_point_loads
2015,MT,NOx,0.3017595740486631,12,301759.5740486631,sum_of_physical_event_point_loads
2015,MT,NPOC,0.4004915479824397,12,400491.5479824397,sum_of_physical_event_point_loads
2015,MT,OP,0.010953353257251993,12,10953.353257251993,sum_of_physical_event_point_loads
2015,MT,Se,0.015131422823414408,12,15131.422823414408,sum_of_physical_event_point_loads
2015,MT,TDS,0.5981300408944177,12,598130.0408944177,sum_of_physical_event_point_loads
2015,MT,TKN,0.06444710934789044,12,64447.109347890444,sum_of_physical_event_point_loads
2015,MT,TN,0.9330628889700923,12,933062.8889700923,sum_of_physical_event_point_loads
2015,MT,TP,0.04765846920969128,12,47658.46920969128,sum_of_physical_event_point_loads
2015,MT,TSP,0.01198433359281314,12,11984.33359281314,sum_of_physical_event_point_loads
2015,MT,TSS,38.36730592586,12,38367305.92586,sum_of_physical_event_point_loads
2015,ST,ICP,0.003928167839190479,12,3928.167839190479,sum_of_physical_event_point_loads
2015,ST,NH4,0.007941906121494712,12,7941.906121494712,sum_of_physical_event_point_loads
2015,ST,NO2,0.017941966675839964,12,17941.966675839965,sum_of_physical_event_point_loads
2015,ST,NO3,0.7770249687638257,12,777024.9687638256,sum_of_physical_event_point_loads
2015,ST,NOx,0.23054897366026697,12,230548.97366026696,sum_of_physical_event_point_loads
2015,ST,NPOC,0.3067139648728178,12,306713.9648728178,sum_of_physical_event_point_loads
2015,ST,OP,0.0069744090524974465,12,6974.409052497446,sum_of_physical_event_point_loads
2015,ST,Se,0.007668368313667454,12,7668.3683136674545,sum_of_physical_event_point_loads
2015,ST,TDS,0.4345741419288419,12,434574.14192884194,sum_of_physical_event_point_loads
2015,ST,TKN,0.045585857563785664,12,45585.85756378566,sum_of_physical_event_point_loads
2015,ST,TN,0.7675580677365526,12,767558.0677365526,sum_of_physical_event_point_loads
2015,ST,TP,0.03069994370137336,12,30699.94370137336,sum_of_physical_event_point_loads
2015,ST,TSP,0.002681998760743721,12,2681.998760743721,sum_of_physical_event_point_loads
2015,ST,TSS,12.492311223503968,12,12492311.223503968,sum_of_physical_event_point_loads
2016,CT,ICP,0.0016738417950413077,4,1673.8417950413077,sum_of_physical_event_point_loads
2016,CT,NH4,0.02478971592,4,24789.71592,sum_of_physical_event_point_loads
2016,CT,NO2,0.0040161864223067145,4,4016.1864223067146,sum_of_physical_event_point_loads
2016,CT,NO3,0.761775042905,4,761775.0429049999,sum_of_physical_event_point_loads
2016,CT,NOx,0.3102513339597824,4,310251.3339597824,sum_of_physical_event_point_loads
2016,CT,NPOC,0.9331388543074999,4,933138.8543074998,sum_of_physical_event_point_loads
2016,CT,OP,0.00918659916,4,9186.59916,sum_of_physical_event_point_loads
2016,CT,Se,0.00158036339896501,4,1580.36339896501,sum_of_physical_event_point_loads
2016,CT,TDS,0.8226021775284104,4,822602.1775284103,sum_of_physical_event_point_loads
2016,CT,TKN,0.017070055675,4,17070.055675,sum_of_physical_event_point_loads
2016,CT,TN,0.722168105875,4,722168.105875,sum_of_physical_event_point_loads
2016,CT,TP,0.0022539712799999998,4,2253.9712799999998,sum_of_physical_event_point_loads
2016,CT,TSP,0.0008715748245,4,871.5748245,sum_of_physical_event_point_loads
2016,CT,TSS,165.91382320519,4,165913823.20519,sum_of_physical_event_point_loads
2016,MT,ICP,1.052465771910501e-05,4,10.524657719105011,sum_of_physical_event_point_loads
2016,MT,NH4,0.00176721015,4,1767.21015,sum_of_physical_event_point_loads
2016,MT,NO2,0.000686058783613144,4,686.058783613144,sum_of_physical_event_point_loads
2016,MT,NO3,0.10329933254999998,4,103299.33254999998,sum_of_physical_event_point_loads
2016,MT,NOx,0.03422800385151255,4,34228.00385151255,sum_of_physical_event_point_loads
2016,MT,NPOC,0.1378521171595,4,137852.1171595,sum_of_physical_event_point_loads
2016,MT,OP,0.000667228595,4,667.2285949999999,sum_of_physical_event_point_loads
2016,MT,Se,0.0,4,0.0,sum_of_physical_event_point_loads
2016,MT,TDS,0.07245839960553255,4,72458.39960553254,sum_of_physical_event_point_loads
2016,MT,TKN,0.0023556970649999997,4,2355.697065,sum_of_physical_event_point_loads
2016,MT,TN,0.09863846368,4,98638.46368,sum_of_physical_event_point_loads
2016,MT,TP,0.0011485396400000001,4,1148.5396400000002,sum_of_physical_event_point_loads
2016,MT,TSP,0.00017142642,4,171.42642,sum_of_physical_event_point_loads
2016,MT,TSS,5.004839609575,4,5004839.609575,sum_of_physical_event_point_loads
2016,ST,ICP,0.0,4,0.0,sum_of_physical_event_point_loads
2016,ST,NH4,0.00564236178,4,5642.36178,sum_of_physical_event_point_loads
2016,ST,NO2,4.250382078466277e-05,4,42.50382078466277,sum_of_physical_event_point_loads
2016,ST,NO3,0.395033512635,4,395033.512635,sum_of_physical_event_point_loads
2016,ST,NOx,0.12952853172869916,4,129528.53172869916,sum_of_physical_event_point_loads
2016,ST,NPOC,0.46515208040850003,4,465152.08040850004,sum_of_physical_event_point_loads
2016,ST,OP,0.0024954395250000004,4,2495.4395250000002,sum_of_physical_event_point_loads
2016,ST,Se,0.0,4,0.0,sum_of_physical_event_point_loads
2016,ST,TDS,0.2873514318442761,4,287351.4318442761,sum_of_physical_event_point_loads
2016,ST,TKN,0.008395225365000002,4,8395.225365000002,sum_of_physical_event_point_loads
2016,ST,TN,0.37636179458999997,4,376361.79458999995,sum_of_physical_event_point_loads
2016,ST,TP,0.000750649755,4,750.6497549999999,sum_of_physical_event_point_loads
2016,ST,TSP,0.000511492995,4,511.49299500000006,sum_of_physical_event_point_loads
2016,ST,TSS,29.104141635885,4,29104141.635885,sum_of_physical_event_point_loads
2017,CT,ICP,0.4283506979291614,12,428350.6979291614,sum_of_physical_event_point_loads
2017,CT,NH4,0.4274525128455078,12,427452.51284550776,sum_of_physical_event_point_loads
2017,CT,NO2,0.21113333243622792,12,211133.3324362279,sum_of_physical_event_point_loads
2017,CT,NO3,5.343962670491152,12,5343962.6704911515,sum_of_physical_event_point_loads
2017,CT,NOx,3.853039758217551,12,3853039.758217551,sum_of_physical_event_point_loads
2017,CT,NPOC,4.404249757146675,12,4404249.757146675,sum_of_physical_event_point_loads
2017,CT,OP,0.012546821786043716,12,12546.821786043716,sum_of_physical_event_point_loads
2017,CT,Se,0.14209680031347136,12,142096.80031347135,sum_of_physical_event_point_loads
2017,CT,TDS,8.45463906652281,12,8454639.06652281,sum_of_physical_event_point_loads
2017,CT,TKN,2.8129203279593993,12,2812920.327959399,sum_of_physical_event_point_loads
2017,CT,TN,2.5974761921098732,12,2597476.192109873,sum_of_physical_event_point_loads
2017,CT,TP,0.17388530948929487,12,173885.30948929486,sum_of_physical_event_point_loads
2017,CT,TSP,0.4237014745522955,12,423701.4745522955,sum_of_physical_event_point_loads
2017,CT,TSS,2162.90790228052,12,2162907902.28052,sum_of_physical_event_point_loads
2017,MT,ICP,0.056109103237822394,12,56109.1032378224,sum_of_physical_event_point_loads
2017,MT,NH4,0.05608211256617361,12,56082.11256617361,sum_of_physical_event_point_loads
2017,MT,NO2,0.036120671638627526,12,36120.67163862753,sum_of_physical_event_point_loads
2017,MT,NO3,1.7909540947028721,12,1790954.0947028722,sum_of_physical_event_point_loads
2017,MT,NOx,0.4690319176751342,12,469031.9176751342,sum_of_physical_event_point_loads
2017,MT,NPOC,0.5730788221423703,12,573078.8221423703,sum_of_physical_event_point_loads
2017,MT,OP,0.004301604266158726,12,4301.604266158726,sum_of_physical_event_point_loads
2017,MT,Se,0.016302925288047675,12,16302.925288047676,sum_of_physical_event_point_loads
2017,MT,TDS,1.0256289200709967,12,1025628.9200709967,sum_of_physical_event_point_loads
