Year,Treatment,Analyte,mean,median,low,high,n_draws
2017,CT,NO3,6995730.917490739,6697527.370857958,2697600.6034475453,13003207.22316447,2000
2017,CT,OP,342959.6783247818,313868.7306051509,84816.8847967567,759165.7936862264,2000
2017,CT,TKN,2113308.7993409177,2020317.2681265352,772178.7902758265,3963447.7795425314,2000
2017,CT,TP,794859.0431533338,761036.83540779,268457.3943301619,1592433.5250264234,2000
2017,CT,TSS,630533390.662555,611291863.0383267,243458100.08935806,1138923101.2705092,2000
2017,MT,NO3,3329324.2083361144,3200680.20273275,1304837.6834924023,6175304.874607062,2000
2017,MT,OP,170300.60008579883,156253.81736259226,36904.887513356116,383144.4711081957,2000
2017,MT,TKN,644825.8867560679,602412.0923613375,220613.178636219,1270489.2612994649,2000
2017,MT,TP,253661.30860695476,233934.57595077995,73107.15780650756,534566.4741166409,2000
2017,MT,TSS,85492538.375908,81719247.48657878,33912213.2342989,157799881.58615404,2000
2017,ST,NO3,3642455.9552170164,3466550.39895816,1365342.3236194574,6901972.922053481,2000
2017,ST,OP,166418.79504549183,149086.05605736218,36394.62059441782,382848.140228427,2000
2017,ST,TKN,646734.6704550149,613859.0948895718,228990.32556864512,1255753.491694118,2000
2017,ST,TP,249421.61497238316,230553.02598108613,67245.56654015003,541925.02897779,2000
2017,ST,TSS,83864549.48251256,79197654.44029978,33737105.69706935,160534704.98725232,2000
2020,CT,NO3,1177509.5565627334,675083.3736488952,53557.75906097707,5234906.187450621,2000
2020,CT,OP,56276.04394608238,13350.257840574282,0.0,357679.1911907213,2000
2020,CT,Se,66348.26359492727,16814.33361405076,0.0,404599.94654104376,2000
2020,CT,TKN,305910.6030207553,149949.9060224721,8728.912043943836,1492212.8465804434,2000
2020,CT,TP,145003.07472783365,56823.64291290052,0.0,739572.0551191901,2000
2020,CT,TSS,46540355.653484285,27819310.52092886,2166364.844949506,187828598.72358212,2000
2020,ST,NO3,1709888.2590543928,1564921.1011853055,324873.6143459297,3930230.5963885477,2000
2020,ST,OP,82406.81520417759,64744.263024642874,6178.335268871278,251207.7127047628,2000
2020,ST,Se,82671.12749441217,66814.87588623878,6664.54406654211,250500.03165747382,2000
2020,ST,TKN,187048.2665785749,156669.42846383085,23272.500555333612,522967.37432305317,2000
2020,ST,TP,157711.78582875172,128832.30987129288,17209.917029986922,458683.9550058833,2000
2020,ST,TSS,30937384.730775215,27327322.243885517,5175334.679394462,76104541.43209352,2000
2021,CT,NO3,1271192.0219401256,1171517.5079206093,334402.42915023596,2772475.668420202,2000
2021,CT,OP,48920.92715130923,40963.6954673704,4701.532315503261,138687.9470025477,2000
