Year,Treatment,Analyte,AnnualLoad_kg,n_physical_events,AnnualLoad_mg,central_estimate_type
2014,CT,NH4,0.04365871517813415,10,43658.715178134145,sum_of_physical_event_point_loads
2014,CT,NO2,0.0453407243604443,10,45340.7243604443,sum_of_physical_event_point_loads
2014,CT,NO3,1.138806332778663,10,1138806.3327786631,sum_of_physical_event_point_loads
2014,CT,NOx,0.8919557023696081,10,891955.7023696081,sum_of_physical_event_point_loads
2014,CT,NPOC,1.0450011902544425,10,1045001.1902544425,sum_of_physical_event_point_loads
2014,CT,OP,0.023840023474905554,10,23840.023474905553,sum_of_physical_event_point_loads
2014,CT,Se,0.018179089385332577,10,18179.089385332576,sum_of_physical_event_point_loads
2014,CT,TDS,1.7144184994964649,10,1714418.4994964649,sum_of_physical_event_point_loads
2014,CT,TKN,0.6505479729359029,10,650547.9729359029,sum_of_physical_event_point_loads
2014,CT,TN,0.6908294692543573,10,690829.4692543573,sum_of_physical_event_point_loads
2014,CT,TP,0.13162692660687433,10,131626.92660687433,sum_of_physical_event_point_loads
2014,CT,TSP,0.0395571498930508,10,39557.1498930508,sum_of_physical_event_point_loads
2014,CT,TSS,134.8639097120002,10,134863909.71200022,sum_of_physical_event_point_loads
2014,MT,ICP,0.05366667913409515,8,53666.679134095146,sum_of_physical_event_point_loads
2014,MT,NH4,0.05523757462106869,8,55237.574621068685,sum_of_physical_event_point_loads
2014,MT,NO2,0.046201212390088675,8,46201.21239008867,sum_of_physical_event_point_loads
2014,MT,NO3,0.8333540178548776,8,833354.0178548776,sum_of_physical_event_point_loads
2014,MT,NOx,0.6659663064037978,8,665966.3064037978,sum_of_physical_event_point_loads
2014,MT,NPOC,0.707404074440269,8,707404.074440269,sum_of_physical_event_point_loads
2014,MT,OP,0.03724530220997934,10,37245.30220997934,sum_of_physical_event_point_loads
2014,MT,Se,0.03225363960476662,8,32253.63960476662,sum_of_physical_event_point_loads
2014,MT,TDS,1.097759442452744,8,1097759.4424527439,sum_of_physical_event_point_loads
2014,MT,TKN,0.48508101153459166,8,485081.0115345917,sum_of_physical_event_point_loads
2014,MT,TN,0.4791301907527461,10,479130.1907527461,sum_of_physical_event_point_loads
2014,MT,TP,0.09842646826014129,10,98426.4682601413,sum_of_physical_event_point_loads
2014,MT,TSP,0.051499302201282446,8,51499.302201282444,sum_of_physical_event_point_loads
2014,MT,TSS,75.38535577858309,10,75385355.7785831,sum_of_physical_event_point_loads
2014,ST,ICP,0.04199632727476913,10,41996.32727476913,sum_of_physical_event_point_loads
2014,ST,NH4,0.04214431322730414,10,42144.313227304134,sum_of_physical_event_point_loads
2014,ST,NO2,0.04263158464965558,10,42631.58464965558,sum_of_physical_event_point_loads
2014,ST,NO3,0.9735212399081994,10,973521.2399081994,sum_of_physical_event_point_loads
2014,ST,NOx,0.7005217082346599,10,700521.7082346599,sum_of_physical_event_point_loads
2014,ST,NPOC,0.7700682047090008,10,770068.2047090009,sum_of_physical_event_point_loads
2014,ST,OP,0.025100928502708286,10,25100.928502708288,sum_of_physical_event_point_loads
2014,ST,Se,0.024422994343610064,10,24422.994343610066,sum_of_physical_event_point_loads
2014,ST,TDS,1.1900837765304888,10,1190083.7765304889,sum_of_physical_event_point_loads
