Year,Treatment,Analyte,mean,median,low,high,n_draws
2020,CT,TP,1881613.1960626831,1487648.6784497201,243235.26752977644,5439853.923563056,2000
2020,CT,TSP,3061613.7120776325,2642463.861816626,386732.5253420671,8106111.148502739,2000
2020,CT,TSS,3066078852.406607,2784144915.025939,475153065.54889685,7309009482.398527,2000
2020,MT,ICP,2078242.3573905695,1797711.6677552916,277653.1113292732,5676821.653563706,2000
2020,MT,NH4,2101200.52160274,1812220.0950339604,267276.30336904584,5487060.683790172,2000
2020,MT,NO2,1887273.319902449,1620576.351685613,274124.3897997551,4900170.14565709,2000
2020,MT,NO3,19813109.208541304,18196847.70427811,3239431.944684912,45899709.160851575,2000
2020,MT,NOx,8767682.58141695,7591084.250756798,1381616.600101684,22792091.63737695,2000
2020,MT,NPOC,10137941.04702629,8949075.00652564,1584487.1317336857,25607742.878981892,2000
2020,MT,OP,625787.3140355435,392016.61066243774,13680.342353269927,2375996.2725722548,2000
2020,MT,Se,596173.9320290284,372576.7089496359,22706.447006101287,2214064.078753609,2000
2020,MT,TDS,14791070.018319534,13088466.309192587,2297452.934178316,37485722.577530555,2000
2020,MT,TKN,4028887.841599143,3561382.7743657203,585229.2748619785,10115739.915677624,2000
2020,MT,TN,5834310.114633023,4915671.796143613,882645.0485557801,15394015.673497103,2000
2020,MT,TP,1250245.8119848166,1003618.1025163317,181742.77845238135,3521473.229212121,2000
2020,MT,TSP,2046248.5680059553,1756334.293311905,311588.96250683704,5488899.4260862935,2000
2020,MT,TSS,478704591.04884315,417293847.58211523,80875972.40424232,1222916089.914736,2000
2020,ST,ICP,1230047.552171402,964369.9849602759,158861.82643432086,3753526.0667283735,2000
2020,ST,NH4,1287484.150963387,962892.8160596718,158484.53144978263,4126614.346255785,2000
2020,ST,NO2,1028956.3718216768,770774.2448171892,136293.50413453486,3362075.8546759426,2000
2020,ST,NO3,10027336.4732484,8024793.793583354,1721203.379855364,27573929.39368257,2000
2020,ST,NOx,5425226.263380788,4220737.28245841,700251.9897875253,17098183.431075174,2000
2020,ST,NPOC,6499009.7631915035,5037941.457518622,794793.1842249169,20679089.547993895,2000
2020,ST,OP,579000.189895178,377244.1255416993,10627.95735127175,2127752.0732604777,2000
2020,ST,Se,549533.1296090588,347678.9047893269,13589.119034347135,2132856.6413005907,2000
2020,ST,TDS,9686467.270542141,7609817.437652317,1176352.331329875,29783791.281054694,2000
2020,ST,TKN,2627313.7332051285,2067811.7695704112,333291.4436641616,7987433.165918716,2000
2020,ST,TN,3822647.4866723786,2778975.6773707094,470484.83087750804,12310750.015440378,2000
2020,ST,TP,937455.978227602,720271.9534424227,79190.63725458109,3089004.1991890953,2000
2020,ST,TSP,1266130.4561515963,978940.1449026561,158694.95380355028,3959614.9526639497,2000
2020,ST,TSS,395645704.74072844,316662533.5059737,37657169.42890229,1159482924.2117326,2000
2021,CT,ICP,1445155.2537989318,1122306.3948262846,126046.86706709511,4366277.83069443,2000
2021,CT,NH4,1474865.6191313989,1172182.1305711316,130643.63207334251,4440689.688196842,2000
2021,CT,NO2,1348168.4614758622,1027669.7879435283,119818.04404487845,4101215.3677700753,2000
2021,CT,NO3,14179457.9668163,12087727.090359207,1243129.7986210028,37479805.52201263,2000
2021,CT,NOx,9739218.57938619,7831938.693069663,868283.3095312552,28423206.534356743,2000
2021,CT,NPOC,10452812.326978419,8719701.930971656,979881.9159255909,30364657.801710982,2000
2021,CT,OP,10712.80864,10712.80864,10712.80864,10712.80864,2000
2021,CT,Se,13156.666780367404,11378.863262061488,1137.7875618302157,34715.433506478395,2000
2021,CT,TDS,17853166.23384443,14886715.400830414,1731047.6087451389,50921874.04652261,2000
2021,CT,TKN,5595864.783000404,4662184.682759447,636272.9866015535,15332797.700846037,2000
2021,CT,TN,5469715.329552772,4436608.775136727,541251.6789542665,15553990.988425655,2000
2021,CT,TP,559533.6606002602,491894.15954776783,107763.18629180898,1392773.7366074275,2000
2021,CT,TSP,1474113.5658280812,1130987.1981255151,124024.34594059055,4598440.824693527,2000
2021,CT,TSS,2703314648.1854634,2159029050.524496,268118167.5793622,8307429347.515406,2000
2021,MT,ICP,609814.8315318628,440479.5555909057,66883.40094046545,1947632.9553470225,2000
2021,MT,NH4,617291.3651664126,467198.9161739816,69930.91465171013,1951756.8650462928,2000
2021,MT,NO2,620749.5552353038,454699.5036004068,62391.912977680004,2058417.7842210748,2000
2021,MT,NO3,7686251.871761893,6172517.8986790255,789320.757203967,22349946.655967668,2000
2021,MT,NOx,3284388.140452002,2408220.0147224646,362467.8254919048,11301207.536210442,2000
2021,MT,NPOC,3591773.9584252434,2680761.770450101,425727.909009435,11515779.869411582,2000
2021,MT,OP,11972.734009334052,11222.596907081223,6497.574260054661,19891.791940221192,2000
2021,MT,Se,9423.1886263321,8849.843654893677,1775.5057540252576,21104.15999864799,2000
2021,MT,TDS,5242354.976909759,4046701.754412314,666368.0367019961,17221743.69269743,2000
2021,MT,TKN,1431274.7804355095,1115799.3102159793,210302.70412155482,4513111.3052730905,2000
