Method,Evaluation,Target,Grouping,Analyte,Treatment,n,RMSE_original_units,NRMSE_mean_observed,IntervalCoverage
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,OP,MT,112,0.1264197196584268,0.8970766054261602,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,OP,ST,112,0.08092619037139075,0.7438130008285063,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,Se,CT,33,0.04232539117669942,5.767116350101495,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,Se,MT,34,0.04210663311680043,6.751358292719711,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,Se,ST,34,0.03000685718718089,4.7607706223245465,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TDS,CT,32,93.96085070896328,0.10676042475852876,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TDS,MT,32,51.27897101824289,0.05766136315214606,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TDS,ST,33,55.48182837392498,0.06265700476847214,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TKN,CT,105,1.422549888469645,0.47964593036346553,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TKN,MT,102,1.202298200196738,0.5760838066295272,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TKN,ST,106,1.9915794634411295,0.7826678102561088,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TN,CT,36,1.2073964758094533,0.20890366936436955,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TN,MT,34,1.191855535365103,0.21390028531454985,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TN,ST,34,1.1927535862694683,0.21028201164698554,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TP,CT,121,0.5227778471764539,0.5571606449961766,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TP,MT,120,0.9378915216301171,1.016065024448634,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TP,ST,120,0.4010416207985245,0.5553086881538704,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TSS,CT,132,684.7009064064139,0.5027020439870854,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TSS,MT,134,576.9179844554537,0.7176372048196574,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TSS,ST,134,376.6237199772132,0.48963576537343145,
ML,full_record_physical_event_reconstruction,Volume_L,overall,all,all,333,11853.97542314774,0.44277835812479227,
ML,full_record_physical_event_reconstruction,Volume_L,treatment,all,CT,111,13115.707929318618,0.45099441513338007,
ML,full_record_physical_event_reconstruction,Volume_L,treatment,all,MT,101,12408.006738632012,0.45328167614656406,
ML,full_record_physical_event_reconstruction,Volume_L,treatment,all,ST,121,10019.745488369068,0.4148905773481899,
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,NH4,all,42,0.2734712014788606,2.5160548657419817,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,NO2,all,129,0.3458874837669112,1.244772297943439,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,NO3,all,356,2.7499681240420766,0.3916535039128716,0.952247191011236
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,OP,all,335,0.2915691729775652,2.4069311487514935,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,Se,all,101,0.15755714308157498,23.803020688723347,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,TDS,all,97,560.650835080488,0.633522218048255,0.6391752577319587
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,TKN,all,313,5.128860322572965,2.021788314179035,0.7987220447284346
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,TN,all,104,2.73011720334262,0.4809389851756355,0.8846153846153846
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,TP,all,361,1.288482631141928,1.495807327672129,0.9445983379501385
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,TSS,all,400,1114.097300131856,1.1409510720785982,0.615
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NH4,CT,14,0.3194360672632592,2.7520645794988483,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NH4,MT,14,0.2878410619095653,3.231575675007149,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NH4,ST,14,0.19866458195921863,1.6428258401825524,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO2,CT,42,0.36544431179046694,1.2904541025054321,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO2,MT,43,0.3383643102473926,1.2104043376430167,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO2,ST,44,0.33375117180170216,1.2308315781807808,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO3,CT,121,2.6498759407899817,0.3821808138223122,0.9256198347107438
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO3,MT,116,2.952831149297716,0.4121668954777732,0.9655172413793104
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO3,ST,119,2.6427577844714145,0.3790726850710844,0.9663865546218487
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,OP,CT,111,0.29118031331759475,2.562719218066367,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,OP,MT,112,0.31140349692353975,2.2097248174002253,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,OP,ST,112,0.27069837799456353,2.488056980459654,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,Se,CT,33,0.15365905774617683,20.937069679275975,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,Se,MT,34,0.16154962490282426,25.902792957774277,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,Se,ST,34,0.15725041135464127,24.948735352579625,1.0
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TDS,CT,32,544.7315481580877,0.6189361954678504,0.65625
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TDS,MT,32,569.1310796056598,0.6399674800541539,0.625
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TDS,ST,33,567.5407650663057,0.6409378613732619,0.6363636363636364
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TKN,CT,105,4.784977287044122,1.6133668852073464,0.7714285714285715
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TKN,MT,102,4.459050239873666,2.136563654273445,0.8431372549019608
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TKN,ST,106,5.988487544158478,2.3534066900017745,0.7830188679245284
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TN,CT,36,2.9624408168297287,0.5125613411250153,0.9166666666666666
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TN,MT,34,2.546346151202739,0.45698841184223216,0.9117647058823529
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TN,ST,34,2.6500736742226834,0.46720699869886334,0.8235294117647058
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TP,CT,121,1.002810733829223,1.0687650180417672,0.9586776859504132
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TP,MT,120,1.6990294892283917,1.8406440400605502,0.9416666666666667
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TP,ST,120,1.0457946978907526,1.4480763383303272,0.9333333333333333
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TSS,CT,132,1291.7800739326199,0.9484148150992332,0.553030303030303
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TSS,MT,134,1130.1232061679332,1.405777737266582,0.6716417910447762
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TSS,ST,134,885.5193418099454,1.1512337584746994,0.6194029850746269
ML,outer_loyo_physical_event_validation,Volume_L,overall,all,all,333,25275.560331477474,0.944111212041294,0.8648648648648649
ML,outer_loyo_physical_event_validation,Volume_L,treatment,all,CT,111,24546.55538940774,0.84405351590962,0.9099099099099099
ML,outer_loyo_physical_event_validation,Volume_L,treatment,all,MT,101,27693.463201335704,1.0116805771164987,0.8316831683168316
ML,outer_loyo_physical_event_validation,Volume_L,treatment,all,ST,121,23775.36778591894,0.9844737153070217,0.8512396694214877
