Method,Evaluation,Target,Grouping,Analyte,Treatment,n,RMSE_original_units,NRMSE_mean_observed,IntervalCoverage
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,NH4,all,42,0.08460681661368838,0.7784197804545261,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,NO2,all,129,0.17685156426580528,0.6364495345381953,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,NO3,all,356,0.9523112240517688,0.13562921855516177,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,OP,all,335,0.0972171263247491,0.8025365890143406,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,Se,all,101,0.03853921744465425,5.822330693616058,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,TDS,all,97,69.4784159125882,0.07850897100528358,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,TKN,all,313,1.5789787273075495,0.6224308205777374,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,TN,all,104,1.197550263815136,0.21096112938701064,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,TP,all,361,0.6614135046922164,0.7678389626898615,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,TSS,all,400,560.1131921600706,0.5736139446749975,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NH4,CT,14,0.13165884308330061,1.1342915711792052,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NH4,MT,14,0.045406000264312914,0.509770652526368,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NH4,ST,14,0.045598074854876616,0.3770661830881705,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO2,CT,42,0.1300729404153591,0.45931255233269563,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO2,MT,43,0.11526904977136855,0.4123430090402934,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO2,ST,44,0.2501240432419565,0.9224254381565741,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO3,CT,121,0.7286586076356655,0.10509146310517886,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO3,MT,116,1.1756000216229971,0.1640945203897604,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO3,ST,119,0.9088498531469664,0.13036387828776744,
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,OP,CT,111,0.07609089672792689,0.6696867694893661,
