Method,Scenario,Year,Analyte,Treatment,PointTotal_kg,primary_center_type,primary_center_within_draw_interval,Central_95_interval_kg
ML,full_record_model_only,2023,TSS,ST,261.5758937032689,mean_of_replicate_annual_plot_totals,True,"261.6 (186, 948.6)"
ML,full_record_model_only,2024,TN,CT,0.7739493567026163,mean_of_replicate_annual_plot_totals,True,"0.7739 (0.5695, 2.448)"
ML,full_record_model_only,2024,TN,MT,0.7198039437397659,mean_of_replicate_annual_plot_totals,True,"0.7198 (0.4765, 2.559)"
ML,full_record_model_only,2024,TN,ST,0.9793288321564679,mean_of_replicate_annual_plot_totals,True,"0.9793 (0.7579, 2.871)"
ML,full_record_model_only,2024,TP,CT,0.1141056502668196,mean_of_replicate_annual_plot_totals,True,"0.1141 (0.08524, 0.3842)"
ML,full_record_model_only,2024,TP,MT,0.10025447933750975,mean_of_replicate_annual_plot_totals,True,"0.1003 (0.07028, 0.3581)"
ML,full_record_model_only,2024,TP,ST,0.19370481753896868,mean_of_replicate_annual_plot_totals,True,"0.1937 (0.1484, 0.6063)"
ML,full_record_model_only,2024,TSS,CT,127.50785187616374,mean_of_replicate_annual_plot_totals,True,"127.5 (94.52, 405)"
ML,full_record_model_only,2024,TSS,MT,127.76621909530198,mean_of_replicate_annual_plot_totals,True,"127.8 (87.2, 406.5)"
ML,full_record_model_only,2024,TSS,ST,269.6333937569991,mean_of_replicate_annual_plot_totals,True,"269.6 (203.6, 774.5)"
ML,full_record_model_only,2025,TN,CT,1.8594667953797197,mean_of_replicate_annual_plot_totals,True,"1.859 (1.645, 4.342)"
ML,full_record_model_only,2025,TN,MT,2.185507927950035,mean_of_replicate_annual_plot_totals,True,"2.186 (1.809, 5.282)"
ML,full_record_model_only,2025,TN,ST,2.3531191910005056,mean_of_replicate_annual_plot_totals,True,"2.353 (2.088, 5.453)"
ML,full_record_model_only,2025,TP,CT,0.5437842696455113,mean_of_replicate_annual_plot_totals,True,"0.5438 (0.4756, 1.559)"
ML,full_record_model_only,2025,TP,MT,0.8614913869094218,mean_of_replicate_annual_plot_totals,True,"0.8615 (0.6415, 3.008)"
ML,full_record_model_only,2025,TP,ST,0.8459244198927516,mean_of_replicate_annual_plot_totals,True,"0.8459 (0.6842, 2.524)"
ML,full_record_model_only,2025,TSS,CT,356.7505806832213,mean_of_replicate_annual_plot_totals,True,"356.8 (317.4, 932.6)"
ML,full_record_model_only,2025,TSS,MT,588.6854881039613,mean_of_replicate_annual_plot_totals,True,"588.7 (412, 1998)"
ML,full_record_model_only,2025,TSS,ST,524.4176111801465,mean_of_replicate_annual_plot_totals,True,"524.4 (428.4, 1537)"
