Year,Analyte,Treatment,BayesPosteriorMedian_kg,BayesLower95_kg,BayesUpper95_kg,MLPointTotal_kg,MLLower95_kg,MLUpper95_kg,n_expected_physical_events,n_observed_event_loads,observed_event_fraction,ObservedAnnualLoadComplete,n_complete_plots,ObservedAnnualLoad_kg,ObservedAnnualLoadRangeLow_kg,ObservedAnnualLoadRangeHigh_kg,ObservedIntervalType
2011,NH4,CT,0.0151456658951233,0.0012558394077579,0.0372409930468171,0.0297275393176198,0.0182026110545336,0.1827005733446246,6,0,0.0,False,0.0,,,,none
2011,NH4,MT,0.0119972926406378,0.0007841129761573,0.033784507882288,0.0332850206989163,0.0205345513513554,0.218021415948787,6,0,0.0,False,0.0,,,,none
2011,NH4,ST,0.0116362242753131,0.0007842940085014,0.0341421419767391,0.0210114364193458,0.012201191316642,0.1900030786909289,6,0,0.0,False,0.0,,,,none
2011,NO2,CT,0.0489769300695931,0.0,0.2299313536330654,0.0470042678820769,0.0320261436605236,0.2282487652128782,6,0,0.0,False,0.0,,,,none
2011,NO2,MT,0.0330105333486525,0.0,0.1944494792955136,0.0598713727507196,0.0404043784713005,0.3060756159769461,6,0,0.0,False,0.0,,,,none
2011,NO2,ST,0.0352420128603484,0.0,0.1956451471884356,0.0469736074001283,0.0293374411890494,0.2928708919032681,6,0,0.0,False,0.0,,,,none
2011,NO3,CT,0.9687294838492492,0.6401420110654379,1.390516322615013,0.7172185730779049,0.526144732898192,2.551009871209428,6,3,0.5,False,0.0,,,,none
2011,NO3,MT,0.8427821260091801,0.4902421928057953,1.3175440512439145,0.8800085059171776,0.6326074767069765,3.2092946549025814,6,2,0.3333333333333333,False,0.0,,,,none
2011,NO3,ST,0.8611891563546239,0.523405223152486,1.2955623297712482,0.7777506864388825,0.564750402927727,2.689643289699434,6,2,0.3333333333333333,False,0.0,,,,none
2011,OP,CT,0.0206589573298977,0.0067077291657679,0.0422034680368522,0.0207100249091417,0.0123277846530582,0.1599147763602441,6,3,0.5,False,0.0,,,,none
2011,OP,MT,0.0181519141789055,0.005067641976812,0.0366069140920517,0.030241694369794,0.0186687993503161,0.2187858777472168,6,2,0.3333333333333333,False,0.0,,,,none
2011,OP,ST,0.0177802354331108,0.0049066067194682,0.0359438428011099,0.0172414085774259,0.0102555816133255,0.1606810897657889,6,2,0.3333333333333333,False,0.0,,,,none
2011,Se,CT,0.0008649125719537,0.0004727592105152,0.0012625872530405,0.0345989746774569,0.0215598484178505,0.2103221394113636,6,0,0.0,False,0.0,,,,none
2011,Se,MT,0.0006638441242469,0.000331983701285,0.0011110099945598,0.0416093859118689,0.0260492639497289,0.2616899293271706,6,0,0.0,False,0.0,,,,none
2011,Se,ST,0.000675149785513,0.0003437010353891,0.0010855077237811,0.0305511947122634,0.0188402749149594,0.2186115041784544,6,0,0.0,False,0.0,,,,none
2011,TDS,CT,114.67078927510596,60.01883870018634,177.33518816013685,2.81399820798902,2.1194424559800997,8.99329708947506,6,0,0.0,False,0.0,,,,none
2011,TDS,MT,101.51954406797752,47.648572988804496,167.2584373939606,3.143204379449181,2.301038574539801,11.303251220382506,6,0,0.0,False,0.0,,,,none
2011,TDS,ST,102.5072850925303,51.428414290970274,165.72999517003694,3.3153295310180257,2.434581273428728,12.062182605360563,6,0,0.0,False,0.0,,,,none
2011,TKN,CT,0.2895871499335218,0.0090847230961536,0.9284822723153788,0.4608621678522494,0.3426532747905669,1.6026720108287411,6,0,0.0,False,0.0,,,,none
2011,TKN,MT,0.2241123757521113,0.0091645162231335,0.7475266769666717,0.4898247521993055,0.3456907499877708,1.956738963906169,6,0,0.0,False,0.0,,,,none
