Year,Treatment,BayesPosteriorMean_kL,BayesLower95_kL,BayesUpper95_kL,MLPointTotal_kL,MLLower95_kL,MLUpper95_kL,n_expected_physical_events,n_observed_event_volumes,observed_event_fraction,ObservedAnnualVolumeComplete,n_complete_plots,ObservedAnnualVolume_kL,ObservedAnnualVolumeRangeLow_kL,ObservedAnnualVolumeRangeHigh_kL,ObservedIntervalType
2015,MT,96.71659043751932,64.17745671400179,131.32927264595696,48.353453102187096,35.87493890309675,135.65810678757762,6,6,1.0,True,2.0,65.599245,44.15104,87.04745,descriptive replicate minimum-to-maximum range
2015,ST,91.28967791768332,59.24246548257028,124.72599977103587,55.085310575702096,39.23565459030752,158.1534209070681,6,6,1.0,True,2.0,57.59408499999999,42.70540999999999,72.48276,descriptive replicate minimum-to-maximum range
2016,CT,61.08595048467062,40.644219991392994,82.61548691372451,80.7119220292473,41.31935800380235,340.59842466111974,2,2,1.0,True,2.0,76.612945,63.901019999999995,89.32486999999999,descriptive replicate minimum-to-maximum range
2016,MT,28.99002525025459,9.72333150034626,49.74889821827525,8.220645773315962,4.251125360702835,35.748803972384295,2,2,1.0,True,2.0,10.32075,7.7622800000000005,12.87922,descriptive replicate minimum-to-maximum range
2016,ST,37.57850770124874,17.43548027315647,57.29861513574984,22.729092760209053,11.41599102010754,98.626563839369,2,2,1.0,True,2.0,39.09981,27.13164,51.06798,descriptive replicate minimum-to-maximum range
2017,CT,209.5278332534245,159.87270036934495,254.89006303543516,227.09308933691068,171.23322002874826,631.6181210486502,6,6,1.0,True,2.0,297.5275,198.11447,396.94053,descriptive replicate minimum-to-maximum range
2017,MT,123.35814452346112,89.16156933252238,157.05326796634716,68.55221745984241,49.02715092922779,217.59044669111307,6,6,1.0,True,2.0,96.214715,94.28058,98.14885000000001,descriptive replicate minimum-to-maximum range
2017,ST,113.59245411294636,80.55120063849155,148.11868610823777,59.87617740696152,44.93917214783218,181.48810721616744,6,6,1.0,True,2.0,77.34838500000001,32.8614,121.83537000000001,descriptive replicate minimum-to-maximum range
2018,CT,156.65217223705363,83.70102379536151,244.6424920181958,71.35603619985291,52.20263983929898,195.38755872781928,5,0,0.0,False,0.0,,,,none
2018,MT,138.09544749133943,69.72593818133242,221.78252317820437,52.20765773847754,39.088819343596015,151.6007212305411,5,0,0.0,False,0.0,,,,none
2018,ST,137.70021994865823,69.53119183530758,220.2645427961474,54.48051013880956,38.97801047272027,150.56777450301152,5,0,0.0,False,0.0,,,,none
2019,CT,30.33522576599273,12.371995632091974,47.80962646649845,17.18933640075829,6.216105823245973,133.92301074661856,1,0,0.0,False,0.0,,,,none
2019,MT,30.39322733863872,12.263463559523958,48.79614977140827,12.940831268340812,4.534604347486496,47.47154068087158,1,0,0.0,False,0.0,,,,none
2019,ST,30.499458038559904,11.815024600310664,48.76174450819588,11.904812503858793,3.949829534677644,83.83022004396224,1,0,0.0,False,0.0,,,,none
2020,CT,185.0819827374712,126.83070182177904,241.43210102057049,119.21733066214962,92.57273878156383,308.44403119414335,7,1,0.14285714285714285,False,0.0,,,,none
2020,MT,117.23648954267692,70.13577794047032,164.25196574185742,81.47311129264696,64.23132661886503,198.9083329390126,7,0,0.0,False,0.0,,,,none
2020,ST,123.08480921329672,83.69069982112366,164.5236370206336,100.03396727001244,77.08054713011171,266.06066961055575,7,6,0.8571428571428571,False,0.0,,,,none
2021,CT,166.9966586989308,119.869744966165,214.6775885972193,89.85282641219523,69.35547584343323,229.55744295834404,6,3,0.5,False,0.0,,,,none
2021,MT,105.25340490358114,61.83163317521733,156.5277166429837,53.89115559343413,41.32172822158702,144.8652333531365,6,3,0.5,False,0.0,,,,none
2021,ST,217.41111913122543,166.50209207216298,265.14735866621805,44.575971763523384,32.833295930709326,120.35800775289084,6,5,0.8333333333333334,False,0.0,,,,none
2022,CT,235.19043227516784,172.03845327064644,297.8669236374572,117.51097037436013,95.13599011325206,276.457218632219,8,0,0.0,False,0.0,,,,none
2022,MT,348.6220631541965,292.9842121819963,406.1609253289428,106.01923889787982,86.51782775767465,255.04778143496966,8,0,0.0,False,0.0,,,,none
2022,ST,355.9346484343899,295.437954803243,415.5058751917449,96.53009354474976,79.01740092265176,229.76679813949028,8,0,0.0,False,0.0,,,,none
2023,CT,240.4079928968182,196.0559049165508,286.80539284773033,247.66751783404303,190.2544094940032,690.9504964786888,7,5,0.7142857142857143,False,0.0,,,,none
2023,MT,343.68373375901143,294.7246378123604,387.9790646791809,237.47421618702688,181.61023179633128,661.9311482804297,7,5,0.7142857142857143,False,0.0,,,,none
2023,ST,318.98415810921296,270.3851484023513,365.6711679815499,200.22975797898178,155.93317549135722,538.7781679204151,7,5,0.7142857142857143,False,0.0,,,,none
2024,CT,145.40014823478234,111.94067712484832,178.9729807425568,144.33038610878958,104.80392606043874,445.8779725346966,4,3,0.75,False,0.0,,,,none
2024,MT,222.0894644348292,188.270649237842,254.2898347545452,143.9529609081063,96.78774874029645,499.30600585532846,4,2,0.5,True,1.0,189.802435,,,none
2024,ST,213.17011209975337,184.043390533279,241.4982011407426,170.1514084170304,130.68659521380962,487.5310560210094,4,3,0.75,True,1.0,207.69725,,,none
2025,CT,272.8076275615254,223.0688014761332,319.70154329636733,331.2573255982927,291.50941724012046,738.3213163003049,8,7,0.875,False,0.0,,,,none
2025,MT,354.541543647706,309.3677611319728,400.5822376652093,399.80082866468234,331.2285758660635,909.7577086884129,8,7,0.875,True,1.0,395.832345,,,none
2025,ST,364.9841774683532,324.6575387111106,407.4037815171263,404.8042348412953,355.0245376754339,890.0701387736292,8,7,0.875,True,1.0,380.055845,,,none
