Scope,n_physical_events,n_field_irrigation_clusters,MeanPredictedVolumeWithCompaction_L,MeanPredictedVolumeWithoutCompaction_L,MeanPairedPredictionDifference_L_per_event,Lower95ClusterBootstrap_L_per_event,Upper95ClusterBootstrap_L_per_event,PercentDifferenceOfMeanPredictions,BootstrapReplicates,BootstrapSeed,IntervalType,Interpretation
All exposed events,120,33,30058.978520054603,29415.086436809062,643.8920832455373,379.38412053744577,933.03936947229,2.188985861485674,20000,20260903,95% percentile cluster-bootstrap interval for the mean paired prediction difference; clusters are Year x Irrigation; fitted CatBoost model held fixed,"paired predictive sensitivity, not a causal effect or parameter confidence interval"
MT,54,27,32861.00906139612,32144.26965062109,716.7394107750277,421.949775965825,1053.1604617133862,2.229757958620113,20000,20260904,95% percentile cluster-bootstrap interval for the mean paired prediction difference; clusters are Year x Irrigation; fitted CatBoost model held fixed,"paired predictive sensitivity, not a causal effect or parameter confidence interval"
ST,66,33,27766.408077138807,27182.118352781035,584.2897243577722,329.1529018863625,866.2903402140939,2.1495371213332692,20000,20260905,95% percentile cluster-bootstrap interval for the mean paired prediction difference; clusters are Year x Irrigation; fitted CatBoost model held fixed,"paired predictive sensitivity, not a causal effect or parameter confidence interval"
