PhysicalEventID,Analyte,Year,Treatment,Observed_mg_L,n_source_observations,Method,Modeled_mg_L,central_estimate_type,resolution
PE_344e7a9bb935a4829210,TKN,2022,MT,2.05,2,Bayes,1.7351360421294928,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_3fc5dfce0fb4c6220e16,TKN,2022,MT,0.0,3,Bayes,1.5209239657441396,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_5556897f607258fe9362,TKN,2022,MT,0.0,3,Bayes,0.6821881945587838,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_7b7021667404f4bf5ffe,TKN,2022,MT,2.7,3,Bayes,2.5915095828613377,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_7f40423a8c9c7387079e,TKN,2022,MT,2.4,2,Bayes,1.4014920286140526,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_912d046edf542edb9c36,TKN,2022,MT,0.0,2,Bayes,2.619751850683069,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a5a3e7d8a5e84189d18a,TKN,2022,MT,0.0,3,Bayes,3.0780616129690097,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_aa383c8c9a57591dc206,TKN,2022,MT,0.0,2,Bayes,3.7975288145453847,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_afa287a09ff3e5bab631,TKN,2022,MT,0.0,3,Bayes,1.6673748239408974,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_d41d88e8b515629ab69d,TKN,2022,MT,0.63,1,Bayes,0.9138708353320668,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_f0406a7690a0e8ef2920,TKN,2022,MT,0.49,2,Bayes,2.62794440175714,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_0656666c2b33c1a71dfc,TKN,2022,ST,0.0,3,Bayes,0.7016489904041907,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_230aa97120550e292bc7,TKN,2022,ST,1.05,2,Bayes,1.542724392592986,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_3eefa2d11be77738359b,TKN,2022,ST,0.0,3,Bayes,4.118853981166161,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_425f14902ee81a16cfeb,TKN,2022,ST,0.0,1,Bayes,3.9556516971634497,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_510406c16da87dd620cb,TKN,2022,ST,11.15,2,Bayes,8.063376000086352,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_70d3cc17c47edebe68ad,TKN,2022,ST,0.0,2,Bayes,2.550641414962612,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_7cf61966fec7c7b6adc5,TKN,2022,ST,0.0,2,Bayes,3.7892000171706495,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_901ccaf6a3ac1105504f,TKN,2022,ST,0.0,2,Bayes,1.968347057152131,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_99ec6d6affe898b0e8d2,TKN,2022,ST,0.97,1,Bayes,1.1314956017323752,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a8630556d08f6cec7f6a,TKN,2022,ST,0.0,3,Bayes,0.8706096350248265,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_ceb9c23bc0db5be24388,TKN,2022,ST,0.0,3,Bayes,1.763289868067805,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_d47080104483a2906848,TKN,2022,ST,3.0,3,Bayes,4.275334715032804,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_dc25029fed7bf1b276c5,TKN,2022,ST,2.1,3,Bayes,2.1482365920408832,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_1607bd85c5b858754283,TKN,2023,CT,1.115,4,Bayes,1.61400765145005,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_17f8630aaa6312f3912a,TKN,2023,CT,1.85,4,Bayes,1.534026770589937,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_21ef5b6342274d9e3203,TKN,2023,CT,0.75,4,Bayes,1.1389822332849555,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_222b0b4beba254c530d7,TKN,2023,CT,8.7,3,Bayes,8.846713657005019,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_577d295e76e129c37688,TKN,2023,CT,2.1,4,Bayes,2.120986614528381,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_5bf168b414e63b4f63f3,TKN,2023,CT,2.6,5,Bayes,2.0212413564386846,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_7131d35e8cd02b882d26,TKN,2023,CT,6.1,4,Bayes,7.023967325966992,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_8474551aa700ba7170c1,TKN,2023,CT,29.0,1,Bayes,24.859487985521497,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_bf4d5c43e21a82c51f4f,TKN,2023,CT,1.3,4,Bayes,1.6184109015105932,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_ee0d84028e7204c9f8b6,TKN,2023,CT,0.61,4,Bayes,0.6820241150789854,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_f071df1dfa8de45515c1,TKN,2023,CT,33.0,1,Bayes,27.374096406934772,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_f7a5e5b2a4c1c3239774,TKN,2023,CT,0.7050000000000001,4,Bayes,0.7349862954312136,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_199b5b7c1aaa1098c691,TKN,2023,MT,34.0,1,Bayes,27.963502247208567,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_23621b170748f0fc60c2,TKN,2023,MT,4.15,4,Bayes,4.11812389254997,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_248493668060338e72e6,TKN,2023,MT,7.5,5,Bayes,14.68404033831182,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_3694e2f2ef6dd2e8480f,TKN,2023,MT,25.0,1,Bayes,22.11400070292322,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_7751232195de561530b0,TKN,2023,MT,1.7000000000000002,4,Bayes,1.4613684931858542,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_8d90127b55de039c6ab7,TKN,2023,MT,3.3,5,Bayes,3.514968282852766,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_9d88eac30a91208d302b,TKN,2023,MT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a5dd6f772a1d2e7d821c,TKN,2023,MT,0.0,6,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_acc7ee117e759ece44f9,TKN,2023,MT,0.89,5,Bayes,1.0739497763444077,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_b6fd60d10e559978199b,TKN,2023,MT,0.53,5,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_bf74455b1a7c48461768,TKN,2023,MT,6.3,3,Bayes,7.143849083858164,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_c4acde3ff39ca34f7f1d,TKN,2023,MT,2.05,4,Bayes,2.386140048087561,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_68d44a8c5ee2992c2c36,TKN,2023,ST,2.75,4,Bayes,2.297183425722462,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_6f90d69c4aa146a04e18,TKN,2023,ST,37.0,1,Bayes,30.12788071051712,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_78a0e5a12037218db30c,TKN,2023,ST,1.2,5,Bayes,2.1782550388670394,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_8a47f8b2785e361a0f5c,TKN,2023,ST,5.449999999999999,4,Bayes,6.466284358634883,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_8f51b688686d8bdc2f79,TKN,2023,ST,11.5,4,Bayes,15.377060011396557,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_ada3010827131318b4a5,TKN,2023,ST,0.26,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_bca2b67b03840bac2206,TKN,2023,ST,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_c6f4076701513ce44077,TKN,2023,ST,32.0,1,Bayes,26.98204957265253,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_c9875bdbbfec951204a7,TKN,2023,ST,1.25,4,Bayes,1.279514304590661,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_d0ce0a7aa7e876660808,TKN,2023,ST,0.95,4,Bayes,0.62591655421333,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_dbd728d03c1d5af8f0ef,TKN,2023,ST,33.0,1,Bayes,27.49193422077516,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e29fdc102c9f799e8e4f,TKN,2023,ST,1.3,4,Bayes,1.4503330948088011,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_fc1529c70189a30552dd,TKN,2023,ST,3.15,4,Bayes,3.9546016347929625,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_3a4478840ec05680e176,TKN,2024,CT,0.94,4,Bayes,1.5105796457819474,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_828e337f2a8b9a9634d7,TKN,2024,CT,2.8,4,Bayes,2.4750915258484896,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_87d4115bb68391b10daf,TKN,2024,CT,1.15,4,Bayes,1.3836739009729124,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a354768a3ad269a40a28,TKN,2024,CT,0.725,4,Bayes,0.9421226358568652,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_add35a9103c77e144288,TKN,2024,CT,0.91,4,Bayes,0.4544038440099742,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_dd4d0ea35e35c329e9d8,TKN,2024,CT,3.25,4,Bayes,2.854269477787746,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e01f96101de9649fe0a8,TKN,2024,CT,0.73,2,Bayes,0.7744061539093263,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_f96a427e92fb0d6cf251,TKN,2024,CT,0.8,4,Bayes,0.5263390140944171,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_02b42436b7981ca07571,TKN,2024,MT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_7a793bda6ecab836d590,TKN,2024,MT,0.51,3,Bayes,0.5091247570295865,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_ba059ebbc29b11d1a3be,TKN,2024,MT,0.76,4,Bayes,0.5987612311263542,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_c488be01d5dbff565ef0,TKN,2024,MT,0.7,4,Bayes,0.1619168197541856,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_c918bf0b868668efb5e3,TKN,2024,MT,2.6500000000000004,4,Bayes,2.568653902948749,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_cc030c89ee5b8a7462b6,TKN,2024,MT,0.7050000000000001,4,Bayes,0.3431117116311637,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_d0a561512025e1d2770d,TKN,2024,MT,2.6,4,Bayes,2.728810171905627,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e582d3221277d02f35d9,TKN,2024,MT,0.86,4,Bayes,1.0615023110799315,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_00b38906ec1907c7d0dc,TKN,2024,ST,0.975,4,Bayes,1.5953073935060045,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_30f71765b192fa672ac6,TKN,2024,ST,0.855,4,Bayes,0.3608232386159196,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_47021952abc7ade62c23,TKN,2024,ST,2.8,4,Bayes,3.108054143496294,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_6dfbf6a0b565de5536dd,TKN,2024,ST,1.1,4,Bayes,1.150790342443888,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_d36d20c6bc7c067588be,TKN,2024,ST,0.62,3,Bayes,1.1701673143149014,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_dd553617c7d118d29861,TKN,2024,ST,0.8999999999999999,4,Bayes,0.7058428002020649,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_f0055d0fbf3bb2c0c279,TKN,2024,ST,2.6,4,Bayes,2.696128317684383,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_f6579064c70952c33aa8,TKN,2024,ST,0.8400000000000001,4,Bayes,1.0947265685444605,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_01024210b88310ac1815,TKN,2025,CT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_30d8eee773ba85ed7ec9,TKN,2025,CT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_41cebec90b66f3ef63c2,TKN,2025,CT,1.5,3,Bayes,1.0047562814850433,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_5c35b22fc4eba02df28c,TKN,2025,CT,1.2000000000000002,4,Bayes,1.129949474559376,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_72b83136bc50254a55a6,TKN,2025,CT,0.5,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_73a092189bd19f7de823,TKN,2025,CT,1.05,4,Bayes,0.097233623619219,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_79ea2eb78bef48e2d163,TKN,2025,CT,1.65,4,Bayes,1.8214943875360172,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_85771b5590cb80ee80b1,TKN,2025,CT,1.15,4,Bayes,1.182604292468905,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_92e7ac2243498d97f3e0,TKN,2025,CT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_961b16815e7ba5016bdb,TKN,2025,CT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_bd4a80359ce1de5f5729,TKN,2025,CT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_ef5b618a3b1b8ffbd8e4,TKN,2025,CT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_2314eec6a45e0be9e203,TKN,2025,MT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_39c8810e26ab4ca7933c,TKN,2025,MT,1.1,4,Bayes,0.8608095757417187,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_676050582c291c72204b,TKN,2025,MT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_6c85627a623e6c9dfbb4,TKN,2025,MT,0.6,4,Bayes,0.8500753944013513,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_7d221972180d28e4f760,TKN,2025,MT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a033c0958b5b88a75684,TKN,2025,MT,0.85,4,Bayes,0.0102810117832663,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a36448d6fe89c398bac0,TKN,2025,MT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_c1edec673d6e55fe03b0,TKN,2025,MT,1.05,4,Bayes,0.0883238588443604,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_c63b91d3075e6834f32e,TKN,2025,MT,1.3,4,Bayes,1.8174106176662264,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e6892c1c4df9f9956548,TKN,2025,MT,1.2999999999999998,4,Bayes,1.2005745339897245,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_f2544036a8cdc2b562ca,TKN,2025,MT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_ff8985d7bd1f94902d4e,TKN,2025,MT,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_0373cedd6c6b07cdac38,TKN,2025,ST,1.45,4,Bayes,1.5865938576367729,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_0c2d197a5610b0bbb10e,TKN,2025,ST,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_2000666922e9baf4491a,TKN,2025,ST,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_326f1ee42ddcd2cd3c31,TKN,2025,ST,1.6,4,Bayes,1.7747139809399948,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_33b48c45a8f1d7ee984a,TKN,2025,ST,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_44d1a7f433fe780ac78b,TKN,2025,ST,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_55ff1c1f21eee62bac5f,TKN,2025,ST,0.55,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_69bf4666a40285ef26b8,TKN,2025,ST,1.15,4,Bayes,0.5049229849624985,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_6db16cd7a8da79e5651d,TKN,2025,ST,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_744bc567dc348be5d05b,TKN,2025,ST,0.5,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_76eec8ae39fe2d6f5031,TKN,2025,ST,1.5,4,Bayes,1.4310067183567765,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a873c6f206750ebc6cd1,TKN,2025,ST,0.0,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_0609bb3a38fc48d18c44,TKN,2013,CT,3.423,1,ML,4.70937366797896,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_06846811b2896d804676,TKN,2013,CT,6.115,1,ML,5.729131627867323,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_2e9d58711c9824497c11,TKN,2013,CT,8.493,1,ML,4.506338367975258,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7dbc678d30fda2bb0d2c,TKN,2013,CT,5.605,1,ML,4.20391652566686,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a814ea72d8a79e5ce612,TKN,2013,CT,3.343,1,ML,3.396838213701007,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_dc649077fd49ff457e31,TKN,2013,CT,2.562,1,ML,2.45124337457427,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_113a8b8781b7a42b7a0c,TKN,2013,MT,6.495,1,ML,5.287638495032678,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_12cbc4a228ce581574f5,TKN,2013,MT,2.65,1,ML,2.750927908951005,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_1bd1f8a68c1dc49b3965,TKN,2013,MT,4.968,1,ML,4.894895963747744,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_262bcdadb146dac989ae,TKN,2013,MT,2.462,1,ML,3.1704771312059794,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_99b3a7e1248efb280745,TKN,2013,MT,4.773,1,ML,4.9988870497035816,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e9b4025c029d683e1a32,TKN,2013,MT,6.798,1,ML,6.191418232460923,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_06463f55c291ea1d15a9,TKN,2013,ST,6.718,1,ML,4.172749354973491,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_2b1a26b26247f7aaf591,TKN,2013,ST,2.643,1,ML,2.9764953082303496,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_3a1f801f634bfe189584,TKN,2013,ST,4.765,1,ML,4.930555377146413,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_4ba63451b7dc89c0a556,TKN,2013,ST,1.332,1,ML,2.7093193040865287,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_b7ff1c1774876e409c04,TKN,2013,ST,5.003,1,ML,4.473678634937786,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f7fa36feaba1a3684ccf,TKN,2013,ST,4.058,1,ML,3.515844806934405,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0c873ebca68f220b5575,TKN,2014,CT,6.29,1,ML,4.031202975196608,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0f2c1b5db3c1949d1f74,TKN,2014,CT,6.24,1,ML,3.932892555869551,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0f6804c5fdc4da7fb4f7,TKN,2014,CT,4.8,1,ML,5.343117405564393,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_4c80e607422dec97f0c9,TKN,2014,CT,3.68,1,ML,3.8023484854284497,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e1f06f083d001c899062,TKN,2014,CT,3.89,1,ML,3.972429326022754,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e4c541913dac4c0bca3d,TKN,2014,CT,4.34,1,ML,4.160563515596538,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_28a3ad7db7957a75e475,TKN,2014,MT,5.58,1,ML,5.0172167561607885,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_909a6e90f2a2fb0ccb86,TKN,2014,MT,4.88,1,ML,4.612924875552985,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_5d5cb3edcd99b5be75e6,TKN,2014,ST,4.5,1,ML,3.7105627603784326,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_99c4e1053e4376d0bed3,TKN,2014,ST,4.33,1,ML,3.9084091306789466,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_be3da0eafc673da18d92,TKN,2014,ST,4.75,1,ML,3.899306375475899,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_d1afac04920a2ee5af17,TKN,2014,ST,6.7,1,ML,4.92496798017606,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e5b7650f3b7e52f1a1bf,TKN,2014,ST,5.61,1,ML,4.910612924183555,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e6f216bc2af9baf87adb,TKN,2014,ST,2.28,1,ML,4.732056032687918,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_003510690d55f2e080ab,TKN,2015,CT,1.405,1,ML,1.4319683398133245,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_01dfb8394999c3a08b1b,TKN,2015,CT,0.774,1,ML,0.8650608246965786,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_1994b95c4c5d89d54441,TKN,2015,CT,0.829,1,ML,0.8615303138521285,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_1ad2a48558b8c9cdf0bb,TKN,2015,CT,0.815,1,ML,0.7817030578550991,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_38f43e287ee7d1f916e4,TKN,2015,CT,0.675,1,ML,0.798704883678006,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_42feb90a12eb2a1656cd,TKN,2015,CT,0.965,1,ML,0.8397529155236447,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_63a5c105af28ea9f75a7,TKN,2015,CT,3.81,1,ML,2.1200016106538437,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_9a36752b43ad5983930a,TKN,2015,CT,0.858,1,ML,1.0006495755942426,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_b307adedb4f140b2f276,TKN,2015,CT,0.811,1,ML,0.9034254483557056,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_eba40b08b5ce69421768,TKN,2015,CT,0.778,1,ML,0.9141379843916924,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ece5ee3d9a47f8a4b70b,TKN,2015,CT,1.22,1,ML,1.3987354806507315,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_effd37ee189df750ad5a,TKN,2015,CT,3.52,1,ML,1.9369555833115493,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_078b8edebaf25b47ca9c,TKN,2015,MT,0.22,1,ML,0.3788887476725585,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_09a938930ab837ebeb36,TKN,2015,MT,0.322,1,ML,0.3877165705838576,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0e378dd2a91d7df1a7a9,TKN,2015,MT,0.01,1,ML,0.532415259336343,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_4ebf629c5dd531a50c12,TKN,2015,MT,0.424,1,ML,0.4117935472131004,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_61227cf97dd057e6375a,TKN,2015,MT,0.228,1,ML,0.2581461143554203,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_74dfc686b20e794d29d3,TKN,2015,MT,0.246,1,ML,0.3363669953093735,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_9f67556e2848ccb24a85,TKN,2015,MT,0.343,1,ML,0.4064202566004884,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a98d09332522adfe618b,TKN,2015,MT,0.34,1,ML,0.2910305772650418,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bd8c84ec329021438849,TKN,2015,MT,1.37,1,ML,0.7184818057158174,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bf6fc540566653c363a5,TKN,2015,MT,0.88,1,ML,0.6730269961431918,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
