Year,Treatment,BayesPosteriorMean_kL,BayesLower95_kL,BayesUpper95_kL,MLPointTotal_kL,MLLower95_kL,MLUpper95_kL,n_expected_physical_events,n_observed_event_volumes,observed_event_fraction,ObservedAnnualVolumeComplete,n_complete_plots,ObservedAnnualVolume_kL,ObservedAnnualVolumeRangeLow_kL,ObservedAnnualVolumeRangeHigh_kL,ObservedIntervalType
2011,CT,151.52446913860942,104.66186751567172,193.43844931069256,100.1568415206739,73.23038032044732,286.41290946387153,6,4,0.6666666666666666,True,1.0,95.65738,,,none
2011,MT,147.1767889882323,101.61310720344557,194.6773444409884,113.2631039918678,82.56732615798182,345.7909736526388,6,3,0.5,False,0.0,,,,none
2011,ST,141.03354505905645,102.10621930198856,180.92769590501285,124.74986268543994,91.7606869218333,356.21605564404564,6,5,0.8333333333333334,True,1.0,145.38437,,,none
2012,CT,225.4798441497865,135.1072778239173,316.3253933147997,97.4860596493127,77.89425462683501,243.9223643242353,10,10,1.0,True,1.0,68.231,,,none
2012,MT,206.14627024705885,141.85716984314686,266.76122120205616,129.98258504681505,98.43507556894183,341.37851620264155,10,7,0.7,False,0.0,,,,none
2012,ST,189.58702157850587,123.18678549145343,251.77066315707856,109.1091763755731,86.21866430578167,288.195264622645,10,7,0.7,False,0.0,,,,none
2013,CT,190.40565819609472,138.4140725455627,240.19427541463287,105.78717843310203,81.63783708480632,293.04609916334715,7,5,0.7142857142857143,False,0.0,,,,none
2013,MT,191.2449545321349,142.15803281999035,244.20919470865644,141.65784134604945,108.38142982397841,373.3696224858256,7,4,0.5714285714285714,False,0.0,,,,none
2013,ST,169.7663746634449,121.70916560190943,214.36525455995115,107.26727633668631,81.41611476010893,279.19979455702116,7,6,0.8571428571428571,False,0.0,,,,none
2014,CT,151.68712860457072,116.72329640758753,190.2878388470094,82.35988636015566,58.35539864705638,245.11529282791167,5,4,0.8,False,0.0,,,,none
2014,MT,102.66684429079584,61.35961802178216,146.2604297541773,50.54380404305397,32.24673324051024,214.2679849803106,5,3,0.6,False,0.0,,,,none
2014,ST,105.91714058518232,68.36621178520952,146.66650613967445,53.33270294722609,37.49252342896708,174.92578178398162,5,4,0.8,False,0.0,,,,none
2015,CT,165.64997486503728,121.28002433792436,213.66206610343465,145.88984308082,111.47958018187892,387.51463215414174,6,6,1.0,True,2.0,132.37093,102.98230000000001,161.75956,descriptive replicate minimum-to-maximum range
2015,MT,124.04674958557308,78.48250803415308,167.3254945698747,53.05477554778839,39.924038891643335,146.42125297319606,6,6,1.0,True,2.0,65.599245,44.15104,87.04745,descriptive replicate minimum-to-maximum range
2015,ST,122.9480981438462,75.16285839092184,165.3341490543353,61.7260338640313,43.466669607506,172.64415203646058,6,6,1.0,True,2.0,57.59408499999999,42.70540999999999,72.48276,descriptive replicate minimum-to-maximum range
2016,CT,53.40032051732267,28.63617085318238,80.03777704944022,82.46603831485885,42.09889435659402,351.4692076535465,2,2,1.0,True,2.0,76.612945,63.901019999999995,89.32486999999999,descriptive replicate minimum-to-maximum range
2016,MT,29.698171130976,8.662479133001586,50.10409058117463,8.913227060781677,4.664796832969553,38.51631394166246,2,2,1.0,True,2.0,10.32075,7.7622800000000005,12.87922,descriptive replicate minimum-to-maximum range
2016,ST,36.869814529672745,15.546268250789405,60.45920781263619,24.492012031801444,12.239068899898417,105.39907233269807,2,2,1.0,True,2.0,39.09981,27.13164,51.06798,descriptive replicate minimum-to-maximum range
2017,CT,219.60404449589507,165.1413739129547,275.32300465224137,247.0188395564172,184.19597341233776,718.7668827166333,6,6,1.0,True,2.0,297.5275,198.11447,396.94053,descriptive replicate minimum-to-maximum range
2017,MT,146.20404502745376,106.04001289521234,184.2323426723237,77.32375993780722,55.09205198495134,228.58331986509137,6,6,1.0,True,2.0,96.214715,94.28058,98.14885000000001,descriptive replicate minimum-to-maximum range
2017,ST,138.0131629042366,92.19733834684592,181.3682676138659,64.8158687583964,47.69342412146258,201.99286810109302,6,6,1.0,True,2.0,77.34838500000001,32.8614,121.83537000000001,descriptive replicate minimum-to-maximum range
2018,CT,197.90350067635453,98.20504506403476,327.88846990020454,74.68933431777121,53.70241202130938,205.30763887912863,5,0,0.0,False,0.0,,,,none
2018,MT,187.91235133042903,93.16800322428378,311.9706218327985,62.27201750224829,46.3401173010141,172.5497579136983,5,0,0.0,False,0.0,,,,none
2018,ST,187.99482123713864,91.4789121790331,316.60952282645343,66.2003622846175,47.59098266758621,174.9619211026164,5,0,0.0,False,0.0,,,,none
