Year,Treatment,BayesPosteriorMean_kL,BayesLower95_kL,BayesUpper95_kL,MLPointTotal_kL,MLLower95_kL,MLUpper95_kL,n_expected_physical_events,n_observed_event_volumes,observed_event_fraction,ObservedAnnualVolumeComplete,n_complete_plots,ObservedAnnualVolume_kL,ObservedAnnualVolumeRangeLow_kL,ObservedAnnualVolumeRangeHigh_kL,ObservedIntervalType
2019,CT,46.61349728788152,26.913920858126986,65.82665255359093,20.4062594970151,7.206685036178593,158.408882756599,1,0,0.0,False,0.0,,,,none
2019,MT,46.92058892137945,26.37780900666082,66.79041549622926,14.650542344122705,5.048001350721431,62.61882783783999,1,0,0.0,False,0.0,,,,none
2019,ST,46.94877324161297,27.72185509531016,65.7361075753483,14.356639822402954,5.055551783433406,99.97489712841423,1,0,0.0,False,0.0,,,,none
2020,CT,199.28102533104985,137.21066977845848,268.93993480429265,124.34831401317626,95.58175445023863,325.62202230929586,7,1,0.14285714285714285,False,0.0,,,,none
2020,MT,167.40540232755802,116.33607904036111,209.8649125667122,104.30337845620788,82.01367418322191,255.38161261451936,7,0,0.0,False,0.0,,,,none
2020,ST,166.11332278645426,123.1464172160386,206.18832325273863,120.37504250077183,89.50883842253546,328.39885092608716,7,6,0.8571428571428571,False,0.0,,,,none
2021,CT,180.18101041384185,127.92598881037313,231.88000524149328,90.04774842459395,68.8535063790526,233.36378286022577,6,3,0.5,False,0.0,,,,none
2021,MT,150.06080788368192,89.48069902064454,213.9770902903656,46.74479921532376,35.2071016785966,128.05598185309944,6,3,0.5,False,0.0,,,,none
2021,ST,151.66046446274655,101.93101904193988,206.21532903281565,46.973716168601165,34.220149177826364,134.17857676947744,6,5,0.8333333333333334,False,0.0,,,,none
2022,CT,244.15135711020616,180.85068335469447,310.31750194272183,109.30570042651519,88.89709365347157,256.14211981714163,8,0,0.0,False,0.0,,,,none
2022,MT,211.3557687509527,159.60100710501317,258.9709320938319,107.46946039296134,87.90841239239906,263.91739157704814,8,0,0.0,False,0.0,,,,none
2022,ST,217.65909462639388,163.75056842874903,268.717250817785,94.32339694317575,76.13325773073385,227.33527608502007,8,0,0.0,False,0.0,,,,none
2023,CT,254.6571777332203,207.52480364658703,307.12464253614,250.83291685569375,191.84382829068505,707.729942384865,7,5,0.7142857142857143,False,0.0,,,,none
2023,MT,255.0116272992747,204.4638674900459,311.9984545550301,237.24306686086587,181.65648500221224,660.5841811839628,7,5,0.7142857142857143,False,0.0,,,,none
2023,ST,235.82162729397413,192.1603331772723,283.50034159520635,219.8434435371062,173.54257356412975,582.2706594595268,7,5,0.7142857142857143,False,0.0,,,,none
2024,CT,183.1767893212016,147.47013655011858,217.82125888652365,152.93625364975964,110.88504835471694,441.8046752024888,4,3,0.75,False,0.0,,,,none
2024,MT,197.5568470461081,160.76730562563637,237.70313521048868,164.2624938895179,110.57060112872871,553.8880089995896,4,2,0.5,True,1.0,189.802435,,,none
2024,ST,200.61384459435783,169.1700477749682,231.5161060029796,173.4349868417006,133.64353482740054,499.18595421516187,4,3,0.75,True,1.0,207.69725,,,none
2025,CT,275.2444700319006,218.81470090365653,334.8405469352468,325.7874479504792,286.6748507449391,724.9799688516913,8,7,0.875,False,0.0,,,,none
2025,MT,270.1025243293966,213.66354961363876,339.7116787319091,405.6915128282681,335.2027688919341,914.8607445316579,8,7,0.875,True,1.0,395.832345,,,none
2025,ST,276.1124683316665,218.7727416647932,349.89142448106804,399.88992957473783,347.71810138438775,883.0537860671582,8,7,0.875,True,1.0,380.055845,,,none
