Method,Scenario,Analyte,ComparisonTreatment,mean,median,lower_95,upper_95,n_draws,absolute_mean_kg,absolute_median_kg,absolute_lower_95_kg,absolute_upper_95_kg,n_absolute_draws,n_total_draws,n_valid_percent_draws,probability_treatment_lower_than_ct,n_invalid_percent_draws,fraction_invalid_percent_draws,definition,PointPercentDifference,primary_center,primary_center_type,primary_center_within_draw_interval
Bayes,model_only,NH4,MT,10.328241910128202,11.295110747240983,-23.64064653120099,39.63049918915854,1500,0.03635997482893834,0.03469915478986235,-0.07021459095973236,0.14362823617808182,1500,1500,1500,0.764,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,11.295110747240983,posterior_median,True
Bayes,model_only,NH4,ST,11.92261149770043,12.92012148598851,-20.840919664761262,39.58321613223464,1500,0.04179943891689143,0.04048783279314827,-0.055857471355181806,0.14360064927739055,1500,1500,1500,0.7926666666666666,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,12.92012148598851,posterior_median,True
Bayes,model_only,NO2,MT,20.32642454170331,21.51359856023852,-14.78920897302267,47.69047432894519,1500,0.22425142815988708,0.19268270361712186,-0.08165971293125662,0.6578130166492406,1500,1500,1500,0.8946666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,21.51359856023852,posterior_median,True
Bayes,model_only,NO2,ST,22.255048165600567,23.697272936697946,-9.832545530594393,47.42373810617366,1500,0.24414509265617002,0.22225836672391514,-0.0681430146512529,0.6860225249160185,1500,1500,1500,0.9253333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,23.697272936697946,posterior_median,True
Bayes,model_only,NO3,MT,8.984539950461555,9.264189954370998,-4.91612499452909,22.334807920734058,1500,1.8293013334661588,1.8171339775124142,-0.9018064497700987,4.8044386792767035,1500,1500,1500,0.8953333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,9.264189954370998,posterior_median,True
Bayes,model_only,NO3,ST,12.336875931642913,12.361678660478198,-0.7891951031375256,25.1522243111312,1500,2.4798761644487013,2.4546031204062224,-0.1399137422615815,5.290938822392037,1500,1500,1500,0.9646666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,12.361678660478198,posterior_median,True
Bayes,model_only,OP,MT,-1.5386416962698792,-1.1657079053731256,-25.54431486289316,19.043722477834674,1500,-0.0025946965272356606,-0.005209050583430769,-0.10111440193842655,0.10213051741637269,1500,1500,1500,0.4646666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,-1.1657079053731256,posterior_median,True
Bayes,model_only,OP,ST,2.36295940091158,2.502133502224702,-21.11074942151341,22.744644552033982,1500,0.014626385490919233,0.011253574965677943,-0.07982667712362583,0.11625541672463612,1500,1500,1500,0.5933333333333334,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,2.502133502224702,posterior_median,True
Bayes,model_only,Se,MT,19.45824262203308,19.802368084891132,6.129982857552472,31.98752603430582,1500,0.0035674108119149697,0.0036043332740310456,0.0008991175941439509,0.006406372413616331,1500,1500,1500,0.9986666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,19.802368084891132,posterior_median,True
Bayes,model_only,Se,ST,20.610423143704587,20.728115532821747,8.338786249739483,32.372345529418304,1500,0.003774864963696039,0.0037575417562544754,0.0013297379595036635,0.006409208339925577,1500,1500,1500,0.998,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,20.728115532821747,posterior_median,True
Bayes,model_only,TDS,MT,5.553474561732174,5.721479388634453,-10.258566022322993,19.983338130553502,1500,142.84806328335432,132.4019402860988,-214.1103740277231,540.8841391703354,1500,1500,1500,0.77,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,5.721479388634453,posterior_median,True
Bayes,model_only,TDS,ST,7.891460429834936,7.917965205002348,-6.756630291980305,21.515718285066434,1500,196.902493105985,183.25224764294637,-134.29203342307827,585.460518747556,1500,1500,1500,0.8573333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC",,7.917965205002348,posterior_median,True
