Year,Analyte,Treatment,BayesPosteriorMedian_kg,BayesLower95_kg,BayesUpper95_kg,MLPointTotal_kg,MLLower95_kg,MLUpper95_kg,n_expected_physical_events,n_observed_event_loads,observed_event_fraction,ObservedAnnualLoadComplete,n_complete_plots,ObservedAnnualLoad_kg,ObservedAnnualLoadRangeLow_kg,ObservedAnnualLoadRangeHigh_kg,ObservedIntervalType
2011,NH4,CT,0.0168617637207333,0.0015451198349912,0.0441126509124715,0.0354808826866792,0.0219958416851147,0.1953842744625813,6,0,0.0,False,0.0,,,,none
2011,NH4,MT,0.0166677814141443,0.0018620413726168,0.0451355252701989,0.0419055952690923,0.0258038501205159,0.2333162408580645,6,0,0.0,False,0.0,,,,none
2011,NH4,ST,0.0156355171166647,0.0015589318411393,0.0429383810582527,0.0329249360574186,0.020111934475034,0.2376633893363224,6,0,0.0,False,0.0,,,,none
2011,NO2,CT,0.0512034411329148,0.0,0.2528646872882991,0.0497722885331758,0.0334367252044876,0.2338572713140197,6,0,0.0,False,0.0,,,,none
2011,NO2,MT,0.0435731567856078,0.0,0.2414192828237882,0.0580561558638781,0.039821925955889,0.2918755277912703,6,0,0.0,False,0.0,,,,none
2011,NO2,ST,0.042212386220154,0.0,0.227841607009983,0.0492308961485759,0.0310175499640039,0.3056568804229724,6,0,0.0,False,0.0,,,,none
2011,NO3,CT,1.10072376152113,0.6672987809090112,1.6186952662450216,0.6615138008855955,0.48590528805374,2.411133574866849,6,3,0.5,False,0.0,,,,none
2011,NO3,MT,1.1042781812183269,0.6824097687964057,1.62405411767084,0.7637481066197305,0.5520971225659064,2.790420557622042,6,2,0.3333333333333333,False,0.0,,,,none
2011,NO3,ST,1.052154126658504,0.6698369893290811,1.4956397543974675,0.7347469017722332,0.5375659830932218,2.68137029207829,6,2,0.3333333333333333,False,0.0,,,,none
2011,OP,CT,0.0234651621184601,0.0084585151045191,0.0459260115070161,0.0216637643187758,0.013327737548131,0.1595142177406297,6,3,0.5,False,0.0,,,,none
2011,OP,MT,0.024502196993975,0.0082219566804873,0.0480953783413889,0.0286223737229669,0.0183673040640628,0.2045898388819261,6,2,0.3333333333333333,False,0.0,,,,none
2011,OP,ST,0.0224831311886099,0.0076736886893947,0.0430839616322567,0.0189113655930785,0.0111850341193744,0.1678391826794414,6,2,0.3333333333333333,False,0.0,,,,none
2011,Se,CT,0.0009881538951814,0.0005682581309438,0.001478338542678,0.0303097759109935,0.0184717455093985,0.2006010861546705,6,0,0.0,False,0.0,,,,none
2011,Se,MT,0.0008469215877211,0.0004625168193152,0.0013512148934193,0.0357812077798953,0.0215716034860901,0.2359524769191587,6,0,0.0,False,0.0,,,,none
2011,Se,ST,0.0008119590144376,0.0004375733842921,0.0012421168872041,0.0302574859968406,0.0182505978639135,0.2176990155796609,6,0,0.0,False,0.0,,,,none
2011,TDS,CT,129.54842614534277,71.17270989854255,193.3133566108501,0.1980869825887401,0.1433095566803684,0.7225771345539254,6,0,0.0,False,0.0,,,,none
2011,TDS,MT,134.8051075059895,75.03919577250697,204.5712464291861,0.2013089234114063,0.1432264799509363,0.8279077715065907,6,0,0.0,False,0.0,,,,none
