Method,Scenario,Analyte,Draw,CT,MT,ComparisonTreatment,valid_percent_denominator,AbsoluteDifference_CT_minus_T_kg,PercentDifferenceRelativeToCT,TreatmentLowerThanCT,ST
BayesSensitivity,annual_draw_truncation_at_zero,NH4,3,0.2893813521489176,0.36107754257439506,MT,True,-0.07169619042547748,-24.775677455740873,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,4,0.2994476857193993,0.2929544759479015,MT,True,0.006493209771497754,2.1683953762735997,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,5,0.30182500203686113,0.25091771523073536,MT,True,0.05090728680612577,16.866491000605905,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,6,0.4575075043082673,0.4602951078449976,MT,True,-0.0027876035367302987,-0.6093022541663096,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,19,0.3862709555149712,0.4735572804499902,MT,True,-0.08728632493501898,-22.597175295939618,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,30,0.23214107653195393,0.21753739605720404,MT,True,0.014603680474749886,6.290864457475585,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,32,0.35934149759148765,0.20577615788683812,MT,True,0.15356533970464953,42.73520891239457,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,34,0.2834115341922503,0.25176002885671983,MT,True,0.03165150533553046,11.16803711808704,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,35,0.38931816251522144,0.3128607294969922,MT,True,0.07645743301822927,19.638804551082295,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,37,0.3042471436502348,0.3338167817443483,MT,True,-0.029569638094113504,-9.71895339405619,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,46,0.31827006517883466,0.21967925302964905,MT,True,0.09859081214918561,30.977092392835573,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,49,0.35649311791898713,0.25366714138822843,MT,True,0.1028259765307587,28.843747989021725,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,51,0.3928283106710464,0.25847258132283235,MT,True,0.13435572934821405,34.202150328397096,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,52,0.3273946502296664,0.2674744061166525,MT,True,0.05992024411301389,18.302145154473358,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,54,0.3521167485234522,0.39793662416645337,MT,True,-0.04581987564300116,-13.012694180308038,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,55,0.2777430840249803,0.18065258556176395,MT,True,0.09709049846321638,34.956945482208305,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,58,0.2830763249488043,0.23896352299025522,MT,True,0.04411280195854908,15.583359705735578,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,59,0.2695399079156733,0.30890221512320193,MT,True,-0.039362307207528646,-14.603517346248895,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,60,0.35586682569202405,0.2774222944149493,MT,True,0.07844453127707474,22.043226739252894,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,64,0.2828030280169551,0.24160844943574605,MT,True,0.04119457858120906,14.566526698836935,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,68,0.5280253284811207,0.46788322379129393,MT,True,0.06014210468982678,11.390003745242144,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,69,0.4000456835785825,0.3322428604705174,MT,True,0.06780282310806512,16.94877007584219,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,73,0.34294738676251535,0.28247862654426065,MT,True,0.0604687602182547,17.632080765825513,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,74,0.21560733525526557,0.17242676226078146,MT,True,0.04318057299448411,20.02741369785078,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,75,0.38189589459592366,0.2826693649391202,MT,True,0.09922652965680345,25.98261229327774,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,78,0.31233141706689377,0.24003055292005918,MT,True,0.07230086414683459,23.148764484153546,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,82,0.27797755671277663,0.19211493073225377,MT,True,0.08586262598052286,30.888330337129112,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,88,0.29398431718531254,0.25306342291997974,MT,True,0.0409208942653328,13.91941402082968,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,93,0.3084499716540027,0.19440195334611537,MT,True,0.1140480183078873,36.97455950354837,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,96,0.2708020034933549,0.22717846968654637,MT,True,0.043623533806808557,16.109014425323117,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,99,0.2703292341240077,0.18114643655488755,MT,True,0.08918279756912018,32.990437700204296,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,101,0.4073261100853754,0.3589671321500895,MT,True,0.048358977935285874,11.872300041151266,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,103,0.33776075474563044,0.2477948753569783,MT,True,0.08996587938865214,26.635977722280362,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,106,0.312759388267533,0.25942686787121966,MT,True,0.053332520396313365,17.052252433328384,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,110,0.25533654785493487,0.21377945799208933,MT,True,0.041557089862845537,16.275417762151108,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,111,0.515843575620644,0.3718272118216504,MT,True,0.14401636379899357,27.918611494912657,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,112,0.18310351408300157,0.20741993682529428,MT,True,-0.024316422742292704,-13.280150773769405,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,113,0.3558699270894151,0.34494152778511195,MT,True,0.010928399304303171,3.0708971094254123,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,114,0.19434966039985152,0.19281403743416578,MT,True,0.00153562296568574,0.7901341131887634,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,120,0.348503382675776,0.2843097262090172,MT,True,0.06419365646675884,18.419808718608703,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,121,0.45506544670605154,0.28084622060933934,MT,True,0.1742192260967122,38.28443301019264,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,123,0.32775631798566984,0.2024851462138223,MT,True,0.12527117177184754,38.22082592999005,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,126,0.24183494479785456,0.260197856676972,MT,True,-0.018362911879117427,-7.593159001262887,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,129,0.39939468642780324,0.3825895132934081,MT,True,0.016805173134395113,4.207660668873948,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,131,0.32476372614859483,0.33481127750863643,MT,True,-0.010047551360041596,-3.0938034488015336,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,132,0.2566446408097752,0.21939315545921206,MT,True,0.03725148535056316,14.514811309920916,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,133,0.2945119601601792,0.22816627130327286,MT,True,0.06634568885690637,22.527332615226307,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,136,0.1822087061157041,0.14832949138644738,MT,True,0.03387921472925673,18.593631145014076,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,140,0.2592442376307135,0.2010814467805594,MT,True,0.058162790850154134,22.435519254628705,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,142,0.29519059122886665,0.2533638136553969,MT,True,0.04182677757346975,14.169414207731537,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,144,0.24186063856434004,0.27277139466497774,MT,True,-0.030910756100637704,-12.780399607030223,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,146,0.39524991520104824,0.35808155552621224,MT,True,0.037168359674836005,9.403761581056862,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,156,0.2670511046461515,0.26924422552264693,MT,True,-0.0021931208764954246,-0.8212363994529651,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,163,0.21096967755683863,0.20658165073533025,MT,True,0.004388026821508378,2.0799324681748037,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,167,0.44340734104733265,0.3534017833811326,MT,True,0.09000555766620005,20.298616945223777,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,169,0.29887950757380943,0.295093845836322,MT,True,0.0037856617374874557,1.266618032202349,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,175,0.26541220658940384,0.15544172456136132,MT,True,0.10997048202804252,41.43384490155282,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,176,0.21762014135612917,0.13174223034863403,MT,True,0.08587791100749514,39.46229906493737,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,177,0.15762075416999888,0.09491499352471493,MT,True,0.06270576064528395,39.78268025393017,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,178,0.4436722055647445,0.4095557762830986,MT,True,0.03411642928164593,7.689557482695942,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,179,0.23939874094080885,0.21934951338173103,MT,True,0.020049227559077815,8.374825815827899,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,180,0.3805015764856289,0.3047661298347691,MT,True,0.0757354466508598,19.90410850603144,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,181,0.32597462719479353,0.27720635420784695,MT,True,0.04876827298694658,14.960757346860616,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,182,0.25148432161931505,0.20573160263485027,MT,True,0.045752718984464785,18.193070124555543,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,186,0.2933601008977966,0.2337308725969823,MT,True,0.059629228300814324,20.32629117535942,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,189,0.2635299193955515,0.23115723887443237,MT,True,0.03237268052111911,12.284252427720954,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,190,0.34613947362073105,0.30049319592458795,MT,True,0.0456462776961431,13.187249988759802,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,191,0.4440075624023852,0.4097613149578642,MT,True,0.03424624744452098,7.712987422832466,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,192,0.2889627632187775,0.2737200160661863,MT,True,0.015242747152591218,5.274986639386035,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,193,0.2310979359205914,0.14752313367999859,MT,True,0.08357480224059283,36.16423569845744,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,195,0.3512994894399922,0.3214943446914299,MT,True,0.029805144748562273,8.484255071385036,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,197,0.443525521114365,0.41647998144044257,MT,True,0.027045539673922425,6.097854212756477,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,200,0.18727810272266526,0.24434422933134878,MT,True,-0.057066126608683515,-30.471328884184125,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,201,0.3056366900827004,0.3783325294433244,MT,True,-0.07269583936062401,-23.785049936561506,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,203,0.2803761215530038,0.3836256988776106,MT,True,-0.10324957732460682,-36.825381830916,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,214,0.2475608216019315,0.21182997578413654,MT,True,0.035730845817794954,14.433158521039655,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,218,0.5544438060545092,0.4713725345559619,MT,True,0.08307127149854726,14.982811709935532,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,222,0.1950706335127644,0.25800449291088856,MT,True,-0.06293385939812415,-32.26208797543383,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,225,0.4355394539864472,0.3241869937902694,MT,True,0.11135246019617784,25.56656100313769,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,228,0.35011807270596584,0.24047764755741996,MT,True,0.10964042514854588,31.315271531448044,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,229,0.5187759919623907,0.4783668549845928,MT,True,0.040409136977797855,7.789322868419742,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,231,0.8164427081033941,0.7458911076433865,MT,True,0.07055160046000764,8.641341242902373,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,234,0.31656604279102923,0.3108510065849344,MT,True,0.0057150362060948146,1.8053219339976427,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,238,0.20078024725081894,0.19425337302079282,MT,True,0.006526874230026125,3.2507551511641557,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,241,0.3655949573756792,0.31369128512201105,MT,True,0.051903672253668154,14.197042712581185,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,242,0.3397276584913003,0.2890724440877676,MT,True,0.05065521440353271,14.910535877028062,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,246,0.33747191054513814,0.32277865743966677,MT,True,0.014693253105471371,4.353918843715467,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,249,0.32095177231213323,0.27947307151489725,MT,True,0.04147870079723598,12.923655320057541,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,250,0.24741954998671561,0.2363965891163009,MT,True,0.01102296087041471,4.4551697192103665,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,254,0.41614314703639066,0.4579341445034507,MT,True,-0.041790997467060054,-10.042457208458016,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,256,0.2946534605368294,0.3767068573940542,MT,True,-0.08205339685722479,-27.84742344710007,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,258,0.2904260478887723,0.2732232108472134,MT,True,0.017202837041558894,5.923310655712003,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,259,0.32540290898305857,0.268795676839048,MT,True,0.05660723214401059,17.39604366811537,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,260,0.34607197074202284,0.29456709309067597,MT,True,0.05150487765134687,14.882707068392099,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,262,0.200976974291602,0.2039670545359634,MT,True,-0.0029900802443613983,-1.4877725445418557,0.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,264,0.28278823240089324,0.23179040959829766,MT,True,0.05099782280259557,18.033926790241676,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,265,0.45597681132508966,0.4108016317291999,MT,True,0.045175179595889736,9.90734144234409,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,267,0.2442398727515608,0.18646861993377858,MT,True,0.057771252817782226,23.653489566196576,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,270,0.40484578067603294,0.3924967667670124,MT,True,0.012349013909020545,3.05030075610508,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,271,0.29909288935608563,0.277226791263895,MT,True,0.021866098092190644,7.310805061018324,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,273,0.21702202393329192,0.18525147086360705,MT,True,0.031770553069684876,14.639322080716788,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,276,0.4690973031521233,0.4313572316749919,MT,True,0.037740071477131376,8.045254411725466,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,277,0.37542149987043666,0.2966219666680324,MT,True,0.07879953320240424,20.98961653224418,1.0,
BayesSensitivity,annual_draw_truncation_at_zero,NH4,278,0.15057724962089614,0.1562904295219024,MT,True,-0.0057131799010062545,-3.794185320418694,0.0,
