Method,Scenario,Analyte,ComparisonTreatment,mean,median,lower_95,upper_95,n_draws,absolute_mean_kg,absolute_median_kg,absolute_lower_95_kg,absolute_upper_95_kg,n_absolute_draws,n_total_draws,n_valid_percent_draws,probability_treatment_lower_than_ct,n_invalid_percent_draws,fraction_invalid_percent_draws,definition
BayesSensitivity,annual_draw_truncation_at_zero,NH4,MT,10.328241910128202,11.295110747240983,-23.64064653120099,39.63049918915854,1500,0.03635997482893834,0.03469915478986235,-0.07021459095973236,0.14362823617808182,1500,1500,1500,0.764,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC"
BayesSensitivity,annual_draw_truncation_at_zero,NH4,ST,11.92261149770043,12.92012148598851,-20.840919664761262,39.58321613223464,1500,0.04179943891689143,0.04048783279314827,-0.055857471355181806,0.14360064927739055,1500,1500,1500,0.7926666666666666,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC"
BayesSensitivity,annual_draw_truncation_at_zero,NO2,MT,20.32642454170331,21.51359856023852,-14.78920897302267,47.69047432894519,1500,0.22425142815988708,0.19268270361712186,-0.08165971293125662,0.6578130166492406,1500,1500,1500,0.8946666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC"
BayesSensitivity,annual_draw_truncation_at_zero,NO2,ST,22.255048165600567,23.697272936697946,-9.832545530594393,47.42373810617366,1500,0.24414509265617002,0.22225836672391514,-0.0681430146512529,0.6860225249160185,1500,1500,1500,0.9253333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC"
BayesSensitivity,annual_draw_truncation_at_zero,NO3,MT,8.984539950461555,9.264189954370998,-4.91612499452909,22.334807920734058,1500,1.8293013334661588,1.8171339775124142,-0.9018064497700987,4.8044386792767035,1500,1500,1500,0.8953333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC"
BayesSensitivity,annual_draw_truncation_at_zero,NO3,ST,12.336875931642913,12.361678660478198,-0.7891951031375256,25.1522243111312,1500,2.4798761644487013,2.4546031204062224,-0.1399137422615815,5.290938822392037,1500,1500,1500,0.9646666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC"
BayesSensitivity,annual_draw_truncation_at_zero,OP,MT,-1.5386416962698792,-1.1657079053731256,-25.54431486289316,19.043722477834674,1500,-0.0025946965272356606,-0.005209050583430769,-0.10111440193842655,0.10213051741637269,1500,1500,1500,0.4646666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC"
BayesSensitivity,annual_draw_truncation_at_zero,OP,ST,2.36295940091158,2.502133502224702,-21.11074942151341,22.744644552033982,1500,0.014626385490919233,0.011253574965677943,-0.07982667712362583,0.11625541672463612,1500,1500,1500,0.5933333333333334,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC"
BayesSensitivity,annual_draw_truncation_at_zero,Se,MT,19.45824262203308,19.802368084891132,6.129982857552472,31.98752603430582,1500,0.0035674108119149697,0.0036043332740310456,0.0008991175941439509,0.006406372413616331,1500,1500,1500,0.9986666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC"
BayesSensitivity,annual_draw_truncation_at_zero,Se,ST,20.610423143704587,20.728115532821747,8.338786249739483,32.372345529418304,1500,0.003774864963696039,0.0037575417562544754,0.0013297379595036635,0.006409208339925577,1500,1500,1500,0.998,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC"
