Method,Evaluation,Target,Grouping,Analyte,Treatment,n,RMSE_original_units,NRMSE_mean_observed,IntervalCoverage,ComparisonSeries
Bayes,posterior_predictive_fit,Result_mg_L,analyte_overall,NH4,all,82,0.0179724221941404,0.17451019774061724,1.0,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_overall,NO2,all,440,0.16633882688468646,0.556122698275626,0.9840909090909091,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_overall,NO3,all,831,0.9686207319906145,0.1523408253536157,0.9518652226233454,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_overall,OP,all,811,0.14608634262165132,1.0008196036979466,0.9161528976572133,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_overall,Se,all,215,0.0008447531999548623,0.12896720679857374,0.9395348837209302,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_overall,TDS,all,368,96.76870599268744,0.10443258182052757,0.9836956521739131,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_overall,TKN,all,739,1.9192156365920017,0.9117197097009377,0.9607577807848444,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_overall,TN,all,172,2.1645062904594763,0.33808156560170316,0.9825581395348837,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_overall,TP,all,815,2.1842884905826345,1.8919728774229978,0.9300613496932515,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_overall,TSS,all,894,2046.062321239795,1.56276054448096,0.889261744966443,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,NH4,CT,28,0.02062986343545718,0.17773420805932338,1.0,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,NH4,MT,28,0.01640452861718589,0.18417273507666598,1.0,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,NH4,ST,26,0.016449289901096443,0.15834192426083207,1.0,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,NO2,CT,140,0.18337113647421546,0.5941895407103381,0.9785714285714285,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,NO2,MT,152,0.17955237063775864,0.6096173766878714,0.9802631578947368,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,NO2,ST,148,0.1316823022189467,0.4466671417401017,0.9932432432432432,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,NO3,CT,280,0.8855934753611742,0.13929337901120162,0.9571428571428572,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,NO3,MT,269,0.9199341509307434,0.14518830513339118,0.9702602230483272,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,NO3,ST,282,1.0857224189575105,0.1701807517754722,0.9290780141843972,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,OP,CT,269,0.13788282212757655,1.0035031290365004,0.9516728624535316,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,OP,MT,267,0.13864984964817526,0.9007837520028905,0.9026217228464419,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,OP,ST,275,0.16023663864064822,1.0928567155124689,0.8945454545454545,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,Se,CT,68,0.0010108691799006976,0.1415025407247055,0.9117647058823529,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,Se,MT,74,0.0007738999208526357,0.12417301418710978,0.9459459459459459,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,Se,ST,73,0.0007367023050856499,0.1165819819450519,0.958904109589041,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TDS,CT,119,107.13784067696545,0.11833051530070249,0.9831932773109243,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TDS,MT,126,82.81329913019705,0.08824230169140136,0.9920634920634921,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TDS,ST,123,99.42772334240487,0.1063425850951792,0.975609756097561,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TKN,CT,243,1.201090189494698,0.5153673798871522,0.9711934156378601,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TKN,MT,246,2.056956966504347,1.0808906974152543,0.959349593495935,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TKN,ST,250,2.3070539044944858,1.106681139607651,0.952,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TN,CT,63,3.0116749004979764,0.44433507114908904,0.9682539682539683,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TN,MT,50,1.1344350059816584,0.18528345435537563,1.0,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TN,ST,59,1.6977862364266092,0.2721594873284082,0.9830508474576272,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TP,CT,272,1.0846025361272,1.09237769501525,0.9522058823529411,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TP,MT,267,3.190178067338158,2.3799782168952404,0.9101123595505618,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TP,ST,276,1.756114605671013,1.5487058571307137,0.927536231884058,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TSS,CT,297,1562.1278494128271,1.0829967624317554,0.8720538720538721,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TSS,MT,294,2540.6543461684796,2.042412771028732,0.9047619047619048,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Result_mg_L,analyte_treatment,TSS,ST,303,1922.693718481955,1.5479111594586352,0.8910891089108911,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Volume_L,overall,all,all,372,14864.164204297807,0.5153544674724844,0.9005376344086021,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Volume_L,treatment,all,CT,125,14608.439368581205,0.47165677694383784,0.912,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Volume_L,treatment,all,MT,108,15946.370544498104,0.5602894683592117,0.8888888888888888,Bayes posterior-predictive fit
Bayes,posterior_predictive_fit,Volume_L,treatment,all,ST,139,14206.128125032785,0.521830042601434,0.8992805755395683,Bayes posterior-predictive fit
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,NH4,all,42,0.08568288550565083,0.7883200857036877,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,NO2,all,129,0.1759656820511013,0.6332614410342181,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,NO3,all,356,0.9028056795399776,0.12857858411265832,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,OP,all,335,0.09331302365849148,0.7703078515954425,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,Se,all,101,0.033990010179998746,5.135057032009862,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,TDS,all,97,91.29708048784077,0.1031635472792679,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,TKN,all,313,1.4962826133163565,0.5898321482840968,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,TN,all,104,1.1510214004377952,0.20276457859180078,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,TP,all,361,0.6368673138277172,0.7393431403371641,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_overall,TSS,all,400,547.2401177377591,0.5604305826281227,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NH4,CT,14,0.13535332700461417,1.1661209711166758,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NH4,MT,14,0.038296094102176916,0.42994812945507366,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NH4,ST,14,0.047302818637186966,0.39116329646817344,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO2,CT,42,0.12674439222141554,0.44755880892041805,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO2,MT,43,0.11603060952491102,0.41506727753181427,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO2,ST,44,0.2495786686548516,0.9204141665253097,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO3,CT,121,0.6607316828496851,0.09529463941409932,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO3,MT,116,1.1155959151056418,0.15571892928796038,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,NO3,ST,119,0.8838792464167354,0.12678213689750376,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,OP,CT,111,0.0774889439661001,0.6819911814333263,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,OP,MT,112,0.11272725383358168,0.7999146215580287,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,OP,ST,112,0.08594102023771232,0.7899055653542143,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,Se,CT,33,0.04071306157354606,5.547425706788141,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,Se,MT,34,0.0393406368951941,6.307859723822681,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,Se,ST,34,0.01659803689845168,2.6333796292457174,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TDS,CT,32,142.40803079009854,0.16180719673631308,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TDS,MT,32,45.82049218831579,0.051523499544103776,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TDS,ST,33,52.904759547281394,0.05974665702954334,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TKN,CT,105,1.4928013090413639,0.5033328381145368,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TKN,MT,102,1.0429199858573603,0.49971738738726174,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TKN,ST,106,1.8321867329518402,0.7200283014477364,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TN,CT,36,1.0885735765446172,0.18834493811223815,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TN,MT,34,1.2026539150950926,0.21583825215419042,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TN,ST,34,1.1625011196075516,0.20494851307680056,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TP,CT,121,0.5017620180469149,0.5347626168926805,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TP,MT,120,0.9014706940720593,0.9766085114193884,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TP,ST,120,0.39200427082710015,0.5427949771155333,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TSS,CT,132,668.1457541598322,0.4905473808414605,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TSS,MT,134,552.7577500784568,0.6875839155597268,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Result_mg_L,analyte_treatment,TSS,ST,134,385.5497362885868,0.5012401774073298,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Volume_L,overall,all,all,333,11149.723807298882,0.41647263679156166,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Volume_L,treatment,all,CT,111,12704.102931795176,0.4368410384247463,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Volume_L,treatment,all,MT,101,11667.042815266592,0.42621323749867845,,ML full-record reconstruction
ML,full_record_physical_event_reconstruction,Volume_L,treatment,all,ST,121,8969.403076852128,0.37139873715789723,,ML full-record reconstruction
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,NH4,all,42,0.30299698271346515,2.78770498882049,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,NO2,all,129,0.33638866516828947,1.2105881576964845,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,NO3,all,356,3.692735424913383,0.5259234663653811,0.9662921348314607,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,OP,all,335,0.46342194638383943,3.825592076059886,0.9492537313432836,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,Se,all,101,0.09581844731866916,14.475817720982448,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,TDS,all,97,539.5498196552547,0.6096785683846545,0.6701030927835051,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,TKN,all,313,5.142948067778238,2.0273416801975626,0.7699680511182109,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,TN,all,104,2.737164793972532,0.4821804927128699,0.875,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,TP,all,361,1.3496018753125651,1.5667610301765993,0.8808864265927978,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_overall,TSS,all,400,1096.7930895742545,1.1232297674987985,0.5525,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NH4,CT,14,0.2902839220250261,2.500907635907917,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NH4,MT,14,0.342057347478087,3.8402589131461258,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NH4,ST,14,0.2723114581695296,2.2518372205395245,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO2,CT,42,0.3396756895235478,1.1994601446098039,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO2,MT,43,0.3347928980777782,1.1976286025826264,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO2,ST,44,0.3347877124098264,1.2346542071940627,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO3,CT,121,3.81688887811156,0.5504943364522672,0.9504132231404959,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO3,MT,116,3.8523685886036345,0.5377275980641454,0.9655172413793104,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,NO3,ST,119,3.393257267560771,0.486723055404227,0.9831932773109243,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,OP,CT,111,0.4768968008955693,4.197236354218855,0.918918918918919,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,OP,MT,112,0.47146450658900374,3.3455206220400053,0.9553571428571429,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,OP,ST,112,0.44122952345771616,4.055451694822881,0.9732142857142857,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,Se,CT,33,0.11490673028873206,15.656807050366108,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,Se,MT,34,0.08812116072486523,14.129306600544322,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,Se,ST,34,0.08181035542128508,12.97971107943863,1.0,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TDS,CT,32,532.6022267468143,0.6051545885950985,0.65625,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TDS,MT,32,539.8983725295534,0.6070963497415739,0.65625,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TDS,ST,33,545.8684062273875,0.6164627290477324,0.696969696969697,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TKN,CT,105,4.763159242858383,1.606010421868519,0.7904761904761904,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TKN,MT,102,4.499630369889818,2.156007712136461,0.7745098039215687,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TKN,ST,106,6.012138366702436,2.362701191090499,0.7452830188679245,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TN,CT,36,2.5794587798569757,0.44629781093654797,0.9444444444444444,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TN,MT,34,2.8275997987122476,0.5074645254843211,0.8235294117647058,ML outer-LOYO validation
ML,outer_loyo_physical_event_validation,Result_mg_L,analyte_treatment,TN,ST,34,2.806529260939669,0.4947900601853155,0.8529411764705882,ML outer-LOYO validation
