Method,Scenario,Year,Analyte,Treatment,PointTotal_kg,primary_center_type,primary_center_within_draw_interval,Central_95_interval_kg
ML,full_record_model_only,2023,TSS,ST,296.71780164457664,mean_of_replicate_annual_plot_totals,True,"296.7 (211.8, 1009)"
ML,full_record_model_only,2024,TN,CT,0.3208411935375254,mean_of_replicate_annual_plot_totals,True,"0.3208 (0.2362, 0.9489)"
ML,full_record_model_only,2024,TN,MT,0.3534648561723822,mean_of_replicate_annual_plot_totals,True,"0.3535 (0.2395, 1.258)"
ML,full_record_model_only,2024,TN,ST,0.41988074342322934,mean_of_replicate_annual_plot_totals,True,"0.4199 (0.3312, 1.232)"
ML,full_record_model_only,2024,TP,CT,0.11903505212829935,mean_of_replicate_annual_plot_totals,True,"0.119 (0.0885, 0.3909)"
ML,full_record_model_only,2024,TP,MT,0.11258697355351036,mean_of_replicate_annual_plot_totals,True,"0.1126 (0.07871, 0.4103)"
ML,full_record_model_only,2024,TP,ST,0.19576962363934958,mean_of_replicate_annual_plot_totals,True,"0.1958 (0.1497, 0.6176)"
ML,full_record_model_only,2024,TSS,CT,135.49480090749003,mean_of_replicate_annual_plot_totals,True,"135.5 (99.25, 433.9)"
ML,full_record_model_only,2024,TSS,MT,138.6118452360636,mean_of_replicate_annual_plot_totals,True,"138.6 (96.95, 437.1)"
ML,full_record_model_only,2024,TSS,ST,254.78584388080787,mean_of_replicate_annual_plot_totals,True,"254.8 (193.4, 725.7)"
ML,full_record_model_only,2025,TN,CT,0.6341207710398769,mean_of_replicate_annual_plot_totals,True,"0.6341 (0.5576, 1.53)"
ML,full_record_model_only,2025,TN,MT,0.5871480014500008,mean_of_replicate_annual_plot_totals,True,"0.5871 (0.4767, 1.567)"
ML,full_record_model_only,2025,TN,ST,0.561473301108328,mean_of_replicate_annual_plot_totals,True,"0.5615 (0.4864, 1.467)"
ML,full_record_model_only,2025,TP,CT,0.5329853131222384,mean_of_replicate_annual_plot_totals,True,"0.533 (0.4648, 1.538)"
ML,full_record_model_only,2025,TP,MT,0.9170479337345239,mean_of_replicate_annual_plot_totals,True,"0.917 (0.6731, 3.268)"
ML,full_record_model_only,2025,TP,ST,0.7651758714112775,mean_of_replicate_annual_plot_totals,True,"0.7652 (0.6178, 2.313)"
ML,full_record_model_only,2025,TSS,CT,339.162891195086,mean_of_replicate_annual_plot_totals,True,"339.2 (301.5, 892.3)"
ML,full_record_model_only,2025,TSS,MT,632.6879196878161,mean_of_replicate_annual_plot_totals,True,"632.7 (433.2, 2171)"
ML,full_record_model_only,2025,TSS,ST,511.73683040435265,mean_of_replicate_annual_plot_totals,True,"511.7 (410.7, 1574)"
