Scenario,Analyte,Treatment,Draw,CumulativeLoad_kg,Method
annual_draw_truncation_at_zero,NH4,CT,167,0.44340734104733265,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,169,0.29887950757380943,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,175,0.26541220658940384,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,176,0.21762014135612917,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,177,0.15762075416999888,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,178,0.4436722055647445,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,179,0.23939874094080885,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,180,0.3805015764856289,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,181,0.32597462719479353,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,182,0.25148432161931505,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,186,0.2933601008977966,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,189,0.2635299193955515,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,190,0.34613947362073105,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,191,0.4440075624023852,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,192,0.2889627632187775,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,193,0.2310979359205914,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,195,0.3512994894399922,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,197,0.443525521114365,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,200,0.18727810272266526,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,201,0.3056366900827004,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,203,0.2803761215530038,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,214,0.2475608216019315,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,218,0.5544438060545092,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,222,0.1950706335127644,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,225,0.4355394539864472,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,228,0.35011807270596584,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,229,0.5187759919623907,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,231,0.8164427081033941,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,234,0.31656604279102923,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,238,0.20078024725081894,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,241,0.3655949573756792,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,242,0.3397276584913003,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,246,0.33747191054513814,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,249,0.32095177231213323,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,250,0.24741954998671561,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,254,0.41614314703639066,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,256,0.2946534605368294,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,258,0.2904260478887723,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,259,0.32540290898305857,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,260,0.34607197074202284,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,262,0.200976974291602,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,264,0.28278823240089324,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,265,0.45597681132508966,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,267,0.2442398727515608,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,270,0.40484578067603294,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,271,0.29909288935608563,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,273,0.21702202393329192,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,276,0.4690973031521233,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,277,0.37542149987043666,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,278,0.15057724962089614,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,282,0.11857992967213409,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,284,0.20551018842448937,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,285,0.4971959042579351,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,286,0.2966037906842093,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,289,0.3560157395348106,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,290,0.3240439467207532,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,292,0.43604945121226585,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,296,0.6387807509464307,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,297,0.29165536625130833,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,299,0.3505570713647295,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,300,0.5905399263458345,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,302,0.3785425636110783,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,303,0.34860125861098185,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,304,0.38008723131652816,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,306,0.3478928058510334,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,307,0.3286525193739485,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,308,0.3184584510225774,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,309,0.3537946250234664,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,310,0.38748399221278,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,311,0.2860903994843534,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,313,0.32963910406959585,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,314,0.26141725765499013,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,318,0.5640276749564043,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,320,0.36757798526183694,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,323,0.32641010699327094,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,324,0.423243488705018,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,326,0.39966383039081366,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,331,0.3679586062609413,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,337,0.26433617122004277,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,339,0.44019843294971084,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,340,0.34014821775936094,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,341,0.2614052360989463,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,342,0.4530260480397177,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,343,0.1331104681282866,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,348,0.2767274935489905,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,349,0.34123135499912766,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,350,0.38376086882469906,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,354,0.3367203304878923,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,356,0.4546121263934968,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,358,0.2685694932731865,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,360,0.3031700171835707,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,362,0.35478184674377733,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,367,0.19527241131085352,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,370,0.528614175788009,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,372,0.36381177099535184,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,374,0.3845907966909025,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,375,0.28087545537762026,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,384,0.29841454389183364,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,385,0.3020275643359157,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,387,0.4608817521627589,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,388,0.27750398964180206,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,389,0.28863989230850484,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,391,0.36539652688018276,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,396,0.3130865956431967,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,398,0.28447535043732963,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,400,0.35607852819982616,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,401,0.3432689451691008,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,402,0.29134161948449155,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,414,0.29020554931683323,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,417,0.3201758531816435,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,418,0.2582052397305974,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,419,0.32778219804804515,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,420,0.3862605404687032,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,421,0.36137147812506226,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,422,0.3626998152444156,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,425,0.4915297167190524,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,426,0.23524085691943253,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,431,0.41790213581224767,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,434,0.5036711930126649,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,436,0.5159811421943246,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,437,0.4004880086825465,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,438,0.3884835395733268,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,442,0.1416368863859902,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,443,0.34025281940581265,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,445,0.36838142146359143,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,449,0.2214888278310912,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,450,0.3376800451167496,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,452,0.4898339170593021,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,455,0.39556103167251516,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,459,0.32860714454482265,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,460,0.379251459054987,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,471,0.7933326956150442,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,472,0.3147357276010344,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,474,0.33949274281545594,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,475,0.2579010113994409,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,485,0.41567592967496875,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,486,0.43087555184494064,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,487,0.2805412830259588,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,489,0.2572732567755356,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,490,0.21400823732051844,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,498,0.4376316664812539,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,501,0.2825250757527413,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,505,0.5092641844437409,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,507,0.3717071827075212,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,510,0.2681264673013993,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,512,0.21854988569848863,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,513,0.45076530733617853,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,514,0.5192672443003279,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,519,0.2581892087270532,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,521,0.3404364957798183,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,522,0.3744592338013265,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,526,0.4692023589411132,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,527,0.5180466523046598,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,531,0.22208472675905194,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,534,0.2928370156174267,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,536,0.314638520038561,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,539,0.4076664881461087,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,541,0.601548192114493,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,543,0.369390489930351,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,546,0.25135850706344665,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,547,0.19550121287687655,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,548,0.28848359713075833,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,549,0.3342461213414931,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,550,0.2896602447045189,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,551,0.454526382981017,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,552,0.3573399526704073,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,553,0.2741645467848088,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,555,0.3682756535327216,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,556,0.3796124736157721,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,561,0.4268248492398327,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,562,0.3053610513667312,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,565,0.313549387839852,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,566,0.33595297661446133,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,567,0.35342626818879763,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,569,0.23928038610297991,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,572,0.41741202379944853,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,574,0.2647999320007098,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,575,0.2738162015556543,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,576,0.32205425919826297,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,583,0.20082424765936313,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,585,0.23391247634063173,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,588,0.30215401314972856,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,590,0.39985274633824386,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,595,0.3848107450716369,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,596,0.17652698514017648,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,598,0.28426820181287515,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,600,0.41925670292393735,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,601,0.5552631920990311,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,603,0.38711705500835214,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,606,0.522615977548862,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,608,0.43896122816680644,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,609,0.21937920471475617,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,610,0.5886805369676672,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,611,0.48695356864193845,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,613,0.28515212636658344,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,617,0.3664304502702683,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,620,0.28859303952625176,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,621,0.31777967539549995,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,623,0.19388254132755606,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,625,0.34696010685645823,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,628,0.3675216627608141,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,629,0.38699360425293783,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,638,0.2596932408940114,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,644,0.26087951108435076,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,646,0.32189706022640807,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,648,0.2603222301637316,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,652,0.5217377323609521,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,653,0.222515626254823,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,654,0.4155177922583136,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,656,0.4249280604733642,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,658,0.2242289996719019,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,659,0.33518891283151675,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,661,0.49233126340810374,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,664,0.24456390221735974,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,667,0.05498073031380934,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,669,0.3183988398744174,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,676,0.7835589420264111,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,681,0.9196468156900286,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,683,0.3343780918506113,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,691,0.18950637894334618,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,693,0.3658199640845977,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,695,0.47365107770095927,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,697,0.35123443638108026,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,698,0.3303356278423799,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,703,0.3470818800960976,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,704,0.3314983896759157,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,705,0.7115689974817158,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,706,0.4301243862783015,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,707,0.4351012241686317,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,708,0.5158180459784902,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,713,0.2772706524376861,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,720,0.32595139619767693,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,721,0.1300753413002928,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,722,0.4601237495483727,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,729,0.46110974696536167,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,730,0.19188205196656363,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,731,0.33592886540454375,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,732,0.28093065103798837,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,735,0.4365402467654607,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,736,0.2596900801047189,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,738,0.42536520146671825,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,740,0.37444457484180926,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,741,0.34732276274706675,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,745,0.36150340489631216,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,756,0.4850208300532452,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,757,0.27201070110853076,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,758,0.4531588654832721,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,762,0.45853758802199673,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,764,0.5141503791003974,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,766,0.3462688035692904,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,767,0.23537665970416288,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,768,0.3689363121145966,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,769,0.37718920590918126,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,771,0.509790667092168,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,774,0.4558884128742501,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,775,0.4844115830149528,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,778,0.35113867830807954,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,783,0.273915919328263,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,784,0.4039290578736563,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,787,0.30713221743831276,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,790,0.21471646135851874,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,791,0.1925203097926985,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,793,0.30017796393137736,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,794,0.269223920939065,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,795,0.6001433234669966,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,797,0.16660496049207774,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,799,0.1865337588411874,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,802,0.24906002486769768,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,804,0.21975905455473158,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,806,0.22102376592628054,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,807,0.3151110350598657,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,809,0.2957190832910126,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,814,0.2631249898659722,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,821,0.3422273864418641,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,822,0.3791644385640344,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,823,0.27208092531538625,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,824,0.38723911423606117,BayesSensitivity
annual_draw_truncation_at_zero,NH4,CT,825,0.37518368338710795,BayesSensitivity
