Method,Scenario,Year,Analyte,Treatment,mean,median,lower_95,upper_95,n_draws,PointTotal_kg,primary_center,primary_center_type,primary_center_within_draw_interval
Bayes,model_only,2011,NH4,CT,0.018377895033758057,0.016861763720733343,0.0015451198349912315,0.04411265091247151,1500,,0.016861763720733343,posterior_median,True
Bayes,model_only,2011,NH4,MT,0.018354229454348447,0.016667781414144343,0.0018620413726168467,0.04513552527019894,1500,,0.016667781414144343,posterior_median,True
Bayes,model_only,2011,NH4,ST,0.01702567449565405,0.015635517116664794,0.001558931841139307,0.04293838105825277,1500,,0.015635517116664794,posterior_median,True
Bayes,model_only,2011,NO2,CT,0.07056979736961665,0.051203441132914806,0.0,0.2528646872882991,1500,,0.051203441132914806,posterior_median,True
Bayes,model_only,2011,NO2,MT,0.060577653683973456,0.04357315678560789,0.0,0.24141928282378822,1500,,0.04357315678560789,posterior_median,True
Bayes,model_only,2011,NO2,ST,0.05874339165716248,0.042212386220154066,0.0,0.22784160700998302,1500,,0.042212386220154066,posterior_median,True
Bayes,model_only,2011,NO3,CT,1.1115121379964463,1.10072376152113,0.6672987809090112,1.6186952662450216,1500,,1.10072376152113,posterior_median,True
Bayes,model_only,2011,NO3,MT,1.1169851363264245,1.1042781812183267,0.6824097687964057,1.62405411767084,1500,,1.1042781812183267,posterior_median,True
Bayes,model_only,2011,NO3,ST,1.0637232759215032,1.052154126658504,0.6698369893290811,1.4956397543974675,1500,,1.052154126658504,posterior_median,True
Bayes,model_only,2011,OP,CT,0.024401404075755653,0.023465162118460114,0.008458515104519162,0.04592601150701617,1500,,0.023465162118460114,posterior_median,True
Bayes,model_only,2011,OP,MT,0.02560835445017397,0.02450219699397502,0.008221956680487306,0.048095378341388946,1500,,0.02450219699397502,posterior_median,True
Bayes,model_only,2011,OP,ST,0.023128847626186978,0.022483131188609996,0.0076736886893947615,0.043083961632256765,1500,,0.022483131188609996,posterior_median,True
Bayes,model_only,2011,Se,CT,0.0009974292023035279,0.0009881538951814533,0.0005682581309438988,0.0014783385426780887,1500,,0.0009881538951814533,posterior_median,True
Bayes,model_only,2011,Se,MT,0.0008595105777190864,0.0008469215877211121,0.00046251681931522287,0.0013512148934193664,1500,,0.0008469215877211121,posterior_median,True
Bayes,model_only,2011,Se,ST,0.0008207184693794981,0.0008119590144376876,0.0004375733842921002,0.001242116887204116,1500,,0.0008119590144376876,posterior_median,True
Bayes,model_only,2011,TDS,CT,130.73369470408352,129.54842614534277,71.17270989854255,193.31335661085006,1500,,129.54842614534277,posterior_median,True
Bayes,model_only,2011,TDS,MT,136.32434422097734,134.8051075059895,75.03919577250697,204.57124642918606,1500,,134.8051075059895,posterior_median,True
Bayes,model_only,2011,TDS,ST,129.50367895085063,129.23037957654213,73.15513131187295,192.23489187226542,1500,,129.23037957654213,posterior_median,True
Bayes,model_only,2011,TKN,CT,0.393882625100668,0.34912135397150335,0.009403670915899408,1.0444371545336608,1500,,0.34912135397150335,posterior_median,True
Bayes,model_only,2011,TKN,MT,0.3646455190400653,0.3168000735645753,0.008013558772402373,1.0113053612986398,1500,,0.3168000735645753,posterior_median,True
Bayes,model_only,2011,TKN,ST,0.358565314026713,0.30265036193042144,0.017857592846277807,0.999471987942221,1500,,0.30265036193042144,posterior_median,True
Bayes,model_only,2011,TN,CT,0.8838776700981364,0.8661194592899,0.3799970429654209,1.5050880204504793,1500,,0.8661194592899,posterior_median,True
Bayes,model_only,2011,TN,MT,0.8284530983199186,0.8092080900635342,0.35417326631632906,1.4336004895627124,1500,,0.8092080900635342,posterior_median,True
Bayes,model_only,2011,TN,ST,0.7630722326974264,0.75316387430314,0.3155462139845988,1.3444145229762758,1500,,0.75316387430314,posterior_median,True
Bayes,model_only,2011,TP,CT,0.17954322494749825,0.16350113764362273,0.01196682617559428,0.44854856391392095,1500,,0.16350113764362273,posterior_median,True
Bayes,model_only,2011,TP,MT,0.17744366262593264,0.1624739648979066,0.009792570070255377,0.42697336275395265,1500,,0.1624739648979066,posterior_median,True
Bayes,model_only,2011,TP,ST,0.15595474107375093,0.14189694563682764,0.0056866690384044585,0.3932928604971143,1500,,0.14189694563682764,posterior_median,True
Bayes,model_only,2011,TSS,CT,140.49278446745166,127.45746246533584,7.655453417220224,339.111268655975,1500,,127.45746246533584,posterior_median,True
Bayes,model_only,2011,TSS,MT,98.99744717171404,83.19624953810722,1.340467230287513,277.6914362044223,1500,,83.19624953810722,posterior_median,True
Bayes,model_only,2011,TSS,ST,80.28228898783628,63.87308995312493,0.0,245.67106740382198,1500,,63.87308995312493,posterior_median,True
Bayes,model_only,2012,NH4,CT,0.023064710000200748,0.019919195048214454,0.0011160185357147003,0.06212560534536703,1500,,0.019919195048214454,posterior_median,True
Bayes,model_only,2012,NH4,MT,0.02347449504818755,0.02154077664035852,0.0017224161286488505,0.06010298706323096,1500,,0.02154077664035852,posterior_median,True
Bayes,model_only,2012,NH4,ST,0.01924812001729047,0.01692892130050038,0.001323690272115322,0.05158819301597108,1500,,0.01692892130050038,posterior_median,True
Bayes,model_only,2012,NO2,CT,0.11700169020613253,0.08690289904768281,0.0,0.3896353168238576,1500,,0.08690289904768281,posterior_median,True
Bayes,model_only,2012,NO2,MT,0.08989201936569124,0.06609874918766517,0.0,0.3323229853409718,1500,,0.06609874918766517,posterior_median,True
Bayes,model_only,2012,NO2,ST,0.08597864172371711,0.06310958835591277,0.0,0.3289467329676875,1500,,0.06310958835591277,posterior_median,True
Bayes,model_only,2012,NO3,CT,1.7363084580807906,1.7071631283155657,0.9723144645754643,2.6521194085692943,1500,,1.7071631283155657,posterior_median,True
Bayes,model_only,2012,NO3,MT,1.7922441366769677,1.7832293976350782,1.1433689101852127,2.4841156584222928,1500,,1.7832293976350782,posterior_median,True
Bayes,model_only,2012,NO3,ST,1.55061069847283,1.5474227512848648,0.9713034593015973,2.1887636590509563,1500,,1.5474227512848648,posterior_median,True
Bayes,model_only,2012,OP,CT,0.04142712449419583,0.039378440343986895,0.0153467454299385,0.07617859797404065,1500,,0.039378440343986895,posterior_median,True
Bayes,model_only,2012,OP,MT,0.05003375379199497,0.04925080203639813,0.024469962763758155,0.0810899736346682,1500,,0.04925080203639813,posterior_median,True
Bayes,model_only,2012,OP,ST,0.03527642910946711,0.034363751468734015,0.01401163753842453,0.06322822335635962,1500,,0.034363751468734015,posterior_median,True
