Year,Analyte,Treatment,BayesPosteriorMedian_kg,BayesLower95_kg,BayesUpper95_kg,MLPointTotal_kg,MLLower95_kg,MLUpper95_kg,n_expected_physical_events,n_observed_event_loads,observed_event_fraction,ObservedAnnualLoadComplete,n_complete_plots,ObservedAnnualLoad_kg,ObservedAnnualLoadRangeLow_kg,ObservedAnnualLoadRangeHigh_kg,ObservedIntervalType
2011,NH4,CT,0.01686,0.001545,0.04411,0.03548,0.022,0.1954,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,NH4,MT,0.01667,0.001862,0.04514,0.04191,0.0258,0.2333,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,NH4,ST,0.01564,0.001559,0.04294,0.03292,0.02011,0.2377,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,NO2,CT,0.0512,0,0.2529,0.04977,0.03344,0.2339,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,NO2,MT,0.04357,0,0.2414,0.05806,0.03982,0.2919,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,NO2,ST,0.04221,0,0.2278,0.04923,0.03102,0.3057,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,NO3,CT,1.101,0.6673,1.619,0.6615,0.4859,2.411,6,3,0.5,Incomplete,0.0,-,-,-,none
2011,NO3,MT,1.104,0.6824,1.624,0.7637,0.5521,2.79,6,2,0.3333333333333333,Incomplete,0.0,-,-,-,none
2011,NO3,ST,1.052,0.6698,1.496,0.7347,0.5376,2.681,6,2,0.3333333333333333,Incomplete,0.0,-,-,-,none
2011,OP,CT,0.02347,0.008459,0.04593,0.02166,0.01333,0.1595,6,3,0.5,Incomplete,0.0,-,-,-,none
2011,OP,MT,0.0245,0.008222,0.0481,0.02862,0.01837,0.2046,6,2,0.3333333333333333,Incomplete,0.0,-,-,-,none
2011,OP,ST,0.02248,0.007674,0.04308,0.01891,0.01119,0.1678,6,2,0.3333333333333333,Incomplete,0.0,-,-,-,none
2011,Se,CT,0.0009882,0.0005683,0.001478,0.03031,0.01847,0.2006,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,Se,MT,0.0008469,0.0004625,0.001351,0.03578,0.02157,0.236,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,Se,ST,0.000812,0.0004376,0.001242,0.03026,0.01825,0.2177,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,TDS,CT,129.5,71.17,193.3,0.1981,0.1433,0.7226,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,TDS,MT,134.8,75.04,204.6,0.2013,0.1432,0.8279,6,0,0.0,Incomplete,0.0,-,-,-,none
2011,TDS,ST,129.2,73.16,192.2,0.2236,0.1572,0.9344,6,0,0.0,Incomplete,0.0,-,-,-,none
