Method,Scenario,Year,Treatment,center_kL,lower_95_kL,upper_95_kL,central_estimate_type,interval_type
Bayes,model_only,2015,MT,124.04674958557308,78.48250803415308,167.3254945698747,posterior_mean,95% posterior credible interval
Bayes,model_only,2016,MT,29.698171130976,8.662479133001586,50.10409058117463,posterior_mean,95% posterior credible interval
Bayes,model_only,2017,MT,146.20404502745376,106.04001289521234,184.2323426723237,posterior_mean,95% posterior credible interval
Bayes,model_only,2018,MT,187.91235133042903,93.16800322428378,311.9706218327985,posterior_mean,95% posterior credible interval
Bayes,model_only,2019,MT,46.92058892137945,26.37780900666082,66.79041549622926,posterior_mean,95% posterior credible interval
Bayes,model_only,2020,MT,167.40540232755802,116.33607904036111,209.8649125667122,posterior_mean,95% posterior credible interval
Bayes,model_only,2021,MT,150.06080788368192,89.48069902064454,213.9770902903656,posterior_mean,95% posterior credible interval
Bayes,model_only,2022,MT,211.3557687509527,159.60100710501317,258.9709320938319,posterior_mean,95% posterior credible interval
Bayes,model_only,2023,MT,255.0116272992747,204.4638674900459,311.9984545550301,posterior_mean,95% posterior credible interval
Bayes,model_only,2024,MT,197.5568470461081,160.76730562563637,237.70313521048868,posterior_mean,95% posterior credible interval
Bayes,model_only,2025,MT,270.1025243293966,213.66354961363876,339.7116787319091,posterior_mean,95% posterior credible interval
Bayes,model_only,2011,ST,141.03354505905645,102.10621930198856,180.92769590501285,posterior_mean,95% posterior credible interval
Bayes,model_only,2012,ST,189.58702157850587,123.18678549145343,251.77066315707856,posterior_mean,95% posterior credible interval
Bayes,model_only,2013,ST,169.7663746634449,121.70916560190943,214.36525455995115,posterior_mean,95% posterior credible interval
Bayes,model_only,2014,ST,105.91714058518232,68.36621178520952,146.66650613967445,posterior_mean,95% posterior credible interval
Bayes,model_only,2015,ST,122.9480981438462,75.16285839092184,165.3341490543353,posterior_mean,95% posterior credible interval
Bayes,model_only,2016,ST,36.869814529672745,15.546268250789405,60.45920781263619,posterior_mean,95% posterior credible interval
Bayes,model_only,2017,ST,138.0131629042366,92.19733834684592,181.3682676138659,posterior_mean,95% posterior credible interval
Bayes,model_only,2018,ST,187.99482123713864,91.4789121790331,316.60952282645343,posterior_mean,95% posterior credible interval
Bayes,model_only,2019,ST,46.94877324161297,27.72185509531016,65.7361075753483,posterior_mean,95% posterior credible interval
Bayes,model_only,2020,ST,166.11332278645426,123.1464172160386,206.18832325273863,posterior_mean,95% posterior credible interval
Bayes,model_only,2021,ST,151.66046446274655,101.93101904193988,206.21532903281565,posterior_mean,95% posterior credible interval
Bayes,model_only,2022,ST,217.65909462639388,163.75056842874903,268.717250817785,posterior_mean,95% posterior credible interval
Bayes,model_only,2023,ST,235.82162729397413,192.1603331772723,283.50034159520635,posterior_mean,95% posterior credible interval
Bayes,model_only,2024,ST,200.61384459435783,169.1700477749682,231.5161060029796,posterior_mean,95% posterior credible interval
Bayes,model_only,2025,ST,276.1124683316665,218.7727416647932,349.89142448106804,posterior_mean,95% posterior credible interval
ML,full_record_model_only,2011,CT,100.1568415206739,73.23038032044732,286.41290946387153,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2012,CT,97.4860596493127,77.89425462683501,243.9223643242353,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2013,CT,105.78717843310203,81.63783708480632,293.04609916334715,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2014,CT,82.35988636015566,58.35539864705638,245.11529282791167,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2015,CT,145.88984308082,111.47958018187892,387.51463215414174,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2016,CT,82.46603831485885,42.09889435659402,351.4692076535465,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2017,CT,247.0188395564172,184.19597341233776,718.7668827166333,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2018,CT,74.68933431777121,53.70241202130938,205.30763887912863,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2019,CT,20.4062594970151,7.206685036178593,158.408882756599,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2020,CT,124.34831401317626,95.58175445023863,325.62202230929586,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2021,CT,90.04774842459395,68.8535063790526,233.36378286022577,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2022,CT,109.30570042651519,88.89709365347157,256.14211981714163,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2023,CT,250.83291685569375,191.84382829068505,707.729942384865,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2024,CT,152.93625364975964,110.88504835471694,441.8046752024888,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2025,CT,325.7874479504792,286.6748507449391,724.9799688516913,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2011,MT,113.2631039918678,82.56732615798182,345.7909736526388,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2012,MT,129.98258504681505,98.43507556894183,341.37851620264155,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2013,MT,141.65784134604945,108.38142982397841,373.3696224858256,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2014,MT,50.54380404305397,32.24673324051024,214.2679849803106,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2015,MT,53.05477554778839,39.924038891643335,146.42125297319606,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2016,MT,8.913227060781677,4.664796832969553,38.51631394166246,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2017,MT,77.32375993780722,55.09205198495134,228.58331986509137,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2018,MT,62.27201750224829,46.3401173010141,172.5497579136983,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2019,MT,14.650542344122705,5.048001350721431,62.61882783783999,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2020,MT,104.30337845620788,82.01367418322191,255.38161261451936,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2021,MT,46.74479921532376,35.2071016785966,128.05598185309944,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2022,MT,107.46946039296134,87.90841239239906,263.91739157704814,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2023,MT,237.24306686086587,181.65648500221224,660.5841811839628,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2024,MT,164.2624938895179,110.57060112872871,553.8880089995896,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2025,MT,405.6915128282681,335.2027688919341,914.8607445316579,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2011,ST,124.74986268543994,91.7606869218333,356.21605564404564,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2012,ST,109.1091763755731,86.21866430578167,288.195264622645,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2013,ST,107.26727633668631,81.41611476010893,279.19979455702116,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2014,ST,53.33270294722609,37.49252342896708,174.92578178398162,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2015,ST,61.7260338640313,43.466669607506,172.64415203646058,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2016,ST,24.492012031801444,12.239068899898417,105.39907233269807,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2017,ST,64.8158687583964,47.69342412146258,201.99286810109302,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2018,ST,66.2003622846175,47.59098266758621,174.9619211026164,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2019,ST,14.356639822402954,5.055551783433406,99.97489712841423,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2020,ST,120.37504250077183,89.50883842253546,328.39885092608716,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2021,ST,46.973716168601165,34.220149177826364,134.17857676947744,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2022,ST,94.32339694317575,76.13325773073385,227.33527608502007,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2023,ST,219.8434435371062,173.54257356412975,582.2706594595268,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2024,ST,173.4349868417006,133.64353482740054,499.18595421516187,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
ML,full_record_model_only,2025,ST,399.88992957473783,347.71810138438775,883.0537860671582,mean_of_replicate_annual_plot_volumes,95% Monte Carlo empirical calibration-residual prediction interval
