Scenario,Analyte,Treatment,n_annual_draws,n_negative_annual_draws,percent_negative_annual_draws,Median_95_display_interval_kg,raw_lower_95_kg
annual_draw_truncation_at_zero,NH4,CT,22500,0,0.0,"0.3259 (0.163, 0.5646)",0.1629578499881081
annual_draw_truncation_at_zero,NH4,MT,22500,0,0.0,"0.2876 (0.1306, 0.5155)",0.13061321399596576
annual_draw_truncation_at_zero,NH4,ST,22500,0,0.0,"0.285 (0.1324, 0.5074)",0.13236063742626036
annual_draw_truncation_at_zero,NO2,CT,22500,0,0.0,"0.9515 (0.4125, 2.195)",0.41251536702798847
annual_draw_truncation_at_zero,NO2,MT,22500,0,0.0,"0.7376 (0.3253, 1.756)",0.3253317837920675
annual_draw_truncation_at_zero,NO2,ST,22500,0,0.0,"0.7248 (0.3128, 1.721)",0.3127821325622231
annual_draw_truncation_at_zero,NO3,CT,22500,0,0.0,"19.8 (16.27, 23.38)",16.26585392282658
annual_draw_truncation_at_zero,NO3,MT,22500,0,0.0,"17.87 (14.8, 21.34)",14.800969375469908
annual_draw_truncation_at_zero,NO3,ST,22500,0,0.0,"17.25 (14.18, 20.52)",14.177703679432112
annual_draw_truncation_at_zero,OP,CT,22500,0,0.0,"0.4457 (0.2979, 0.6229)",0.2978849319650924
annual_draw_truncation_at_zero,OP,MT,22500,0,0.0,"0.4493 (0.3182, 0.6106)",0.3182015403247513
annual_draw_truncation_at_zero,OP,ST,22500,0,0.0,"0.4302 (0.3029, 0.5911)",0.3028989258260686
annual_draw_truncation_at_zero,Se,CT,22500,0,0.0,"0.01803 (0.01412, 0.0225)",0.01411659584018174
annual_draw_truncation_at_zero,Se,MT,22500,0,0.0,"0.01447 (0.01113, 0.01841)",0.011126844689104243
annual_draw_truncation_at_zero,Se,ST,22500,0,0.0,"0.0143 (0.01088, 0.01792)",0.010881401516996963
annual_draw_truncation_at_zero,TDS,CT,22500,0,0.0,"2352 (1723, 3089)",1723.3731467884152
annual_draw_truncation_at_zero,TDS,MT,22500,0,0.0,"2210 (1664, 2845)",1663.8146937609483
annual_draw_truncation_at_zero,TDS,ST,22500,0,0.0,"2163 (1630, 2788)",1629.942359462437
annual_draw_truncation_at_zero,TKN,CT,22500,0,0.0,"9.272 (6.436, 13.04)",6.436182858062343
annual_draw_truncation_at_zero,TKN,MT,22500,0,0.0,"7.473 (5.222, 10.73)",5.221719480779077
annual_draw_truncation_at_zero,TKN,ST,22500,0,0.0,"7.545 (5.224, 10.83)",5.223928916879913
annual_draw_truncation_at_zero,TN,CT,22500,0,0.0,"16.11 (8.858, 25.19)",8.858112324796542
annual_draw_truncation_at_zero,TN,MT,22500,0,0.0,"13.85 (7.02, 22.5)",7.020484643933846
annual_draw_truncation_at_zero,TN,ST,22500,0,0.0,"13.61 (6.713, 22.11)",6.713381219433144
annual_draw_truncation_at_zero,TP,CT,22500,0,0.0,"1.677 (0.4822, 3.929)",0.482169442481247
annual_draw_truncation_at_zero,TP,MT,22500,0,0.0,"1.932 (0.7854, 3.873)",0.7853501588282137
annual_draw_truncation_at_zero,TP,ST,22500,0,0.0,"1.668 (0.4852, 3.69)",0.48522842375728
annual_draw_truncation_at_zero,TSS,CT,22500,0,0.0,"2277 (956.1, 4581)",956.0534451542869
annual_draw_truncation_at_zero,TSS,MT,22500,0,0.0,"1844 (802.7, 3690)",802.7279596385252
annual_draw_truncation_at_zero,TSS,ST,22500,0,0.0,"1686 (593.6, 3529)",593.6011729370352
raw_annual_draws_display_floor_only,NH4,CT,22500,0,0.0,"0.3259 (0.163, 0.5646)",0.1629578499881081
raw_annual_draws_display_floor_only,NH4,MT,22500,0,0.0,"0.2876 (0.1306, 0.5155)",0.13061321399596576
raw_annual_draws_display_floor_only,NH4,ST,22500,0,0.0,"0.285 (0.1324, 0.5074)",0.13236063742626036
raw_annual_draws_display_floor_only,NO2,CT,22500,0,0.0,"0.9515 (0.4125, 2.195)",0.41251536702798847
raw_annual_draws_display_floor_only,NO2,MT,22500,0,0.0,"0.7376 (0.3253, 1.756)",0.3253317837920675
raw_annual_draws_display_floor_only,NO2,ST,22500,0,0.0,"0.7248 (0.3128, 1.721)",0.3127821325622231
raw_annual_draws_display_floor_only,NO3,CT,22500,0,0.0,"19.8 (16.27, 23.38)",16.26585392282658
raw_annual_draws_display_floor_only,NO3,MT,22500,0,0.0,"17.87 (14.8, 21.34)",14.800969375469908
raw_annual_draws_display_floor_only,NO3,ST,22500,0,0.0,"17.25 (14.18, 20.52)",14.177703679432112
raw_annual_draws_display_floor_only,OP,CT,22500,0,0.0,"0.4457 (0.2979, 0.6229)",0.2978849319650924
raw_annual_draws_display_floor_only,OP,MT,22500,0,0.0,"0.4493 (0.3182, 0.6106)",0.3182015403247513
