Year,CT_mod_volume_kL_mean,MT_mod_volume_kL_mean,ST_mod_volume_kL_mean,CT_mod_volume_kL_low,MT_mod_volume_kL_low,ST_mod_volume_kL_low,CT_mod_volume_kL_high,MT_mod_volume_kL_high,ST_mod_volume_kL_high
2011,352.79085618430724,397.6045578198605,400.2494743043511,270.3631764248838,308.3023846450701,307.8289594363703,440.6265736922422,479.51084770804835,484.494755645348
2012,504.34519084634985,593.4269858669577,540.6405402944214,387.60406091360966,451.3805271170325,426.3471284832641,629.5364271999217,720.8006532334908,643.272591350686
2013,493.35351218209524,496.64496380723915,496.64496380723915,368.55311077585515,368.38442952981416,368.38442952981416,601.0757613793212,603.9168231497042,603.9168231497042
2014,321.9269012133817,291.06369717630724,330.46777736121606,256.3041736098114,224.69482686666666,254.51980203807227,383.94649193078305,351.8187253007278,399.8773838084785
2015,351.7401724858319,339.79823205062945,327.40963828576025,277.0912979952551,292.29053174445846,280.5937021716008,431.950632166791,389.5673638673195,374.4314237473132
2016,110.9495202143741,98.66025433557476,97.739245905463,52.67848994500354,43.82404439324969,43.47535115508419,161.04566324834886,147.41303087654885,146.1554676546321
2017,391.19828618957973,339.7928288908003,329.07314149766063,303.6114390643582,283.00365553178,270.92108707329504,484.8464948981677,399.20177056710946,389.6359736187423
2018,360.3776678150171,363.8841737112433,362.0592070012191,231.99191652738543,238.77070353412594,237.4139755521437,531.2621731826976,517.1548489956804,515.7855877643583
2019,91.86292289303154,91.86292289303154,91.86292289303154,71.35013437859767,71.35013437859767,71.35013437859767,111.99796674557109,111.99796674557109,111.99796674557109
2020,532.5494528822959,396.26826116921,403.54877872109824,410.0650373092636,343.00841271780416,345.38441184995094,644.5129328715595,451.43683841041263,462.89806851170005
2021,348.8749491231202,270.36040381314217,283.92860295486827,267.50987739542836,216.66257220296788,237.20511355397304,435.3312882658038,338.1757084691778,339.83429015874185
2022,535.088586159077,480.94178524082537,490.82919930668936,439.27033756962686,423.9617655586016,429.1148251384684,626.4968490440016,538.298194430004,552.022630891618
2023,512.4123755678575,490.6912232756754,479.1312835230993,433.17135715348974,430.2629192494732,424.3193817502888,586.2725068842077,553.5799033245764,535.2642268668347
2024,367.83979415786035,367.83979415786035,367.83979415786035,285.13721405820303,285.13721405820303,285.13721405820303,449.3979705504523,449.3979705504523,449.3979705504523
2025,511.9019710124941,413.46303827606164,428.1848935601685,413.3036998607099,365.80283799022413,379.06815523283814,605.541220829104,459.48324054442065,477.7894810758095
Total,5787.2121589266735,5432.303122484419,5429.6094635741465,4468.005322981481,4346.836959518069,4361.063671401965,7123.840952888973,6511.753886173245,6486.77464153999
