iter	Passed	Remaining
1664	72748	58329
1665	72814	58304
1666	72861	58263
1667	72923	58234
1668	72973	58195
1669	73025	58158
1670	73063	58110
1671	73102	58061
1672	73155	58026
1673	73198	57981
1674	73240	57936
1675	73295	57901
1676	73337	57856
1677	73380	57812
1678	73421	57766
1679	73473	57729
1680	73515	57683
1681	73556	57638
1682	73606	57599
1683	73651	57556
1684	73714	57528
1685	73771	57494
1686	73823	57457
1687	73869	57415
1688	73913	57371
1689	73952	57323
1690	73994	57279
1691	74037	57235
1692	74084	57193
1693	74134	57154
1694	74176	57109
1695	74221	57066
1696	74266	57023
1697	74306	56976
1698	74343	56928
1699	74384	56882
1700	74427	56837
1701	74477	56799
1702	74519	56753
1703	74595	56734
1704	74637	56689
1705	74682	56646
1706	74734	56609
1707	74776	56563
1708	74821	56520
1709	74865	56477
1710	74909	56433
1711	74950	56388
1712	74993	56343
1713	75036	56299
1714	75077	56253
1715	75131	56216
1716	75161	56163
1717	75204	56119
1718	75247	56074
1719	75289	56029
1720	75332	55985
1721	75375	55940
1722	75419	55897
1723	75460	55850
1724	75502	55806
1725	75548	55763
1726	75597	55723
1727	75636	55676
1728	75679	55632
1729	75720	55586
1730	75764	55542
1731	75802	55495
1732	75841	55447
1733	75890	55407
1734	75929	55360
1735	75973	55316
1736	76014	55271
1737	76053	55223
1738	76097	55180
1739	76139	55135
1740	76179	55088
1741	76222	55044
1742	76262	54998
1743	76317	54962
1744	76362	54919
1745	76406	54876
1746	76450	54832
1747	76491	54786
1748	76539	54745
1749	76580	54700
1750	76623	54656
1751	76666	54611
1752	76707	54565
1753	76747	54519
1754	76792	54476
1755	76839	54435
1756	76879	54388
1757	76921	54343
1758	76962	54298
1759	77003	54252
1760	77049	54210
1761	77088	54163
1762	77126	54115
1763	77168	54070
1764	77214	54028
1765	77256	53983
1766	77298	53938
1767	77337	53891
1768	77382	53848
1769	77423	53802
1770	77464	53757
1771	77509	53713
1772	77563	53677
1773	77609	53635
1774	77653	53592
1775	77692	53545
1776	77737	53501
1777	77775	53454
1778	77820	53411
1779	77859	53364
1780	77897	53316
1781	77940	53272
1782	77980	53226
1783	78020	53180
1784	78063	53135
1785	78107	53092
1786	78150	53048
1787	78193	53003
1788	78238	52960
1789	78280	52915
1790	78329	52875
1791	78370	52829
1792	78413	52786
1793	78453	52739
1794	78495	52694
1795	78536	52648
1796	78580	52605
1797	78622	52560
1798	78663	52515
1799	78705	52470
1800	78744	52423
1801	78795	52384
1802	78867	52359
1803	78915	52318
1804	78958	52274
1805	78999	52229
1806	79072	52204
1807	79141	52177
1808	79211	52150
1809	79264	52113
1810	79316	52074
1811	79362	52032
1812	79411	51991
1813	79452	51946
1814	79506	51909
1815	79553	51867
1816	79596	51823
1817	79637	51777
1818	79682	51734
1819	79726	51690
1820	79768	51645
1821	79807	51599
1822	79848	51553
1823	79892	51509
1824	79934	51464
1825	79980	51422
1826	80020	51375
1827	80068	51334
1828	80108	51288
1829	80152	51244
1830	80192	51198
1831	80235	51154
1832	80275	51108
1833	80339	51077
1834	80386	51035
1835	80429	50991
1836	80469	50944
1837	80511	50900
1838	80551	50853
1839	80589	50806
1840	80632	50762
1841	80678	50720
1842	80724	50677
1843	80766	50632
1844	80806	50586
1845	80844	50538
1846	80895	50499
1847	80938	50455
1848	80978	50409
1849	81018	50362
1850	81061	50318
1851	81100	50271
1852	81141	50226
1853	81185	50182
1854	81231	50140
1855	81274	50096
1856	81321	50054
1857	81360	50007
1858	81406	49964
1859	81448	49920
1860	81491	49875
1861	81539	49834
1862	81581	49789
1863	81627	49747
1864	81671	49703
1865	81715	49659
1866	81759	49616
1867	81800	49570
1868	81841	49525
1869	81886	49481
1870	81927	49436
1871	82010	49416
1872	82071	49383
1873	82125	49345
1874	82170	49302
1875	82213	49258
1876	82257	49214
1877	82303	49171
1878	82351	49130
1879	82397	49087
1880	82438	49042
1881	82481	48997
1882	82525	48954
1883	82568	48909
1884	82614	48867
1885	82657	48823
1886	82733	48798
1887	82775	48753
1888	82817	48708
1889	82858	48663
1890	82900	48618
1891	82941	48572
1892	82982	48526
1893	83022	48481
1894	83066	48437
1895	83112	48394
1896	83159	48352
1897	83199	48306
1898	83239	48260
1899	83282	48216
1900	83327	48172
1901	83372	48129
1902	83413	48084
1903	83455	48039
1904	83496	47994
1905	83538	47949
1906	83582	47905
1907	83627	47862
1908	83695	47832
1909	83743	47790
1910	83783	47744
1911	83826	47700
1912	83870	47656
1913	83911	47611
1914	83952	47566
1915	83998	47523
1916	84037	47476
1917	84081	47432
1918	84120	47386
1919	84159	47339
1920	84204	47296
1921	84254	47255
1922	84298	47212
1923	84358	47177
1924	84403	47134
1925	84452	47093
1926	84492	47047
1927	84534	47002
1928	84582	46960
1929	84622	46914
1930	84669	46873
1931	84714	46829
1932	84752	46782
1933	84793	46737
1934	84837	46693
1935	84874	46645
1936	84914	46599
1937	84956	46554
1938	85015	46519
1939	85057	46474
1940	85111	46436
1941	85174	46403
1942	85218	46359
1943	85258	46313
1944	85300	46268
1945	85345	46225
1946	85386	46179
1947	85430	46135
1948	85474	46092
1949	85555	46068
1950	85603	46026
1951	85651	45985
1952	85700	45943
1953	85751	45904
1954	85796	45860
1955	85856	45825
1956	85904	45783
1957	85945	45737
1958	85993	45696
1959	86038	45653
1960	86105	45621
1961	86155	45580
1962	86198	45536
1963	86238	45490
1964	86281	45445
1965	86320	45399
1966	86365	45356
1967	86403	45309
1968	86490	45287
1969	86542	45247
1970	86588	45205
1971	86634	45162
1972	86683	45121
1973	86724	45075
1974	86770	45032
1975	86814	44988
1976	86852	44941
1977	86891	44895
1978	86935	44851
1979	86974	44804
1980	87013	44758
1981	87055	44713
1982	87101	44670
1983	87142	44625
1984	87181	44579
1985	87224	44534
1986	87267	44490
1987	87312	44446
1988	87357	44403
1989	87401	44359
1990	87445	44315
1991	87484	44269
1992	87526	44224
1993	87567	44179
1994	87611	44135
1995	87651	44088
1996	87698	44046
1997	87745	44004
1998	87784	43958
1999	87825	43912
2000	87867	43867
2001	87908	43822
2002	87951	43778
2003	87991	43732
2004	88034	43687
2005	88074	43642
2006	88157	43617
2007	88205	43575
2008	88248	43531
2009	88293	43487
2010	88371	43460
2011	88438	43428
2012	88482	43384
2013	88529	43341
2014	88571	43296
2015	88609	43250
2016	88654	43206
2017	88697	43161
2018	88737	43115
2019	88776	43069
2020	88817	43024
2021	88858	42979
2022	88898	42933
2023	88939	42887
2024	88981	42842
2025	89019	42796
2026	89075	42757
2027	89120	42714
2028	89164	42670
2029	89203	42624
2030	89241	42577
2031	89286	42534
2032	89325	42487
2033	89365	42441
2034	89402	42394
2035	89448	42352
2036	89491	42307
2037	89529	42260
2038	89576	42218
2039	89618	42173
2040	89660	42128
2041	89701	42083
2042	89745	42039
2043	89785	41993
2044	89828	41949
2045	89871	41904
2046	89910	41858
2047	89951	41813
2048	89993	41768
2049	90044	41728
2050	90084	41682
2051	90125	41637
2052	90166	41591
2053	90207	41546
2054	90248	41501
2055	90290	41456
2056	90330	41410
2057	90376	41367
2058	90416	41322
2059	90461	41278
2060	90501	41232
2061	90570	41200
2062	90616	41157
2063	90661	41114
2064	90712	41073
2065	90755	41028
2066	90800	40985
2067	90841	40940
2068	90882	40894
2069	90939	40856
2070	90984	40813
2071	91037	40773
2072	91081	40729
2073	91125	40685
2074	91172	40643
2075	91219	40600
2076	91261	40555
2077	91303	40510
2078	91343	40465
2079	91397	40425
2080	91440	40381
2081	91486	40338
2082	91542	40299
2083	91592	40258
2084	91633	40213
2085	91681	40170
2086	91730	40129
2087	91771	40084
2088	91813	40039
2089	91834	39985
2090	91873	39939
2091	91916	39894
2092	91965	39853
2093	92004	39806
2094	92045	39762
2095	92086	39716
2096	92129	39672
2097	92169	39626
2098	92211	39582
2099	92255	39538
2100	92295	39492
2101	92333	39446
2102	92372	39400
2103	92417	39356
2104	92456	39310
2105	92499	39266
2106	92542	39222
2107	92583	39176
2108	92626	39132
2109	92672	39089
2110	92719	39046
2111	92761	39001
2112	92808	38959
2113	92882	38927
2114	92939	38889
2115	92984	38846
2116	93026	38801
2117	93066	38755
2118	93113	38712
2119	93153	38667
2120	93198	38624
2121	93260	38587
2122	93308	38545
2123	93348	38499
2124	93387	38453
2125	93432	38410
2126	93471	38364
2127	93520	38322
2128	93561	38277
2129	93605	38233
2130	93628	38180
2131	93669	38135
2132	93717	38093
2133	93758	38048
2134	93802	38004
2135	93841	37958
2136	93882	37913
2137	93922	37867
2138	93968	37824
2139	94008	37779
2140	94052	37735
2141	94102	37693
2142	94146	37649
2143	94188	37604
2144	94230	37560
2145	94273	37516
2146	94348	37484
2147	94399	37443
2148	94449	37401
2149	94490	37356
2150	94561	37323
2151	94609	37281
2152	94667	37242
2153	94712	37199
2154	94764	37158
2155	94809	37114
2156	94859	37073
2157	94883	37021
2158	94934	36980
2159	94989	36940
2160	95034	36896
2161	95075	36851
2162	95116	36806
2163	95156	36760
2164	95194	36714
2165	95235	36669
2166	95274	36623
2167	95322	36581
2168	95362	36535
2169	95403	36490
2170	95443	36445
2171	95484	36400
2172	95526	36355
2173	95569	36311
2174	95610	36265
2175	95649	36220
2176	95691	36175
2177	95743	36134
2178	95786	36090
2179	95828	36045
2180	95868	36000
2181	95907	35954
2182	95955	35911
2183	95999	35867
2184	96037	35821
2185	96080	35777
2186	96120	35732
2187	96163	35687
2188	96221	35648
2189	96269	35606
2190	96309	35561
2191	96358	35518
2192	96402	35474
2193	96443	35430
2194	96499	35390
2195	96543	35346
2196	96588	35302
2197	96650	35265
2198	96711	35227
2199	96759	35185
2200	96810	35143
2201	96862	35102
2202	96911	35060
2203	96968	35021
2204	97028	34983
2205	97071	34938
2206	97113	34893
2207	97156	34849
2208	97196	34804
2209	97235	34758
2210	97273	34712
2211	97316	34668
2212	97357	34622
2213	97397	34577
2214	97440	34533
2215	97481	34488
2216	97523	34443
2217	97566	34398
2218	97604	34352
2219	97644	34307
2220	97688	34263
2221	97729	34218
2222	97771	34173
2223	97817	34130
2224	97860	34086
2225	97905	34042
2226	97950	33999
2227	97989	33953
2228	98033	33909
2229	98076	33864
2230	98120	33821
2231	98166	33777
2232	98207	33732
2233	98253	33689
2234	98295	33644
2235	98333	33598
2236	98375	33553
2237	98441	33517
2238	98486	33473
2239	98531	33430
2240	98581	33388
2241	98627	33345
2242	98704	33312
2243	98747	33267
2244	98787	33222
2245	98830	33178
2246	98869	33132
2247	98911	33087
2248	98963	33046
2249	99027	33009
2250	99075	32966
2251	99135	32927
2252	99183	32885
2253	99224	32839
2254	99268	32795
2255	99312	32752
2256	99356	32708
2257	99401	32664
2258	99442	32619
2259	99486	32575
2260	99528	32530
2261	99572	32486
2262	99617	32442
2263	99662	32399
2264	99705	32354
2265	99748	32310
2266	99791	32265
2267	99834	32221
2268	99874	32176
2269	99916	32131
2270	99956	32086
2271	99999	32042
2272	100066	32005
2273	100118	31963
2274	100170	31922
2275	100215	31878
2276	100254	31833
2277	100299	31789
2278	100338	31743
2279	100376	31697
2280	100420	31653
2281	100459	31608
2282	100503	31564
2283	100545	31519
2284	100590	31475
2285	100638	31432
2286	100678	31387
2287	100725	31344
2288	100776	31302
2289	100817	31257
2290	100861	31213
2291	100900	31168
2292	100956	31127
2293	101001	31084
2294	101053	31042
2295	101096	30998
2296	101136	30953
2297	101180	30908
2298	101219	30863
2299	101258	30817
2300	101298	30772
2301	101341	30728
2302	101380	30682
2303	101420	30637
2304	101458	30591
2305	101490	30544
2306	101536	30500
2307	101605	30464
2308	101651	30420
2309	101700	30378
2310	101753	30336
2311	101805	30295
2312	101844	30249
2313	101894	30207
2314	101950	30166
2315	101989	30121
2316	102029	30076
2317	102069	30030
2318	102127	29991
2319	102171	29946
2320	102213	29902
2321	102255	29857
2322	102294	29812
2323	102335	29767
2324	102377	29722
2325	102415	29676
2326	102455	29631
2327	102494	29585
2328	102537	29541
2329	102576	29496
2330	102615	29450
2331	102658	29406
2332	102698	29361
2333	102740	29316
2334	102782	29272
2335	102820	29226
2336	102861	29181
2337	102903	29136
2338	102944	29092
2339	102983	29046
2340	103025	29002
2341	103064	28956
2342	103104	28911
2343	103146	28867
2344	103188	28822
2345	103233	28778
2346	103286	28737
2347	103330	28693
2348	103371	28648
2349	103414	28603
2350	103455	28559
2351	103497	28514
2352	103540	28470
2353	103585	28426
2354	103629	28382
2355	103675	28339
2356	103720	28295
2357	103759	28250
2358	103809	28207
2359	103853	28163
2360	103895	28119
2361	103940	28075
2362	103984	28031
2363	104024	27986
2364	104067	27942
2365	104109	27897
2366	104151	27852
2367	104194	27808
2368	104239	27764
2369	104283	27721
2370	104322	27675
2371	104366	27631
2372	104417	27589
2373	104463	27545
2374	104513	27503
2375	104560	27460
2376	104599	27415
2377	104643	27371
2378	104685	27326
2379	104727	27281
2380	104769	27237
2381	104812	27193
2382	104850	27147
2383	104891	27102
2384	104944	27061
2385	104994	27018
2386	105034	26973
2387	105073	26928
2388	105115	26883
2389	105153	26838
2390	105198	26794
2391	105249	26752
2392	105294	26708
2393	105348	26667
2394	105388	26622
2395	105431	26577
2396	105475	26533
2397	105518	26489
2398	105565	26446
2399	105604	26401
2400	105646	26356
2401	105688	26312
2402	105731	26267
2403	105774	26223
2404	105816	26179
2405	105874	26138
2406	105925	26096
2407	105969	26052
2408	106007	26006
2409	106056	25964
2410	106100	25920
2411	106141	25875
2412	106181	25830
2413	106223	25785
2414	106266	25741
2415	106312	25698
2416	106354	25653
2417	106395	25608
2418	106438	25564
2419	106484	25521
2420	106524	25476
2421	106563	25430
2422	106606	25386
2423	106666	25346
2424	106708	25302
2425	106759	25259
2426	106809	25216
2427	106851	25172
2428	106899	25129
2429	106938	25084
2430	106980	25039
2431	107023	24995
2432	107065	24951
2433	107107	24906
2434	107150	24862
2435	107193	24818
2436	107235	24773
2437	107276	24729
2438	107316	24684
2439	107354	24638
2440	107392	24593
2441	107431	24548
2442	107473	24503
2443	107514	24459
2444	107554	24414
2445	107593	24369
2446	107633	24324
2447	107675	24279
2448	107717	24235
2449	107758	24190
2450	107797	24145
2451	107835	24100
2452	107876	24055
2453	107914	24010
2454	107954	23965
2455	107999	23921
2456	108041	23877
2457	108086	23833
2458	108129	23789
2459	108185	23748
2460	108229	23704
2461	108276	23660
2462	108322	23617
2463	108363	23572
2464	108407	23528
2465	108456	23485
2466	108507	23443
2467	108557	23400
2468	108600	23356
2469	108639	23311
2470	108678	23266
2471	108718	23221
2472	108756	23176
2473	108796	23131
2474	108839	23087
2475	108879	23042
2476	108945	23003
2477	108989	22959
2478	109031	22914
2479	109079	22871
2480	109119	22826
2481	109162	22782
2482	109204	22738
2483	109249	22694
2484	109290	22649
2485	109328	22604
2486	109370	22560
2487	109416	22516
2488	109455	22471
2489	109515	22430
2490	109565	22388
2491	109615	22345
2492	109663	22302
2493	109709	22258
2494	109770	22218
2495	109848	22180
2496	109913	22141
2497	109969	22099
2498	110016	22056
2499	110070	22014
2500	110114	21969
2501	110154	21925
2502	110197	21881
2503	110242	21837
2504	110283	21792
2505	110324	21747
2506	110368	21703
2507	110408	21659
2508	110451	21614
2509	110493	21570
2510	110535	21525
2511	110576	21481
2512	110637	21440
2513	110684	21397
2514	110732	21354
2515	110775	21309
2516	110817	21265
2517	110860	21221
2518	110901	21176
2519	110942	21131
2520	110984	21087
2521	111026	21043
2522	111067	20998
2523	111106	20953
2524	111150	20909
2525	111189	20864
2526	111230	20819
2527	111278	20776
2528	111323	20732
2529	111364	20688
2530	111407	20644
2531	111447	20599
2532	111488	20554
2533	111546	20513
2534	111594	20469
2535	111645	20427
2536	111688	20383
2537	111733	20339
2538	111780	20295
2539	111821	20251
2540	111860	20206
2541	111900	20161
2542	111948	20118
2543	111993	20074
2544	112037	20030
2545	112080	19986
2546	112131	19943
2547	112171	19898
2548	112214	19854
2549	112254	19809
2550	112298	19765
2551	112338	19720
2552	112376	19675
2553	112415	19630
2554	112459	19586
2555	112501	19542
2556	112546	19498
2557	112591	19454
2558	112633	19410
2559	112674	19365
2560	112713	19321
2561	112755	19276
2562	112797	19232
2563	112840	19188
2564	112895	19146
2565	112953	19104
2566	113001	19061
2567	113040	19016
2568	113079	18971
2569	113124	18927
2570	113167	18883
2571	113208	18838
2572	113249	18794
2573	113295	18750
2574	113336	18705
2575	113384	18662
2576	113426	18618
2577	113478	18575
2578	113534	18533
2579	113601	18493
2580	113693	18457
2581	113763	18417
2582	113850	18380
2583	113900	18336
2584	113978	18298
2585	114072	18262
2586	114145	18222
2587	114227	18184
2588	114283	18142
2589	114343	18100
2590	114394	18057
2591	114438	18013
2592	114482	17969
2593	114525	17924
2594	114565	17880
2595	114606	17835
2596	114653	17791
2597	114695	17747
2598	114736	17702
2599	114780	17658
2600	114825	17614
2601	114881	17572
2602	114936	17529
2603	114986	17486
2604	115046	17444
2605	115097	17401
2606	115138	17356
2607	115186	17313
2608	115231	17269
2609	115275	17225
2610	115347	17185
2611	115392	17140
2612	115438	17097
2613	115504	17056
2614	115552	17012
2615	115607	16969
2616	115650	16925
2617	115690	16880
2618	115736	16836
2619	115779	16792
2620	115819	16747
2621	115859	16702
2622	115899	16658
2623	115944	16613
2624	115989	16569
2625	116039	16526
2626	116078	16481
2627	116122	16437
2628	116164	16392
2629	116206	16348
2630	116249	16304
2631	116293	16259
2632	116339	16215
2633	116388	16172
2634	116429	16127
2635	116468	16082
2636	116515	16039
2637	116560	15995
2638	116622	15953
2639	116671	15909
2640	116717	15865
2641	116778	15823
2642	116832	15780
2643	116881	15737
2644	116921	15692
2645	116966	15648
2646	117015	15605
2647	117064	15561
2648	117105	15516
2649	117146	15472
2650	117195	15428
2651	117235	15383
2652	117277	15339
2653	117321	15295
2654	117360	15250
2655	117400	15205
2656	117444	15161
2657	117486	15116
2658	117526	15071
2659	117580	15029
2660	117642	14987
2661	117692	14943
2662	117732	14898
2663	117786	14855
2664	117830	14811
2665	117869	14766
2666	117910	14722
2667	117958	14678
2668	117998	14633
2669	118039	14589
2670	118081	14544
2671	118119	14499
2672	118161	14455
2673	118201	14410
2674	118241	14365
2675	118283	14321
2676	118325	14276
2677	118369	14232
2678	118415	14188
2679	118455	14143
2680	118497	14099
2681	118539	14055
2682	118577	14010
2683	118622	13965
2684	118667	13921
2685	118708	13877
2686	118751	13833
2687	118801	13789
2688	118838	13744
2689	118878	13699
2690	118922	13655
2691	118965	13611
2692	119004	13566
2693	119043	13521
2694	119093	13478
2695	119137	13433
2696	119177	13389
2697	119219	13344
2698	119259	13300
2699	119299	13255
2700	119346	13211
2701	119396	13168
2702	119440	13123
2703	119485	13079
2704	119529	13035
2705	119571	12991
2706	119612	12946
2707	119652	12901
2708	119692	12857
2709	119735	12812
2710	119780	12768
2711	119821	12724
2712	119864	12680
2713	119907	12635
2714	119951	12591
2715	119992	12547
2716	120034	12502
2717	120083	12458
2718	120126	12414
2719	120183	12371
2720	120230	12327
2721	120278	12284
2722	120342	12241
2723	120389	12198
2724	120450	12155
2725	120497	12111
2726	120538	12067
2727	120576	12022
2728	120615	11977
2729	120658	11933
2730	120697	11888
2731	120740	11844
2732	120780	11799
2733	120823	11755
2734	120881	11712
2735	120925	11668
2736	120967	11623
2737	121010	11579
2738	121051	11535
2739	121099	11491
2740	121146	11447
2741	121187	11402
2742	121230	11358
2743	121270	11313
2744	121310	11269
2745	121356	11225
2746	121396	11180
2747	121434	11135
2748	121473	11091
2749	121514	11046
2750	121559	11002
2751	121599	10958
2752	121639	10913
2753	121682	10869
2754	121724	10824
2755	121768	10780
2756	121811	10736
2757	121849	10691
2758	121909	10648
2759	121950	10604
2760	121991	10559
2761	122034	10515
2762	122076	10471
2763	122138	10428
2764	122189	10384
2765	122244	10341
2766	122287	10297
2767	122329	10253
2768	122372	10208
2769	122414	10164
2770	122454	10119
2771	122499	10075
2772	122539	10031
2773	122588	9987
2774	122630	9943
2775	122674	9898
2776	122714	9854
2777	122755	9809
2778	122796	9765
2779	122836	9720
2780	122881	9676
2781	122940	9633
2782	122981	9589
2783	123021	9544
2784	123065	9500
2785	123106	9456
2786	123146	9411
2787	123190	9367
2788	123233	9323
2789	123278	9279
2790	123329	9235
2791	123383	9191
2792	123435	9148
2793	123491	9104
2794	123533	9060
2795	123578	9016
2796	123639	8973
2797	123684	8929
2798	123728	8885
2799	123772	8840
2800	123822	8797
2801	123882	8754
2802	123938	8710
2803	123991	8667
2804	124040	8623
2805	124093	8579
2806	124136	8535
2807	124181	8491
2808	124227	8446
2809	124269	8402
2810	124333	8359
2811	124377	8315
2812	124419	8271
2813	124465	8226
2814	124506	8182
2815	124549	8138
2816	124589	8093
2817	124631	8049
2818	124675	8005
2819	124716	7960
2820	124757	7916
2821	124803	7872
2822	124842	7827
2823	124883	7783
2824	124925	7738
2825	124967	7694
2826	125009	7650
2827	125052	7605
2828	125103	7561
2829	125179	7519
2830	125228	7475
2831	125275	7431
2832	125338	7388
2833	125426	7346
2834	125476	7302
2835	125531	7259
2836	125583	7215
2837	125636	7171
2838	125680	7127
2839	125724	7083
2840	125768	7038
2841	125807	6994
2842	125851	6949
2843	125940	6908
2844	125991	6864
2845	126050	6820
2846	126108	6777
2847	126153	6732
2848	126223	6689
2849	126267	6645
2850	126308	6601
2851	126350	6556
2852	126443	6514
2853	126489	6470
2854	126536	6426
2855	126588	6382
2856	126635	6338
2857	126677	6293
2858	126726	6249
2859	126772	6205
2860	126812	6161
2861	126855	6116
2862	126896	6072
2863	126940	6027
2864	126985	5983
2865	127026	5939
2866	127068	5894
2867	127121	5850
2868	127162	5806
2869	127211	5762
2870	127254	5717
2871	127297	5673
2872	127342	5629
2873	127386	5584
2874	127428	5540
2875	127482	5496
2876	127526	5452
2877	127566	5407
2878	127625	5363
2879	127675	5319
2880	127721	5275
2881	127766	5231
2882	127810	5186
2883	127853	5142
2884	127897	5098
2885	127937	5053
2886	127980	5009
2887	128019	4964
2888	128062	4920
2889	128113	4876
2890	128153	4831
2891	128195	4787
2892	128237	4742
2893	128278	4698
2894	128320	4654
2895	128365	4609
2896	128411	4565
2897	128468	4521
2898	128513	4477
2899	128557	4433
2900	128600	4388
2901	128641	4344
2902	128681	4299
2903	128719	4255
2904	128763	4210
2905	128807	4166
2906	128855	4122
2907	128900	4078
2908	128939	4033
2909	128996	3989
2910	129056	3945
2911	129099	3901
2912	129143	3857
2913	129215	3813
2914	129267	3769
2915	129316	3725
2916	129362	3680
2917	129421	3636
2918	129465	3592
2919	129505	3548
2920	129548	3503
2921	129591	3459
2922	129637	3415
2923	129677	3370
2924	129720	3326
2925	129765	3281
2926	129809	3237
2927	129853	3193
2928	129920	3149
2929	129970	3105
2930	130018	3060
2931	130061	3016
2932	130110	2972
2933	130155	2927
2934	130209	2883
2935	130258	2839
2936	130302	2795
2937	130343	2750
2938	130387	2706
2939	130435	2661
2940	130481	2617
2941	130534	2573
2942	130574	2528
2943	130650	2485
2944	130709	2441
2945	130757	2396
2946	130808	2352
2947	130855	2308
2948	130901	2263
2949	130942	2219
2950	130993	2175
2951	131044	2130
2952	131089	2086
2953	131133	2042
2954	131174	1997
2955	131216	1953
2956	131272	1908
2957	131318	1864
2958	131363	1820
2959	131405	1775
2960	131446	1731
2961	131487	1686
2962	131528	1642
2963	131571	1598
2964	131611	1553
2965	131654	1509
2966	131697	1464
2967	131738	1420
2968	131781	1375
2969	131829	1331
2970	131873	1287
2971	131911	1242
2972	131955	1198
2973	131997	1153
2974	132038	1109
2975	132082	1065
2976	132125	1020
2977	132168	976
2978	132212	932
2979	132253	887
2980	132291	843
2981	132332	798
2982	132371	754
2983	132409	709
2984	132450	665
2985	132492	621
2986	132535	576
2987	132580	532
2988	132624	488
2989	132665	443
2990	132709	399
2991	132751	354
2992	132791	310
2993	132835	266
2994	132874	221
2995	132919	177
2996	132962	133
2997	133012	88
2998	133052	44
2999	133095	0
