Analyte,Treatment,method,n,MAE,RMSE,NRMSE_mean,NRMSE_range,Coverage,MeanWidth,IntervalProb,CRPS,CRPS_norm_mean
ALL,ALL,"('Bayes',)",210,109539666.4731623,366847117.4667706,1.1250141662598347,2.961136893969715,0.44285714285714284,165102928.14551064,0.95,100197867.8805667,0.8440390198644973
ALL,ALL,"('ML',)",231,68476001.14302377,404116386.51661277,1.5846478853587034,1.3332685701061548,0.08225108225108226,8302473.704456542,,170133711.14228496,1.481533295789794
