n_parameters,max_rhat,mean_rhat,median_rhat,n_rhat_gt_1_01,n_rhat_gt_1_05,min_ess_bulk,min_ess_tail,median_ess_bulk,median_ess_tail
129059,1.7358726029627347,1.0429830313875585,1.0030269706045596,31933,14223,6.094221765755399,33.04973355939454,3656.203320623381,2736.6089422990344
